"ID","prompt","response","set","lab","rater1","rater2"
15,"Attaccapanni","appendere cravatte",16,10,1,1
15,"Attaccapanni","appendere fiori secchi",16,10,3,3
15,"Attaccapanni","disegnare un triangolo",16,10,2,3
15,"Attaccapanni","stendere biancheria",16,10,2,2
15,"banana","bocca per un pupazzo di neve",17,10,3,3
15,"banana","disegnare curve",17,10,2,2
15,"banana","far scivolare le persone",17,10,2,2
15,"banana","sculture di cibo",17,10,3,3
15,"banana","telefono finto per bambini o pistola, gioco in generale",17,10,2,2
15,"banana","unità di misura",17,10,2,3
15,"barattolo","coltello",17,10,3,3
15,"barattolo","contenitore",17,10,1,1
15,"barattolo","maracas - strumento per produrre rumore",17,10,2,2
15,"barattolo","porta penne",17,10,2,2
15,"barattolo","sentire oltre un muro",17,10,3,2
15,"barattolo","telefono per bambini",17,10,2,2
15,"Barile","arredare un angolo di un locale",16,10,2,2
15,"Barile","farci un tavolo",16,10,2,2
15,"Barile","portafiori",16,10,2,2
15,"bicicletta","appendi abito",17,10,2,2
15,"bicicletta","attrezzo per allenarsi",17,10,1,2
15,"bicicletta","illuminazione",17,10,2,2
15,"bicicletta","ornamento",17,10,2,2
15,"bicicletta","sedia",17,10,2,2
15,"bicicletta","strumento per produrre rumore",17,10,3,3
15,"bicicletta","ventilatore (ruote)",17,10,3,2
15,"borsa","arma",17,10,2,2
15,"borsa","bandiera",17,10,3,3
15,"borsa","contenitore",17,10,1,1
15,"borsa","creare porta da calcio",17,10,3,3
15,"borsa","ferma porta",17,10,2,2
15,"borsa","ostacolo",17,10,2,3
15,"borsa","palla",17,10,3,3
15,"borsa","peso",17,10,2,2
15,"borsa","segna posto",17,10,2,2
15,"botte","fantoccio",17,10,3,3
15,"botte","ferma porta",17,10,2,2
15,"botte","fontana",17,10,3,3
15,"botte","gelleggiante",17,10,3,3
15,"botte","nascondiglio",17,10,2,2
15,"botte","ornamento",17,10,2,2
15,"botte","peso (zavorra)",17,10,2,2
15,"botte","porta oggetti",17,10,2,2
15,"botte","sedia",17,10,2,2
15,"botte","tavolo",17,10,2,2
15,"botte","vaso",17,10,2,2
15,"Bottiglia di plastica","decorazioni natalizie come fiori",16,10,2,2
15,"Bottiglia di plastica","degli animali",16,10,3,2
15,"Bottiglia di plastica","per spaventare i gatti",16,10,2,3
15,"Bottiglia di plastica","riciclare i tappi",16,10,2,2
15,"Bottiglia di plastica","riutilizzarla per il riciclo industriale",16,10,2,2
15,"Bottiglia di plastica","tagliandola fare dei portamatite",16,10,2,2
15,"Bottiglia di plastica","vaso per fiori recisi",16,10,2,2
15,"bottiglietta","attrezzo per ginnastica",17,10,2,3
15,"bottiglietta","contenitore piccoli oggetti",17,10,2,2
15,"bottiglietta","ferma porta",17,10,2,2
15,"bottiglietta","lente di ingrandimento",17,10,3,2
15,"bottiglietta","peso",17,10,2,2
15,"bottiglietta","riscaldare (borsa acqua calda)",17,10,3,3
15,"bottiglietta","rompere qualcosa",17,10,2,3
15,"bottiglietta","tenere freschi i cibi",17,10,2,2
15,"cappello","contenitore per frutta",17,10,2,2
15,"cappello","cuccia per piccoli animali/riparo",17,10,2,2
15,"cappello","estetica",17,10,1,2
15,"cappello","misurazione",17,10,3,3
15,"cappello","porta oggetti",17,10,2,2
15,"cappello","regalo",17,10,2,2
15,"cappello","riparare dalla pioggia",17,10,1,1
15,"cappello","segna posto",17,10,2,2
15,"cappello","vaso",17,10,2,2
15,"cestino","altalena",17,10,2,2
15,"cestino","barchetta",17,10,3,2
15,"cestino","camminare sulla neve in caso di emergenza",17,10,2,3
15,"cestino","cesto per mongolfiera giocattolo",17,10,4,4
15,"cestino","cuccia",17,10,2,2
15,"cestino","culla",17,10,2,2
15,"cestino","lampada",17,10,2,2
15,"cestino","riparo",17,10,2,2
15,"cestino","unità di misura",17,10,2,3
15,"coltello","accendere un fuoco",17,10,2,3
15,"coltello","appendere foto/appunti",17,10,2,3
15,"coltello","fare dei buchi in terra o nel legno",17,10,2,2
15,"coltello","fare i buchi ad una cintura",17,10,3,2
15,"coltello","lancio dei coltelli",17,10,2,2
15,"coltello","riflettere la luce del sole, madare messaggi",17,10,4,3
15,"coltello","segnalibro d'emergenza",17,10,2,2
15,"coltello","svuotare frutta",17,10,1,1
15,"cucchiaio","conduttore elettrico (metallo)",17,10,4,4
15,"cucchiaio","dipingere",17,10,3,3
15,"cucchiaio","fare rumore",17,10,2,2
15,"cucchiaio","fare sculture",17,10,2,2
15,"cucchiaio","gioco per bambini, perché da riflessi strani",17,10,3,2
15,"cucchiaio","riflettere luce",17,10,3,3
15,"cucchiaio","scavare in terra",17,10,2,2
15,"cucchiaio","spettacoli di magia",17,10,2,3
15,"cucchiaio","unità di misura peso/lunghezza",17,10,2,2
15,"graffetta","creare cortocircuiti",17,10,3,3
15,"graffetta","dividere per colore i fogli",17,10,1,1
15,"graffetta","fare sculture di fil di ferro",17,10,2,2
15,"graffetta","portachiavi",17,10,2,2
15,"graffetta","segnalibro",17,10,1,2
15,"graffetta","tenere vicine spalline del reggiseno/canotta",17,10,2,2
15,"guanto","asciugamano/straccio",17,10,2,2
15,"guanto","filtro",17,10,3,2
15,"guanto","pennello per dipingere",17,10,3,2
15,"guanto","porta oggetti",17,10,2,2
15,"guanto","presina",17,10,1,2
15,"guanto","profumatore per armadi (se riempito)",17,10,4,3
15,"guanto","protezione dal sole",17,10,2,2
15,"guanto","sacchetto",17,10,2,2
15,"guanto","spessore",17,10,3,3
15,"guanto","stampo",17,10,2,2
15,"lampadina","accendino",17,10,3,3
15,"lampadina","arma",17,10,3,2
15,"lampadina","lente per fare fuoco",17,10,3,3
15,"lampadina","stampo per dolci",17,10,3,3
15,"lampadina","timbro",17,10,3,3
15,"lampadina","vaso",17,10,2,2
15,"Lampadina","creare delle lampade",16,10,2,2
15,"Lampadina","creare delle luminarie",16,10,2,2
15,"Lampadina","dipingerla",16,10,2,2
15,"Lampadina","fare luce",16,10,1,1
15,"Lampadina","riciclare i pezzi rotti",16,10,2,2
15,"libro","arma",17,10,2,2
15,"libro","diario",17,10,1,2
15,"libro","ferma porta",17,10,2,2
15,"libro","ombrello",17,10,3,3
15,"libro","peso",17,10,2,2
15,"libro","righello",17,10,2,2
15,"libro","rompere oggetti",17,10,2,2
15,"libro","scavare",17,10,3,3
15,"libro","sottopentola",17,10,2,2
15,"libro","spessore",17,10,2,2
15,"libro","squadra",17,10,2,3
15,"libro","sventolarsi",17,10,2,3
15,"libro","tenere fiori essiccati",17,10,2,2
15,"libro","uccidi-insetti",17,10,2,2
15,"Libro","bruciarlo",16,10,2,2
15,"Libro","catalogarlo",16,10,1,2
15,"Libro","colpire qualcuno",16,10,2,2
15,"Libro","creare corone con le pagine",16,10,4,4
15,"Libro","farci lo spago con le pagine",16,10,4,4
15,"Libro","impilarli",16,10,2,2
15,"Libro","leggerlo",16,10,1,1
15,"Libro","regalarlo",16,10,2,2
15,"Libro","usare le pagine per creare dei lavori di carta",16,10,2,3
15,"Libro","venderlo nei mercatini",16,10,2,1
15,"martello","appendino",17,10,2,2
15,"martello","arma",17,10,2,2
15,"martello","batticarne",17,10,2,2
15,"martello","fare rumore",17,10,2,2
15,"martello","rompere oggetti",17,10,1,1
15,"martello","scavare",17,10,2,2
15,"mattone","arma",17,10,2,2
15,"mattone","ferma porta",17,10,2,2
15,"mattone","nascondiglio per piccoli oggetti",17,10,2,2
15,"mattone","peso",17,10,2,2
15,"mattone","poggia pentole",17,10,2,3
15,"mattone","porta penne",17,10,2,2
15,"mattone","rompere cose",17,10,2,2
15,"mattone","squadra",17,10,2,3
15,"mattone","vaso per piantine",17,10,2,2
15,"Sedia","appoggiare indumenti",16,10,2,2
15,"Sedia","creare una casetta o dei giochi per i bambini",16,10,4,4
15,"Sedia","dipingere",16,10,2,2
15,"Sedia","fare il gioco della sedia",16,10,3,2
15,"Sedia","fare legna",16,10,2,2
15,"Sedia","rivestirla",16,10,2,2
15,"Sedia","togliere la spagliera e creare uno sgabello",16,10,2,2
15,"Sedia","usarla per difesa",16,10,2,2
16,"accendino","studiare il funzionamento di pietre focaie",17,10,3,3
16,"accendino","studiare l'espansione di un gas",17,10,3,3
16,"accetta","aprire l'anguria",17,10,2,3
16,"accetta","aprire una porta chiusa",17,10,2,3
16,"accetta","scavae una piccola buca",17,10,2,2
16,"appendino","giocattolo per bambini",17,10,2,2
16,"appendino","grattarsi la schiena",17,10,3,3
16,"appendino","stura scarico",17,10,3,3
16,"aspirapolvere","coprire un suono o rumore sgradito",17,10,3,2
16,"aspirapolvere","uccidere i ragni",17,10,2,2
16,"banana","realizzare una maschera di bellezza",17,10,2,2
16,"barattolo","bicchiere",17,10,2,2
16,"barattolo","coperchio per tagliare i cibi",17,10,3,3
16,"barattolo","portapenne",17,10,2,2
16,"barattolo","strumento musicale",17,10,2,2
16,"barattolo","svuota tasche",17,10,2,3
16,"barattolo","vaso per i fiori",17,10,2,2
16,"bicicletta","fare fotografie artistiche",17,10,2,3
16,"bicicletta","riciclare i materiali, ad esempio le ruote",17,10,2,2
16,"bicicletta","trasportare oggetti pesanti",17,10,2,2
16,"borsa","nascondiglio",17,10,2,2
16,"borsa","proteggersi la testa quando piove",17,10,2,2
16,"botte","contenitore di robe vecchie",17,10,2,1
16,"botte","nascondiglio",17,10,2,2
16,"botte","vasca per lavare",17,10,2,2
16,"bottiglietta","contenitore per la pittura",17,10,1,2
16,"bottiglietta","salvadanaio",17,10,2,2
16,"bottiglietta","vaso per i fiori",17,10,2,2
16,"cappello","barchetta per far giocare i bambini",17,10,2,2
16,"cappello","parasole, mettendolo sugli occhi quando si vuole dormire",17,10,2,1
16,"cappello","raccoglitore di soldi, soprattuto per gli artisti di strada",17,10,2,2
16,"cappello","vaso per fiori, capovolgendolo e riempiendolo di terra",17,10,2,2
16,"cestino","cuccia per animali",17,10,2,2
16,"cestino","ombrello quando piove",17,10,2,2
16,"cestino","svuotatasche se è sufficientemente piccolo",17,10,3,2
16,"coltello","arma di autodifesa",17,10,1,2
16,"coltello","cacciavite",17,10,2,2
16,"coltello","incidere qualcosa su una superficie",17,10,2,2
16,"coltello","tenere chiuso un panino molto alto",17,10,4,3
16,"cucchiaio","gioccattolo per bambini",17,10,2,2
16,"cucchiaio","misurino",17,10,1,2
16,"cucchiaio","paletta per scavare o raccogliere",17,10,2,2
16,"cucchiaio","pennello per spargere il colore",17,10,3,3
16,"graffetta","aiutarsi quando si vuole mettere un bracciale da soli, infilando una punta ad un'estremità per tenerla ferma",17,10,3,2
16,"graffetta","aprire lo slot della SIM per l'Iphone",17,10,2,2
16,"graffetta","ferrettino",17,10,2,2
16,"graffetta","orecchino",17,10,2,2
16,"guanto","nascondere qualcosa sulla mano che non si vuole far vedere",17,10,3,2
16,"guanto","proteggersi dalle scottature quando si usa il caminetto",17,10,1,2
16,"lampadina","decorazione per l'albero di Natale se opportunamente colorata",17,10,2,2
16,"lampadina","studiare come funziona il circuito elettrico",17,10,3,3
16,"libro","creare amicizie o storie d'amore con altre persone",17,10,3,3
16,"libro","nasconderci dei fogli o altre cose sottili",17,10,2,2
16,"libro","spessore o rialzo",17,10,2,2
16,"martello","rompere la noce di cocco",17,10,2,2
16,"mattone","martello",17,10,2,2
16,"mattone","portapenne",17,10,2,2
16,"mattone","rialzo",17,10,2,2
17,"accendino","farlo girare come una bottiglia a terra",17,10,3,3
17,"accendino","piccolo martello",17,10,2,2
17,"accendino","segnaposto",17,10,2,2
17,"accendino","svuotarlo del liquido e usarlo come un contenitore",17,10,2,2
17,"accetta","lanciarlo al cane",17,10,3,2
17,"accetta","rastrello per segnare bordi o confini sulla sabbia",17,10,3,3
17,"accetta","righello",17,10,2,2
17,"appendino","appendere festoni o usarlo come ghirlanda",17,10,3,2
17,"appendino","compasso tenendo in mano la parte metallica",17,10,4,4
17,"appendino","righello o squadra da disegno",17,10,2,2
17,"aspirapolvere","mezzo di trasporto domestico",17,10,3,3
17,"aspirapolvere","staccare la scopa usarla per aspirare i capelli cosi da legarli più velocemente ?",17,10,2,2
17,"aspirapolvere","vassoio",17,10,3,3
17,"banana","boomerang",17,10,2,2
17,"banana","pistola finta",17,10,2,2
17,"banana","tagliarla a rondelle e costruire con queste una bicicletta",17,10,4,3
17,"banana","togliere la buccia e usarla come parrucca",17,10,3,3
17,"banana","usarla come ? (luogo comune)",17,10,NA,NA
17,"barattolo","dado a due facce",17,10,4,4
17,"barattolo","porta candele bucandolo",17,10,2,2
17,"barattolo","ruota di un carretto",17,10,3,2
17,"barattolo","tamburo",17,10,2,2
17,"bicicletta","stenderla e sedersi nel triangolo centrale",17,10,4,4
17,"bicicletta","usare le ruote come ulaop",17,10,3,4
17,"bicicletta","usarla come scala per arrivare in alto",17,10,3,3
17,"borsa","cuscino",17,10,2,2
17,"borsa","peso per mandare a fondo qualcosa di più leggero",17,10,3,2
17,"botte","da abbracciare come un grosso peluche o un albero",17,10,4,4
17,"botte","impacchettarlo e fingere che sia un uovo di pasqua",17,10,3,3
17,"botte","sedia o tavolo",17,10,2,2
17,"bottiglietta","darla in testa a qualcuno",17,10,2,3
17,"bottiglietta","strumento musicale sfregando delle bacchette sulle scanalature esterne",17,10,3,3
17,"bottiglietta","tagliarla a metà e usarla come vaso",17,10,2,2
17,"bottiglietta","trampolino",17,10,3,3
17,"bottiglietta","usarla per scavare buchi tondi",17,10,4,4
17,"cappello","barchetta sul lago",17,10,2,2
17,"cappello","cestino, capovolgendolo",17,10,2,2
17,"cappello","nascondere un insetto",17,10,2,2
17,"cappello","spegnere un fuoco",17,10,2,3
17,"cappello","staccare un filo di paglia e usarlo come filo interdentale",17,10,5,4
17,"cestino","bruciarlo e spargere le sue ceneri",17,10,2,2
17,"cestino","cappello",17,10,2,2
17,"cestino","ponte col manico",17,10,4,3
17,"cestino","slittino",17,10,3,2
17,"coltello","per aprire una serratura",17,10,2,2
17,"coltello","pettine delicatamente, per fare la riga ai capelli)",17,10,3,2
17,"coltello","raccogliere qualcosa di piccolo o liquido",17,10,2,3
17,"coltello","spatola per la creta",17,10,2,2
17,"coltello","usarlo come meridiana (tipo bastone piantato a terra)",17,10,4,3
17,"cucchiaio","addobbarlo da persona",17,10,3,3
17,"cucchiaio","metterlo in fronte se si ha mal di testa (perché è freddo)",17,10,4,4
17,"cucchiaio","spazzolino mal funzionante",17,10,4,4
17,"graffetta","bracciale, unito con altri",17,10,2,2
17,"graffetta","grattare il gratta e vinci",17,10,3,2
17,"graffetta","molletta per i capelli",17,10,2,2
17,"graffetta","può assumere diverse forme, piccola scultura",17,10,2,3
17,"graffetta","tavola da surf per topi (piccolissimi)",17,10,5,5
17,"guanto","calzino",17,10,3,3
17,"guanto","riempirlo d'acqua e usarlo  ome palloncino o facendo uscire l'acqua dalle punte delle dita",17,10,3,3
17,"guanto","usarlo come foglio per scrivere o stuoia se è molto grande",17,10,3,3
17,"guanto","usarlo come passamontagna facendo dei buchi per occhi naso e bocca",17,10,4,4
17,"guanto","usarlo per avvolgere qualcosa di rotto o di tagliente",17,10,2,3
17,"lampadina","fingere sia un uovo",17,10,3,3
17,"lampadina","pallina per lìalbero di natale",17,10,2,2
17,"lampadina","rompere il vetro come passatempo",17,10,2,2
17,"lampadina","tappa buchi nel muro",17,10,3,3
17,"lampadina","vasetto per i fiori o contenitore, svitando la parte metallica",17,10,2,2
17,"libro","appoggio per mettere lo smalto",17,10,3,2
17,"libro","gradino",17,10,2,2
17,"libro","sedia",17,10,2,2
17,"libro","unire molti cartoni per farne delle ?",17,10,NA,NA
17,"libro","usare il cartone per fare una capanna",17,10,3,3
17,"libro","vassoio",17,10,2,2
17,"martello","bastone della vecchiaia",17,10,2,2
17,"martello","manico per aprire una scatola",17,10,2,3
17,"martello","stampella",17,10,2,2
17,"mattone","pesetto o supporto durante la ginnastica",17,10,2,2
17,"mattone","tagliarlo a metà per lungo e farcirlo come del pan di spagna",17,10,4,3
17,"mattone","vaso o contenitore",17,10,2,2
18,"accendino","fiamma ossidrica (per dolci)",17,10,3,3
18,"accendino","porta stuzzicadenti",17,10,3,3
18,"accetta","aiuto per scalare",17,10,3,2
18,"accetta","appendiabiti",17,10,2,2
18,"accetta","calzare",17,10,2,3
18,"accetta","coltello per tagliare",17,10,2,2
18,"accetta","gancio per bussare alla porta",17,10,4,4
18,"accetta","righello",17,10,2,2
18,"accetta","spatola",17,10,3,2
18,"appendino","bilancere (con peso)",17,10,3,3
18,"appendino","stendino",17,10,1,1
18,"aspirapolvere","carrellino per appoggiarsi",17,10,2,2
18,"aspirapolvere","phoen",17,10,3,3
18,"aspirapolvere","sedia (con rotelle)",17,10,2,2
18,"Attaccapanni","arma impropria",16,10,2,2
18,"Attaccapanni","cavatappi",16,10,4,2
18,"Attaccapanni","fermaporta",16,10,3,3
18,"Attaccapanni","rabdomanzia",16,10,5,4
18,"Attaccapanni","righello",16,10,2,2
18,"banana","cotton fioc",17,10,4,3
18,"banana","frisbee",17,10,2,3
18,"banana","poggia testa",17,10,3,3
18,"banana","porta collane",17,10,3,3
18,"banana","stura water",17,10,4,3
18,"barattolo","batt icarne",17,10,2,2
18,"barattolo","ciotola",17,10,2,3
18,"barattolo","creazione motivi pittorici (strisciandolo)",17,10,4,4
18,"barattolo","mattarello",17,10,3,3
18,"barattolo","oggetto che permette la creazione di cerchi",17,10,2,2
18,"barattolo","oggetto musicale",17,10,2,2
18,"barattolo","porta bagnoschiuma",17,10,2,1
18,"barattolo","porta penne",17,10,2,2
18,"Barile","arma impropria",16,10,2,2
18,"Barile","fioriera",16,10,2,2
18,"Barile","rialzo",16,10,2,2
18,"Barile","sedia",16,10,2,2
18,"Barile","tavolo",16,10,2,2
18,"Barile","vaso",16,10,2,2
18,"botte","oggetto utile per attività fisica (tipo peso da far roteare)",17,10,3,2
18,"botte","sedia",17,10,2,2
18,"botte","tavolino",17,10,2,2
18,"Bottiglia di plastica","arma impropria se in vetro",16,10,2,2
18,"Bottiglia di plastica","clessidra forse",16,10,3,3
18,"Bottiglia di plastica","contenitore di materiale minuto",16,10,3,3
18,"Bottiglia di plastica","fioriera",16,10,2,3
18,"bottiglietta","mattarello",17,10,2,2
18,"bottiglietta","peso",17,10,2,2
18,"bottiglietta","rullo per massaggio",17,10,3,3
18,"cappello","bacinella",17,10,2,2
18,"cappello","borsetta (pochette)",17,10,2,2
18,"cappello","coperchip tortiera",17,10,3,2
18,"cappello","porta ombrelli",17,10,3,2
18,"cappello","ventaglio",17,10,2,2
18,"cestino","borsa",17,10,2,2
18,"cestino","cappello",17,10,2,2
18,"cestino","cuccia per gatti",17,10,2,2
18,"cestino","culla",17,10,2,2
18,"cestino","ombrello",17,10,2,2
18,"cestino","porta biancheria",17,10,1,1
18,"cestino","seggiolino",17,10,2,2
18,"cestino","vassoio",17,10,2,2
18,"coltello","cacciavite",17,10,2,2
18,"coltello","oggetto per farsi la riga nei capelli",17,10,3,2
18,"coltello","spatola",17,10,2,2
18,"cucchiaio","lampadario",17,10,2,3
18,"cucchiaio","martelletto",17,10,3,3
18,"cucchiaio","protezione occhi",17,10,3,3
18,"cucchiaio","spatola per truccarsi",17,10,3,2
18,"graffetta","fionda",17,10,3,3
18,"graffetta","orecchino",17,10,2,2
18,"graffetta","piegaciglia",17,10,4,4
18,"graffetta","prendi-topo",17,10,3,3
18,"graffetta","spilla per capelli",17,10,2,2
18,"graffetta","trappola per animali",17,10,3,3
18,"guanto","cuffia",17,10,2,2
18,"guanto","porta oggetti",17,10,2,2
18,"guanto","strofinaccio",17,10,2,2
18,"guanto","togli polvere",17,10,2,2
18,"lampadina","ammazza zanzare (insetti)",17,10,3,3
18,"lampadina","ciondolo",17,10,2,2
18,"lampadina","clessidra",17,10,2,3
18,"lampadina","piastra",17,10,2,3
18,"lampadina","porta pepe",17,10,3,2
18,"lampadina","porta sale",17,10,3,2
18,"lampadina","porta zucchero",17,10,3,2
18,"lampadina","ventosa",17,10,3,3
18,"Lampadina","arma impropria",16,10,2,2
18,"Lampadina","decorazione",16,10,2,2
18,"Lampadina","light show se in gruppo",16,10,2,3
18,"Lampadina","segnalatore se accesa",16,10,3,3
18,"Lampadina","strumento",16,10,2,2
18,"libro","cuscino",17,10,2,2
18,"libro","scaletta",17,10,2,2
18,"libro","sottobicchiere",17,10,2,2
18,"libro","step",17,10,2,2
18,"libro","tovaglietta",17,10,2,3
18,"Libro","alimentare il fuoco",16,10,2,2
18,"Libro","arma impropria",16,10,2,2
18,"Libro","decorazione",16,10,2,2
18,"Libro","fermacarte",16,10,2,2
18,"Libro","fermaporta",16,10,2,2
18,"Libro","rialzo",16,10,2,2
18,"Libro","righello",16,10,2,2
18,"Libro","scherzi rumorosi",16,10,4,4
18,"martello","aiuto per grattarsi la schiena",17,10,3,2
18,"martello","appendiabito",17,10,2,2
18,"martello","porta asciugamani",17,10,3,3
18,"martello","schiaccianoci",17,10,2,2
18,"martello","sturare il water",17,10,3,3
18,"mattone","ferma porta",17,10,2,2
18,"mattone","fornetto per le unghie",17,10,4,3
18,"mattone","peso",17,10,2,2
18,"mattone","porta lenti",17,10,2,2
18,"mattone","porta spazzolini",17,10,2,2
18,"mattone","step",17,10,2,2
18,"mattone","suola scarpe",17,10,3,3
18,"Sedia","arma impropria",16,10,2,2
18,"Sedia","rialzo in caso di comizi",16,10,3,2
18,"Sedia","sketch teatrali",16,10,2,4
18,"Sedia","trono improprio",16,10,3,4
19,"accendino","accendere un fuoco",17,10,1,1
19,"accendino","bruciare qualcosa",17,10,1,1
19,"accendino","scaldarsi",17,10,1,1
19,"accendino","segnalibro",17,10,2,2
19,"accetta","tagliare vestiti",17,10,2,2
19,"appendino","appendersi con le mani",17,10,2,2
19,"appendino","scultura originale",17,10,2,2
19,"aspirapolvere","catturare un insetto",17,10,2,2
19,"aspirapolvere","far rumore",17,10,2,2
19,"aspirapolvere","pulire il giardino",17,10,1,1
19,"Attaccapanni","appendi vasi",16,10,2,2
19,"Attaccapanni","meta cornice",16,10,2,2
19,"banana","decorare",17,10,2,2
19,"banana","realizzare un disegno",17,10,2,2
19,"barattolo","contenitore acqua",17,10,2,1
19,"barattolo","porta oggetti",17,10,2,2
19,"barattolo","vaso",17,10,2,2
19,"Barile","porta piante",16,10,2,2
19,"Barile","sedile",16,10,2,2
19,"Barile","tavolino",16,10,2,2
19,"bicicletta","appendere qualcosa",17,10,2,2
19,"bicicletta","ornamento da giardino",17,10,3,2
19,"botte","piccolo tavolino",17,10,2,2
19,"botte","sedia/sgabello",17,10,2,2
19,"botte","strumento musicale",17,10,2,2
19,"Bottiglia di plastica","decorazioni per esterni",16,10,2,2
19,"Bottiglia di plastica","ferma porta",16,10,2,2
19,"Bottiglia di plastica","giocattoli per bambini",16,10,2,2
19,"Bottiglia di plastica","gioco per cani",16,10,2,2
19,"Bottiglia di plastica","raccogli frutta",16,10,3,2
19,"Bottiglia di plastica","trappola per mosche",16,10,2,3
19,"bottiglietta","anaffiare le piante",17,10,2,2
19,"bottiglietta","peso per allenarsi",17,10,2,2
19,"cappello","coprire qualcosa dal sole",17,10,2,1
19,"cappello","fare l'elemosina",17,10,2,2
19,"cappello","nascondere qualcosa",17,10,2,2
19,"cappello","ornamento in casa",17,10,2,2
19,"cappello","porta oggetti",17,10,2,2
19,"cestino","cappello per coprirsi dal sole",17,10,2,2
19,"cestino","cesto regalo per Natale",17,10,1,2
19,"cestino","cuccia per il cane/gatto",17,10,2,2
19,"cestino","culla alternativa",17,10,2,2
19,"cestino","ornamento in casa",17,10,2,2
19,"coltello","salire su un albero",17,10,3,3
19,"coltello","taglio capelli",17,10,2,2
19,"cucchiaio","creare una scultura alternativa",17,10,2,2
19,"cucchiaio","leva per aprire un barattolo",17,10,2,2
19,"cucchiaio","specchiarsi",17,10,2,2
19,"graffetta","addobbare un piccolo albero",17,10,2,3
19,"graffetta","creare una collana/bracciale",17,10,2,2
19,"guanto","contenitore",17,10,2,2
19,"guanto","pupazzo (disegnandoci qualcosa)",17,10,2,2
19,"guanto","spugna/panno",17,10,2,2
19,"lampadina","causare un cortocircuito",17,10,3,3
19,"lampadina","creare una scultura/ornamento",17,10,2,3
19,"lampadina","illuminare un albero di Natale",17,10,1,1
19,"Lampadina","boulle per microclima",16,10,5,4
19,"Lampadina","contenitore per micro paesaggi",16,10,4,4
19,"libro","avere un rialzo per un tavolino",17,10,2,2
19,"libro","tenere aperta una porta",17,10,2,2
19,"libro","tenere fermi dei fogli che potrebbero volare via",17,10,2,2
19,"Libro","base per decorazione floreale",16,10,2,2
19,"Libro","base per lampada",16,10,2,2
19,"Libro","mensola",16,10,2,2
19,"martello","scrivere sulla sabbia",17,10,2,3
19,"martello","tenere fermo qualcosa che potrebbe volare via con il vento",17,10,2,3
19,"mattone","decorazione",17,10,2,2
19,"mattone","portapenne",17,10,2,2
19,"Sedia","appendino",16,10,2,2
19,"Sedia","mensola",16,10,2,2
19,"Sedia","porta piante",16,10,2,2
19,"Sedia","tavolino",16,10,2,2
20,"accendino","cintura, accostando piu accendini",17,10,4,4
20,"accendino","orecchino alternatibvo pendente",17,10,3,3
20,"accendino","portachiavi",17,10,2,2
20,"accetta","arare la terra",17,10,3,2
20,"accetta","gamba di una seggiola",17,10,3,3
20,"accetta","ornamento su parete",17,10,2,2
20,"appendino","lanciare come in un nuovo sport (come lancio del disco)",17,10,3,3
20,"appendino","ornamento su parete (da porre in serie)",17,10,3,2
20,"appendino","portaocchiali (stecche degli occhiali da appendere)",17,10,2,3
20,"aspirapolvere","portaoggetti mobile",17,10,2,2
20,"aspirapolvere","strumento musicale",17,10,3,2
20,"Attaccapanni","mensola attaccata a un muro",16,10,3,2
20,"Attaccapanni","porta carta igienica",16,10,2,2
20,"Attaccapanni","portamestoli in cucina",16,10,2,2
20,"Attaccapanni","portaorecchini legando dei fili",16,10,4,3
20,"Attaccapanni","separatore",16,10,3,3
20,"Attaccapanni","tendina",16,10,4,2
20,"banana","cerchietto per ragazze",17,10,3,3
20,"banana","collana di banane",17,10,3,2
20,"banana","suola per scarpe",17,10,3,3
20,"barattolo","bicchiere",17,10,2,2
20,"barattolo","ferma carte",17,10,2,2
20,"barattolo","porta caffè in cialde o in polvere",17,10,2,1
20,"barattolo","porta caramelle",17,10,2,2
20,"barattolo","porta gioie",17,10,2,2
20,"barattolo","strumento musicale",17,10,2,2
20,"Barile","capovolgerlo e usarlo per sedersi",16,10,2,2
20,"Barile","come tavolo alto",16,10,2,2
20,"Barile","con dei sassi e fare una fontana",16,10,4,4
20,"Barile","con sgabelli",16,10,2,2
20,"Barile","facendo sotto un giardino roccioso o con i sassi",16,10,4,4
20,"Barile","facendo uscire l'acqua dalla fessura",16,10,4,3
20,"Barile","metterei dei fiori",16,10,2,2
20,"Barile","mobile bar",16,10,2,2
20,"Barile","montare una cascata",16,10,4,5
20,"bicicletta","ornamento (da mettere al rovescio)",17,10,2,2
20,"bicicletta","tritare materiale sotto le gomme",17,10,3,3
20,"borsa","difendersi da un'aggressione",17,10,2,2
20,"borsa","ripararsi dalla pioggia",17,10,2,2
20,"botte","appoggiare sopra qualche oggetto",17,10,2,2
20,"botte","per sedersi",17,10,2,2
20,"botte","strumento musicale (tamburo)",17,10,2,2
20,"Bottiglia di plastica","bucare i tappi per innaffiare i fiori",16,10,2,2
20,"Bottiglia di plastica","fare decorazioni natalizie come un saliscendi dal soffitto",16,10,3,3
20,"Bottiglia di plastica","giochi per bambini riempiendo di ceci o fagioli",16,10,3,3
20,"Bottiglia di plastica","serra per i fiori",16,10,4,2
20,"Bottiglia di plastica","sottovasi",16,10,2,2
20,"Bottiglia di plastica","tagliare e mettere sul fuoco e modellarla per fare forme per esempio dei fiori",16,10,3,2
20,"Bottiglia di plastica","usarne delle parti per farne un cucchiaino per stendere materiali come gesso o silicone",16,10,4,4
