"ID","prompt","response","set","lab","rater1","rater2","rater3","rater4"
"170","haarfoehn","sich heisse luft ins gesicht blasen um gefühl zu bekommen wie es sich zb in las vegas im freien anfühlt",12,7,1,2,2,2
"170","haarfoehn","trocknen",12,7,1,1,0,0
"170","haarfoehn","vignette von autoscheibe lösen",12,7,1,2,1,2
"170","haarfoehn","wäsche trocknen",12,7,1,0,1,1
"170","konservendose","blumentopf",12,7,1,1,1,1
"170","konservendose","fussball",12,7,1,1,1,1
"170","konservendose","instrument",12,7,2,1,1,2
"170","konservendose","kompostkübel",12,7,1,1,1,1
"170","konservendose","kunstobjekt",12,7,1,1,1,2
"170","konservendose","müllkübel",12,7,1,1,1,1
"170","konservendose","sparbüchse",12,7,1,2,1,1
"170","konservendose","wasserglas",12,7,1,1,1,1
"170","konservendose","ziergegenstand",12,7,1,1,1,1
"170","konservendose","zum spielen",12,7,1,1,1,1
"170","messer","als schraubenzieher",12,7,1,2,1,1
"170","messer","brot auschneiden",12,7,0,0,0,0
"170","messer","fingernägel schneiden",12,7,1,1,1,2
"170","messer","im gemüsegarten umstechen",12,7,1,2,1,1
"170","messer","schneiden",12,7,0,0,1,0
"170","messer","teilen",12,7,0,0,1,0
"170","messer","töten",12,7,0,0,1,0
"170","messer","verletzen",12,7,0,0,1,0
"170","messer","zum dosenöffnen",12,7,1,1,1,1
"1704LAJA178","Büroklammer","als Magnet",13,8,3,3,2,NA
"1704LAJA178","Büroklammer","Aufhänger",13,8,2,1,2,NA
"1704LAJA178","Büroklammer","Draht",13,8,3,4,2,NA
"1704LAJA178","Büroklammer","Haarspange",13,8,2,1,3,NA
"1704LAJA178","Büroklammer","Lesezeichen",13,8,1,2,3,NA
"1704LAJA178","Büroklammer","Ohrring",13,8,2,1,2,NA
"1704LAJA178","Büroklammer","Reißverschluss",13,8,2,3,3,NA
"1704LAJA178","Büroklammer","zum Einritzen eines Musters in Holz",13,8,3,2,2,NA
"1704LAJA178","Büroklammer","zum Verschließen einer Tüte",13,8,1,3,1,NA
"1704LAJA178","Mülltüte","Brechbeutel",13,8,1,3,2,NA
"1704LAJA178","Mülltüte","Geräusche erzeugen",13,8,4,2,2,NA
"1704LAJA178","Mülltüte","Mordinstrument",13,8,2,2,2,NA
"1704LAJA178","Mülltüte","Mütze",13,8,3,2,2,NA
"1704LAJA178","Mülltüte","Regenmantel",13,8,3,1,2,NA
"1704LAJA178","Mülltüte","Sack zum Sackhüpfen",13,8,3,1,3,NA
"1704LAJA178","Mülltüte","Schwimmanzug",13,8,4,4,3,NA
"1704LAJA178","Seil","als Balancierfläche",13,8,3,2,2,NA
"1704LAJA178","Seil","als Lasso",13,8,4,1,1,NA
"1704LAJA178","Seil","als Peitsche",13,8,4,1,2,NA
"1704LAJA178","Seil","als Saite",13,8,5,4,2,NA
"1704LAJA178","Seil","als Türöffner",13,8,3,3,2,NA
"1704LAJA178","Seil","als Ventilator",13,8,5,5,4,NA
"1704LAJA178","Seil","Halter",13,8,2,2,2,NA
"1704LAJA178","Seil","zum Schwingen von einem Ort zum anderen",13,8,4,2,2,NA
"171","haarfoehn","essen aufwärmen",12,7,2,1,1,1
"171","haarfoehn","fussel von kleidung föhnen",12,7,1,0,1,2
"171","haarfoehn","hund trocknen",12,7,1,1,1,0
"171","haarfoehn","kleidung trocknen",12,7,1,1,1,1
"171","haarfoehn","mordwaffe",12,7,1,1,1,1
"171","haarfoehn","nasse buchseiten trocknen",12,7,1,1,1,1
"171","haarfoehn","nasse scuhe trocknen",12,7,1,1,1,1
"171","haarfoehn","wärmen im winter",12,7,1,1,0,1
"171","haarfoehn","windmaschine bei fotos",12,7,1,1,1,1
"171","konservendose","futterdose für tiere",12,7,0,1,1,1
"171","konservendose","knabberschüssel",12,7,1,2,1,1
"171","konservendose","knopfaufbewahrung",12,7,1,1,1,1
"171","konservendose","messbecher",12,7,3,2,1,1
"171","konservendose","schnurrtelefon",12,7,1,1,1,1
"171","konservendose","sparbüchse",12,7,1,2,1,1
"171","konservendose","stifthalter",12,7,1,1,1,1
"171","konservendose","telefon",12,7,1,1,1,1
"171","konservendose","trinkeldkasse",12,7,1,1,1,1
"171","konservendose","trommel",12,7,1,1,1,1
"171","konservendose","zuckerdose",12,7,1,1,1,1
"171","messer","dosen öffnen",12,7,0,1,1,1
"171","messer","ettiketten von kleidung schneiden",12,7,1,1,1,1
"171","messer","fingernägel schneiden",12,7,1,1,1,2
"171","messer","fleisch schneiden",12,7,0,0,1,0
"171","messer","haare schneiden",12,7,1,1,1,1
"171","messer","mord",12,7,0,0,1,0
"171","messer","obst schneiden",12,7,0,0,1,0
"171","messer","tüten öffnen",12,7,0,0,1,0
"1711ISAU170","Büroklammer","Büromaterial",13,8,1,1,1,NA
"1711ISAU170","Büroklammer","Geschenk fürs Schrottwichteln",13,8,3,4,3,NA
"1711ISAU170","Büroklammer","Iphonesim-Öffner",13,8,3,3,3,NA
"1711ISAU170","Büroklammer","Mordwaffe",13,8,4,2,2,NA
"1711ISAU170","Büroklammer","Ohrring",13,8,2,1,2,NA
"1711ISAU170","Büroklammer","Rückenkratzer",13,8,3,2,3,NA
"1711ISAU170","Büroklammer","Tannenbaumschmuck",13,8,3,2,3,NA
"1711ISAU170","Büroklammer","Wanddekoration",13,8,2,3,2,NA
"1711ISAU170","Büroklammer","Zahnstocher",13,8,3,2,3,NA
"1711ISAU170","Mülltüte","Aufbewahrung",13,8,2,1,2,NA
"1711ISAU170","Mülltüte","Bild",13,8,3,2,2,NA
"1711ISAU170","Mülltüte","Decke",13,8,4,3,3,NA
"1711ISAU170","Mülltüte","Kleidungsstücke",13,8,3,2,2,NA
"1711ISAU170","Mülltüte","Mordwaffe",13,8,3,3,2,NA
"1711ISAU170","Mülltüte","Paket",13,8,2,2,2,NA
"1711ISAU170","Mülltüte","Picknickdecke",13,8,3,2,3,NA
"1711ISAU170","Mülltüte","Regenschutz",13,8,3,1,2,NA
"1711ISAU170","Mülltüte","Spielzeug",13,8,3,2,2,NA
"1711ISAU170","Mülltüte","Unterlage",13,8,3,1,2,NA
"1711ISAU170","Mülltüte","Unterwäsche",13,8,4,2,3,NA
"1711ISAU170","Mülltüte","Verkleidung",13,8,3,2,2,NA
"1711ISAU170","Mülltüte","Verpackung",13,8,2,2,1,NA
"1711ISAU170","Seil","Abschleppleine",13,8,2,2,1,NA
"1711ISAU170","Seil","Abtrennlinie",13,8,2,2,1,NA
"1711ISAU170","Seil","Accessoire",13,8,3,2,2,NA
"1711ISAU170","Seil","Deko",13,8,2,2,2,NA
"1711ISAU170","Seil","Fluchtmittel",13,8,4,2,2,NA
"1711ISAU170","Seil","knoten",13,8,2,1,1,NA
"1711ISAU170","Seil","springen",13,8,1,1,1,NA
"1711ISAU170","Seil","Tauziehen",13,8,1,2,1,NA
"1711ISAU170","Seil","Wäscheleine",13,8,2,3,2,NA
"1713IAJU163","Büroklammer","als Schmuck tragen",13,8,2,1,2,NA
"1713IAJU163","Büroklammer","Haare feststecken",13,8,2,1,3,NA
"1713IAJU163","Büroklammer","Lesezeichen",13,8,1,2,3,NA
"1713IAJU163","Büroklammer","Schlösser aufbrechen",13,8,3,2,2,NA
"1713IAJU163","Büroklammer","Schlüssel aus Briefkasten angeln",13,8,3,3,3,NA
"1713IAJU163","Büroklammer","um Kabel zusammen zu binden",13,8,2,2,2,NA
"1713IAJU163","Mülltüte","Brot einwickeln, damit es sich länger hält",13,8,2,2,2,NA
"1713IAJU163","Mülltüte","den Kopf vor Regen schützen",13,8,3,1,2,NA
"1713IAJU163","Mülltüte","Einkaufstüte",13,8,2,1,1,NA
"1713IAJU163","Mülltüte","Pflanzen vor Kälte schützen im Winter",13,8,3,4,3,NA
"1713IAJU163","Mülltüte","Sackhüpfen mit kleinen Kindern",13,8,3,1,3,NA
"1713IAJU163","Mülltüte","Tüte in die Luft halten, um zu messen, woher der Wind kommt",13,8,5,5,3,NA
"1713IAJU163","Mülltüte","um Fahrradsattel wickeln, damit er nicht nass wird",13,8,3,1,2,NA
"1713IAJU163","Mülltüte","Wasserbomben",13,8,4,3,3,NA
"1713IAJU163","Seil","Absperrband",13,8,3,3,1,NA
"1713IAJU163","Seil","Klettergarten",13,8,3,2,1,NA
"1713IAJU163","Seil","Körperbedeckung, wenn man sich ein langes und dickes Seil um den Körper wickelt",13,8,4,2,3,NA
"1713IAJU163","Seil","Lasso",13,8,3,1,1,NA
"1713IAJU163","Seil","Leine für Hunde/Pferde",13,8,1,2,1,NA
"1713IAJU163","Seil","Schaukel an Baum",13,8,4,2,3,NA
"1713IAJU163","Seil","Seil als Brücke spannen, an der man sich entlang hangeln kann",13,8,3,3,2,NA
"1713IAJU163","Seil","Seilhüpfen",13,8,1,1,1,NA
"1713IAJU163","Seil","Spur legen",13,8,5,2,2,NA
"1716UNDE184","Büroklammer","als Reißverschlussverlängerung",13,8,3,3,3,NA
"1716UNDE184","Büroklammer","als Schmuck am Rucksack / Tasche",13,8,2,2,2,NA
"1716UNDE184","Büroklammer","um einen Knopf zu ersetzen / verbiegen und zumachen",13,8,3,3,2,NA
"1716UNDE184","Büroklammer","um irgendwo ein Loch reinzupieksen",13,8,3,2,2,NA
"1716UNDE184","Büroklammer","zur Verzierung von Obst / Gemüse (den spitzen Teil)",13,8,3,2,3,NA
"1716UNDE184","Mülltüte","als Einkaufstasche",13,8,2,1,1,NA
"1716UNDE184","Mülltüte","als Geschenkpapier",13,8,3,2,2,NA
"1716UNDE184","Mülltüte","als Verkleidung für Halloween",13,8,4,2,2,NA
"1716UNDE184","Mülltüte","als Verpackung falls keine Alu / Frischhaltefolie zur Hand ist",13,8,2,2,2,NA
"1716UNDE184","Mülltüte","um etwas abzudecken / zu flicken",13,8,2,2,2,NA
"1716UNDE184","Seil","als Gürtel",13,8,2,2,2,NA
"1716UNDE184","Seil","als Haarschmuck",13,8,2,2,3,NA
"1716UNDE184","Seil","als Halsschmuck",13,8,2,2,2,NA
"1716UNDE184","Seil","als Maßband",13,8,3,4,2,NA
"1716UNDE184","Seil","als Sexspielzeug",13,8,3,4,2,NA
"1716UNDE184","Seil","um Geschenkpapier zuzumachen",13,8,3,2,2,NA
"1718KAJU172","Büroklammer","als Lesezeichen",13,8,1,2,3,NA
"1718KAJU172","Büroklammer","Schloss knacken",13,8,3,2,2,NA
"1718KAJU172","Mülltüte","als Karnevalskostüm",13,8,4,2,2,NA
"1718KAJU172","Mülltüte","als Regenschutz",13,8,3,1,2,NA
"1718KAJU172","Mülltüte","zum Sackhüpfen",13,8,3,1,3,NA
"1718KAJU172","Seil","als Abgrenzung",13,8,2,1,1,NA
"1718KAJU172","Seil","als Maßband",13,8,3,4,2,NA
"1718KAJU172","Seil","fesseln",13,8,3,2,2,NA
"1718KAJU172","Seil","Seilchen springen",13,8,1,1,1,NA
"1718KAJU172","Seil","Tauziehen spielen",13,8,1,2,1,NA
"1718KAJU172","Seil","um etwas aus dem Fenster herunterzulassen",13,8,2,2,2,NA
"1718KAJU172","Seil","Wörter auf dem Boden legen",13,8,4,3,4,NA
"172","haarfoehn","als mikrophon atrappe",12,7,1,1,2,1
"172","haarfoehn","als nachtlicht",12,7,0,1,0,0
"172","haarfoehn","finger wärmen",12,7,1,1,1,1
"172","haarfoehn","um lärm zu erzeugen",12,7,1,0,1,0
"172","haarfoehn","um schlechte luft zu vertreiben",12,7,1,2,1,1
"172","haarfoehn","um sich in szene zu setzten",12,7,0,1,2,1
"172","haarfoehn","zum heizen",12,7,1,1,1,1
"172","haarfoehn","zur entspannung",12,7,2,1,2,1
"172","konservendose","abfalleimer",12,7,2,1,0,0
"172","konservendose","dekoration",12,7,1,1,1,0
"172","konservendose","metalltaschen",12,7,1,2,1,2
"172","konservendose","musikinstrument",12,7,1,1,1,1
"172","konservendose","schmuck",12,7,1,1,1,1
"172","konservendose","tier vor einer saat verschrecken, indem man geräusche erzeugt",12,7,1,1,1,1
"172","konservendose","türglocke wenn jemand den raum betritt",12,7,3,2,2,2
"172","konservendose","vase",12,7,1,1,1,1
"172","konservendose","windspiel",12,7,1,1,1,2
"172","konservendose","zum schneiden mit scharfer klinge",12,7,1,1,1,1
"172","konservendose","zur aufbewahrung",12,7,1,1,0,0
"172","messer","als stock für kleine gehbehinderte menschen",12,7,0,2,2,0
"172","messer","gefährlicher schmuck, allerdings nur mit kleinen klingen",12,7,0,1,2,0
"172","messer","zum abschminken",12,7,0,0,1,0
"172","messer","zum creme verschmieren",12,7,1,1,1,2
"172","messer","zum putzen",12,7,2,1,1,1
"172","messer","zum rasieren",12,7,2,2,1,2
"172","messer","zum töten von tieren",12,7,0,0,1,0
"172","messer","zum verschrecken von einbrechern",12,7,0,0,1,0
"172","messer","zum weiterblättern bei büchern",12,7,1,2,1,2
"172","messer","zum wunden reinigen",12,7,2,2,1,2
"172","messer","zur notwehr gegenüber menschen",12,7,0,0,1,0
"1723HAAP163","Büroklammer","als Magnet für Bilder am Kühlschrank",13,8,4,3,3,NA
"1723HAAP163","Büroklammer","bunte als Weihnachtsbaumschmuck",13,8,3,3,3,NA
"1723HAAP163","Büroklammer","Büroklammermännchen basteln",13,8,3,1,2,NA
"1723HAAP163","Büroklammer","damit Nachricht in Baum ritzen",13,8,3,2,3,NA
"1723HAAP163","Büroklammer","Kette aus aneinander gereihten Büroklammern",13,8,2,1,2,NA
"1723HAAP163","Büroklammer","Metallkonfetti",13,8,4,3,3,NA
"1723HAAP163","Büroklammer","Ohrläppchen o.ä. piercen",13,8,3,1,3,NA
"1723HAAP163","Mülltüte","als Umzugskarton",13,8,1,3,2,NA
"1723HAAP163","Mülltüte","Fahrradsitzschutz",13,8,3,1,1,NA
"1723HAAP163","Mülltüte","in der Disco Jacken und Taschen rein und verschliessen (Nässe Schutz)",13,8,3,3,2,NA
"1723HAAP163","Mülltüte","kleine Mülltüte als Getränkebeutel + Strohhalm auf Festival",13,8,5,5,3,NA
"1723HAAP163","Mülltüte","Kotztüte",13,8,2,2,2,NA
"1723HAAP163","Mülltüte","Malerschutz",13,8,2,1,2,NA
"1723HAAP163","Mülltüte","mit Helium füllen und als Luftballon nehmen",13,8,5,3,3,NA
"1723HAAP163","Mülltüte","Regenschutz",13,8,3,1,1,NA
"1723HAAP163","Mülltüte","Tischdecke",13,8,3,2,3,NA
"1723HAAP163","Seil","Aufhängung für Lampe",13,8,2,3,2,NA
"1723HAAP163","Seil","aus Gefängnis ausbrechen",13,8,4,2,3,NA
"1723HAAP163","Seil","Bondage",13,8,3,4,2,NA
"1723HAAP163","Seil","Gürtel",13,8,3,2,2,NA
"1723HAAP163","Seil","Kostümaccessoire",13,8,3,2,2,NA
"1723HAAP163","Seil","Lasso",13,8,4,1,2,NA
"1723HAAP163","Seil","mit Farbe getränkt als Druck",13,8,4,5,3,NA
"1723HAAP163","Seil","mit Korb Hund/Katze durchs Fenster auf die Straße zum Gassi gehen setzen und wieder hochziehen",13,8,5,4,3,NA
"1723HAAP163","Seil","mit Petrolium tränken und stock eine Kerze",13,8,5,4,5,NA
"1723HAAP163","Seil","Verzierung bei einer nautischen Party",13,8,2,4,4,NA
"173","haarfoehn","getränkwärmer",12,7,2,1,1,1
"173","haarfoehn","heizung",12,7,2,1,1,1
"173","haarfoehn","jonglieren eine leichten balls",12,7,1,2,2,2
"173","haarfoehn","klimaanlage",12,7,1,2,2,1
"173","haarfoehn","schlossauftauer",12,7,1,1,1,1
"173","haarfoehn","schuhe trocknen",12,7,1,1,1,1
"173","haarfoehn","staubwedel",12,7,2,1,1,2
"173","haarfoehn","telefon",12,7,0,0,0,0
"173","haarfoehn","wäschetrockner",12,7,1,0,1,1
"173","haarfoehn","windkanal",12,7,1,1,3,1
"173","konservendose","aschenbecher",12,7,2,1,1,0
"173","konservendose","blumenvase",12,7,1,1,1,1
"173","konservendose","briefkasten",12,7,2,2,2,1
"173","konservendose","eiskratzer",12,7,3,2,0,1
"173","konservendose","fernglas",12,7,1,2,0,1
"173","konservendose","geldsammler",12,7,1,1,1,1
"173","konservendose","halskette",12,7,2,2,1,2
"173","konservendose","hut",12,7,2,1,1,1
"173","konservendose","kaffeetasse",12,7,1,1,1,1
"173","konservendose","klingel",12,7,2,2,1,1
"173","konservendose","kochtopf",12,7,1,1,1,1
"173","konservendose","schneeschuh",12,7,2,2,0,1
"173","konservendose","telefonhörer",12,7,1,1,1,1
"173","konservendose","teller",12,7,1,1,1,1
"173","konservendose","trinkglas",12,7,1,1,1,1
"173","messer","als klang-mobile",12,7,0,1,1,1
"173","messer","boomerang",12,7,1,2,2,2
"173","messer","dartpfeil",12,7,2,2,2,2
"173","messer","kamm",12,7,0,1,1,1
"173","messer","kleiderhaken",12,7,0,1,1,2
"173","messer","kMM",12,7,0,0,0,0
"173","messer","korkenzieher",12,7,1,2,1,1
"173","messer","schlüssel",12,7,0,1,1,1
"173","messer","zum nägel saubermachen",12,7,2,1,1,1
"173","messer","zum zähne reinigen",12,7,2,1,1,1
"1733ANAU192","Büroklammer","Kompassnadel auf einem Blatt das auf Wasser schwimmt",13,8,5,5,5,NA
"1733ANAU192","Büroklammer","öffnen von Schlössern",13,8,3,2,2,NA
"1733ANAU192","Büroklammer","Reset von Routern",13,8,3,3,3,NA
"1733ANAU192","Büroklammer","Zahnseide",13,8,3,3,2,NA
"1733ANAU192","Mülltüte","als Koffer",13,8,3,1,2,NA
"1733ANAU192","Mülltüte","ersetzen einer Scheibe z.b. Auto",13,8,4,3,3,NA
"1733ANAU192","Mülltüte","im Winter als Schlitten",13,8,5,2,3,NA
"1733ANAU192","Mülltüte","Luftballon",13,8,4,3,3,NA
"1733ANAU192","Mülltüte","Nässeschutz beim Duschen mit Gips",13,8,3,2,2,NA
"1733ANAU192","Mülltüte","Schuhüberzieher bei Regen",13,8,3,2,2,NA
"1733ANAU192","Mülltüte","Schwimmflügel",13,8,5,5,3,NA
"1733ANAU192","Seil","aus dem fenster klettern",13,8,2,2,2,NA
"1733ANAU192","Seil","ausbrechen",13,8,4,2,2,NA
"1733ANAU192","Seil","Auto abschleppen",13,8,2,2,1,NA
"1733ANAU192","Seil","einbrechen",13,8,3,3,2,NA
"1733ANAU192","Seil","erhängen",13,8,2,2,2,NA
"1733ANAU192","Seil","jemanden fesseln",13,8,3,2,2,NA
"1733ANAU192","Seil","Lasso",13,8,4,1,1,NA
"1733ANAU192","Seil","Seilzug",13,8,3,3,1,NA
"174","haarfoehn","als Spielpistole verwenden",12,7,1,1,1,1
"174","haarfoehn","angelaufene Scheiben damit trocknen",12,7,1,1,1,1
"174","haarfoehn","angelaufenen Spiegel damit trocknen",12,7,1,1,1,1
"174","haarfoehn","Dekoration",12,7,0,1,1,0
"174","haarfoehn","Haare trocknen",12,7,0,0,0,0
"174","haarfoehn","im Winter damit wärmen",12,7,1,1,1,1
"174","haarfoehn","Kaffee wärmen",12,7,2,2,1,1
"174","haarfoehn","Katze föhnen",12,7,1,1,1,0
"174","haarfoehn","Kleidung trocknen",12,7,1,1,1,1
"174","haarfoehn","nassen Hund föhnen",12,7,1,1,1,0
"174","haarfoehn","Suppe wärmen",12,7,2,2,2,1
"174","haarfoehn","Tee wärmen",12,7,2,1,1,1
"174","haarfoehn","Zerlegen und als Ersatzteile weiterverwenden",12,7,1,1,0,1
"174","konservendose","Abgeschnittene Fingernägel aufbewahren",12,7,1,2,0,0
"174","konservendose","Armreifen",12,7,2,2,2,1
"174","konservendose","Aufbewahrungsmittel",12,7,0,1,0,0
"174","konservendose","Blumentopf",12,7,1,1,1,1
"174","konservendose","Erste Zähne aufbewahren",12,7,1,1,1,1
"174","konservendose","Gummiringerl drinnen sammeln",12,7,1,1,1,1
"174","konservendose","Hut",12,7,2,1,1,1
"174","konservendose","Mülleimer",12,7,1,1,1,1
"174","konservendose","Recycling",12,7,1,0,1,0
"174","konservendose","Schuhe",12,7,1,2,1,1
"174","konservendose","Spielgegenstand",12,7,NA,1,1,1
"174","konservendose","Stifte hineingeben",12,7,1,1,1,1
"174","konservendose","Vase",12,7,1,1,1,1
"174","konservendose","wieder verschmelzen und neues Objekt daraus formen",12,7,1,1,1,0
"174","messer","Als Wurfobjekt",12,7,1,1,1,0
"174","messer","Bei Wunden zum reinigen",12,7,1,2,1,2
"174","messer","Brot schneiden",12,7,0,0,0,0
"174","messer","Bücher weiterblättern",12,7,1,2,1,2
"174","messer","Dekoration",12,7,0,1,2,1
"174","messer","Fisch schneiden",12,7,0,0,1,0
"174","messer","Fleisch schneiden",12,7,0,0,1,0
"174","messer","Gemüse schneiden",12,7,0,0,1,0
"174","messer","Lebensmittel schneiden",12,7,0,0,1,0
"174","messer","Mordwaffe",12,7,0,0,1,0
"174","messer","Obst schneiden",12,7,0,0,1,0
"174","messer","Operationen",12,7,2,1,1,1
"174","messer","Spal ausziehen",12,7,0,1,1,1
"174","messer","Verteidigung",12,7,0,0,1,0
"1740RAMÄ178","Büroklammer","als Verteidigungswaffe",13,8,3,2,2,NA
"1740RAMÄ178","Büroklammer","Dietrich zum Einbrechen",13,8,3,2,2,NA
"1740RAMÄ178","Büroklammer","Nachrichten in Bäume ritzen",13,8,3,3,3,NA
"1740RAMÄ178","Büroklammer","Ohrstecker",13,8,2,1,2,NA
"1740RAMÄ178","Büroklammer","Piercing",13,8,2,1,3,NA
"1740RAMÄ178","Büroklammer","Werkzeug zum Schmutz entfernen bei kleineren Gegenständen",13,8,2,3,2,NA
"1740RAMÄ178","Mülltüte","als Decke",13,8,4,3,3,NA
"1740RAMÄ178","Mülltüte","als Laptoptasche",13,8,2,2,2,NA
"1740RAMÄ178","Mülltüte","als Nikolaussack mit Geschenken darin",13,8,3,4,3,NA
"1740RAMÄ178","Mülltüte","als Rock",13,8,3,2,2,NA
"1740RAMÄ178","Mülltüte","als Wasserpistole mit Loch",13,8,5,4,3,NA
"1740RAMÄ178","Mülltüte","Kunstwerk (bemalen)",13,8,2,3,2,NA
"1740RAMÄ178","Mülltüte","Lampenschirm",13,8,4,4,3,NA
"1740RAMÄ178","Mülltüte","über den Kopf ziehen als Mütze",13,8,3,2,2,NA
"1740RAMÄ178","Mülltüte","Unterlage",13,8,2,1,2,NA
"1740RAMÄ178","Mülltüte","zerschnitten als Armband",13,8,3,2,2,NA
"1740RAMÄ178","Seil","als Brücke zwischen zwei Bergen",13,8,5,4,2,NA
"1740RAMÄ178","Seil","als Helm benutzen",13,8,4,3,3,NA
"1740RAMÄ178","Seil","als Rock tragen",13,8,4,3,3,NA
"1740RAMÄ178","Seil","als Schmuckstück um den Hals tragen",13,8,2,2,2,NA
"1740RAMÄ178","Seil","Perücke basteln",13,8,5,4,4,NA
"1740RAMÄ178","Seil","Schrift daraus legen --> Nachricht",13,8,5,3,3,NA
"1749LDDE175","Büroklammer","alle polieren und so mit vielen die Sonne reflektieren",13,8,5,4,4,NA
"1749LDDE175","Büroklammer","als Angelhaken",13,8,4,4,3,NA
"1749LDDE175","Büroklammer","aus der Idee 6 einen Grill basteln. mit Büroklammern als Gitter (Sonne reflektieren war Idee 6)",13,8,5,5,5,NA
"1749LDDE175","Büroklammer","eine Kette aus Büroklammern und Kronkorken basteln",13,8,3,2,2,NA
"1749LDDE175","Büroklammer","ganz viele magnetisieren und so eine lange Kette bilden",13,8,3,4,3,NA
"1749LDDE175","Büroklammer","Gebäude nachbauen",13,8,5,2,3,NA
"1749LDDE175","Büroklammer","viele zusammenkleben / -hängen und sie als Abschleppseil benutzen",13,8,4,4,3,NA
"1749LDDE175","Büroklammer","zum Dreck unter den Nägeln wegpulen benutzen",13,8,2,2,2,NA
"1749LDDE175","Mülltüte","als Fallschirm für Plastiksoldaten",13,8,5,5,3,NA
"1749LDDE175","Mülltüte","den Wind einfangen wenn man sie an sein Fahrrad hängt",13,8,5,5,4,NA
"1749LDDE175","Mülltüte","glatt ausstreichen, mit schwarzer Farbe Bilder drauf malen und so ein Schattenkino erstellen",13,8,5,5,4,NA
"1749LDDE175","Mülltüte","im Theater als Geräuschemacher für das Geräusch wenn man durch Schnee läuft",13,8,5,5,4,NA
"1749LDDE175","Mülltüte","im Winter über die Schuhe oder Socken stülpen um diese so trocken zu halten",13,8,3,2,2,NA
"1749LDDE175","Mülltüte","wenn sie groß genug ist, Löcher hinein und als Regencape verwenden",13,8,3,1,2,NA
"1749LDDE175","Seil","alle seine Schuhe zusammenbinden",13,8,4,3,3,NA
"1749LDDE175","Seil","es in Öl tränken und als Zündschnur auslegen um so eine Kette von Feuerwerksraketen nacheinander anzuzünden und hochgehen zu lassen",13,8,4,5,4,NA
"1749LDDE175","Seil","wie in Artattack ein Riesenkunstwerk daraus legen. zb die Mona Lisa",13,8,5,3,3,NA
"175","haarfoehn","Basteln",12,7,1,1,1,1
"175","haarfoehn","bodentrocknen",12,7,1,1,1,1
"175","haarfoehn","eisabkratzen",12,7,1,2,1,1
"175","haarfoehn","fensterreinigen",12,7,0,1,2,1
"175","haarfoehn","geräusche machen",12,7,1,1,0,0
"175","haarfoehn","gläser trocknen",12,7,1,1,1,1
"175","haarfoehn","hund schrecken",12,7,2,1,1,0
"175","haarfoehn","hund trocknen",12,7,1,1,1,0
"175","haarfoehn","nagellacktrocken",12,7,1,1,1,1
"175","haarfoehn","schrauben wegblasen",12,7,1,1,1,0
"175","haarfoehn","staubwischen",12,7,2,1,1,2
"175","haarfoehn","TROCKNEN",12,7,1,1,0,0
"175","haarfoehn","wind erzeugen",12,7,1,1,0,1
"175","haarfoehn","wunden trocken",12,7,0,1,1,1
"175","haarfoehn","wwäsche trocknen",12,7,1,0,1,1
"175","konservendose","als playmobil verwenden",12,7,1,2,1,1
"175","konservendose","ans Auto hängen",12,7,1,1,2,1
"175","konservendose","aus dem fenster schmeissen",12,7,0,0,0,0
"175","konservendose","draufsteigen",12,7,1,1,0,1
"175","konservendose","einen lkw befüllen",12,7,1,1,1,0
"175","konservendose","einen turm bauen",12,7,1,1,1,1
"175","konservendose","entsorgen",12,7,0,0,0,0
"175","konservendose","hautverletzungen",12,7,3,1,0,1
"175","konservendose","herausessen",12,7,0,1,1,0
"175","konservendose","in den fluss werfen",12,7,0,1,0,0
"175","konservendose","ins parlament geben",12,7,0,0,0,2
"175","konservendose","ins rohr stellen",12,7,0,1,0,1
"175","konservendose","musikmachen",12,7,1,1,1,1
"175","konservendose","supperlkochen",12,7,0,1,0,1
"175","konservendose","vergraben",12,7,0,1,0,1
"175","messer","als sicherheitsgerät",12,7,0,1,1,0
"175","messer","als waffe",12,7,0,0,1,0
"175","messer","als zeitgeschichtliches Dokument",12,7,2,2,1,1
"175","messer","auf der jagd",12,7,0,1,1,0
"175","messer","auf der safari",12,7,0,1,1,0
"175","messer","für das Museum",12,7,0,1,1,1
"175","messer","für das überlebenscamp",12,7,1,1,1,0
"175","messer","für die pizza",12,7,0,1,1,0
"175","messer","für ein duell",12,7,1,1,1,0
"175","messer","schneiden",12,7,0,0,1,0
"175","messer","zum basteln",12,7,1,1,1,1
"175","messer","zum essen",12,7,0,0,1,0
"175","messer","zum maipfeiferl machen",12,7,1,2,2,1
"1755ErJu158","Büroklammer","als Kette zusammen stecken",13,8,2,2,2,NA
"1755ErJu158","Büroklammer","Fingernägel sauber machen",13,8,3,2,3,NA
"1755ErJu158","Büroklammer","um ein rutschendes Top am BH zu befestigen",13,8,4,3,3,NA
"1755ErJu158","Büroklammer","zu Ösen für einen Duschvorhang biegen",13,8,4,4,4,NA
"1755ErJu158","Mülltüte","als Schlitten benutzen",13,8,5,2,3,NA
"1755ErJu158","Mülltüte","als Sitzsack verwenden gefüllt mit Styropor",13,8,5,3,3,NA
"1755ErJu158","Mülltüte","Gipsarm zum Duschen damit verdecken",13,8,3,3,2,NA
"1755ErJu158","Mülltüte","über den Kopf ziehen",13,8,2,2,2,NA
