userid,AgeNum,sexe,Condition,timebegin,timeend,value,Valid,J1,J2,J3,CAT
2809,9.32328767123288,f,T_V,1647249559144,1647249563765,Lancer vers le haut,1,2,2,4,2.66666666666667
2809,9.32328767123288,f,T_V,1647249568585,1647249570883,Sauter dessus,1,4,3,3,3.33333333333333
2809,9.32328767123288,f,T_V,1647249575644,1647249578266,Mettre tes pieds,1,3,3,2,2.66666666666667
2811,9.82465753424658,F,T_V,1647254410840,1647254415006,Pot pour bonbon,1,3,3,5,3.66666666666667
2811,9.82465753424658,F,T_V,1647254422562,1647254426606,Mettre sur la tête,1,1,1,1,1
2811,9.82465753424658,F,T_V,1647254447425,1647254455018,Nid pour oiseau,1,4,5,5,4.66666666666667
2811,9.82465753424658,F,T_V,1647254482112,1647254486421,Pot à argent,1,2,4,5,3.66666666666667
2811,9.82465753424658,F,T_V,1647254491857,1647254498124,Déco pour sa chambre,1,2,1,4,2.33333333333333
2811,9.82465753424658,F,T_V,1647254512516,1647254522190,Un pot pour faire des choix au,1,3,3,5,3.66666666666667
2812,10.5013698630137,F,T_V,1648117174787,1648117185637,Boué,1,1,3,4,2.66666666666667
2812,10.5013698630137,F,T_V,1648117196973,1648117216839,Sac,1,3,4,4,3.66666666666667
2812,10.5013698630137,F,T_V,1648117263525,1648117283830,Ustensile de magie,1,4,2,5,3.66666666666667
2813,9.71780821917808,H,T_V,1647258381656,1647258382531,Mettre,1,1,1,4,2
2813,9.71780821917808,H,T_V,1647258386894,1647258389423,Donner,1,1,1,3,1.66666666666667
2813,9.71780821917808,H,T_V,1647258400375,1647258401392,Lancer,1,1,2,4,2.33333333333333
2813,9.71780821917808,H,T_V,1647258424486,1647258426484,Laccrocher,1,1,1,4,2
2813,9.71780821917808,H,T_V,1647258444853,1647258447264,Jouer avec,1,1,1,4,2
2813,9.71780821917808,H,T_V,1647258468856,1647258482133,Le passer a quelquun dautre,1,2,1,4,2.33333333333333
2813,9.71780821917808,H,T_V,1647258408856,1647258411979,Le Peindre,1,3,2,2,2.33333333333333
2814, , , ,1647335404678,1647335407401,Déguisement,1,1,2,4,2.33333333333333
2814, , , ,1647335411582,1647335412519,Boire,1,2,5,4,3.66666666666667
2814, , , ,1647335416003,1647335418761,Freesbee,1,1,5,5,3.66666666666667
2814, , , ,1647335428692,1647335440787,Bol pour pièces,1,2,5,5,4
2814, , , ,1647335459972,1647335486790,Jouer au béret,1,3,4,4,3.66666666666667
2814, , , ,1647335504125,1647335508395,Customisation,1,3,1,5,3
2814, , , ,1647335510768,1647335521067,Vendre au vide,1,1,1,2,1.33333333333333
2883,11.7150684931507,F,T_V,1647438441519,1647438443108,Parapluie,1,2,3,4,3
2883,11.7150684931507,F,T_V,1647438453789,1647438464630,Un couvercle,1,3,3,5,3.66666666666667
2883,11.7150684931507,F,T_V,1647438501185,1647438503136,Freesbe,1,4,5,5,4.66666666666667
2883,11.7150684931507,F,T_V,1647438515075,1647438520734,Une boîte,1,3,3,4,3.33333333333333
2883,11.7150684931507,F,T_V,1647438522183,1647438523913,Une lampe,1,1,3,2,2
2948,11.9534246575342,F,T_V,1647701605036,1647701621234,Porter des oeufs,1,3,3,5,3.66666666666667
2948,11.9534246575342,F,T_V,1647701610747,1647701631195,Jouer au frisbee,1,1,5,5,3.66666666666667
2948,11.9534246575342,F,T_V,1647701644941,1647701647881,Jouer au cowboy,1,1,2,5,2.66666666666667
2948,11.9534246575342,F,T_V,1647701658050,1647701662533,Faire s'envoler avec le vent,1,2,1,5,2.66666666666667
2948,11.9534246575342,F,T_V,1647701689654,1647701693090,Le redessiner,1,4,1,5,3.33333333333333
2948,11.9534246575342,F,T_V,1647701694031,1647701695088,Peindre,1,4,3,4,3.66666666666667
2948,11.9534246575342,F,T_V,1647701699011,1647701707981,Prendre des photos,1,4,1,5,3.33333333333333
2952,10.7972602739726,F,T_V,1648724366456,1648724374495,Mettre sur la tête,1,1,1,1,1
2952,10.7972602739726,F,T_V,1648724389252,1648724398149,Jouer avec,1,1,1,2,1.33333333333333
2952,10.7972602739726,F,T_V,1648724406740,1648724413674,Dormir avec,1,2,2,2,2
2952,10.7972602739726,F,T_V,1648724430387,1648724444190,Cuisiner avec,1,3,2,3,2.66666666666667
2953,9.90684931506849,F,T_V,1647857043047,1647857050755,Pour création objets,1,3,3,4,3.33333333333333
2953,9.90684931506849,F,T_V,1647857054557,1647857142269,Pour  ramasser les oeuf  de paqu6,1,3,4,5,4
2954,9.2958904109589,F,T_V,1647859246135,1647859282577,Mètres un objets dedans,1,1,1,4,2
2954,9.2958904109589,F,T_V,1647859309373,1647859324299,Le,0, , , , 
2955,11.8027397260274,F,T_V,1648711307912,1648711309811,Panier,1,4,4,4,4
2955,11.8027397260274,F,T_V,1648711319860,1648711337766,Paraplui,1,2,1,4,2.33333333333333
2955,11.8027397260274,F,T_V,1648711345784,1648711355736,Frisbi,1,4,5,5,4.66666666666667
2955,11.8027397260274,F,T_V,1648711365709,1648711366511,Bol,1,2,5,4,3.66666666666667
2955,11.8027397260274,F,T_V,1648711373878,1648711380815,Pop it géant,1,5,5,5,5
2955,11.8027397260274,F,T_V,1648711389848,1648711394209,Casserole,1,3,3,4,3.33333333333333
2955,11.8027397260274,F,T_V,1648711398893,1648711402534,Louche,1,3,3,5,3.66666666666667
2955,11.8027397260274,F,T_V,1648711409241,1648711410273,Nid,1,4,5,5,4.66666666666667
2956,11.6,F,T_V,1648462549750,1648462553141,Sur la tête,1,1,1,1,1
2956,11.6,F,T_V,1648462605839,1648462608591,Accessoires,1,2,1,3,2
2956,11.6,F,T_V,1648462555487,1648462556507,Beau,0, , , , 
2956,11.6,F,T_V,1648462562674,1648462569255,Original,0, , , , 
2956,11.6,F,T_V,1648462576655,1648462577679,Mode,0, , , , 
2956,11.6,F,T_V,1648462589733,1648462590819,Chic,0, , , , 
2956,11.6,F,T_V,1648462593392,1648462596178,Luxueux,0, , , , 
2956,11.6,F,T_V,1648462624732,1648462628110,Petit plus,0, , , , 
2956,11.6,F,T_V,1648462637994,1648462640200,De pail,0, , , , 
2956,11.6,F,T_V,1648462641753,1648462645137,Fermier,0, , , , 
2956,11.6,F,T_V,1648462647755,1648462649181,Ferme,0, , , , 
2956,11.6,F,T_V,1648462650711,1648462653072,Travail,0, , , , 
2957,11.5835616438356,F,T_V,1648713786213,1648713798691,Resipiant,1,2,3,4,3
2957,11.5835616438356,F,T_V,1648713809512,1648713815548,Coussin,1,3,2,5,3.33333333333333
2957,11.5835616438356,F,T_V,1648713837679,1648713845323,Comme sac de course,1,2,4,5,3.66666666666667
2979,12.1205479452055,H,T_V,1647941296930,1647941347481,Sac,1,2,4,5,3.66666666666667
3022,11.8767123287671,H,T_V,1648632169819,1648632172172,Mettre pièces,1,4,4,5,4.33333333333333
3022,11.8767123287671,H,T_V,1648632174743,1648632178086,Se protéger du soleil,1,2,1,1,1.33333333333333
3022,11.8767123287671,H,T_V,1648632185534,1648632189618,Mettre des choses à l’intérieur,1,3,2,4,3
3022,11.8767123287671,H,T_V,1648632190838,1648632200499,Planter une plante,1,4,5,5,4.66666666666667
3022,11.8767123287671,H,T_V,1648632194105,1648632196796,Mettre des cerales,1,3,5,3,3.66666666666667
3022,11.8767123287671,H,T_V,1648632201465,1648632204149,Mettre des couverts,1,3,2,3,2.66666666666667
3022,11.8767123287671,H,T_V,1648632205002,1648632207875,Mettre des cailloux,1,3,2,3,2.66666666666667
3022,11.8767123287671,H,T_V,1648632208812,1648632210332,Du bois,1,1,2,1,1.33333333333333
3022,11.8767123287671,H,T_V,1648632215694,1648632218782,Mettre des graines,1,4,4,4,4
3022,11.8767123287671,H,T_V,1648632229317,1648632231440,Ranger des choses,1,2,3,4,3
3022,11.8767123287671,H,T_V,1648632234504,1648632237339,Mettre une plume,1,2,1,3,2
3022,11.8767123287671,H,T_V,1648632246225,1648632249797,Saluer quelquun,1,3,2,5,3.33333333333333
3022,11.8767123287671,H,T_V,1648632250944,1648632264820,Faire une trousse,1,3,3,4,3.33333333333333
3022,11.8767123287671,H,T_V,1648632266057,1648632268362,Une poubelle,1,4,4,4,4
3022,11.8767123287671,H,T_V,1648632269166,1648632270685,Une assiette,1,3,5,4,4
3024,9.12054794520548,F,T_V,1648027564429,1648027576442,Casket,1,2,1,1,1.33333333333333
3024,9.12054794520548,F,T_V,1648027498670,1648027524801,Pourne,0, , , , 
3030, , , ,1648052502714,1648052505462,Mettre chaise,1,1,1,2,1.33333333333333
3030, , , ,1648052518190,1648052527219,Protéger la tete,1,1,1,1,1
3031,11.372602739726,F,T_V,1648111660596,1648111668956,Pour se déguisé,1,2,2,3,2.33333333333333
3031,11.372602739726,F,T_V,1648111675867,1648111685363,Pour se protéger du soleil,1,2,1,1,1.33333333333333
3031,11.372602739726,F,T_V,1648111687324,1648111706039,Pour avoir du style,1,2,1,5,2.66666666666667
3033,9.95616438356164,F,T_V,1648114920684,1648114925207,Se deguiser,1,2,2,4,2.66666666666667
3033,9.95616438356164,F,T_V,1648114936743,1648114937890,Lancer,1,1,2,4,2.33333333333333
3033,9.95616438356164,F,T_V,1648114966798,1648114968737,Saluer,1,2,2,5,3
3033,9.95616438356164,F,T_V,1648114983144,1648114984337,Danser,1,3,1,5,3
3034,9.24383561643836,H,T_V,1648726992107,1648726995015,Un pot,1,2,2,4,2.66666666666667
3034,9.24383561643836,H,T_V,1648727008614,1648727013544,Accrocher,1,2,1,3,2
3034,9.24383561643836,H,T_V,1648727024792,1648727026196,Lancer,1,1,2,4,2.33333333333333
3034,9.24383561643836,H,T_V,1648727047648,1648727050249,Donner,1,2,1,3,2
3034,9.24383561643836,H,T_V,1648727079106,1648727093477,Par our,0, , , , 
3035,9.84657534246575,H,T_V,1648118400864,1648118449337,Lancer,1,1,2,4,2.33333333333333
3035,9.84657534246575,H,T_V,1648118474246,1648118478158,Tete,1,1,1,1,1
3036,9.48767123287671,H,T_V,1648124533343,1648124606404,Les accroche avec la corde à son cout,1,4,4,5,4.33333333333333
3037,11.2739726027397,F,T_V,1648121421838,1648121437672,Tu peux le maitre,1,1,1,1,1
3037,11.2739726027397,F,T_V,1648121358293,1648121372954,Un tissu,1,2,1,2,1.66666666666667
3037,11.2739726027397,F,T_V,1648121405065,1648121409570,Un chouchou,1,1,1,1,1
3038,12.1041095890411,H,T_V,1648724407498,1648724419497,On peut le garder,1,1,1,2,1.33333333333333
3038,12.1041095890411,H,T_V,1648724421606,1648724430954,On peut le utiliser,1,1,1,2,1.33333333333333
3038,12.1041095890411,H,T_V,1648724434443,1648724466730,On peut le mètre dans un porte manteau,1,1,1,4,2
3038,12.1041095890411,H,T_V,1648724469847,1648724490656,On peut le mètre dans la voiture,1,1,1,3,1.66666666666667
3038,12.1041095890411,H,T_V,1648724495778,1648724516663,Quand il fait soleil on le utilise,1,1,1,1,1
3040,7.35890410958904,H,TDAH,1648371356888,1648371365157,Mettre sur la tete,1,1,1,1,1
3040,7.35890410958904,H,TDAH,1648371376477,1648371381450,"Mettre à a la,maison'",1,1,1,1,1
3040,7.35890410958904,H,TDAH,1648371388466,1648371389792,Galette,1,1,1,3,1.66666666666667
3040,7.35890410958904,H,TDAH,1648371399240,1648371400559,Aerosol,1,3,1,3,2.33333333333333
3045,12.4,F,T_V,1648549284586,1648549288183,Se protéger du soleil,1,1,1,1,1
3045,12.4,F,T_V,1648549290732,1648549293634,Pas de coup de soleil,1,1,1,2,1.33333333333333
3045,12.4,F,T_V,1648549295045,1648549296119,Le style,1,2,1,5,2.66666666666667
3045,12.4,F,T_V,1648549301576,1648549362906,Frisbee,1,1,5,5,3.66666666666667
3045,12.4,F,T_V,1648549368967,1648549371752,Bonhomme de neige,1,2,2,3,2.33333333333333
3046,10.6739726027397,F,T_V,1648645868012,1648645870256,Cacher derrière soleil,1,1,1,2,1.33333333333333
3046,10.6739726027397,F,T_V,1648645871820,1648645874706,Protéger du soleil,1,1,1,2,1.33333333333333
3046,10.6739726027397,F,T_V,1648645904605,1648645906719,Parapluie,1,1,1,4,2
3046,10.6739726027397,F,T_V,1648645949529,1648645954380,Le mettre,1,1,1,1,1
3046,10.6739726027397,F,T_V,1648645968206,1648645977396,Eventail,1,3,3,5,3.66666666666667
3047,10.0575342465753,H,T_V,1648632444468,1648632456343,Se protège de la pluie,1,2,1,4,2.33333333333333
3047,10.0575342465753,H,T_V,1648632471233,1648632480559,Faire du frisbi,1,4,5,5,4.66666666666667
3047,10.0575342465753,H,T_V,1648632503982,1648632508127,Saluer,1,3,2,5,3.33333333333333
3047,10.0575342465753,H,T_V,1648632514786,1648632522242,Chapeau bas,1,3,2,2,2.33333333333333
3048,11.1479452054795,F,T_V,1648634644043,1648634662981,Faire une panier pour son chat ...,1,2,5,5,4
3048,11.1479452054795,F,T_V,1648634669300,1648634686773,Faire un bol,1,2,5,4,3.66666666666667
3048,11.1479452054795,F,T_V,1648634695145,1648634703163,Faire un bain pour bebe,1,3,5,5,4.33333333333333
3048,11.1479452054795,F,T_V,1648634717878,1648634733722,Faire des chaussure si on les coud,1,1,3,5,3
3049,7.77260273972603,H,TDAH,1648723602530,1648723605877,Maison pour jouets,1,3,3,5,3.66666666666667
3049,7.77260273972603,H,TDAH,1648723617153,1648723622568,Bateau,1,3,5,5,4.33333333333333
3049,7.77260273972603,H,TDAH,1648723631931,1648723638262,Imiter un cow boy,1,1,2,5,2.66666666666667
3050,10.6849315068493,H,T_V,1648712334181,1648712359626,densé,1,1,1,5,2.33333333333333
3052, , , ,1648722889964,1648722899304,Casque,1,4,1,2,2.33333333333333
3052, , , ,1648722817386,1648722865098,Casquette,1,2,1,2,1.66666666666667
3052, , , ,1648722868426,1648722881610,Sombrero,1,1,1,5,2.33333333333333
3054,10.3178082191781,F,T_V,1648817576910,1648817580001,Protéger visage,1,2,1,2,1.66666666666667
3054,10.3178082191781,F,T_V,1648817590828,1648817595861,Faire un brushing,1,3,3,2,2.66666666666667
3054,10.3178082191781,F,T_V,1648817607862,1648817612441,Jouer au cowboy,1,2,2,5,3
3054,10.3178082191781,F,T_V,1648817621641,1648817626942,Ranger,1,3,3,4,3.33333333333333
3054,10.3178082191781,F,T_V,1648817635228,1648817642117,Gagner de l'argent,1,4,2,5,3.66666666666667
3054,10.3178082191781,F,T_V,1648817664888,1648817668172,Faire de la danse,1,3,2,5,3.33333333333333
3056,11.1972602739726,H,T_V,1648816900889,1648816902121,Vase,1,2,5,4,3.66666666666667
3056,11.1972602739726,H,T_V,1648816908713,1648816910315,Porte bonbons,1,2,3,5,3.33333333333333
3056,11.1972602739726,H,T_V,1648816915131,1648816917259,Porte manteau,1,3,1,4,2.66666666666667
3056,11.1972602739726,H,T_V,1648816938982,1648816945186,Trousse plumier,1,2,3,4,3
3056,11.1972602739726,H,T_V,1648816949457,1648816950374,Assiette,1,2,5,4,3.66666666666667
3056,11.1972602739726,H,T_V,1648816958722,1648816959274,Verre,1,2,5,4,3.66666666666667
3056,11.1972602739726,H,T_V,1648816968197,1648816990394,Bol,1,1,5,4,3.33333333333333
3056,11.1972602739726,H,T_V,1648817005503,1648817007333,Pour se couvrir,1,1,2,1,1.33333333333333
3057,7.03287671232877,M,TDAH,1649407136557,1649407148056,"Pour se protéger du soleil,",1,1,1,1,1
3057,7.03287671232877,M,TDAH,1649407167210,1649407169015,Freesbe,1,1,5,5,3.66666666666667
3058,9.32876712328767,M,TDAH,1649409938777,1649409942514,Faire un bol,1,1,5,4,3.33333333333333
3058,9.32876712328767,M,TDAH,1649409946338,1649409949830,Se protéger du soleil,1,1,1,1,1
3058,9.32876712328767,M,TDAH,1649409956535,1649409959225,Décoration,1,1,1,4,2
3058,9.32876712328767,M,TDAH,1649409975755,1649409978573,Freesbee,1,1,5,5,3.66666666666667
3058,9.32876712328767,M,TDAH,1649410013993,1649410019077,Pour se protéger de la pluie,1,2,1,2,1.66666666666667
3058,9.32876712328767,M,TDAH,1649410025622,1649410034108,Faire une piscine pour jouer',1,3,4,5,4
3059,7.41095890410959,H,T_V,1648995577608,1648995578894,Reprendre,1,3,1,1,1.66666666666667
3059,7.41095890410959,H,T_V,1648995611809,1648995612872,Copier,1,2,1,2,1.66666666666667
3059,7.41095890410959,H,T_V,1648995514709,1648995515421,Mettre,1,1,1,2,1.33333333333333
3059,7.41095890410959,H,T_V,1648995517354,1648995575494,Donner,1,1,1,2,1.33333333333333
3059,7.41095890410959,H,T_V,1648995519680,1648995520530,Payer,1,1,2,4,2.33333333333333
3059,7.41095890410959,H,T_V,1648995521708,1648995523069,Acheter,1,1,1,4,2
3059,7.41095890410959,H,T_V,1648995528516,1648995529398,Soleil,1,1,1,1,1
3059,7.41095890410959,H,T_V,1648995536228,1648995537001,Plagr,1,3,1,3,2.33333333333333
3059,7.41095890410959,H,T_V,1648995541897,1648995543091,Proteger,1,1,1,4,2
3059,7.41095890410959,H,T_V,1648995553314,1648995555573,Casquette,1,2,1,2,1.66666666666667
3059,7.41095890410959,H,T_V,1648995586168,1648995587125,Lancer,1,1,1,3,1.66666666666667
3059,7.41095890410959,H,T_V,1648995589392,1648995590173,Jouer,1,4,1,3,2.66666666666667
3059,7.41095890410959,H,T_V,1648995597719,1648995599615,Être mechant,1,3,1,3,2.33333333333333
3059,7.41095890410959,H,T_V,1648995617372,1648995618600,Ecrire,1,2,1,2,1.66666666666667
3060, , , ,1649171691284,1649171691748,tete,0, , , , 
3060, , , ,1649171705984,1649171706359,jjj,0, , , , 
3060, , , ,1649171703337,1649171704384,jjjn,0, , , , 
3060, , , ,1649171710762,1649171711082,jjj,0, , , , 
3060, , , ,1649171708310,1649171708632,ooo,0, , , , 
3060, , , ,1649171713485,1649171714162,kkkkk,0, , , , 
3060, , , ,1649171716036,1649171716558,hhjh,0, , , , 
3060, , , ,1649171739985,1649171740432,jjjj,0, , , , 
3060, , , ,1649171744035,1649171744757,kkkkk,0, , , , 
3060, , , ,1649171782263,1649171782633,klkll,0, , , , 
3060, , , ,1649171784136,1649171784907,llll,0, , , , 
3060, , , ,1649171786536,1649171786907,kkk,0, , , , 
3060, , , ,1649171793234,1649171793582,lll,0, , , , 
3061,9.16164383561644,F,TDAH,1649261437758,1649261444784,Pour le mettre'son pied,1,1,3,4,2.66666666666667
3061,9.16164383561644,F,TDAH,1649261455953,1649261457233,Lancer,1,1,1,4,2
3061,9.16164383561644,F,TDAH,1649261466452,1649261468822,Le faire tourner,1,2,3,5,3.33333333333333
3061,9.16164383561644,F,TDAH,1649261491596,1649261497224,Pour décoration,1,2,1,4,2.33333333333333
3061,9.16164383561644,F,TDAH,1649261499783,1649261501963,Comme doudou,1,3,3,5,3.66666666666667
3061,9.16164383561644,F,TDAH,1649261511086,1649261515692,Pour tenir bonheur,1,3,2,5,3.33333333333333
3061,9.16164383561644,F,TDAH,1649261521714,1649261525040,Se couvrir,1,1,1,1,1
3062, , , ,1649322631695,1649322631695, ,0, , , , 
3064,9.5013698630137,M,TDAH,1649614332549,1649614335617,Comme bateau,1,2,5,5,4
3064,9.5013698630137,M,TDAH,1649614362254,1649614368028,Comme bol,1,3,5,4,4
3064,9.5013698630137,M,TDAH,1649614386354,1649614393745,Comme frisbee,1,1,5,5,3.66666666666667
3065, , , ,1649664006586,1649664011076,Pour se déguiser,1,5,2,3,3.33333333333333
3065, , , ,1649664012654,1649664014216,Pour jouer,1,1,1,3,1.66666666666667
3065, , , ,1649664025542,1649664034135,Pour se protéger de la pluie,1,2,1,4,2.33333333333333
3065, , , ,1649664085126,1649664086996,Pour dormir,1,3,2,5,3.33333333333333
3066, , , ,1649662263996,1649662271677,pour se protéger du soleil,1,2,1,1,1.33333333333333
3066, , , ,1649662275447,1649662279899,comme bol,1,2,5,4,3.66666666666667
3066, , , ,1649662301916,1649662313517,pour tenir des objets,1,1,2,4,2.33333333333333
3066, , , ,1649662369447,1649662370917,pour jouer,1,1,1,4,2
