"ID","prompt","response","set","lab","rater1","rater2","rater3","Fluency_Ceinture","Fluency_Brouette","Fluency_avrg","Orig_Ceinture","Orig_Brouette","Orig_avrg","CSE","CPI","Openness","Gender","Nationality","Age"
79,"ceinture","Attacher",10,6,1,1,1,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"ceinture","Suspendre",10,6,2,1,1,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"ceinture","Entourer",10,6,1,1,1,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"ceinture","Rouler",10,6,3,1,1,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"ceinture","Trouer",10,6,2,1,2,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"ceinture","Étrangler",10,6,1,1,1,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"ceinture","Se pendre",10,6,1,1,2,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"brouette","Porter",10,6,1,1,1,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"brouette","Rouler",10,6,1,1,1,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"brouette","Transporter",10,6,1,1,1,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"brouette","Boire",10,6,2,1,1,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"brouette","Manger",10,6,2,1,1,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"brouette","Dormir",10,6,2,3,2,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"brouette","Pratiquer une activité physique",10,6,1,3,3,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"brouette","Utiliser en tant que parapluie",10,6,3,2,4,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
79,"brouette","Détruire des objets",10,6,3,2,3,8,9,8.5,1.25,1.77777777766667,1.513888888833335,3.3333333333333335,3.2,3.2,"F","Française",18
80,"ceinture","Faire tenir son pantalon",10,6,1,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"ceinture","Utiliser comme accessoire",10,6,1,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"ceinture","Mettre autour d’une robe",10,6,1,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"ceinture","Frapper quelqu’un avec",10,6,1,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"ceinture","Attacher quelqu’un avec",10,6,2,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"ceinture","Faire une anse de sac à main avec",10,6,1,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"ceinture","S’en servir de corde",10,6,2,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"ceinture","Pour relier quelque chose",10,6,2,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"ceinture","Se la mettre en bracelet",10,6,3,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"brouette","Transporter du bois",10,6,1,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"brouette","Transporter quelqu’un dedans",10,6,1,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"brouette","Faire une course de brouette",10,6,1,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"brouette","S’en servir de caddie pour faire ses courses",10,6,1,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"brouette","S’en servir de valise",10,6,3,1,2,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"brouette","Emmener ses enfants à l’école en brouette",10,6,3,3,3,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
80,"brouette","Construire une brouette",10,6,1,1,1,9,7,8,1.18518518511111,1.42857142857143,1.30687830684127,3.5,2.8,3.7,"F","Française",19
81,"ceinture","Laisse",10,6,3,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"ceinture","Corde",10,6,2,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"ceinture","Attacher quelqu’un",10,6,2,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"ceinture","Maintenir quelque chose comme une sangle",10,6,2,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"ceinture","Maintenir son pantalon",10,6,1,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"ceinture","Accrocher des objets dessus",10,6,2,3,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"brouette","Déplacer des objets",10,6,1,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"brouette","Jardiner",10,6,1,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"brouette","Faire des courses",10,6,1,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"brouette","Transporter des gens",10,6,1,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"brouette","Pot de fleurs",10,6,3,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"brouette","Décoration",10,6,2,1,1,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"brouette","Piscine pour animaux",10,6,3,1,2,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
81,"brouette","Ramassage eau de pluie",10,6,2,1,2,6,8,7,1.44444444433333,1.333333333375,1.388888888854165,3.3333333333333335,4,2.8,"F","Française",19
82,"ceinture","La ceinture téléphone",10,6,3,1,4,1,2,1.5,2.666666667,3.6666666665,3.16666666675,4.166666666666667,3.6,4.9,"M","Française",21
82,"brouette","Ma brouette est ma poêle",10,6,3,5,4,1,2,1.5,2.666666667,3.6666666665,3.16666666675,4.166666666666667,3.6,4.9,"M","Française",21
82,"brouette","Je fais ma cuisine avec la brouette",10,6,3,4,3,1,2,1.5,2.666666667,3.6666666665,3.16666666675,4.166666666666667,3.6,4.9,"M","Française",21
83,"ceinture","Courroie",10,6,4,3,3,5,4,4.5,2.1333333332,1.75,1.9416666666,4.166666666666667,4.8,4.5,"M","Française",42
83,"ceinture","Garrot",10,6,1,1,1,5,4,4.5,2.1333333332,1.75,1.9416666666,4.166666666666667,4.8,4.5,"M","Française",42
83,"ceinture","Zip line",10,6,2,3,5,5,4,4.5,2.1333333332,1.75,1.9416666666,4.166666666666667,4.8,4.5,"M","Française",42
83,"ceinture","Fouet",10,6,1,1,1,5,4,4.5,2.1333333332,1.75,1.9416666666,4.166666666666667,4.8,4.5,"M","Française",42
83,"ceinture","Règle",10,6,3,1,2,5,4,4.5,2.1333333332,1.75,1.9416666666,4.166666666666667,4.8,4.5,"M","Française",42
83,"brouette","Poussette",10,6,2,1,2,5,4,4.5,2.1333333332,1.75,1.9416666666,4.166666666666667,4.8,4.5,"M","Française",42
83,"brouette","Barbecue",10,6,3,3,2,5,4,4.5,2.1333333332,1.75,1.9416666666,4.166666666666667,4.8,4.5,"M","Française",42
83,"brouette","Véhicule",10,6,2,1,1,5,4,4.5,2.1333333332,1.75,1.9416666666,4.166666666666667,4.8,4.5,"M","Française",42
83,"brouette","Baignoire",10,6,2,1,1,5,4,4.5,2.1333333332,1.75,1.9416666666,4.166666666666667,4.8,4.5,"M","Française",42
84,"ceinture","Pantalon",10,6,1,1,1,6,3,4.5,1.22222222216667,1,1.1111111110833352,3,3.2,3.6,"F","Française",25
84,"ceinture","Entrave",10,6,3,1,2,6,3,4.5,1.22222222216667,1,1.1111111110833352,3,3.2,3.6,"F","Française",25
84,"ceinture","Fouet",10,6,1,1,1,6,3,4.5,1.22222222216667,1,1.1111111110833352,3,3.2,3.6,"F","Française",25
84,"ceinture","Accessoire de mode",10,6,1,1,1,6,3,4.5,1.22222222216667,1,1.1111111110833352,3,3.2,3.6,"F","Française",25
84,"ceinture","Maintien",10,6,1,1,1,6,3,4.5,1.22222222216667,1,1.1111111110833352,3,3.2,3.6,"F","Française",25
84,"ceinture","Punition",10,6,1,1,2,6,3,4.5,1.22222222216667,1,1.1111111110833352,3,3.2,3.6,"F","Française",25
84,"brouette","Jardinage",10,6,1,1,1,6,3,4.5,1.22222222216667,1,1.1111111110833352,3,3.2,3.6,"F","Française",25
84,"brouette","Travaux",10,6,1,1,1,6,3,4.5,1.22222222216667,1,1.1111111110833352,3,3.2,3.6,"F","Française",25
84,"brouette","Jouet",10,6,1,1,1,6,3,4.5,1.22222222216667,1,1.1111111110833352,3,3.2,3.6,"F","Française",25
85,"ceinture","Accrocher des livres",10,6,3,3,1,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"ceinture","Faire une étagère",10,6,3,2,3,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"ceinture","Attacher son partenaire sexuel",10,6,2,1,3,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"ceinture","Fouetter les fesses de son partenaire",10,6,1,1,2,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"ceinture","Se pendre",10,6,1,1,2,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"ceinture","Jouer au cheval",10,6,2,1,2,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"brouette","Promener ses enfants",10,6,1,1,1,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"brouette","Transporter sa femme",10,6,1,3,3,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"brouette","Dormir",10,6,2,3,2,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"brouette","Décoration",10,6,2,1,1,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"brouette","Faire une course",10,6,1,1,1,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"brouette","Aller faire les courses",10,6,2,1,1,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"brouette","Bac à fleur",10,6,1,1,1,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"brouette","Aller à la bibliothèque",10,6,3,5,1,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
85,"brouette","Servir de poussette",10,6,2,1,2,6,9,7.5,1.88888888883333,1.66666666655556,1.777777777694445,4,3.4,3.6,"F","Française",36
86,"ceinture","Se pendre",10,6,1,1,2,5,5,5,1.9333333334,2.1333333334,2.0333333334,3.8333333333333335,3,2.6,"F","Française",28
86,"ceinture","se fouetter",10,6,2,1,1,5,5,5,1.9333333334,2.1333333334,2.0333333334,3.8333333333333335,3,2.6,"F","Française",28
86,"ceinture","mettre des crochets dans les trous pour en faire une tringle à rideaux",10,6,2,2,4,5,5,5,1.9333333334,2.1333333334,2.0333333334,3.8333333333333335,3,2.6,"F","Française",28
86,"ceinture","en écharpe contre le froid mais aussi en cas de bras cassé",10,6,3,2,3,5,5,5,1.9333333334,2.1333333334,2.0333333334,3.8333333333333335,3,2.6,"F","Française",28
86,"ceinture","corde à sauter",10,6,3,1,1,5,5,5,1.9333333334,2.1333333334,2.0333333334,3.8333333333333335,3,2.6,"F","Française",28
86,"brouette","Se promener",10,6,1,1,1,5,5,5,1.9333333334,2.1333333334,2.0333333334,3.8333333333333335,3,2.6,"F","Française",28
86,"brouette","faire une cabane",10,6,3,1,2,5,5,5,1.9333333334,2.1333333334,2.0333333334,3.8333333333333335,3,2.6,"F","Française",28
86,"brouette","se prendre pour une tortue",10,6,3,1,5,5,5,5,1.9333333334,2.1333333334,2.0333333334,3.8333333333333335,3,2.6,"F","Française",28
86,"brouette","faire la course",10,6,1,1,1,5,5,5,1.9333333334,2.1333333334,2.0333333334,3.8333333333333335,3,2.6,"F","Française",28
86,"brouette","faire des concours de sauts (comme les voitures qui sautent)",10,6,3,5,3,5,5,5,1.9333333334,2.1333333334,2.0333333334,3.8333333333333335,3,2.6,"F","Française",28
87,"ceinture",NA,10,6,NA,NA,NA,0,0,0,NA,NA,NA,2.8333333333333335,2.8,4.1,"F","Française",18
87,"brouette",NA,10,6,NA,NA,NA,0,0,0,NA,NA,NA,2.8333333333333335,2.8,4.1,"F","Française",18
88,"ceinture","anse (pour un sac)",10,6,1,1,1,3,2,2.5,1.55555555566667,1.3333333335,1.4444444445833349,3.6666666666666665,4.6,4.9,"F","Française",23
88,"ceinture","pour tirer/ tracter quelque chose",10,6,2,1,3,3,2,2.5,1.55555555566667,1.3333333335,1.4444444445833349,3.6666666666666665,4.6,4.9,"F","Française",23
88,"ceinture","pour fixer quelque chose ( à un vélo )",10,6,2,1,2,3,2,2.5,1.55555555566667,1.3333333335,1.4444444445833349,3.6666666666666665,4.6,4.9,"F","Française",23
88,"brouette","contenant pour stocker",10,6,1,1,1,3,2,2.5,1.55555555566667,1.3333333335,1.4444444445833349,3.6666666666666665,4.6,4.9,"F","Française",23
88,"brouette","baignoire pour enfant",10,6,2,1,2,3,2,2.5,1.55555555566667,1.3333333335,1.4444444445833349,3.6666666666666665,4.6,4.9,"F","Française",23
89,"ceinture","Faire des nœuds",10,6,2,1,1,3,1,2,1.222222222,1,1.111111111,2.1666666666666665,1.6,3.2,"F","Française",20
89,"ceinture","faire un garrot",10,6,2,1,1,3,1,2,1.222222222,1,1.111111111,2.1666666666666665,1.6,3.2,"F","Française",20
89,"ceinture","frapper",10,6,1,1,1,3,1,2,1.222222222,1,1.111111111,2.1666666666666665,1.6,3.2,"F","Française",20
89,"brouette","Transporter des objets des gens",10,6,1,1,1,3,1,2,1.222222222,1,1.111111111,2.1666666666666665,1.6,3.2,"F","Française",20
90,"ceinture","serre-tête",10,6,3,1,2,6,2,4,2.16666666666667,2.166666667,2.166666666833335,3.8333333333333335,4,4,"M","Française",26
90,"ceinture","pendaison",10,6,1,1,2,6,2,4,2.16666666666667,2.166666667,2.166666666833335,3.8333333333333335,4,4,"M","Française",26
90,"ceinture","tractions",10,6,2,1,2,6,2,4,2.16666666666667,2.166666667,2.166666666833335,3.8333333333333335,4,4,"M","Française",26
90,"ceinture","fil dentaire",10,6,3,5,4,6,2,4,2.16666666666667,2.166666667,2.166666666833335,3.8333333333333335,4,4,"M","Française",26
90,"ceinture","crochetage",10,6,3,1,3,6,2,4,2.16666666666667,2.166666667,2.166666666833335,3.8333333333333335,4,4,"M","Française",26
90,"ceinture","corde à sauter",10,6,3,1,1,6,2,4,2.16666666666667,2.166666667,2.166666666833335,3.8333333333333335,4,4,"M","Française",26
90,"brouette","poussette",10,6,2,1,2,6,2,4,2.16666666666667,2.166666667,2.166666666833335,3.8333333333333335,4,4,"M","Française",26
90,"brouette","musculation",10,6,3,3,2,6,2,4,2.16666666666667,2.166666667,2.166666666833335,3.8333333333333335,4,4,"M","Française",26
91,"ceinture","Corde",10,6,2,1,1,3,7,5,1.66666666666667,2.380952381,2.023809523833335,4.333333333333333,4.2,3.9,"M","Française",30
91,"ceinture","Rênes",10,6,2,2,4,3,7,5,1.66666666666667,2.380952381,2.023809523833335,4.333333333333333,4.2,3.9,"M","Française",30
91,"ceinture","Fouet",10,6,1,1,1,3,7,5,1.66666666666667,2.380952381,2.023809523833335,4.333333333333333,4.2,3.9,"M","Française",30
91,"brouette","Karting",10,6,2,4,3,3,7,5,1.66666666666667,2.380952381,2.023809523833335,4.333333333333333,4.2,3.9,"M","Française",30
91,"brouette","Pot de fleur",10,6,3,1,1,3,7,5,1.66666666666667,2.380952381,2.023809523833335,4.333333333333333,4.2,3.9,"M","Française",30
91,"brouette","Barbecue",10,6,3,3,2,3,7,5,1.66666666666667,2.380952381,2.023809523833335,4.333333333333333,4.2,3.9,"M","Française",30
91,"brouette","Lit (sieste portugaise)",10,6,3,3,4,3,7,5,1.66666666666667,2.380952381,2.023809523833335,4.333333333333333,4.2,3.9,"M","Française",30
91,"brouette","Piscine pour bébé",10,6,3,1,2,3,7,5,1.66666666666667,2.380952381,2.023809523833335,4.333333333333333,4.2,3.9,"M","Française",30
91,"brouette","L'aquarium",10,6,3,2,2,3,7,5,1.66666666666667,2.380952381,2.023809523833335,4.333333333333333,4.2,3.9,"M","Française",30
91,"brouette","Poussette",10,6,2,1,2,3,7,5,1.66666666666667,2.380952381,2.023809523833335,4.333333333333333,4.2,3.9,"M","Française",30
92,"ceinture","Sangler une valise",10,6,1,1,1,4,2,3,1.5833333335,1.1666666665,1.375,4,4,4.4,"F","Française",40
92,"ceinture","Tenir un pantalon",10,6,1,1,1,4,2,3,1.5833333335,1.1666666665,1.375,4,4,4.4,"F","Française",40
92,"ceinture","Accrocher un hamac",10,6,2,3,3,4,2,3,1.5833333335,1.1666666665,1.375,4,4,4.4,"F","Française",40
92,"ceinture","Faire une corde avec plusieurs",10,6,2,1,2,4,2,3,1.5833333335,1.1666666665,1.375,4,4,4.4,"F","Française",40
92,"brouette","Comme pot de fleur dans un jardin",10,6,2,1,1,4,2,3,1.5833333335,1.1666666665,1.375,4,4,4.4,"F","Française",40
92,"brouette","Transporter des enfants",10,6,1,1,1,4,2,3,1.5833333335,1.1666666665,1.375,4,4,4.4,"F","Française",40
93,"ceinture",NA,10,6,NA,NA,NA,0,1,0.5,NA,1.333333333,1.333333333,2.5,1.8,3.1,"F","Française",49
93,"brouette","Décoration intérieure",10,6,2,1,1,0,1,0.5,NA,1.333333333,1.333333333,2.5,1.8,3.1,"F","Française",49
94,"ceinture","Autour de la taille",10,6,1,1,1,4,0,2,2.41666666675,NA,2.41666666675,3.8333333333333335,4.4,4.3,"F","-oth-",22
94,"ceinture","BDSM",10,6,2,1,3,4,0,2,2.41666666675,NA,2.41666666675,3.8333333333333335,4.4,4.3,"F","-oth-",22
94,"ceinture","Prendre des personnes en otage",10,6,2,5,4,4,0,2,2.41666666675,NA,2.41666666675,3.8333333333333335,4.4,4.3,"F","-oth-",22
94,"ceinture","gode Ceinture",10,6,3,2,4,4,0,2,2.41666666675,NA,2.41666666675,3.8333333333333335,4.4,4.3,"F","-oth-",22
94,"brouette",NA,10,6,NA,NA,NA,4,0,2,2.41666666675,NA,2.41666666675,3.8333333333333335,4.4,4.3,"F","-oth-",22
95,"ceinture","Pour faire de la décoration",10,6,3,1,1,3,2,2.5,1.55555555566667,2,1.777777777833335,4.166666666666667,4.4,4.1,"F","Française",19
95,"ceinture","Pour attacher des choses à la maisons",10,6,2,1,1,3,2,2.5,1.55555555566667,2,1.777777777833335,4.166666666666667,4.4,4.1,"F","Française",19
95,"ceinture","Pour faire des menottes",10,6,2,1,2,3,2,2.5,1.55555555566667,2,1.777777777833335,4.166666666666667,4.4,4.1,"F","Française",19
95,"brouette","Pour faire un pot de fleurs original",10,6,3,1,2,3,2,2.5,1.55555555566667,2,1.777777777833335,4.166666666666667,4.4,4.1,"F","Française",19
95,"brouette","Pour transporter les enfants comme un taxi",10,6,2,1,3,3,2,2.5,1.55555555566667,2,1.777777777833335,4.166666666666667,4.4,4.1,"F","Française",19
96,"ceinture","attacher",10,6,1,1,1,2,4,3,1,1.41666666675,1.2083333333750002,2.6666666666666665,3.2,2.9,"F","Française",38
96,"ceinture","maintenir un vêtement",10,6,1,1,1,2,4,3,1,1.41666666675,1.2083333333750002,2.6666666666666665,3.2,2.9,"F","Française",38
96,"brouette","courir dans le jardin avec un enfant dedans",10,6,2,1,2,2,4,3,1,1.41666666675,1.2083333333750002,2.6666666666666665,3.2,2.9,"F","Française",38
96,"brouette","remplir de gravier ou gravât",10,6,1,1,1,2,4,3,1,1.41666666675,1.2083333333750002,2.6666666666666665,3.2,2.9,"F","Française",38
96,"brouette","faire un pot de fleur",10,6,2,1,2,2,4,3,1,1.41666666675,1.2083333333750002,2.6666666666666665,3.2,2.9,"F","Française",38
96,"brouette","faire une décoration de jardin",10,6,2,1,1,2,4,3,1,1.41666666675,1.2083333333750002,2.6666666666666665,3.2,2.9,"F","Française",38
97,"ceinture","créer une attache à un arbre au dessus de l'eau pour se lancer dans le lac",10,6,3,5,4,4,4,4,3.08333333325,2.1666666665,2.624999999875,3.6666666666666665,4.2,4.9,"F","Française",19
97,"ceinture","une guirlande de ceinture !",10,6,2,2,3,4,4,4,3.08333333325,2.1666666665,2.624999999875,3.6666666666666665,4.2,4.9,"F","Française",19
97,"ceinture","un panier en les attachant ensemble",10,6,2,1,3,4,4,4,3.08333333325,2.1666666665,2.624999999875,3.6666666666666665,4.2,4.9,"F","Française",19
97,"ceinture","un hamac à chat en mettant",10,6,3,5,4,4,4,4,3.08333333325,2.1666666665,2.624999999875,3.6666666666666665,4.2,4.9,"F","Française",19
97,"brouette","retournée et peinte de la déco comme un petit insecte",10,6,3,3,4,4,4,4,3.08333333325,2.1666666665,2.624999999875,3.6666666666666665,4.2,4.9,"F","Française",19
97,"brouette","course de brouette une personne dedans et une personne qui pousse",10,6,1,1,2,4,4,4,3.08333333325,2.1666666665,2.624999999875,3.6666666666666665,4.2,4.9,"F","Française",19
97,"brouette","une remorque sur un vélo si on ajoute des outils",10,6,2,1,3,4,4,4,3.08333333325,2.1666666665,2.624999999875,3.6666666666666665,4.2,4.9,"F","Française",19
97,"brouette","une poussette pour chien ou chat",10,6,2,1,3,4,4,4,3.08333333325,2.1666666665,2.624999999875,3.6666666666666665,4.2,4.9,"F","Française",19
98,"ceinture","Comme bandana",10,6,3,1,2,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"ceinture","Comme porte bouteille",10,6,3,4,3,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"ceinture","Pour faire un chemin de table",10,6,3,1,4,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"ceinture","Un lasso de far-west",10,6,2,2,3,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"ceinture","Pour tracer des cercles grâce aux trous",10,6,2,5,4,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"ceinture","Pour maintenir une plante (tuteur)",10,6,3,1,4,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"brouette","S'en servir comme piscine",10,6,3,1,1,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"brouette","S'en servir comme un aquarium",10,6,3,2,3,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"brouette","En faire une table basse",10,6,3,4,2,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"brouette","Pour faire un barbecue",10,6,3,1,3,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"brouette","Pour faire des courses",10,6,2,1,1,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
98,"brouette","Pour faire son marché",10,6,2,1,1,6,6,6,2.77777777783333,2.0555555555,2.416666666666665,3.3333333333333335,3.6,3.8,"M","Française",34
99,"ceinture","Élément de serrage",10,6,2,1,1,4,4,4,1.25,1.9166666665,1.5833333332500001,3.3333333333333335,4.2,4.3,"M","Française",21
99,"ceinture","fouet",10,6,1,1,1,4,4,4,1.25,1.9166666665,1.5833333332500001,3.3333333333333335,4.2,4.3,"M","Française",21
99,"ceinture","élément de remplacement d'une corde",10,6,2,1,2,4,4,4,1.25,1.9166666665,1.5833333332500001,3.3333333333333335,4.2,4.3,"M","Française",21
99,"ceinture","lien",10,6,1,1,1,4,4,4,1.25,1.9166666665,1.5833333332500001,3.3333333333333335,4.2,4.3,"M","Française",21
99,"brouette","Décoration extérieur",10,6,2,1,1,4,4,4,1.25,1.9166666665,1.5833333332500001,3.3333333333333335,4.2,4.3,"M","Française",21
99,"brouette","moyen de transport de personne",10,6,1,1,2,4,4,4,1.25,1.9166666665,1.5833333332500001,3.3333333333333335,4.2,4.3,"M","Française",21
99,"brouette","abris pour un temps pluvieux",10,6,2,2,2,4,4,4,1.25,1.9166666665,1.5833333332500001,3.3333333333333335,4.2,4.3,"M","Française",21
99,"brouette","coupe-vent",10,6,3,2,4,4,4,4,1.25,1.9166666665,1.5833333332500001,3.3333333333333335,4.2,4.3,"M","Française",21
100,"ceinture","frapper",10,6,1,1,1,3,5,4,1.55555555533333,1.6666666666,1.611111110966665,3.3333333333333335,2.8,4.3,"F","Française",20
100,"ceinture","se pendre",10,6,1,1,2,3,5,4,1.55555555533333,1.6666666666,1.611111110966665,3.3333333333333335,2.8,4.3,"F","Française",20
100,"ceinture","soutien lombaire",10,6,2,3,2,3,5,4,1.55555555533333,1.6666666666,1.611111110966665,3.3333333333333335,2.8,4.3,"F","Française",20
100,"brouette","jouer",10,6,1,1,1,3,5,4,1.55555555533333,1.6666666666,1.611111110966665,3.3333333333333335,2.8,4.3,"F","Française",20
100,"brouette","se balader",10,6,1,1,2,3,5,4,1.55555555533333,1.6666666666,1.611111110966665,3.3333333333333335,2.8,4.3,"F","Française",20
100,"brouette","balader ses animaux",10,6,2,1,2,3,5,4,1.55555555533333,1.6666666666,1.611111110966665,3.3333333333333335,2.8,4.3,"F","Française",20
100,"brouette","porter une plume",10,6,2,1,3,3,5,4,1.55555555533333,1.6666666666,1.611111110966665,3.3333333333333335,2.8,4.3,"F","Française",20
