"ID","prompt","response","set","lab","lp","order","rater1","rater2","rater3","rater4","Extr","Aggr","Cons","Neu","Openn","Mach","Psych","Narc","CPI","CSE","ACTIVITY_GENERAL","visual","music","dance","archit","writing","humor","discov","science","theatre","culinary","caq","iq_all","caq_ln","self_everyday","scholarly","performance","mechanical_science","artistic","badd_iq","string_cse","can_cse","brick_cse","age"
432919,"sznurek","wykończenia architektoniczne",19,11,631,"p4",7,NA,3,NA,3.4,3.6,3.9,2.5,3.5,3,3.75,3.75,5,4.666666666666667,0.24242424242424243,0,0,0,1,0,0,0,0,0,1,2,4,1.0986122886681098,3.6363636363636362,3.1818181818181817,1.8,2.111111111111111,3.7777777777777777,14,73.5,61,45,32
432919,"sznurek","lampy",19,11,632,"p5",5,NA,3,NA,3.4,3.6,3.9,2.5,3.5,3,3.75,3.75,5,4.666666666666667,0.24242424242424243,0,0,0,1,0,0,0,0,0,1,2,4,1.0986122886681098,3.6363636363636362,3.1818181818181817,1.8,2.111111111111111,3.7777777777777777,14,73.5,61,45,32
432919,"sznurek","rolety",19,11,633,"p6",7,NA,3,NA,3.4,3.6,3.9,2.5,3.5,3,3.75,3.75,5,4.666666666666667,0.24242424242424243,0,0,0,1,0,0,0,0,0,1,2,4,1.0986122886681098,3.6363636363636362,3.1818181818181817,1.8,2.111111111111111,3.7777777777777777,14,73.5,61,45,32
433998,"sznurek","Jako pasek",19,11,617,"p1",1,NA,2,NA,3.8,3.3,3.2,2.3,3.5,5.25,3.75,4,4.8,5.166666666666667,0.09090909090909091,0,0,0,0,0,2,1,1,0,1,5,3,1.791759469228055,3,3.1818181818181817,1.5,3.111111111111111,2.3333333333333335,25,66,45.5,50.5,43
436223,"sznurek","zrobić torebkę",19,11,197,"p1",5,NA,3,NA,2.9,2.9,4,3.4,3,3,4,4,3,2.8333333333333335,0.06060606060606061,0,0,0,0,0,0,0,0,0,0,0,2,0,1.4545454545454546,1.3636363636363635,1,1.6666666666666667,1,21,51.5,42,43.5,36
436539,"sznurek","zapakowania.",19,11,277,"p1",2,NA,2,NA,1.9,3.5,3.5,1.9,2.8,1,2.25,2,5,5,0,0,1,0,0,0,0,0,1,0,1,3,3,1.3862943611198906,4,4,4,4,4,0,49,47.5,51.5,36
438325,"sznurek","wyznaczenie lini pod sadzenie drzewa",19,11,871,"p1",6,NA,4,NA,2.6,3.4,3.2,3.2,3.3,4,4,4,5,5,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,3,3,30,35.5,24,28.5,36
438425,"sznurek","do zrobienia wstazki",19,11,582,"p1",2,NA,2,NA,3.5,4.9,5,2.2,3.2,1.5,1,1.75,5.4,5.333333333333333,0.21212121212121213,0,0,0,1,0,1,0,2,0,10,14,1,2.70805020110221,4.363636363636363,4.454545454545454,2.3,3,3.6666666666666665,21,50.5,40,40.5,32
438680,"sznurek","można sznurkiem owinąć butelkę i wykorzystac jako ozdobe",19,11,196,"p1",2,NA,2,NA,2.9,3.6,2.9,3.8,3.6,3.25,3,3,4.6,4.833333333333333,0.21212121212121213,0,0,0,0,0,1,1,0,0,1,3,5,1.3862943611198906,3.4545454545454546,3.4545454545454546,1.4,2.5555555555555554,3.6666666666666665,26,92.5,94,93,43
439626,"sznurek","do wykonania obrazka",19,11,371,"p1",5,NA,3,NA,2.2,4.1,3.9,3.7,2.7,2.75,1.25,1.5,4.6,4.333333333333333,0,0,0,0,0,0,0,0,0,0,1,1,3,0.6931471805599453,2.8181818181818183,2.5454545454545454,1,1.3333333333333333,1,23,61.5,67,44.5,43
440968,"sznurek","obwiązać oponę po zmianie dętki",19,11,894,"p1",6,NA,4,NA,3.9,3.6,3.8,2.3,4.4,2,2,2,4,4,0.0303030303030303,0,0,0,0,13,1,0,4,0,0,18,8,2.9444389791664403,3,3,3,3,3,10,73,73,68,32
441370,"sznurek","smycz",19,11,462,"p1",2,NA,2,NA,3.9,4,2.4,4,3.6,5,4,5,4.6,4.333333333333333,0.24242424242424243,0,0,0,0,0,3,0,0,0,1,4,3,1.6094379124341003,1.8181818181818181,2,1.5,1.3333333333333333,1.6666666666666667,19,26.5,33,42.5,32
442188,"sznurek","Do skonstruowania liny po ktorej mozna uciec z wiezy kiedy jest sie zakmnieta w niej ksiezniczka",19,11,144,"p1",7,NA,5,NA,2,3.7,3.2,3.3,3.6,3,3,3,4.4,4.5,0.0303030303030303,0,0,0,0,3,0,0,3,0,1,7,5,2.0794415416798357,2.909090909090909,3.5454545454545454,2.7,3,2.6666666666666665,25,70,42,51.5,27
442316,"sznurek","do robienia butów",19,11,406,"p1",6,NA,4,NA,1.7,3.6,3.8,3.7,3.6,1,2.5,1.75,4.4,4.333333333333333,0,0,1,0,0,1,1,0,0,1,1,5,4,1.791759469228055,3.272727272727273,3,2.3,2.5555555555555554,2.2222222222222223,21,24.5,20,23,43
444381,"sznurek","Ze sznurka można zrobić sztucznego węża i nastraszyć nim żonę.",19,11,385,"p1",7,NA,5,NA,3.2,3.4,2.7,3,3.3,6.5,4.5,6,4.6,5.333333333333333,0.09090909090909091,0,0,0,0,0,2,0,1,0,1,4,5,1.6094379124341003,3.1818181818181817,2.5454545454545454,2.5,2.5555555555555554,2.4444444444444446,22,90,90,90,43
444405,"sznurek","do czyszczenie zębów zamiast nici dentystycznej .",19,11,475,"p1",5,NA,3,NA,3.9,3.5,2.7,2.3,3.5,6,3.75,6.25,5.4,5.5,0.0303030303030303,0,0,0,0,1,3,0,1,0,0,5,5,1.791759469228055,4,3.1818181818181817,1.5,2.6666666666666665,1.4444444444444444,30,7.5,36,50.5,27
444406,"sznurek","zamiast sznurówki",19,11,772,"p1",1,NA,2,NA,2.8,3.3,3.4,3.3,4,3.25,3.25,3.25,6.6,5.333333333333333,0.15151515151515152,0,0,0,0,1,1,0,0,0,1,3,3,1.3862943611198906,3.909090909090909,3.8181818181818183,2.5,2,4.444444444444445,33,32.5,50,48.5,43
444406,"sznurek","do włosów",19,11,773,"p2",3,NA,2,NA,2.8,3.3,3.4,3.3,4,3.25,3.25,3.25,6.6,5.333333333333333,0.15151515151515152,0,0,0,0,1,1,0,0,0,1,3,3,1.3862943611198906,3.909090909090909,3.8181818181818183,2.5,2,4.444444444444445,33,32.5,50,48.5,43
444429,"sznurek","żeby się powiesić  do zrobienia bransoleti",19,11,171,"p1",2,NA,2,NA,2.1,3.4,3.1,3.2,4,4,3.5,1.5,4.2,4.666666666666667,0.2727272727272727,0,0,0,0,1,0,0,1,0,1,3,6,1.3862943611198906,3.727272727272727,4.2727272727272725,2.7,2.6666666666666665,2.3333333333333335,33,39.5,40,31,32
444582,"sznurek","do wieszania",19,11,127,"p1",1,NA,2,NA,3.4,2.9,3.5,3,4.1,2.75,3,2.75,2.8,3.8333333333333335,0.0303030303030303,1,0,0,0,1,1,0,0,0,1,4,4,1.6094379124341003,2.727272727272727,2.909090909090909,2.9,3,3.3333333333333335,22,82.5,54.5,46,32
444788,"sznurek","skakanka  ozdoba",19,11,897,"p1",3,NA,3,NA,2.8,2.6,3.1,3,2.7,4,5.5,2.5,1.6,1.8333333333333333,0.06060606060606061,0,0,0,5,6,1,5,3,0,5,25,3,3.258096538021482,2.5454545454545454,1.8181818181818181,2.3,3,3.3333333333333335,32,30.5,18,46.5,32
445862,"sznurek","MAKRAMA",19,11,7,"p1",4,NA,3,NA,3,3.1,4.4,2,3.3,3.25,2.25,4,4,4.833333333333333,0.09090909090909091,3,0,0,0,0,0,0,2,0,0,5,2,1.791759469228055,2.727272727272727,2.272727272727273,2,1.5555555555555556,2,11,36,37,36.5,36
445862,"sznurek","MOŻNA ZROBIĆ PÓŁKI NA PLUSZAKI",19,11,8,"p2",4,NA,5,NA,3,3.1,4.4,2,3.3,3.25,2.25,4,4,4.833333333333333,0.09090909090909091,3,0,0,0,0,0,0,2,0,0,5,2,1.791759469228055,2.727272727272727,2.272727272727273,2,1.5555555555555556,2,11,36,37,36.5,36
445862,"sznurek","OZDOBNY JAKO WIESZAK DO RAMKI ZE ZDJĘCIEM",19,11,9,"p3",2,NA,3,NA,3,3.1,4.4,2,3.3,3.25,2.25,4,4,4.833333333333333,0.09090909090909091,3,0,0,0,0,0,0,2,0,0,5,2,1.791759469228055,2.727272727272727,2.272727272727273,2,1.5555555555555556,2,11,36,37,36.5,36
445935,"sznurek","do grania - jako strunę",19,11,830,"p1",6,NA,4,NA,4,4,2.8,3.2,3.6,3.25,2.5,3.5,6,5.166666666666667,0.12121212121212122,2,1,0,0,1,2,1,0,0,0,7,2,2.0794415416798357,3.8181818181818183,3.272727272727273,3.1,2.3333333333333335,3,26,65.5,65.5,65,27
445935,"sznurek","do rozwiązywania zamiast wiązania",19,11,831,"p2",2,NA,5,NA,4,4,2.8,3.2,3.6,3.25,2.5,3.5,6,5.166666666666667,0.12121212121212122,2,1,0,0,1,2,1,0,0,0,7,2,2.0794415416798357,3.8181818181818183,3.272727272727273,3.1,2.3333333333333335,3,26,65.5,65.5,65,27
445935,"sznurek","zmiast gumki do włosów",19,11,832,"p3",1,NA,2,NA,4,4,2.8,3.2,3.6,3.25,2.5,3.5,6,5.166666666666667,0.12121212121212122,2,1,0,0,1,2,1,0,0,0,7,2,2.0794415416798357,3.8181818181818183,3.272727272727273,3.1,2.3333333333333335,3,26,65.5,65.5,65,27
445935,"sznurek","do wieszania na nim zdjęć pamiątkowych",19,11,833,"p4",3,NA,3,NA,4,4,2.8,3.2,3.6,3.25,2.5,3.5,6,5.166666666666667,0.12121212121212122,2,1,0,0,1,2,1,0,0,0,7,2,2.0794415416798357,3.8181818181818183,3.272727272727273,3.1,2.3333333333333335,3,26,65.5,65.5,65,27
445935,"sznurek","pierścionek",19,11,834,"p5",5,NA,2,NA,4,4,2.8,3.2,3.6,3.25,2.5,3.5,6,5.166666666666667,0.12121212121212122,2,1,0,0,1,2,1,0,0,0,7,2,2.0794415416798357,3.8181818181818183,3.272727272727273,3.1,2.3333333333333335,3,26,65.5,65.5,65,27
445935,"sznurek","biżuterię",19,11,835,"p6",1,NA,2,NA,4,4,2.8,3.2,3.6,3.25,2.5,3.5,6,5.166666666666667,0.12121212121212122,2,1,0,0,1,2,1,0,0,0,7,2,2.0794415416798357,3.8181818181818183,3.272727272727273,3.1,2.3333333333333335,3,26,65.5,65.5,65,27
446475,"sznurek","jako pasek",19,11,113,"p1",1,NA,2,NA,4.8,4,3.8,2.9,4.3,5,3.25,6,7,7,0.15151515151515152,0,0,0,0,0,2,0,1,1,0,4,6,1.6094379124341003,4.363636363636363,3.909090909090909,2.2,2.2222222222222223,1.4444444444444444,26,61,89.5,64.5,27
446649,"sznurek","jako karnisz",19,11,114,"p1",2,NA,3,NA,3,2.8,4.4,4.1,4.6,6,3.25,5.25,5.8,6.833333333333333,0.2727272727272727,3,1,0,0,11,5,1,10,0,0,31,8,3.4657359027997265,3.8181818181818183,4.454545454545454,3.3,3.4444444444444446,4.333333333333333,24,17.5,33,19,27
446792,"sznurek","smycz do kluczy",19,11,565,"p1",5,NA,3,NA,3.7,2.8,4,1.1,3.4,5.25,6,2.75,4.8,5.833333333333333,0.2727272727272727,0,1,0,0,1,1,1,1,0,1,6,3,1.9459101490553132,4.090909090909091,4.2727272727272725,4,3.5555555555555554,3.3333333333333335,18,70,71,70,36
446792,"sznurek","wiązanie włosów",19,11,566,"p2",2,NA,2,NA,3.7,2.8,4,1.1,3.4,5.25,6,2.75,4.8,5.833333333333333,0.2727272727272727,0,1,0,0,1,1,1,1,0,1,6,3,1.9459101490553132,4.090909090909091,4.2727272727272725,4,3.5555555555555554,3.3333333333333335,18,70,71,70,36
446792,"sznurek","troczenie bagażu",19,11,567,"p3",4,NA,2,NA,3.7,2.8,4,1.1,3.4,5.25,6,2.75,4.8,5.833333333333333,0.2727272727272727,0,1,0,0,1,1,1,1,0,1,6,3,1.9459101490553132,4.090909090909091,4.2727272727272725,4,3.5555555555555554,3.3333333333333335,18,70,71,70,36
446792,"sznurek","kajdanki",19,11,568,"p4",3,NA,2,NA,3.7,2.8,4,1.1,3.4,5.25,6,2.75,4.8,5.833333333333333,0.2727272727272727,0,1,0,0,1,1,1,1,0,1,6,3,1.9459101490553132,4.090909090909091,4.2727272727272725,4,3.5555555555555554,3.3333333333333335,18,70,71,70,36
446792,"sznurek","zabawka dla kota lub psa",19,11,569,"p5",2,NA,3,NA,3.7,2.8,4,1.1,3.4,5.25,6,2.75,4.8,5.833333333333333,0.2727272727272727,0,1,0,0,1,1,1,1,0,1,6,3,1.9459101490553132,4.090909090909091,4.2727272727272725,4,3.5555555555555554,3.3333333333333335,18,70,71,70,36
446792,"sznurek","bransoletka",19,11,570,"p6",1,NA,2,NA,3.7,2.8,4,1.1,3.4,5.25,6,2.75,4.8,5.833333333333333,0.2727272727272727,0,1,0,0,1,1,1,1,0,1,6,3,1.9459101490553132,4.090909090909091,4.2727272727272725,4,3.5555555555555554,3.3333333333333335,18,70,71,70,36
446792,"sznurek","naszyjnik",19,11,571,"p7",3,NA,2,NA,3.7,2.8,4,1.1,3.4,5.25,6,2.75,4.8,5.833333333333333,0.2727272727272727,0,1,0,0,1,1,1,1,0,1,6,3,1.9459101490553132,4.090909090909091,4.2727272727272725,4,3.5555555555555554,3.3333333333333335,18,70,71,70,36
446792,"sznurek","pasek do spodni",19,11,572,"p8",1,NA,2,NA,3.7,2.8,4,1.1,3.4,5.25,6,2.75,4.8,5.833333333333333,0.2727272727272727,0,1,0,0,1,1,1,1,0,1,6,3,1.9459101490553132,4.090909090909091,4.2727272727272725,4,3.5555555555555554,3.3333333333333335,18,70,71,70,36
446792,"sznurek","jojo",19,11,573,"p9",7,NA,4,NA,3.7,2.8,4,1.1,3.4,5.25,6,2.75,4.8,5.833333333333333,0.2727272727272727,0,1,0,0,1,1,1,1,0,1,6,3,1.9459101490553132,4.090909090909091,4.2727272727272725,4,3.5555555555555554,3.3333333333333335,18,70,71,70,36
447254,"sznurek","do ozdoby",19,11,684,"p1",2,NA,3,NA,2.5,3.4,4.2,3,4.4,2,1.75,3.25,5.2,4.5,0.45454545454545453,0,0,0,0,1,0,0,1,0,5,7,7,2.0794415416798357,4.181818181818182,4.363636363636363,1.4,2.7777777777777777,1.6666666666666667,28,80,100,87,27
447254,"sznurek","jako pasek",19,11,685,"p2",1,NA,2,NA,2.5,3.4,4.2,3,4.4,2,1.75,3.25,5.2,4.5,0.45454545454545453,0,0,0,0,1,0,0,1,0,5,7,7,2.0794415416798357,4.181818181818182,4.363636363636363,1.4,2.7777777777777777,1.6666666666666667,28,80,100,87,27
447254,"sznurek","jako sznurówki",19,11,686,"p3",1,NA,2,NA,2.5,3.4,4.2,3,4.4,2,1.75,3.25,5.2,4.5,0.45454545454545453,0,0,0,0,1,0,0,1,0,5,7,7,2.0794415416798357,4.181818181818182,4.363636363636363,1.4,2.7777777777777777,1.6666666666666667,28,80,100,87,27
447254,"sznurek","jako sznur do bielizny",19,11,687,"p4",1,NA,2,NA,2.5,3.4,4.2,3,4.4,2,1.75,3.25,5.2,4.5,0.45454545454545453,0,0,0,0,1,0,0,1,0,5,7,7,2.0794415416798357,4.181818181818182,4.363636363636363,1.4,2.7777777777777777,1.6666666666666667,28,80,100,87,27
447254,"sznurek","do związania komuś rąk",19,11,688,"p5",2,NA,2,NA,2.5,3.4,4.2,3,4.4,2,1.75,3.25,5.2,4.5,0.45454545454545453,0,0,0,0,1,0,0,1,0,5,7,7,2.0794415416798357,4.181818181818182,4.363636363636363,1.4,2.7777777777777777,1.6666666666666667,28,80,100,87,27
447254,"sznurek","jako nitka dentystyczna",19,11,689,"p6",5,NA,4,NA,2.5,3.4,4.2,3,4.4,2,1.75,3.25,5.2,4.5,0.45454545454545453,0,0,0,0,1,0,0,1,0,5,7,7,2.0794415416798357,4.181818181818182,4.363636363636363,1.4,2.7777777777777777,1.6666666666666667,28,80,100,87,27
447254,"sznurek","jako przepaska na głowę",19,11,690,"p7",3,NA,2,NA,2.5,3.4,4.2,3,4.4,2,1.75,3.25,5.2,4.5,0.45454545454545453,0,0,0,0,1,0,0,1,0,5,7,7,2.0794415416798357,4.181818181818182,4.363636363636363,1.4,2.7777777777777777,1.6666666666666667,28,80,100,87,27
447254,"sznurek","do wspinania się na drzewo",19,11,691,"p8",4,NA,4,NA,2.5,3.4,4.2,3,4.4,2,1.75,3.25,5.2,4.5,0.45454545454545453,0,0,0,0,1,0,0,1,0,5,7,7,2.0794415416798357,4.181818181818182,4.363636363636363,1.4,2.7777777777777777,1.6666666666666667,28,80,100,87,27
447456,"sznurek","do zwiazania kogos",19,11,16,"p1",3,NA,2,NA,3.9,4,4.1,3.3,3.6,4,1.5,4.25,5.4,5.5,0.15151515151515152,0,1,0,1,2,1,1,1,0,1,8,6,2.1972245773362196,4.090909090909091,4.363636363636363,2.4,2.111111111111111,3.4444444444444446,28,18.5,18,22.5,32
447954,"sznurek","Do owinięcia puszki/wazonu jako ozdoby",19,11,759,"p1",2,NA,2,NA,3.8,4,4,2.2,3.7,3,3.5,3.75,4.4,5,0.12121212121212122,0,0,0,0,0,0,1,0,0,2,3,10,1.3862943611198906,3.909090909090909,2.8181818181818183,2.9,3.6666666666666665,3.3333333333333335,37,64.5,45,42.5,27
447954,"sznurek","Do stworzenia po spleceniu bransoletki",19,11,760,"p2",1,NA,2,NA,3.8,4,4,2.2,3.7,3,3.5,3.75,4.4,5,0.12121212121212122,0,0,0,0,0,0,1,0,0,2,3,10,1.3862943611198906,3.909090909090909,2.8181818181818183,2.9,3.6666666666666665,3.3333333333333335,37,64.5,45,42.5,27
447954,"sznurek","Do zmoczenia w kleju, owinięcie nim balonów, poczekanie do wychnięcia i przekłucie - powstanie koszyczek",19,11,761,"p3",5,NA,4,NA,3.8,4,4,2.2,3.7,3,3.5,3.75,4.4,5,0.12121212121212122,0,0,0,0,0,0,1,0,0,2,3,10,1.3862943611198906,3.909090909090909,2.8181818181818183,2.9,3.6666666666666665,3.3333333333333335,37,64.5,45,42.5,27
448010,"sznurek","Zawiazac worek",19,11,1007,"p1",2,NA,2,NA,4.7,4.6,3.9,2.3,4.5,4.75,2.25,7,6.8,6.666666666666667,0.2727272727272727,0,0,0,0,0,1,2,0,0,1,4,2,1.6094379124341003,4.636363636363637,3.8181818181818183,1.9,3.111111111111111,2.5555555555555554,0,79,20,74.5,43
448010,"sznurek","paczke",19,11,1008,"p2",3,NA,2,NA,4.7,4.6,3.9,2.3,4.5,4.75,2.25,7,6.8,6.666666666666667,0.2727272727272727,0,0,0,0,0,1,2,0,0,1,4,2,1.6094379124341003,4.636363636363637,3.8181818181818183,1.9,3.111111111111111,2.5555555555555554,0,79,20,74.5,43
448010,"sznurek","uplesc cos z niego",19,11,1009,"p3",3,NA,3,NA,4.7,4.6,3.9,2.3,4.5,4.75,2.25,7,6.8,6.666666666666667,0.2727272727272727,0,0,0,0,0,1,2,0,0,1,4,2,1.6094379124341003,4.636363636363637,3.8181818181818183,1.9,3.111111111111111,2.5555555555555554,0,79,20,74.5,43
448010,"sznurek","ozdoba do wlosow",19,11,1010,"p4",2,NA,2,NA,4.7,4.6,3.9,2.3,4.5,4.75,2.25,7,6.8,6.666666666666667,0.2727272727272727,0,0,0,0,0,1,2,0,0,1,4,2,1.6094379124341003,4.636363636363637,3.8181818181818183,1.9,3.111111111111111,2.5555555555555554,0,79,20,74.5,43
448010,"sznurek","do kwiatow wiazania",19,11,1011,"p5",2,NA,2,NA,4.7,4.6,3.9,2.3,4.5,4.75,2.25,7,6.8,6.666666666666667,0.2727272727272727,0,0,0,0,0,1,2,0,0,1,4,2,1.6094379124341003,4.636363636363637,3.8181818181818183,1.9,3.111111111111111,2.5555555555555554,0,79,20,74.5,43
448031,"sznurek","Sznurek może się przydać na przykład jako linka do wieszania prania.",19,11,972,"p1",1,NA,2,NA,2.6,3.6,4.3,2.9,3,1.75,3.5,2,3.8,4.333333333333333,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,6,0,3.4545454545454546,4.181818181818182,2.7,2.111111111111111,3,30,21,41,41,32
448347,"sznurek","Sznurek można wykorzystać zamiast paska do spodni.",19,11,726,"p1",1,NA,2,NA,3.1,3.5,3.7,2.7,2.9,3.25,4,3.25,4.6,3.8333333333333335,0.06060606060606061,0,0,0,0,0,0,0,0,0,1,1,6,0.6931471805599453,3.090909090909091,1.8181818181818181,1,2.6666666666666665,1.7777777777777777,31,40,65,52.5,27
448650,"sznurek","Można zawiązać buty.",19,11,101,"p1",1,NA,2,NA,3.3,3.5,3.8,3.4,3.9,2,3.25,3.75,6,6.166666666666667,0.09090909090909091,0,0,0,0,0,0,2,4,0,6,12,6,2.5649493574615367,3.6363636363636362,3.3636363636363638,1.6,2.6666666666666665,1.7777777777777777,20,20,20,20,43
448837,"sznurek","zawiesić na szyi jak korale",19,11,769,"p1",3,NA,2,NA,3.1,3.9,4.1,2.6,3.6,3,2.25,3.25,5.4,4.5,0.12121212121212122,1,0,1,1,0,0,0,1,0,0,4,5,1.6094379124341003,3.909090909090909,3.8181818181818183,3.1,3.5555555555555554,3.3333333333333335,23,60,70,63,43
448837,"sznurek","zawiązać supły i powiesić jako firankę",19,11,770,"p2",4,NA,4,NA,3.1,3.9,4.1,2.6,3.6,3,2.25,3.25,5.4,4.5,0.12121212121212122,1,0,1,1,0,0,0,1,0,0,4,5,1.6094379124341003,3.909090909090909,3.8181818181818183,3.1,3.5555555555555554,3.3333333333333335,23,60,70,63,43
449325,"sznurek","pasek do spodni",19,11,909,"p1",1,NA,2,NA,3.7,4.4,3.9,2.5,3.8,2,2.25,3.25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,27,99,98,98,32
449643,"sznurek","nic poza wiązaniem nie przychodzi mi do głowy",19,11,390,"p1",1,NA,2,NA,3.1,4.3,4.1,2.7,3.8,1.25,1.5,2.25,4.4,5,0.09090909090909091,0,0,0,0,1,1,0,3,0,1,6,3,1.9459101490553132,3.727272727272727,4.181818181818182,3.3,2.111111111111111,2.2222222222222223,22,39.5,99,40.5,43
450125,"sznurek","przychodzi to z potrzeby chwili",19,11,465,"p1",1,NA,1,NA,3.3,4.2,3.8,2.4,3.1,2,2,1,5.4,5.833333333333333,0,0,0,0,0,0,0,0,1,0,0,1,4,0.6931471805599453,3.727272727272727,3.4545454545454546,2.1,2.5555555555555554,2.7777777777777777,23,50,70.5,59.5,43
450494,"sznurek","ozdoba",19,11,109,"p1",1,NA,2,NA,3,3.7,3.1,3.1,4.2,3,2.75,3,7,7,0.3939393939393939,2,0,0,0,0,2,3,2,0,0,9,10,2.302585092994046,4.090909090909091,4.181818181818182,3.1,4.888888888888889,3.6666666666666665,29,30,30,30,36
450763,"sznurek","naszyjnik",19,11,994,"p1",3,NA,2,NA,3.8,4,3.7,3,3.8,3.5,2,4.5,5.2,4,0.0303030303030303,0,0,0,0,1,1,0,1,0,1,4,6,1.6094379124341003,3.4545454545454546,3.272727272727273,2.6,2,2,36,45.5,64.5,60.5,27
450763,"sznurek","pasek do spodni",19,11,995,"p2",1,NA,2,NA,3.8,4,3.7,3,3.8,3.5,2,4.5,5.2,4,0.0303030303030303,0,0,0,0,1,1,0,1,0,1,4,6,1.6094379124341003,3.4545454545454546,3.272727272727273,2.6,2,2,36,45.5,64.5,60.5,27
450763,"sznurek","smycz dla psa",19,11,996,"p3",2,NA,2,NA,3.8,4,3.7,3,3.8,3.5,2,4.5,5.2,4,0.0303030303030303,0,0,0,0,1,1,0,1,0,1,4,6,1.6094379124341003,3.4545454545454546,3.272727272727273,2.6,2,2,36,45.5,64.5,60.5,27
450763,"sznurek","bransoletka",19,11,997,"p4",1,NA,2,NA,3.8,4,3.7,3,3.8,3.5,2,4.5,5.2,4,0.0303030303030303,0,0,0,0,1,1,0,1,0,1,4,6,1.6094379124341003,3.4545454545454546,3.272727272727273,2.6,2,2,36,45.5,64.5,60.5,27
450763,"sznurek","do zamykania furtki lub drzwi",19,11,998,"p5",3,NA,4,NA,3.8,4,3.7,3,3.8,3.5,2,4.5,5.2,4,0.0303030303030303,0,0,0,0,1,1,0,1,0,1,4,6,1.6094379124341003,3.4545454545454546,3.272727272727273,2.6,2,2,36,45.5,64.5,60.5,27
450763,"sznurek","sznurówka do butów",19,11,999,"p6",1,NA,2,NA,3.8,4,3.7,3,3.8,3.5,2,4.5,5.2,4,0.0303030303030303,0,0,0,0,1,1,0,1,0,1,4,6,1.6094379124341003,3.4545454545454546,3.272727272727273,2.6,2,2,36,45.5,64.5,60.5,27
450763,"sznurek","kajdanki",19,11,1000,"p7",3,NA,2,NA,3.8,4,3.7,3,3.8,3.5,2,4.5,5.2,4,0.0303030303030303,0,0,0,0,1,1,0,1,0,1,4,6,1.6094379124341003,3.4545454545454546,3.272727272727273,2.6,2,2,36,45.5,64.5,60.5,27
450765,"sznurek","zamiast makaronu",19,11,71,"p1",6,NA,2,NA,2.5,2.8,3.5,2.8,4.4,4.5,4.75,4.5,5,5,0.2727272727272727,1,5,0,1,1,2,4,1,1,1,17,8,2.8903717578961645,3.6363636363636362,3.4545454545454546,3.1,3.111111111111111,3.6666666666666665,33,100,100,100,36
450825,"sznurek","można nim wyrwać ząb",19,11,862,"p1",5,NA,3,NA,3.3,4.3,4.6,3.1,3.7,3.5,2.75,4.75,6,5.666666666666667,0.18181818181818182,0,0,0,2,0,1,1,0,1,1,6,2,1.9459101490553132,4.090909090909091,3.727272727272727,2.3,2.4444444444444446,2.5555555555555554,30,80,80,80,36
450825,"sznurek","zrobić ozdobę do doniczki",19,11,863,"p2",3,NA,3,NA,3.3,4.3,4.6,3.1,3.7,3.5,2.75,4.75,6,5.666666666666667,0.18181818181818182,0,0,0,2,0,1,1,0,1,1,6,2,1.9459101490553132,4.090909090909091,3.727272727272727,2.3,2.4444444444444446,2.5555555555555554,30,80,80,80,36
450846,"sznurek","podpalic",19,11,969,"p1",4,NA,4,NA,1.8,3.3,3,1.9,4.4,1,3.5,1.75,5.4,5,0.24242424242424243,0,0,0,2,0,0,2,1,0,1,6,5,1.9459101490553132,3.727272727272727,4.2727272727272725,1.3,3.5555555555555554,3,21,60,43,39,43
450846,"sznurek","zrobic słupeł nierozwiązywalny",19,11,970,"p2",5,NA,4,NA,1.8,3.3,3,1.9,4.4,1,3.5,1.75,5.4,5,0.24242424242424243,0,0,0,2,0,0,2,1,0,1,6,5,1.9459101490553132,3.727272727272727,4.2727272727272725,1.3,3.5555555555555554,3,21,60,43,39,43
450846,"sznurek","zastosowac jako miarkę",19,11,971,"p3",5,NA,4,NA,1.8,3.3,3,1.9,4.4,1,3.5,1.75,5.4,5,0.24242424242424243,0,0,0,2,0,0,2,1,0,1,6,5,1.9459101490553132,3.727272727272727,4.2727272727272725,1.3,3.5555555555555554,3,21,60,43,39,43
451588,"sznurek","sznurek można wykorzystać do połączenia dwóch kijów",19,11,627,"p1",6,NA,2,NA,2.7,3.1,3.1,3,4,2.5,3.25,4.75,4.8,5,0.0303030303030303,0,0,0,0,0,1,4,7,0,0,12,6,2.5649493574615367,2.8181818181818183,3.1818181818181817,1.4,3.3333333333333335,2,17,40,40,39.5,43
453333,"sznurek","do seksu",19,11,59,"p1",7,NA,4,NA,3.1,3.4,2.9,3,3.2,5,4,4,4.2,4.5,0,0,0,0,0,0,1,0,0,0,0,1,1,0.6931471805599453,1.7272727272727273,1.4545454545454546,1,1.1111111111111112,1.2222222222222223,30,84.5,82,57.5,36
453390,"sznurek","branzoletka",19,11,438,"p1",1,NA,2,NA,2.2,3.5,3.5,3.3,4,5.75,5.25,4.75,3.8,4.666666666666667,0.18181818181818182,1,0,0,0,4,1,0,3,0,1,10,8,2.3978952727983707,3.6363636363636362,3.4545454545454546,2.4,1.5555555555555556,2.5555555555555554,28,25,20,29,32
