ID,prompt,response,set,lab,response_cleaned,rater1,rater2
655,vork,als krabber bij jeuk,4,3,krabber jeuk,3,3
694,vork,krabber vvor jeuk,4,3,krabber jeuk,3,3
583,vork,als krabstok gebruiken,4,3,krabstok,3,3
290,vork,krachttraining dmv buigen,4,3,krachttraining middels buigen,4,5
484,vork,kraslotkrasser,4,3,kraslot krassen,3,3
139,vork,krassen maken,4,3,krassen,3,2
213,vork,krassn,4,3,krassen,3,2
215,vork,krassen ,4,3,krassen,3,2
242,vork,krassen,4,3,krassen,3,2
255,vork,krassen,4,3,krassen,3,2
292,vork,krassen,4,3,krassen,3,2
337,vork,krassen,4,3,krassen,3,2
349,vork,krassen,4,3,krassen,3,2
486,vork,krassen,4,3,krassen,3,2
550,vork,krassen ,4,3,krassen,3,2
556,vork,krassen,4,3,krassen,3,2
570,vork,krassen,4,3,krassen,3,2
610,vork,krassen,4,3,krassen,3,2
634,vork,krassen maken,4,3,krassen,3,2
693,vork,krassen,4,3,krassen,3,2
765,vork,krassen,4,3,krassen,3,2
781,vork,krassen,4,3,krassen,3,2
325,vork,krassen op een schoolbord om leerlingen stil te krijgen,4,3,krassen schoolbord leerlingen stil krijgen,3,3
655,vork,krassen op tafel,4,3,krassen tafel,3,2
150,vork,krassen maken op een voorwerp,4,3,krassen voorwerp,3,2
655,vork,mee krauwen,4,3,krauwen,3,3
321,vork,kriebelen,4,3,kriebelen,3,4
327,vork,kriebelen,4,3,kriebelen,3,4
381,vork,Om iemand mee te kriebelen,4,3,kriebelen,3,4
525,vork,kriebelen,4,3,kriebelen,3,4
609,vork,kriebelen,4,3,kriebelen,3,4
576,vork,over een krijtbord schrapen,4,3,krijtbord schrapen,3,3
342,vork,krom,4,3,krom,2,1
255,vork,krom buigen,4,3,krom buigen,2,1
285,vork,krommen,4,3,krommen,2,1
125,vork,kunst maken,4,3,kunst,3,3
159,vork,om kunst mee te maken,4,3,kunst,3,3
212,vork,kunst,4,3,kunst,3,3
277,vork,kunst van maken,4,3,kunst,3,3
280,vork,Kunst van maken,4,3,kunst,3,3
284,vork,kunst,4,3,kunst,3,3
300,vork,kunst,4,3,kunst,3,3
351,vork,kunst maken,4,3,kunst,3,3
407,vork,kunst,4,3,kunst,3,3
487,vork,kunst,4,3,kunst,3,3
526,vork,kunst,4,3,kunst,3,3
606,vork,kunst,4,3,kunst,3,3
685,vork,kunst,4,3,kunst,3,3
774,vork,kunst,4,3,kunst,3,3
786,vork,kunst,4,3,kunst,3,3
118,vork,gebruiken in een kunst voorwerp,4,3,kunst voorwerp,3,3
427,vork,kunst: vorken in een tafel,4,3,kunst vorken tafel,3,3
287,vork,kunstbeeld,4,3,kunstbeeld,3,3
754,vork,als kunstbeeld,4,3,kunstbeeld,3,3
100,vork,kunstenaar kan er vast ook wel kunst mee maken,4,3,kunstenaar vast wel kunst,3,3
495,vork,kunstobject,4,3,kunstobject,3,3
316,vork,Een kunstobject ervan maken,4,3,kunstobject ervan,3,3
102,vork,kunstvoorwerp ,4,3,kunstvoorwerp,3,3
186,vork,kunstvoorwerp,4,3,kunstvoorwerp,3,3
207,vork,als kunstvoorwerp,4,3,kunstvoorwerp,3,3
532,vork,kunstvoorwerp,4,3,kunstvoorwerp,3,3
762,vork,als kunstvoorwerp zien,4,3,kunstvoorwerp zien,3,3
127,vork,kunstwerk,4,3,kunstwerk,3,3
137,vork,kunstwerk mee maken (meerdere vorken aan elkaar),4,3,kunstwerk,3,3
156,vork,kunstwerk maken,4,3,kunstwerk,3,3
193,vork,kunstwerk,4,3,kunstwerk,3,3
228,vork,kunstwerk mee maken,4,3,kunstwerk,3,3
251,vork,gebruiken als kunstwerk,4,3,kunstwerk,3,3
291,vork,kunstwerk mee maken,4,3,kunstwerk,3,3
375,vork,kunstwerk,4,3,kunstwerk,3,3
411,vork,een kunstwerk maken,4,3,kunstwerk,3,3
418,vork,kunstwerk maken,4,3,kunstwerk,3,3
561,vork,kunstwerk,4,3,kunstwerk,3,3
571,vork,een kunstwerk maken,4,3,kunstwerk,3,3
577,vork,kunstwerk maken,4,3,kunstwerk,3,3
667,vork,kunstwerk van maken,4,3,kunstwerk,3,3
754,vork,als kunstwerk,4,3,kunstwerk,3,3
763,vork,kunstwerk van maken,4,3,kunstwerk,3,3
237,vork,een kunstwerk ervan maken,4,3,kunstwerk ervan,3,3
531,vork,kurken trekker,4,3,kurken trekker,5,4
170,vork,Kwast,4,3,kwast,4,4
365,vork,gebruiken als kwast,4,3,kwast,4,4
429,vork,gebruiken als kwast,4,3,kwast,4,4
528,vork,kwast,4,3,kwast,4,4
702,vork,KWAST,4,3,kwast,4,4
152,vork,kwijtraken,4,3,kwijtraken,2,3
741,vork,ermee lachen,4,3,lachen,0,4
220,vork,lamp,4,3,lamp,4,0
398,vork,lamp,4,3,lamp,4,0
139,vork,iets lanceren,4,3,lanceren,4,3
583,vork,gebruiken om iets mee te lanceren,4,3,lanceren,4,3
397,vork,een land markering van maken door hem recht op in de aarde te zetten,4,3,land markering recht aarde zetten,4,5
128,vork,Landbouwvork,4,3,landbouwvork,4,3
426,vork,lang,4,3,lang,0,0
201,vork,lang met verandering aan het eind,4,3,lang verandering eind,0,0
391,vork,langwerpig,4,3,langwerpig,0,0
585,vork,laten roesten,4,3,laten roesten,0,3
380,vork,laten vallen,4,3,laten vallen,2,2
226,vork,om iets op te leggen,4,3,leggen,2,1
291,vork,iets op leggen,4,3,leggen,2,1
410,vork,iets op leggen,4,3,leggen,2,1
775,vork,leggen,4,3,leggen,2,1
775,vork,leggen,4,3,leggen,2,1
234,vork,iets lek prikken,4,3,lek prikken,2,2
379,vork,iets lek prikken ,4,3,lek prikken,2,2
141,vork,lekker,4,3,lekker,0,0
395,vork,lekker,4,3,lekker,0,0
415,vork,lekker,4,3,lekker,0,0
606,vork,lekker,4,3,lekker,0,0
649,vork,lekprikker,4,3,lekprikker,3,2
697,vork,Lengtemaat,4,3,lengtemaat,4,4
105,vork,lepel,4,3,lepel,2,2
117,vork,lepel,4,3,lepel,2,2
120,vork,lepel,4,3,lepel,2,2
121,vork,lepel,4,3,lepel,2,2
128,vork,Lepel,4,3,lepel,2,2
131,vork,lepel,4,3,lepel,2,2
134,vork,lepel,4,3,lepel,2,2
141,vork,lepel,4,3,lepel,2,2
144,vork,lepel,4,3,lepel,2,2
148,vork,lepel,4,3,lepel,2,2
153,vork,lepel,4,3,lepel,2,2
154,vork,lepel,4,3,lepel,2,2
174,vork, lepel,4,3,lepel,2,NA
184,vork,lepel,4,3,lepel,2,2
188,vork,lepel,4,3,lepel,2,2
217,vork,lepel,4,3,lepel,2,2
232,vork,lepel,4,3,lepel,2,2
239,vork,lepel,4,3,lepel,2,2
243,vork,als lepel,4,3,lepel,2,2
246,vork,lepel,4,3,lepel,2,2
247,vork,lepel,4,3,lepel,2,2
254,vork,lepel,4,3,lepel,2,2
271,vork, lepel en -,4,3,lepel,2,NA
342,vork,lepel,4,3,lepel,2,2
347,vork,lepel,4,3,lepel,2,2
360,vork,lepel,4,3,lepel,2,2
366,vork,lepel,4,3,lepel,2,2
386,vork,lepel,4,3,lepel,2,2
391,vork,lepel,4,3,lepel,2,2
409,vork,lepel,4,3,lepel,2,2
421,vork,lepel,4,3,lepel,2,2
426,vork,lepel,4,3,lepel,2,2
477,vork,lepel,4,3,lepel,2,2
490,vork,lepel,4,3,lepel,2,2
496,vork,lepel,4,3,lepel,2,2
498,vork,lepel,4,3,lepel,2,2
511,vork,lepel,4,3,lepel,2,2
519,vork,lepel,4,3,lepel,2,2
535,vork,lepel,4,3,lepel,2,2
544,vork,als lepel,4,3,lepel,2,2
546,vork,lepel,4,3,lepel,2,2
552,vork,lepel,4,3,lepel,2,2
574,vork,lepel,4,3,lepel,2,2
582,vork,lepel,4,3,lepel,2,2
594,vork,lepel,4,3,lepel,2,2
597,vork,lepel,4,3,lepel,2,2
606,vork,lepel,4,3,lepel,2,2
616,vork,lepel,4,3,lepel,2,2
630,vork,lepel,4,3,lepel,2,2
658,vork,lepel,4,3,lepel,2,2
661,vork,lepel,4,3,lepel,2,2
673,vork,lepel,4,3,lepel,2,2
678,vork,lepel,4,3,lepel,2,2
717,vork,LEPEL,4,3,lepel,2,2
721,vork,lepel,4,3,lepel,2,2
726,vork,lepel,4,3,lepel,2,2
732,vork,lepel,4,3,lepel,2,2
756,vork,lepel (met de achterkant kan je roeren),4,3,lepel,2,2
757,vork,lepel,4,3,lepel,2,2
783,vork,lepel,4,3,lepel,2,2
784,vork,lepel,4,3,lepel,2,2
200,vork,als lepel gebruiken bij gebrek aan lepel,4,3,lepel gebrek lepel,2,2
700,vork,lepelen,4,3,lepelen,2,2
206,vork,lepelvervanging,4,3,lepelvervanging,2,2
417,vork,je kan er een leuk kunstwerk van maken,4,3,leuk kunstwerk,3,3
235,vork,leuke figuurtjes in bijvoorbeed klei maken ,4,3,leuke figuurtjes oorbeeld klei,3,3
546,vork,leven,4,3,leven,0,0
781,vork,in je lichaam duwen,4,3,lichaam duwen,2,3
525,vork,iets liften ,4,3,liften,2,3
775,vork,liggen,4,3,liggen,2,0
144,vork,om lijnen te tekenen,4,3,lijnen tekenen,3,3
119,vork,gebruiken om lijnen mee te trekken,4,3,lijnen trekken,3,3
480,vork,lijnen trekken in zand,4,3,lijnen trekken zand,3,3
110,vork,Iets om lijnen te maken in zand,4,3,lijnen zand,3,3
210,vork,lijnen mee zetten,4,3,lijnen zetten,3,3
708,vork,lijnen mee zetten,4,3,lijnen zetten,3,3
319,vork,lijntjes trekken in zand,4,3,lijntjes trekken zand,3,3
706,vork,om lijntjes in het zand te graven,4,3,lijntjes zand graven,3,3
723,vork,een lijst opzich,4,3,lijst,3,4
104,vork,liniaal,4,3,liniaal,3,4
357,vork,liniaal,4,3,liniaal,3,4
414,vork,als lineaal gebruiken,4,3,liniaal,3,4
735,vork,lineaal,4,3,liniaal,3,4
188,vork,linkerhand,4,3,linkerhand,0,3
301,vork,linkerhand,4,3,linkerhand,0,3
246,vork,links,4,3,links,0,0
366,vork,links,4,3,links,0,0
426,vork,links,4,3,links,0,0
601,vork,linoleum kunstwerken maken,4,3,linoleum kunstwerken,3,3
540,vork,Gebruiken voor een live performance,4,3,live performance,4,3
562,vork,loeffel,4,3,loeffel,0,1
577,vork,als logo gebruiken,4,3,logo,4,3
261,vork,loombandjes maken,4,3,loombandjes,4,5
762,vork,lopen,4,3,lopen,0,0
528,vork,loper,4,3,loper,4,0
468,vork,gebruiken om iets los te pielen,4,3,los pielen,3,2
271,vork,lospulken,4,3,los pulken,3,2
221,vork,iets los wrikken,4,3,los wrikken,3,2
385,vork,iets los wrikken,4,3,los wrikken,3,2
486,vork,iets losdraaien,4,3,losdraaien,3,2
183,vork,iets lospeuteren tussen je tanden,4,3,lospeuteren tussen tanden,3,3
380,vork,in de lucht gooien,4,3,lucht gooien,3,2
688,vork,in de lucht gooien ,4,3,lucht gooien,3,2
164,vork,luchtgaatjes voor als je iets bakt in de oven maken,4,3,luchtgaatjes bakt oven,3,1
232,vork,lunch,4,3,lunch,1,1
372,vork,lunch,4,3,lunch,1,1
673,vork,lunch,4,3,lunch,1,1
727,vork,lunchen,4,3,lunchen,1,1
177,vork,maaltijd,4,3,maaltijd,0,1
426,vork,maaltijd,4,3,maaltijd,0,1
496,vork,maaltijd,4,3,maaltijd,0,1
498,vork,maaltijd,4,3,maaltijd,0,1
756,vork,maat (meten hoeveel vorken lang iemand is \),4,3,maat,1,4
309,vork,gebruiken in een magische truc - (Uri Geller),4,3,magische truc,0,3
264,vork,magneethouder,4,3,magneethouder,4,4
717,vork,MAKE UP ACCESOIRE,4,3,make up accessoire,4,3
144,vork,mal,4,3,mal,4,0
675,vork,malen,4,3,malen,4,2
366,vork,mama,4,3,mama,0,0
386,vork,manieren,4,3,manieren,0,0
619,vork,manieren,4,3,manieren,0,0
341,vork,je kan er een mannetje mee maken,4,3,mannetje,4,5
358,vork,marchmellows roosteren,4,3,marshmallows roosteren,2,2
373,vork,zelfmarteling,4,3,marteling,3,3
657,vork,massage dingetje,4,3,massage dingetje,4,4
207,vork,als massage 'vork',4,3,massage vork,4,4
520,vork,als masseerding gebruiken voor op je hoofd,4,3,masseer ding hoofd,4,4
299,vork,iemand mee maseren,4,3,masseren,4,4
343,vork,om iemand te masseren,4,3,masseren,4,4
648,vork,masseren,4,3,masseren,4,4
778,vork,masseren,4,3,masseren,4,4
420,vork,mat maken,4,3,mat,0,3
697,vork,Materiaal voor bouw,4,3,materiaal bouw,4,4
384,vork,als materiaal om het zwaartepunt uit te leggen,4,3,materiaal zwaartepunt leggen,3,4
603,vork,medisch instrument,4,3,medisch instrument,4,4
412,vork,meenemen,4,3,meenemen,2,1
595,vork,meenemen,4,3,meenemen,2,1
775,vork,meenemen,4,3,meenemen,2,1
208,vork,meetinstrument,4,3,meetinstrument,3,4
362,vork,je kan het gebruiken als meetinstrument,4,3,meetinstrument,3,4
337,vork,meetlat,4,3,meetlat,3,NA
119,vork,mengen,4,3,mengen,2,1
691,vork,mengen,4,3,mengen,2,1
320,vork,mengstaafje,4,3,mengstaafje,2,1
540,vork,Gebruiken om mensen mee af te wijzen met hun sollicitatiebrief,4,3,mensen af wijzen sollicitatiebrief,0,5
790,vork,mensen prikken,4,3,mensen prikken,2,1
162,vork,mensen steken,4,3,mensen steken,2,1
729,vork,mensen mee steken,4,3,mensen steken,2,1
781,vork,met mentale krachten ombuigen,4,3,mentale krachten ombuigen,0,3
131,vork,mercureus,4,3,Mercurius,0,3
606,vork,merk,4,3,merk,0,0
105,vork,mes,4,3,mes,2,2
106,vork,mes,4,3,mes,2,2
115,vork,mes,4,3,mes,2,2
117,vork,mes,4,3,mes,2,2
120,vork,mes,4,3,mes,2,2
121,vork,mes,4,3,mes,2,2
127,vork,als mes ,4,3,mes,2,2
128,vork,Mes,4,3,mes,2,2
131,vork,mes,4,3,mes,2,2
132,vork,mes,4,3,mes,2,2
134,vork,mes,4,3,mes,2,2
141,vork,mes,4,3,mes,2,2
148,vork,mes ,4,3,mes,2,2
153,vork,mes,4,3,mes,2,2
154,vork,mes,4,3,mes,2,2
174,vork, mes,4,3,mes,2,NA
184,vork,mes,4,3,mes,2,2
188,vork,mes,4,3,mes,2,2
216,vork,mes,4,3,mes,2,2
217,vork,mes,4,3,mes,2,2
232,vork,mes,4,3,mes,2,2
239,vork,mes,4,3,mes,2,2
243,vork,als mes,4,3,mes,2,2
246,vork,mes,4,3,mes,2,2
247,vork,mes,4,3,mes,2,2
254,vork,mes,4,3,mes,2,2
256,vork,mes,4,3,mes,2,2
271,vork,mes,4,3,mes,2,NA
342,vork,mes,4,3,mes,2,2
347,vork,mes,4,3,mes,2,2
353,vork, mes),4,3,mes,2,NA
360,vork,mes,4,3,mes,2,2
366,vork,mes,4,3,mes,2,2
386,vork,mes,4,3,mes,2,2
391,vork,mes,4,3,mes,2,2
409,vork,mes,4,3,mes,2,2
421,vork,mes,4,3,mes,2,2
426,vork,mes,4,3,mes,2,2
490,vork,mes,4,3,mes,2,2
496,vork,mes,4,3,mes,2,2
498,vork,mes,4,3,mes,2,2
511,vork,mes,4,3,mes,2,2
519,vork,mes,4,3,mes,2,2
532,vork,mes,4,3,mes,2,2
535,vork,mes,4,3,mes,2,2
544,vork,als mes,4,3,mes,2,2
546,vork,mes,4,3,mes,2,2
552,vork,mes,4,3,mes,2,2
574,vork,mes,4,3,mes,2,2
582,vork,mes,4,3,mes,2,2
594,vork,mes,4,3,mes,2,2
597,vork,mes,4,3,mes,2,2
606,vork,mes,4,3,mes,2,2
616,vork,mes,4,3,mes,2,2
630,vork,mes,4,3,mes,2,2
637,vork,mes,4,3,mes,2,2
640,vork,als mes gebruiken,4,3,mes,2,2
648,vork,als mes gebruiken,4,3,mes,2,2
658,vork,mes,4,3,mes,2,2
661,vork,mes,4,3,mes,2,2
673,vork,mes,4,3,mes,2,2
678,vork,mes,4,3,mes,2,2
717,vork,MES,4,3,mes,2,2
721,vork,mes,4,3,mes,2,2
726,vork,mes,4,3,mes,2,2
732,vork,mes,4,3,mes,2,2
735,vork,mes,4,3,mes,2,2
756,vork,mes,4,3,mes,2,2
757,vork,mes,4,3,mes,2,2
783,vork,mes,4,3,mes,2,2
206,vork,mesvervanging,4,3,mes vervanging,2,2
126,vork,mes en vork,4,3,mes vork,2,1
363,vork,mes en vork,4,3,mes vork,2,1
477,vork,mess,4,3,mess,2,2
562,vork,messer,4,3,messer,2,0
184,vork,mest,4,3,mest,2,0
361,vork,mesten,4,3,mesten,2,4
568,vork,mesten,4,3,mesten,2,4
184,vork,mestvork,4,3,mestvork,2,4
216,vork,mestvork,4,3,mestvork,2,4
148,vork,metaal,4,3,metaal,0,0
246,vork,metaal,4,3,metaal,0,0
247,vork,metaal,4,3,metaal,0,0
496,vork,metaal,4,3,metaal,0,0
559,vork,metaal,4,3,metaal,0,0
678,vork,metaal,4,3,metaal,0,0
415,vork,metal,4,3,metal,0,0
606,vork,metal,4,3,metal,0,0
627,vork,metal,4,3,metal,0,0
472,vork,meten,4,3,meten,3,4
520,vork,mee meten,4,3,meten,3,4
648,vork,er mee meten,4,3,meten,3,4
775,vork,meten,4,3,meten,3,4
712,vork,meten van diepte,4,3,meten diepte,1,4
181,vork,Microfoon,4,3,microfoon,5,4
357,vork,microfoon,4,3,microfoon,5,4
163,vork,als microfoon gebruiken tijdens karaoke,4,3,microfoon tijdens karaoke,5,4
673,vork,middag,4,3,middag,0,0
360,vork,middageten,4,3,middageten,1,1
580,vork,mikado,4,3,mikado,5,5
406,vork,je kan mikado spelen ,4,3,mikado spelen,5,5
567,vork,Mikken op een scorebord (net als pijl en boog schieten),4,3,mikken scorebord,1,4
480,vork,Minitritand voor een baby,4,3,mini drietand baby,4,3
116,vork,als mini hark gebruiken,4,3,mini hark,4,3
160,vork,mini harkje,4,3,mini hark,4,3
613,vork,mini hark,4,3,mini hark,4,3
754,vork,als mini hark,4,3,mini hark,4,3
417,vork,mini hooivork,4,3,mini hooivork,4,3
787,vork,mini paaltje voor in de grond,4,3,mini paaltje grond,4,5
282,vork,mini-speerwerpen,4,3,mini speerwerpen,4,4
319,vork,mini wipwap,4,3,mini wip wap,4,3
480,vork,miniwipwap,4,3,mini wip wap,4,3
477,vork,mist,4,3,mist,4,0
576,vork,gebruiken als mixer,4,3,mixer,2,2
347,vork,mond,4,3,mond,0,1
391,vork,mond,4,3,mond,0,1
419,vork,in je mond doen,4,3,mond,0,1
496,vork,mond,4,3,mond,0,1
507,vork,moord,4,3,moord,3,2
610,vork,moorden,4,3,moorden,3,2
133,vork,moordwapen,4,3,moordwapen,3,2
140,vork,moordwapen,4,3,moordwapen,3,2
182,vork,als moordwapen gebruiken,4,3,moordwapen,3,2
191,vork,moordwapen,4,3,moordwapen,3,2
224,vork,moordwapen,4,3,moordwapen,3,2
320,vork,moordwapen,4,3,moordwapen,3,2
335,vork,moordwapen,4,3,moordwapen,3,2
484,vork,moordwapen,4,3,moordwapen,3,2
537,vork,moordwapen,4,3,moordwapen,3,2
592,vork,moordwapen,4,3,moordwapen,3,2
624,vork,moordwapen,4,3,moordwapen,3,2
637,vork,moordwapen,4,3,moordwapen,3,2
714,vork,moordwapen,4,3,moordwapen,3,2
724,vork,moordwapen,4,3,moordwapen,3,2
789,vork,moordwapen,4,3,moordwapen,3,2
347,vork,motoriek,4,3,motoriek,0,0
496,vork,motoriek,4,3,motoriek,0,0
264,vork,multisatÌÄå©prikker,4,3,multi satÌ©prikker,4,NA
162,vork,gebruiken als munitie in een kanon,4,3,munitie kanon,4,3
477,vork,murder,4,3,murder,3,2
609,vork,museumstuk,4,3,museumstuk,3,3
189,vork,muur,4,3,muur,4,0
101,vork,Om in je muur te boren en dan te gebruiken als kapstok,4,3,muur boren kapstok,4,4
294,vork,muur mee bouwen,4,3,muur bouwen,4,3
249,vork,in de muur prikken,4,3,muur prikken,2,4
789,vork,om iets mee in de muur te prikken (ipv spijker),4,3,muur prikken,2,4
235,vork,in de muur prikken en het gebruiken als kapstok,4,3,muur prikken kapstok,2,4
302,vork,muurdecoratie,4,3,muurdecoratie,4,3
112,vork,muziek maken,4,3,muziek,3,3
121,vork,muziek,4,3,muziek,3,3
136,vork,Muziek mee maken,4,3,muziek,3,3
173,vork,muziek maken,4,3,muziek,3,3
190,vork,muziek maken (tikken trommelen),4,3,muziek,3,3
284,vork,muziek mee maken (trommelen),4,3,muziek,3,3
351,vork,muziek mee maken,4,3,muziek,3,3
487,vork,muziek maken,4,3,muziek,3,3
607,vork,muziek maken,4,3,muziek,3,3
609,vork,muziek maken,4,3,muziek,3,3
729,vork,muziek maken,4,3,muziek,3,3
762,vork,muziek maken,4,3,muziek,3,3
778,vork,muziek maken,4,3,muziek,3,3
670,vork,muziek maken door mee op tafel te slaan,4,3,muziek tafel slaan,3,3
376,vork,muziekdoosje maken ,4,3,muziekdoosje,3,3
180,vork,muziekinstrument,4,3,muziekinstrument,3,3
223,vork,muziekinstrument,4,3,muziekinstrument,3,3
264,vork,muziekinstrument,4,3,muziekinstrument,3,3
305,vork,muziekinstrument,4,3,muziekinstrument,3,3
356,vork,als muziekinstrument gebruiken,4,3,muziekinstrument,3,3
469,vork,muziekinstrument,4,3,muziekinstrument,3,3
540,vork,Muziekinstrument ,4,3,muziekinstrument,3,3
561,vork,muziekintrument,4,3,muziekinstrument,3,3
564,vork,als muziekinstrument,4,3,muziekinstrument,3,3
484,vork,muziekstemmer,4,3,muziekstemmer,3,3
398,vork,zo'n drietand staf (van ariÌÄåÇl),4,3,n drietand staf,4,NA
505,vork,als naald gebruiken om ergens een los draadje uit te halen bij kleding,4,3,naald ergens los draadje halen kleding,3,3
681,vork,Nadoen,4,3,nadoen,0,3
735,vork,nagelschoonmaker,4,3,nagel schoonmaker,3,3
224,vork,om je nagels mee schoon te maken,4,3,nagels schoon,3,3
648,vork,je nagels mee schoon maken,4,3,nagels schoon,3,3
297,vork,nagels schoonmaken,4,3,nagels schoonmaken,3,3
419,vork,je nagels mee schoonmaken,4,3,nagels schoonmaken,3,3
517,vork,je nagels mee schoonmaken,4,3,nagels schoonmaken,3,3
612,vork,je nagels schoonmaken,4,3,nagels schoonmaken,3,3
634,vork,nagels schoonmaken,4,3,nagels schoonmaken,3,3
660,vork,nagels schoonmaken,4,3,nagels schoonmaken,3,3
696,vork,nagels schoonmaken,4,3,nagels schoonmaken,3,3
705,vork,nagels mee schoonmaken,4,3,nagels schoonmaken,3,3
760,vork,je nagels schoonmaken,4,3,nagels schoonmaken,3,3
625,vork,nagelvijl ,4,3,nagelvijl,5,5
214,vork,namaken,4,3,namaken,2,4
419,vork,nat maken,4,3,nat,2,3
585,vork,nat maken,4,3,nat,2,3
214,vork,natekenen,4,3,natekenen,2,3
234,vork,een natuurkundig trucje mee doen met een sateprikker en een glas,4,3,natuurkundig trucje satÌ©prikker glas,4,NA
368,vork,iets uit nauwe randjes pulken,4,3,nauwe randjes pulken,3,2
239,vork,nederland,4,3,Nederland,0,0
213,vork,neerleggen,4,3,neerleggen,2,1
412,vork,neerleggen,4,3,neerleggen,2,1
214,vork,iemand mee neersteken,4,3,neersteken,2,2
249,vork,iemand neersteken,4,3,neersteken,2,2
272,vork,iemand ermee neersteken,4,3,neersteken,2,2
275,vork,iemand neersteken,4,3,neersteken,2,2
313,vork,neersteken,4,3,neersteken,2,2
351,vork,iemand neersteken,4,3,neersteken,2,2
411,vork,iemand neersteken,4,3,neersteken,2,2
549,vork,iemand neersteken,4,3,neersteken,2,2
571,vork,iemand neersteken,4,3,neersteken,2,2
718,vork,iemand neersteken,4,3,neersteken,2,2
477,vork,nep,4,3,nep,0,0
347,vork,neptunus,4,3,Neptunus,0,3
615,vork,om iets wat net verder weg staat aan te kunnen raken,4,3,net verder weg staat raken,3,2
313,vork,netjes,4,3,netjes,0,0
395,vork,netjes,4,3,netjes,0,0
477,vork,netjes,4,3,netjes,0,0
298,vork, je kan het gebruiken om je neus te contouren,4,3,neus contouren,4,NA
181,vork,In je neus peuteren,4,3,neus peuteren,4,4
286,vork,neus peuteren,4,3,neus peuteren,4,4
492,vork,neus peuteren,4,3,neus peuteren,4,4
513,vork,in je neus steken,4,3,neus steken,2,3
628,vork,neuspeuteren,4,3,neuspeuteren,4,4
248,vork,nietje,4,3,nietje,3,3
423,vork,nietjes los maken,4,3,nietjes los,3,3
619,vork,nieuwe tak van programmeren,4,3,nieuwe tak programmeren,0,0
205,vork,gebruiken om de nieuwe uri geller te worden(dan met vorken),4,3,nieuwe Uri Geller,0,3
301,vork,nodig,4,3,nodig,0,0
391,vork,nodig,4,3,nodig,0,0
552,vork,noodles,4,3,noedels,0,1
538,vork,noodles eten,4,3,noedels eten,1,1
658,vork,o\i\als kunst,4,3,o i kunst,3,3
223,vork,object om ergens in te krassen,4,3,object ergens krassen,3,2
180,vork,object om trilling te meten,4,3,object trilling meten,1,4
395,vork,obsessie,4,3,obsessie,0,4
673,vork,ochtend,4,3,ochtend,0,0
741,vork,iemand zijn ogen ermee inprikken,4,3,ogen inprikken,2,2
474,vork,ombouwen tot gitaar,4,3,ombouwen gitaar,5,5
150,vork,ombuigen,4,3,ombuigen,2,1
214,vork,ombuigen,4,3,ombuigen,2,1
249,vork,ombuigen,4,3,ombuigen,2,1
272,vork,ombuigen,4,3,ombuigen,2,1
318,vork,Ombuigen,4,3,ombuigen,2,1
379,vork,ombuigen ,4,3,ombuigen,2,1
585,vork,ombuigen,4,3,ombuigen,2,1
646,vork,ombuigen,4,3,ombuigen,2,1
688,vork,ombuigen ,4,3,ombuigen,2,1
786,vork,ombuigen,4,3,ombuigen,2,1
127,vork,ombuigen en armband van maken,4,3,ombuigen armband,2,3
151,vork,ombuigen en als kapstokje gebruiken,4,3,ombuigen kapstok,2,4
287,vork,ombuigen bij magie nummer,4,3,ombuigen magie nummer,2,3
601,vork,ombuigen en als ophang haak gebruiken,4,3,ombuigen ophang haak,2,4
223,vork,ombuigen tot sierraad,4,3,ombuigen sieraad,2,4
380,vork,iets omheen binden,4,3,omheen binden,2,3
585,vork,er omheen breien,4,3,omheen breien,2,4
420,vork,er omheen breien/haken,4,3,omheen breien haken,2,4
285,vork, omhooggooien en vangen zonder jezelf te bezeren,4,3,omhoog gooien vangen jezelf bezeren,3,NA
736,vork,Iets omhoog houden,4,3,omhoog houden,2,4
705,vork,iets mee omhoog wippen,4,3,omhoog wippen,2,3
186,vork,omsmelten,4,3,omsmelten,2,3
199,vork,omsmelten,4,3,omsmelten,2,3
211,vork,omsmelten,4,3,omsmelten,2,3
282,vork,omsmelten,4,3,omsmelten,2,3
329,vork,Omsmelten,4,3,omsmelten,2,3
406,vork,je kan het omsmelten,4,3,omsmelten,2,3
411,vork,omsmelten,4,3,omsmelten,2,3
571,vork,omsmelten,4,3,omsmelten,2,3
646,vork,omsmelten,4,3,omsmelten,2,3
394,vork,omsmelten tot een ander gebruiksvoorwerp,4,3,omsmelten ander gebruiksvoorwerp,2,3
137,vork,omsmelten tot iets anders,4,3,omsmelten anders,2,3
277,vork,omsmelten tot wat anders,4,3,omsmelten anders,2,3
693,vork,omsmelten en tot iets anders vormen,4,3,omsmelten anders vormen,2,3
375,vork,omsmelten voor ijzer,4,3,omsmelten ijzer,2,3
280,vork,Omsmelten tot een nieuw voorwerp,4,3,omsmelten nieuw voorwerp,2,3
567,vork,Omsmelten tot andere objecten,4,3,omsmelten objecten,2,3
136,vork,Omsmelten tot andere vormen,4,3,omsmelten vormen,2,3
786,vork,omsmelten voor het zilver,4,3,omsmelten zilver,3,3
361,vork,omspitten,4,3,omspitten,4,3
416,vork,onder gips jeuken,4,3,onder gips jeuken,3,4
