"ID","prompt","response","set","lab","rater1","rater2","rater3","Fluency_Ceinture","Fluency_Brouette","Fluency_avrg","Orig_Ceinture","Orig_brouette","Orig_avrg","CSE","CPI","Openness","Age","Gender","native_french"
42,"ceinture","Menotter un voleur",11,6,3,3,3,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"brouette","L'utiliser comme fauteuil roulant",11,6,2,4,3,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"ceinture","S'en servir de fouet lors d'un numéro de fauves",11,6,1,5,4,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"ceinture","L'utiliser comme des rênes pour l'équitation",11,6,4,3,4,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"brouette","S'en servir de caddie au supermarché",11,6,1,1,1,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"brouette","En faire une luge",11,6,2,1,2,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"ceinture","Faire de la corde à sauter",11,6,1,1,1,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"brouette","Faire un lancer de poids lourds avec",11,6,5,3,3,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"ceinture","S'attacher les cheveux avec",11,6,2,1,1,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"brouette","Jouer de la musique dessus (percussions)",11,6,4,2,3,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"ceinture","Le porter en collier",11,6,1,2,1,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"brouette","L'utiliser comme unité de mesure",11,6,4,4,3,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
42,"ceinture","La manger en la laissant cuire",11,6,4,4,4,7,6,6.5,2.52380952371429,2.66666666666667,2.59523809519048,5.833333333333333,4.2,5.8,19,"F","Oui"
43,"brouette","Transporter un bébé",11,6,1,1,1,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"ceinture","Tuer quelqu'un",11,6,3,4,3,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"brouette","Prendre un bain",11,6,2,1,1,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"ceinture","Relier pour tirer une voiture",11,6,3,2,3,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"brouette","Luge",11,6,2,1,2,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"ceinture","Luge pour tirer un enfant",11,6,4,3,3,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"brouette","Faire une soupe géante",11,6,1,2,3,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"ceinture","Paquet cadeau",11,6,5,3,3,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"ceinture","Attacher ses cheveux",11,6,2,2,1,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"brouette","S'en servir de chapeau",11,6,4,3,2,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"brouette","Le retourner pour un tabouret",11,6,1,1,1,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"ceinture","Pêcher",11,6,5,3,3,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"ceinture","Serpent du lever de serpent",11,6,5,4,4,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
43,"brouette","Voyager",11,6,1,1,2,7,7,7,3.23809523814286,1.61904761904762,2.42857142859524,3.8333333333333335,3.6,5.7,42,"F","Oui"
44,"ceinture","Un lasso",11,6,1,1,2,4,3,3.5,1.1666666665,1.88888888888889,1.527777777694445,4.5,2.2,6.2,22,"M","Oui"
44,"brouette","Voiture",11,6,2,1,1,4,3,3.5,1.1666666665,1.88888888888889,1.527777777694445,4.5,2.2,6.2,22,"M","Oui"
44,"brouette","Piscine",11,6,2,1,2,4,3,3.5,1.1666666665,1.88888888888889,1.527777777694445,4.5,2.2,6.2,22,"M","Oui"
44,"ceinture","Un garrot",11,6,2,1,1,4,3,3.5,1.1666666665,1.88888888888889,1.527777777694445,4.5,2.2,6.2,22,"M","Oui"
44,"brouette","Barbecue",11,6,3,2,3,4,3,3.5,1.1666666665,1.88888888888889,1.527777777694445,4.5,2.2,6.2,22,"M","Oui"
44,"ceinture","Un fouet",11,6,1,1,1,4,3,3.5,1.1666666665,1.88888888888889,1.527777777694445,4.5,2.2,6.2,22,"M","Oui"
44,"ceinture","Une corde",11,6,1,1,1,4,3,3.5,1.1666666665,1.88888888888889,1.527777777694445,4.5,2.2,6.2,22,"M","Oui"
45,"brouette","Escabeau",11,6,3,1,2,4,4,4,2.5833333335,1.58333333333333,2.083333333416665,4.5,4.2,5.8,19,"F","Oui"
45,"brouette","Décoration",11,6,1,1,1,4,4,4,2.5833333335,1.58333333333333,2.083333333416665,4.5,4.2,5.8,19,"F","Oui"
45,"ceinture","Pour faire un garrot",11,6,2,2,1,4,4,4,2.5833333335,1.58333333333333,2.083333333416665,4.5,4.2,5.8,19,"F","Oui"
45,"brouette","Faire des courses de vitesse",11,6,1,3,3,4,4,4,2.5833333335,1.58333333333333,2.083333333416665,4.5,4.2,5.8,19,"F","Oui"
45,"ceinture","Pour taper quelqu'un",11,6,2,3,1,4,4,4,2.5833333335,1.58333333333333,2.083333333416665,4.5,4.2,5.8,19,"F","Oui"
45,"ceinture","Pour jouer avec un chat",11,6,4,2,2,4,4,4,2.5833333335,1.58333333333333,2.083333333416665,4.5,4.2,5.8,19,"F","Oui"
45,"brouette","Transporter quelqu'un dedans",11,6,1,1,1,4,4,4,2.5833333335,1.58333333333333,2.083333333416665,4.5,4.2,5.8,19,"F","Oui"
45,"ceinture","Pour bloquer une porte",11,6,5,4,3,4,4,4,2.5833333335,1.58333333333333,2.083333333416665,4.5,4.2,5.8,19,"F","Oui"
46,"brouette","Aller faire ses courses",11,6,1,2,1,4,4,4,1.83333333325,1.16666666666666,1.49999999995833,3,2.4,4.6,19,"F","Oui"
46,"ceinture","Faire un garrot",11,6,2,1,1,4,4,4,1.83333333325,1.16666666666666,1.49999999995833,3,2.4,4.6,19,"F","Oui"
46,"brouette","Pot de fleur",11,6,1,1,1,4,4,4,1.83333333325,1.16666666666666,1.49999999995833,3,2.4,4.6,19,"F","Oui"
46,"brouette","Décoration",11,6,1,1,1,4,4,4,1.83333333325,1.16666666666666,1.49999999995833,3,2.4,4.6,19,"F","Oui"
46,"ceinture","Maintenir une boîte fermée",11,6,4,3,2,4,4,4,1.83333333325,1.16666666666666,1.49999999995833,3,2.4,4.6,19,"F","Oui"
46,"brouette","Faire la course",11,6,1,1,2,4,4,4,1.83333333325,1.16666666666666,1.49999999995833,3,2.4,4.6,19,"F","Oui"
46,"ceinture","S'en servir de laisse pour un chien",11,6,1,2,1,4,4,4,1.83333333325,1.16666666666666,1.49999999995833,3,2.4,4.6,19,"F","Oui"
46,"ceinture","Décoration",11,6,2,2,1,4,4,4,1.83333333325,1.16666666666666,1.49999999995833,3,2.4,4.6,19,"F","Oui"
47,"brouette","Pour déménager",11,6,2,2,1,1,4,2.5,3.666666667,1.91666666666667,2.791666666833335,3.6666666666666665,5.2,5.5,25,"M","Non"
47,"ceinture","On pourra manger la ceinture",11,6,4,3,4,1,4,2.5,3.666666667,1.91666666666667,2.791666666833335,3.6666666666666665,5.2,5.5,25,"M","Non"
47,"brouette","Pour être un vase, pour planter",11,6,1,2,2,1,4,2.5,3.666666667,1.91666666666667,2.791666666833335,3.6666666666666665,5.2,5.5,25,"M","Non"
47,"brouette","Pour faire la cuisine sur le feu",11,6,3,2,3,1,4,2.5,3.666666667,1.91666666666667,2.791666666833335,3.6666666666666665,5.2,5.5,25,"M","Non"
47,"brouette","Faire un petit lit pour le chat",11,6,1,1,3,1,4,2.5,3.666666667,1.91666666666667,2.791666666833335,3.6666666666666665,5.2,5.5,25,"M","Non"
48,"ceinture","En bandoulière de sac",11,6,2,1,1,5,4,4.5,1.9999999998,2.08333333333333,2.041666666566665,2.5,4.6,6.2,20,"F","Oui"
48,"ceinture","En tant que corde",11,6,1,1,1,5,4,4.5,1.9999999998,2.08333333333333,2.041666666566665,2.5,4.6,6.2,20,"F","Oui"
48,"ceinture","Pour suspendre un pot de fleur en entourant le pot de fleur",11,6,3,3,3,5,4,4.5,1.9999999998,2.08333333333333,2.041666666566665,2.5,4.6,6.2,20,"F","Oui"
48,"brouette","Pour transporter un enfant",11,6,1,1,1,5,4,4.5,1.9999999998,2.08333333333333,2.041666666566665,2.5,4.6,6.2,20,"F","Oui"
48,"brouette","En tant que remorque",11,6,3,1,3,5,4,4.5,1.9999999998,2.08333333333333,2.041666666566665,2.5,4.6,6.2,20,"F","Oui"
48,"ceinture","En tat que bracelet",11,6,2,1,1,5,4,4.5,1.9999999998,2.08333333333333,2.041666666566665,2.5,4.6,6.2,20,"F","Oui"
48,"brouette","En tant que table ou meuble sur lequel poser des choses",11,6,2,1,2,5,4,4.5,1.9999999998,2.08333333333333,2.041666666566665,2.5,4.6,6.2,20,"F","Oui"
48,"ceinture","Pour mesurer une distance et la reporter ailleurs",11,6,3,3,4,5,4,4.5,1.9999999998,2.08333333333333,2.041666666566665,2.5,4.6,6.2,20,"F","Oui"
48,"brouette","En tant qu'œuvre d'art dans un musée (ready-made)",11,6,4,2,4,5,4,4.5,1.9999999998,2.08333333333333,2.041666666566665,2.5,4.6,6.2,20,"F","Oui"
49,"ceinture","Jouer aux indiens et cow-boys pour des enfants et s'en servir pour attacher les prisonniers",11,6,2,4,3,3,4,3.5,2.66666666666667,1.5,2.083333333333335,3.1666666666666665,2,4.5,19,"F","Oui"
49,"ceinture","S'en servir comme lasso",11,6,1,1,2,3,4,3.5,2.66666666666667,1.5,2.083333333333335,3.1666666666666665,2,4.5,19,"F","Oui"
49,"brouette","Une poussette",11,6,1,1,1,3,4,3.5,2.66666666666667,1.5,2.083333333333335,3.1666666666666665,2,4.5,19,"F","Oui"
49,"brouette","Une voiture pour enfant",11,6,2,1,3,3,4,3.5,2.66666666666667,1.5,2.083333333333335,3.1666666666666665,2,4.5,19,"F","Oui"
49,"ceinture","Utiliser la ceinture pour maintenir un rideau fermé",11,6,5,2,4,3,4,3.5,2.66666666666667,1.5,2.083333333333335,3.1666666666666665,2,4.5,19,"F","Oui"
49,"brouette","Un pot de fleur original à mettre dans le jardin",11,6,1,1,2,3,4,3.5,2.66666666666667,1.5,2.083333333333335,3.1666666666666665,2,4.5,19,"F","Oui"
49,"brouette","Une mini-piscine pour enfant",11,6,2,1,2,3,4,3.5,2.66666666666667,1.5,2.083333333333335,3.1666666666666665,2,4.5,19,"F","Oui"
50,"ceinture","Fouet",11,6,1,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"ceinture","Paille",11,6,3,4,3,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"ceinture","Laisse",11,6,1,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Poussette",11,6,1,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Caddie",11,6,1,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"ceinture","Collier",11,6,1,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Attaché à un moteur : scooter",11,6,2,5,3,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"ceinture","Bracelet",11,6,2,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Lit pour bébé",11,6,1,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"ceinture","Serre-tête",11,6,2,1,2,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"ceinture","Corde à sauter",11,6,1,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Panier pour chien",11,6,2,2,2,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"ceinture","Lacets",11,6,2,1,2,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Siège auto",11,6,2,1,2,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"ceinture","Ceinture dans une voiture",11,6,1,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Poubelle",11,6,3,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"ceinture","Lasso",11,6,1,1,2,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Plongeoir",11,6,5,4,4,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Baignoire",11,6,2,1,1,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"ceinture","Cravache pour un cheval",11,6,3,3,2,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Valise quand on voyage",11,6,4,1,2,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
50,"brouette","Toboggan si retournée",11,6,5,4,4,11,11,11,1.54545454545455,2.18181818181818,1.863636363636365,5.5,6.2,6,21,"F","Oui"
51,"ceinture","On peut l'utiliser comme sangle pour accrocher à un arbre par exemple",11,6,3,3,3,4,5,4.5,2.0833333335,1.8,1.9416666667500002,2.6666666666666665,2,5.2,22,"F","Oui"
51,"ceinture","Comme anse de sac",11,6,2,2,1,4,5,4.5,2.0833333335,1.8,1.9416666667500002,2.6666666666666665,2,5.2,22,"F","Oui"
51,"brouette","Baignoire",11,6,2,1,1,4,5,4.5,2.0833333335,1.8,1.9416666667500002,2.6666666666666665,2,5.2,22,"F","Oui"
51,"ceinture","Utiliser pour accrocher nos cheveux, comme bandeau",11,6,2,2,2,4,5,4.5,2.0833333335,1.8,1.9416666667500002,2.6666666666666665,2,5.2,22,"F","Oui"
51,"ceinture","Accrocher deux choses ensembles",11,6,3,1,1,4,5,4.5,2.0833333335,1.8,1.9416666667500002,2.6666666666666665,2,5.2,22,"F","Oui"
51,"brouette","Bac à glace pour des boissons",11,6,1,2,3,4,5,4.5,2.0833333335,1.8,1.9416666667500002,2.6666666666666665,2,5.2,22,"F","Oui"
51,"brouette","Mini-potager",11,6,1,1,2,4,5,4.5,2.0833333335,1.8,1.9416666667500002,2.6666666666666665,2,5.2,22,"F","Oui"
51,"brouette","Rangement",11,6,3,1,1,4,5,4.5,2.0833333335,1.8,1.9416666667500002,2.6666666666666665,2,5.2,22,"F","Oui"
51,"brouette","Remorque pour deux roues",11,6,3,2,3,4,5,4.5,2.0833333335,1.8,1.9416666667500002,2.6666666666666665,2,5.2,22,"F","Oui"
52,"ceinture","Attraper un objet au loin (un peu comme un lasso)",11,6,2,4,2,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"ceinture","Etrangler quelqu'un",11,6,4,4,2,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"ceinture","Taper quelqu'un",11,6,2,2,1,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"ceinture","Pour une utilisation sexuelle",11,6,5,4,3,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"brouette","Transporter quelqu'un",11,6,1,1,1,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"brouette","Comme une piscine on se met dedans et on se baigne",11,6,2,1,2,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"ceinture","Pour boire de l'eau sans toucher à l'évier",11,6,4,4,4,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"ceinture","Pour se bander les yeux",11,6,3,1,3,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"brouette","Se cacher dedans",11,6,3,1,2,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"brouette","Ecraser quelqu'un",11,6,3,4,3,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"ceinture","Pour cacher ses parties intimes si on est pas habillé",11,6,5,5,4,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"ceinture","Comme un projectile pour appeler quelqu'un",11,6,1,3,3,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"brouette","Transporter son chien",11,6,1,1,2,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"brouette","Mettre un bébé dessous pour ne plus l'entendre crier et pleurer",11,6,2,4,5,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"brouette","Détruire l'herbe dans le jardin du voisin",11,6,5,1,4,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
52,"brouette","Transporter un frigo",11,6,1,2,3,8,8,8,3.125,2.29166666666667,2.708333333333335,2,3.6,4.2,19,"F","Oui"
53,"ceinture","Attraper quelque chose de loin de soi en la lançant",11,6,2,4,3,5,5,5,2.8666666666,2.4,2.6333333333,2.1666666666666665,1.2,3,19,"F","Oui"
53,"ceinture","Taper quelqu'un avec",11,6,2,2,1,5,5,5,2.8666666666,2.4,2.6333333333,2.1666666666666665,1.2,3,19,"F","Oui"
53,"ceinture","Attacher quelqu'un à une chaise avec",11,6,2,2,2,5,5,5,2.8666666666,2.4,2.6333333333,2.1666666666666665,1.2,3,19,"F","Oui"
53,"brouette","S'en servir de poussette",11,6,1,3,1,5,5,5,2.8666666666,2.4,2.6333333333,2.1666666666666665,1.2,3,19,"F","Oui"
53,"ceinture","Servir de levier pour ouvrir une boîte",11,6,5,2,3,5,5,5,2.8666666666,2.4,2.6333333333,2.1666666666666665,1.2,3,19,"F","Oui"
53,"brouette","Remplacer sa voiture par une brouette, ça permet à celui qui pousse de faire du sport",11,6,1,4,2,5,5,5,2.8666666666,2.4,2.6333333333,2.1666666666666665,1.2,3,19,"F","Oui"
53,"ceinture","S'en servir de ramasse-miettes",11,6,5,4,4,5,5,5,2.8666666666,2.4,2.6333333333,2.1666666666666665,1.2,3,19,"F","Oui"
53,"brouette","Se cacher dessous",11,6,3,1,2,5,5,5,2.8666666666,2.4,2.6333333333,2.1666666666666665,1.2,3,19,"F","Oui"
53,"brouette","S'en servir de chapeau",11,6,4,3,2,5,5,5,2.8666666666,2.4,2.6333333333,2.1666666666666665,1.2,3,19,"F","Oui"
53,"brouette","La jeter contre quelqu'un afin de le tuer",11,6,3,3,3,5,5,5,2.8666666666,2.4,2.6333333333,2.1666666666666665,1.2,3,19,"F","Oui"
54,"ceinture","Tyrolienne",11,6,4,4,4,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
54,"ceinture","Rênes pour un cheval",11,6,4,2,4,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
54,"ceinture","Fouet",11,6,1,1,1,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
54,"ceinture","Garrot",11,6,2,1,1,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
54,"brouette","Pot de fleur",11,6,1,1,1,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
54,"brouette","Caddie pour les courses",11,6,1,2,1,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
54,"ceinture","Corde à sauter",11,6,1,1,1,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
54,"ceinture","Chouchou pour les cheveux",11,6,2,3,2,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
54,"brouette","Transport d'enfant",11,6,1,1,1,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
54,"brouette","Stockage de jouets (le temps de tout ramasser et tout ranger)",11,6,3,3,3,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
54,"brouette","Pelle",11,6,3,2,3,6,5,5.5,2.1666666665,1.8,1.98333333325,5.166666666666667,6.2,5.4,22,"F","Oui"
55,"ceinture","Corde à sauter",11,6,1,1,1,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"ceinture","Bandeau",11,6,3,2,1,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"ceinture","Lasso",11,6,1,1,2,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"brouette","Petite piscine",11,6,2,1,2,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"brouette","Abri de cabane",11,6,2,2,2,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"ceinture","Poutre (équilibre)",11,6,4,2,3,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"brouette","Balançoire",11,6,3,2,3,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"ceinture","Corde (s'attacher les pieds pour une course)",11,6,1,2,3,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"ceinture","Mètre (pour mesurer)",11,6,3,3,2,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"brouette","Niche de chien",11,6,4,2,3,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"brouette","Caddie pour faire ses courses",11,6,1,2,1,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"brouette","Poussette pour bébé",11,6,1,1,1,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
55,"brouette","Poids pour se muscler",11,6,3,3,3,6,7,6.5,2,2.0952380952381,2.04761904761905,3.6666666666666665,3.8,3.8,23,"F","Oui"
56,"ceinture","Menottes au lit",11,6,3,4,3,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"ceinture","Arme",11,6,3,3,1,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"ceinture","Corde",11,6,1,1,1,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"ceinture","Cravate",11,6,4,3,3,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"brouette","Jeu de rôle avec des amis",11,6,2,3,3,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"brouette","Jardinière",11,6,1,2,2,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"ceinture","Utiliser la boucle de ceinture pour déchirer les emballages/faire des petits trous dans du plastique",11,6,4,4,4,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"brouette","Bélier",11,6,5,4,3,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"brouette","Cabane pour enfant",11,6,2,1,2,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"brouette","Piège à animaux",11,6,5,3,3,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"brouette","Dévaler une pente",11,6,1,1,3,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"brouette","Faire ses courses",11,6,1,1,1,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
56,"brouette","Décoration d'intérieur originale",11,6,1,2,2,5,8,6.5,2.7999999998,2.25,2.5249999999,5.833333333333333,3.4,5.4,18,"M","Oui"
57,"ceinture","Bandana",11,6,3,2,2,11,7,9,1.93939393927273,2.85714285714286,2.398268398207795,3.8333333333333335,4.8,4.3,20,"F","Oui"
57,"ceinture","Lasso",11,6,1,1,2,11,7,9,1.93939393927273,2.85714285714286,2.398268398207795,3.8333333333333335,4.8,4.3,20,"F","Oui"
57,"ceinture","Fouet",11,6,1,1,1,11,7,9,1.93939393927273,2.85714285714286,2.398268398207795,3.8333333333333335,4.8,4.3,20,"F","Oui"
57,"ceinture","Porte-courses",11,6,2,3,2,11,7,9,1.93939393927273,2.85714285714286,2.398268398207795,3.8333333333333335,4.8,4.3,20,"F","Oui"
57,"ceinture","Menottes au lit",11,6,3,4,3,11,7,9,1.93939393927273,2.85714285714286,2.398268398207795,3.8333333333333335,4.8,4.3,20,"F","Oui"
57,"ceinture","Collier",11,6,1,1,1,11,7,9,1.93939393927273,2.85714285714286,2.398268398207795,3.8333333333333335,4.8,4.3,20,"F","Oui"
