"ID","prompt","response","set","lab","order","rater1","rater2","rater3","age","sex","cse1","cse2","cse3","cse4","cse5","cse6","cse7","cse8","cse9","cse10","cse11"
89,"ladrillo","muros o paredes",23,14,"2",1,1,1,21,0,4,4,5,5,4,5,4,5,5,4,5
89,"ladrillo","calzado",23,14,"3",3,3,2,21,0,4,4,5,5,4,5,4,5,5,4,5
89,"ladrillo","cocinar",23,14,"4",3,1,2,21,0,4,4,5,5,4,5,4,5,5,4,5
89,"ladrillo","pesas deporte",23,14,"5",4,3,3,21,0,4,4,5,5,4,5,4,5,5,4,5
89,"ladrillo","pisa papeles",23,14,"6",4,2,2,21,0,4,4,5,5,4,5,4,5,5,4,5
89,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"7",3,2,2,21,0,4,4,5,5,4,5,4,5,5,4,5
89,"ladrillo","arma defensa",23,14,"8",4,2,2,21,0,4,4,5,5,4,5,4,5,5,4,5
89,"ladrillo","pintar o dibujar ",23,14,"9",3,2,2,21,0,4,4,5,5,4,5,4,5,5,4,5
90,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,1,2,3,2,1,4,4,1,2,3,1,5
90,"ladrillo","pesas deporte",23,14,"10",4,3,3,20,1,2,3,2,1,4,4,1,2,3,1,5
90,"ladrillo","juegos o juguetes",23,14,"2",4,2,2,20,1,2,3,2,1,4,4,1,2,3,1,5
90,"ladrillo","asientos",23,14,"3",2,2,2,20,1,2,3,2,1,4,4,1,2,3,1,5
90,"ladrillo","arma defensa",23,14,"4",4,2,2,20,1,2,3,2,1,4,4,1,2,3,1,5
90,"ladrillo","decoraciÃ³n",23,14,"5",4,2,2,20,1,2,3,2,1,4,4,1,2,3,1,5
90,"ladrillo","pintar o dibujar ",23,14,"6",3,2,2,20,1,2,3,2,1,4,4,1,2,3,1,5
90,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"7",3,2,2,20,1,2,3,2,1,4,4,1,2,3,1,5
90,"ladrillo","soporte o base",23,14,"8",2,1,1,20,1,2,3,2,1,4,4,1,2,3,1,5
90,"ladrillo","equilibrar o balancear",23,14,"9",3,2,2,20,1,2,3,2,1,4,4,1,2,3,1,5
91,"ladrillo","construir inmuebles",23,14,"1",1,1,1,19,1,4,4,3,3,2,3,5,3,3,3,4
91,"ladrillo","esculturas",23,14,"2",5,2,1,19,1,4,4,3,3,2,3,5,3,3,3,4
91,"ladrillo","arma defensa",23,14,"3",4,2,2,19,1,4,4,3,3,2,3,5,3,3,3,4
91,"ladrillo","juegos o juguetes",23,14,"4",4,2,2,19,1,4,4,3,3,2,3,5,3,3,3,4
92,"ladrillo","construir inmuebles",23,14,"1",1,1,1,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","esculturas",23,14,"10",5,2,1,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","cancha de fÃºtbol",23,14,"11",3,1,2,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","juegos o juguetes",23,14,"12",4,2,2,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","escaleras o escalones",23,14,"13",2,2,2,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","barandales",23,14,"14",3,1,1,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","pintar o dibujar ",23,14,"15",3,2,2,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","fogatas",23,14,"2",3,1,1,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","mesas",23,14,"3",2,2,2,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","asientos",23,14,"4",2,2,1,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","caminos o calles",23,14,"5",2,2,1,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","fuentes",23,14,"6",2,1,1,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","muros o paredes",23,14,"7",1,1,1,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","torres",23,14,"8",3,1,1,19,1,4,4,5,5,5,5,3,5,5,4,4
92,"ladrillo","muralla",23,14,"9",2,1,1,19,1,4,4,5,5,5,5,3,5,5,4,4
93,"ladrillo","construir inmuebles",23,14,"1",1,1,1,18,0,3,1,5,3,2,4,2,2,1,1,2
93,"ladrillo","muros o paredes",23,14,"2",1,1,1,18,0,3,1,5,3,2,4,2,2,1,1,2
93,"ladrillo","juegos o juguetes",23,14,"3",4,2,2,18,0,3,1,5,3,2,4,2,2,1,1,2
93,"ladrillo","decoraciÃ³n jardÃ­n",23,14,"4",4,2,2,18,0,3,1,5,3,2,4,2,2,1,1,2
93,"ladrillo","escaleras o escalones",23,14,"5",2,1,1,18,0,3,1,5,3,2,4,2,2,1,1,2
93,"ladrillo","soporte o base",23,14,"6",2,1,1,18,0,3,1,5,3,2,4,2,2,1,1,2
93,"ladrillo","escribir",23,14,"7",3,2,2,18,0,3,1,5,3,2,4,2,2,1,1,2
93,"ladrillo","tallar, grabar o rayar",23,14,"8",3,2,2,18,0,3,1,5,3,2,4,2,2,1,1,2
94,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,0,4,3,5,4,4,4,3,4,4,3,4
94,"ladrillo","chimeneas",23,14,"2",1,1,1,20,0,4,3,5,4,4,4,3,4,4,3,4
94,"ladrillo","pintar o dibujar  ",23,14,"3",3,2,2,20,0,4,3,5,4,4,4,3,4,4,3,4
94,"ladrillo","soporte o base",23,14,"4",2,1,1,20,0,4,3,5,4,4,4,3,4,4,3,4
94,"ladrillo","escaleras o escalones",23,14,"5",2,1,1,20,0,4,3,5,4,4,4,3,4,4,3,4
94,"ladrillo","equilibrar o balancear",23,14,"6",3,2,2,20,0,4,3,5,4,4,4,3,4,4,3,4
94,"ladrillo","juegos o juguetes",23,14,"7",4,2,2,20,0,4,3,5,4,4,4,3,4,4,3,4
95,"ladrillo","construir inmuebles",23,14,"1",1,1,1,19,0,3,4,4,3,4,5,3,3,4,3,4
95,"ladrillo","decoraciÃ³n",23,14,"2",4,2,2,19,0,3,4,4,3,4,5,3,3,4,3,4
96,"ladrillo","construir inmuebles",23,14,"1",1,1,1,19,0,4,4,3,4,3,4,5,5,3,4,5
96,"ladrillo","esculturas",23,14,"2",5,2,1,19,0,4,4,3,4,3,4,5,5,3,4,5
96,"ladrillo","escaleras o escalones",23,14,"3",2,1,1,19,0,4,4,3,4,3,4,5,5,3,4,5
96,"ladrillo","chimeneas",23,14,"4",1,1,1,19,0,4,4,3,4,3,4,5,5,3,4,5
96,"ladrillo","soporte o base",23,14,"5",2,1,1,19,0,4,4,3,4,3,4,5,5,3,4,5
96,"ladrillo","juegos o juguetes",23,14,"6",4,2,2,19,0,4,4,3,4,3,4,5,5,3,4,5
96,"ladrillo","muros o paredes",23,14,"7",1,1,1,19,0,4,4,3,4,3,4,5,5,3,4,5
96,"ladrillo","bardas",23,14,"8",1,1,1,19,0,4,4,3,4,3,4,5,5,3,4,5
97,"ladrillo","soporte o base",23,14,"1",2,1,1,21,0,3,3,3,4,2,4,5,4,3,4,4
97,"ladrillo","contrapeso",23,14,"2",4,2,2,21,0,3,3,3,4,2,4,5,4,3,4,4
97,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"3",3,2,2,21,0,3,3,3,4,2,4,5,4,3,4,4
97,"ladrillo","arma defensa",23,14,"4",4,2,2,21,0,3,3,3,4,2,4,5,4,3,4,4
97,"ladrillo","asientos",23,14,"5",2,1,2,21,0,3,3,3,4,2,4,5,4,3,4,4
98,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,3,2,4,3,3,3,3,3,2,2,2
99,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,1,3,5,5,3,3,4,4,3,5,4,4
99,"ladrillo","ocultar",23,14,"2",2,2,2,21,1,3,5,5,3,3,4,4,3,5,4,4
100,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","fogatas",23,14,"10",3,1,1,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","pisos",23,14,"11",1,2,1,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","bardas",23,14,"12",1,1,1,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","pesas deporte",23,14,"13",4,3,3,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","muros o paredes",23,14,"2",1,1,1,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","torres",23,14,"3",3,1,1,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","asientos",23,14,"4",2,2,2,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","barriles",23,14,"5",2,2,1,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","pozos",23,14,"6",2,2,1,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","fuentes",23,14,"7",2,1,1,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","mesas",23,14,"8",2,2,2,20,0,4,3,4,3,3,4,3,4,3,3,3
100,"ladrillo","decoraciÃ³n",23,14,"9",4,2,2,20,0,4,3,4,3,3,4,3,4,3,3,3
101,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,4,5,5,5,4,5,5,4,5,5,4
101,"ladrillo","juegos o juguetes",23,14,"2",4,2,2,21,0,4,5,5,5,4,5,5,4,5,5,4
101,"ladrillo","torres",23,14,"3",3,1,1,21,0,4,5,5,5,4,5,5,4,5,5,4
101,"ladrillo","puentes",23,14,"4",2,1,1,21,0,4,5,5,5,4,5,5,4,5,5,4
101,"ladrillo","polvo",23,14,"5",2,2,1,21,0,4,5,5,5,4,5,5,4,5,5,4
101,"ladrillo","escaleras o escalones",23,14,"6",2,1,1,21,0,4,5,5,5,4,5,5,4,5,5,4
101,"ladrillo","pintar o dibujar  ",23,14,"7",3,2,2,21,0,4,5,5,5,4,5,5,4,5,5,4
102,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,5,5,3,5,5,4,5,5,4,4,5
102,"ladrillo","asientos",23,14,"10",2,2,2,21,0,5,5,3,5,5,4,5,5,4,4,5
102,"ladrillo","pisa papeles",23,14,"2",4,2,2,21,0,5,5,3,5,5,4,5,5,4,4,5
102,"ladrillo","romper o destruir",23,14,"3",4,2,2,21,0,5,5,3,5,5,4,5,5,4,4,5
102,"ladrillo","escaleras o escalones",23,14,"4",2,1,1,21,0,5,5,3,5,5,4,5,5,4,4,5
102,"ladrillo","caminos o calles",23,14,"5",2,1,1,21,0,5,5,3,5,5,4,5,5,4,4,5
102,"ladrillo","fogatas",23,14,"7",3,1,1,21,0,5,5,3,5,5,4,5,5,4,4,5
102,"ladrillo","calzado",23,14,"8",3,2,2,21,0,5,5,3,5,5,4,5,5,4,4,5
102,"ladrillo","arma defensa ",23,14,"9",4,2,2,21,0,5,5,3,5,5,4,5,5,4,4,5
103,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,0,2,5,4,3,2,4,4,3,3,4,3
103,"ladrillo","separador",23,14,"2",3,2,2,20,0,2,5,4,3,2,4,4,3,3,4,3
103,"ladrillo","moldear o aplanar",23,14,"3",5,2,2,20,0,2,5,4,3,2,4,4,3,3,4,3
103,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"4",3,2,2,20,0,2,5,4,3,2,4,4,3,3,4,3
103,"ladrillo","soporte o base",23,14,"5",2,1,1,20,0,2,5,4,3,2,4,4,3,3,4,3
103,"ladrillo","escribir",23,14,"6",3,2,2,20,0,2,5,4,3,2,4,4,3,3,4,3
103,"ladrillo","pintar o dibujar  ",23,14,"7",3,2,2,20,0,2,5,4,3,2,4,4,3,3,4,3
104,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,3,3,4,2,2,4,3,4,3,1,4
104,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"2",3,2,2,21,0,3,3,4,2,2,4,3,4,3,1,4
104,"ladrillo","pesas deporte",23,14,"3",4,3,3,21,0,3,3,4,2,2,4,3,4,3,1,4
104,"ladrillo","soporte o base",23,14,"4",2,1,1,21,0,3,3,4,2,2,4,3,4,3,1,4
104,"ladrillo","arma defensa",23,14,"5",4,2,2,21,0,3,3,4,2,2,4,3,4,3,1,4
105,"ladrillo","construir inmuebles",23,14,"1",1,1,1,23,0,3,3,3,3,4,5,3,3,5,3,3
105,"ladrillo","puentes",23,14,"2",2,1,1,23,0,3,3,3,3,4,5,3,3,5,3,3
105,"ladrillo","soporte o base",23,14,"3",2,1,1,23,0,3,3,3,3,4,5,3,3,5,3,3
106,"ladrillo","construir inmuebles",23,14,"1",1,1,1,23,0,4,4,2,4,3,4,5,4,5,5,4
106,"ladrillo","delimitar superficies",23,14,"2",3,2,2,23,0,4,4,2,4,3,4,5,4,5,5,4
106,"ladrillo","escaleras o escalones",23,14,"3",2,1,1,23,0,4,4,2,4,3,4,5,4,5,5,4
106,"ladrillo","bardas",23,14,"4",1,1,1,23,0,4,4,2,4,3,4,5,4,5,5,4
106,"ladrillo","ocultar algo",23,14,"5",2,2,2,23,0,4,4,2,4,3,4,5,4,5,5,4
106,"ladrillo","escribir",23,14,"6",3,2,2,23,0,4,4,2,4,3,4,5,4,5,5,4
106,"ladrillo","pintar o dibujar  ",23,14,"7",3,2,2,23,0,4,4,2,4,3,4,5,4,5,5,4
106,"ladrillo","esculturas",23,14,"8",5,1,1,23,0,4,4,2,4,3,4,5,4,5,5,4
107,"ladrillo","construir inmuebles",23,14,"1",1,1,1,18,1,4,5,4,4,3,4,4,4,3,4,4
107,"ladrillo","muros o paredes",23,14,"2",1,1,1,18,1,4,5,4,4,3,4,4,4,3,4,4
107,"ladrillo","soporte o base",23,14,"3",2,1,1,18,1,4,5,4,4,3,4,4,4,3,4,4
107,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"4",3,2,2,18,1,4,5,4,4,3,4,4,4,3,4,4
107,"ladrillo","cancha de fÃºtbol",23,14,"5",3,2,2,18,1,4,5,4,4,3,4,4,4,3,4,4
107,"ladrillo","delimitar superficies",23,14,"6",3,2,2,18,1,4,5,4,4,3,4,4,4,3,4,4
107,"ladrillo","arma defensa",23,14,"7",4,2,2,18,1,4,5,4,4,3,4,4,4,3,4,4
107,"ladrillo","lego",23,14,"8",4,2,3,18,1,4,5,4,4,3,4,4,4,3,4,4
107,"ladrillo","escaleras o escalones",23,14,"9",2,1,1,18,1,4,5,4,4,3,4,4,4,3,4,4
108,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,0,4,5,4,4,5,3,5,5,4,4,5
108,"ladrillo","caminos o calles",23,14,"10",2,1,1,20,0,4,5,4,4,5,3,5,5,4,4,5
108,"ladrillo","fogatas",23,14,"11",3,1,1,20,0,4,5,4,4,5,3,5,5,4,4,5
108,"ladrillo","pisa papeles",23,14,"2",4,2,2,20,0,4,5,4,4,5,3,5,5,4,4,5
108,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"3",3,2,2,20,0,4,5,4,4,5,3,5,5,4,4,5
108,"ladrillo","asientos",23,14,"4",2,1,2,20,0,4,5,4,4,5,3,5,5,4,4,5
108,"ladrillo","pesas deporte",23,14,"5",4,3,3,20,0,4,5,4,4,5,3,5,5,4,4,5
108,"ladrillo","decoraciÃ³n jardÃ­n",23,14,"6",4,2,2,20,0,4,5,4,4,5,3,5,5,4,4,5
108,"ladrillo","aislante de temperatura",23,14,"7",4,3,3,20,0,4,5,4,4,5,3,5,5,4,4,5
108,"ladrillo","arma defensa",23,14,"8",4,2,2,20,0,4,5,4,4,5,3,5,5,4,4,5
108,"ladrillo","ocultar",23,14,"9",2,2,2,20,0,4,5,4,4,5,3,5,5,4,4,5
109,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,0,3,3,3,3,3,3,3,4,3,3,3
109,"ladrillo","decoraciÃ³n",23,14,"2",4,2,2,20,0,3,3,3,3,3,3,3,4,3,3,3
109,"ladrillo","bardas",23,14,"3",1,1,1,20,0,3,3,3,3,3,3,3,4,3,3,3
109,"ladrillo","delimitar superficies ",23,14,"4",3,2,2,20,0,3,3,3,3,3,3,3,4,3,3,3
109,"ladrillo","soporte o base",23,14,"5",2,1,1,20,0,3,3,3,3,3,3,3,4,3,3,3
109,"ladrillo","chimeneas",23,14,"6",1,1,1,20,0,3,3,3,3,3,3,3,4,3,3,3
109,"ladrillo","fogatas",23,14,"7",3,1,1,20,0,3,3,3,3,3,3,3,4,3,3,3
110,"ladrillo","construir inmuebles",23,14,"1",1,1,1,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","plataforma",23,14,"10",4,1,1,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","escudo",23,14,"11",3,2,2,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","pisos",23,14,"12",2,1,1,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","pesas deporte",23,14,"13",4,3,3,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","decoraciÃ³n",23,14,"14",4,2,2,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","moldear o aplanar",23,14,"15",5,2,2,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","escaleras o escalones",23,14,"2",2,1,1,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","soporte o base",23,14,"3",2,1,1,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","muebles",23,14,"4",2,2,2,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","asientos",23,14,"5",2,1,1,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","pintar o dibujar ",23,14,"6",3,2,2,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","arma defensa",23,14,"7",4,2,2,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","karate",23,14,"8",2,3,2,22,0,4,5,5,5,4,4,5,5,5,5,5
110,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"9",3,2,2,22,0,4,5,5,5,4,4,5,5,5,5,5
111,"ladrillo","construir inmuebles",23,14,"1",1,1,1,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","chimeneas",23,14,"10",1,1,1,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","arma defensa",23,14,"11",4,2,2,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","soporte o base",23,14,"12",2,1,1,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","soporte o base",23,14,"2",2,1,1,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","polvo",23,14,"3",2,2,1,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","asientos",23,14,"4",2,1,2,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","muros o paredes",23,14,"5",1,1,1,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","camas o cunas ",23,14,"6",2,2,2,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","decoraciÃ³n",23,14,"7",4,2,2,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","muebles",23,14,"8",2,2,2,22,0,5,5,5,5,5,5,5,5,5,5,5
111,"ladrillo","asador o parrilla",23,14,"9",2,1,1,22,0,5,5,5,5,5,5,5,5,5,5,5
112,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,0,4,5,4,5,4,3,5,4,3,4,4
112,"ladrillo","escaleras o escalones",23,14,"2",2,1,1,20,0,4,5,4,5,4,3,5,4,3,4,4
112,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"3",3,2,2,20,0,4,5,4,5,4,3,5,4,3,4,4
112,"ladrillo","decoraciÃ³n jardÃ­n",23,14,"4",4,2,2,20,0,4,5,4,5,4,3,5,4,3,4,4
112,"ladrillo","asientos",23,14,"5",2,1,2,20,0,4,5,4,5,4,3,5,4,3,4,4
112,"ladrillo","muebles",23,14,"6",2,2,2,20,0,4,5,4,5,4,3,5,4,3,4,4
112,"ladrillo","juegos o juguetes",23,14,"7",4,2,2,20,0,4,5,4,5,4,3,5,4,3,4,4
112,"ladrillo","esculturas",23,14,"8",5,1,1,20,0,4,5,4,5,4,3,5,4,3,4,4
112,"ladrillo","separador",23,14,"9",3,2,2,20,0,4,5,4,5,4,3,5,4,3,4,4
113,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,5,5,4,4,4,4,5,5,4,5,5
113,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"2",3,2,2,21,0,5,5,4,4,4,4,5,5,4,5,5
113,"ladrillo","pisa papeles",23,14,"3",4,2,2,21,0,5,5,4,4,4,4,5,5,4,5,5
113,"ladrillo","arma defensa",23,14,"4",4,2,2,21,0,5,5,4,4,4,4,5,5,4,5,5
113,"ladrillo","asientos",23,14,"6",2,1,2,21,0,5,5,4,4,4,4,5,5,4,5,5
113,"ladrillo","pintar o dibujar  ",23,14,"7",3,2,2,21,0,5,5,4,4,4,4,5,5,4,5,5
114,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,1,3,5,3,4,3,3,4,4,4,3,3
114,"ladrillo","pisos",23,14,"2",2,1,2,20,1,3,5,3,4,3,3,4,4,4,3,3
114,"ladrillo","soporte o base",23,14,"3",2,1,1,20,1,3,5,3,4,3,3,4,4,4,3,3
115,"ladrillo","soporte o base",23,14,"1",2,1,1,19,1,5,5,4,5,4,4,5,5,5,5,5
115,"ladrillo","esculturas",23,14,"2",5,1,1,19,1,5,5,4,5,4,4,5,5,5,5,5
115,"ladrillo","contrapeso",23,14,"3",4,2,2,19,1,5,5,4,5,4,4,5,5,5,5,5
115,"ladrillo","arma defensa",23,14,"4",4,2,2,19,1,5,5,4,5,4,4,5,5,5,5,5
115,"ladrillo","pisa papeles",23,14,"5",4,2,2,19,1,5,5,4,5,4,4,5,5,5,5,5
115,"ladrillo","decoraciÃ³n",23,14,"6",4,2,2,19,1,5,5,4,5,4,4,5,5,5,5,5
116,"ladrillo","construir inmuebles",23,14,"1",1,1,1,19,1,4,5,4,3,3,5,4,3,2,4,5
116,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"2",3,2,2,19,1,4,5,4,3,3,5,4,3,2,4,5
116,"ladrillo","asientos",23,14,"3",2,1,2,19,1,4,5,4,3,3,5,4,3,2,4,5
117,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,1,5,5,5,5,4,4,5,5,5,5,5
117,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"2",3,2,2,20,1,5,5,5,5,4,4,5,5,5,5,5
117,"ladrillo","muros o paredes",23,14,"3",1,1,1,20,1,5,5,5,5,4,4,5,5,5,5,5
117,"ladrillo","escribir",23,14,"4",3,2,2,20,1,5,5,5,5,4,4,5,5,5,5,5
118,"ladrillo","construir inmuebles",23,14,"1",1,1,1,19,0,5,5,5,5,4,4,4,4,3,4,5
118,"ladrillo","bardas",23,14,"2",1,1,1,19,0,5,5,5,5,4,4,4,4,3,4,5
118,"ladrillo","pisos",23,14,"3",2,1,2,19,0,5,5,5,5,4,4,4,4,3,4,5
119,"ladrillo","construir inmuebles",23,14,"1",1,1,1,20,0,2,4,3,3,3,4,4,3,3,3,4
119,"ladrillo","muros o paredes",23,14,"2",1,1,1,20,0,2,4,3,3,3,4,4,3,3,3,4
119,"ladrillo","esculturas",23,14,"3",5,2,1,20,0,2,4,3,3,3,4,4,3,3,3,4
119,"ladrillo","caminos o calles",23,14,"4",2,1,2,20,0,2,4,3,3,3,4,4,3,3,3,4
119,"ladrillo","asientos",23,14,"5",2,1,2,20,0,2,4,3,3,3,4,4,3,3,3,4
119,"ladrillo","caminos o calles",23,14,"6",2,1,NA,20,0,2,4,3,3,3,4,4,3,3,3,4
119,"ladrillo","asilante de temperatura",23,14,"7",4,3,3,20,0,2,4,3,3,3,4,4,3,3,3,4
120,"ladrillo","construir inmuebles",23,14,"1",1,1,1,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","pintar o dibujar",23,14,"10",3,2,2,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","arma defensa",23,14,"11",4,2,2,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","romper o destruir",23,14,"12",4,2,2,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","polvo",23,14,"13",2,2,2,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"14",3,2,2,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","ocultar",23,14,"15",2,2,2,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","calzado",23,14,"2",3,2,2,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","sostener",23,14,"3",3,1,1,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","muros o paredes",23,14,"4",1,1,1,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","pisa papeles",23,14,"5",4,2,2,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","presionar",23,14,"6",3,2,2,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","asientos",23,14,"7",2,1,2,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","esculturas",23,14,"8",5,2,1,21,0,4,4,3,4,4,4,4,3,4,4,4
120,"ladrillo","escaleras o escalones",23,14,"9",2,1,1,21,0,4,4,3,4,4,4,4,3,4,4,4
121,"ladrillo","construir inmuebles",23,14,"1",1,1,1,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","muebles",23,14,"10",2,2,2,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","escaleras o escalones",23,14,"11",2,1,1,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","escribir",23,14,"12",3,2,2,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","equilibrar o balancear",23,14,"13",3,2,2,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","romper o destruir",23,14,"14",4,2,2,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","pisa papeles",23,14,"15",4,2,3,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","mesas",23,14,"2",2,2,2,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","asientos",23,14,"3",2,1,2,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","decoraciÃ³n jardÃ­n",23,14,"4",4,2,2,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","cenicero",23,14,"5",4,2,2,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","obstÃ¡culo para detener, frenar o topar",23,14,"6",3,2,2,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","esculturas",23,14,"7",5,1,1,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","chimeneas",23,14,"8",1,1,1,22,0,4,4,4,3,3,3,5,3,4,4,3
121,"ladrillo","fogatas",23,14,"9",3,1,1,22,0,4,4,4,3,3,3,5,3,4,4,3
122,"ladrillo","construir inmuebles",23,14,"1",1,1,1,22,0,5,4,1,5,5,3,2,4,1,4,5
122,"ladrillo","apilar",23,14,"2",2,2,1,22,0,5,4,1,5,5,3,2,4,1,4,5
122,"ladrillo","equilibrar o balancear",23,14,"3",3,2,2,22,0,5,4,1,5,5,3,2,4,1,4,5
