"ID","prompt","response","set","rater1","rater2","CAAC_TOT","NEO_OPEN"
49,"Sedia","arma",16,2,2,1.66,27
49,"Sedia","attrezzo per gli addominali",16,3,3,1.66,27
49,"Sedia","fortino",16,4,4,1.66,27
49,"Sedia","frerma porte",16,3,2,1.66,27
49,"Sedia","immaginario cavallo",16,3,5,1.66,27
49,"Sedia","mobile",16,1,1,1.66,27
49,"Sedia","per raggiungere uno scaffale in alto",16,2,2,1.66,27
50,"Attaccapanni","boomerang",16,2,2,1.74,32
50,"Attaccapanni","porta borse",16,2,2,1.74,32
50,"Attaccapanni","un arco togliendo la parte in mezzo e mettendoci un elastico",16,4,2,1.74,32
50,"Barile","in realta composta da piu assi che prese singolarmente si possono fare un sacco di cose",16,2,2,1.74,32
50,"Barile","nascondiglio",16,2,2,1.74,32
50,"Barile","oggetto d'arredo",16,2,2,1.74,32
50,"Barile","porta oggetti",16,2,2,1.74,32
50,"Barile","tagiata in due una mini vasca",16,2,2,1.74,32
50,"Barile","tavolino",16,2,2,1.74,32
50,"Bottiglia di plastica","dosatore",16,3,3,1.74,32
50,"Bottiglia di plastica","gioco della bottiglia",16,3,4,1.74,32
50,"Bottiglia di plastica","imbuto",16,2,2,1.74,32
50,"Bottiglia di plastica","petardo buttandola nel fuoco chiusa",16,3,3,1.74,32
50,"Bottiglia di plastica","porta penne",16,2,2,1.74,32
50,"Bottiglia di plastica","scolino",16,3,3,1.74,32
50,"Bottiglia di plastica","secchiello sabbia per fare le torri",16,3,3,1.74,32
50,"Bottiglia di plastica","vaso",16,2,2,1.74,32
50,"Lampadina","oggetto d arredo",16,2,2,1.74,32
50,"Libro","come rialzo",16,2,2,1.74,32
50,"Libro","ferma carte",16,2,2,1.74,32
50,"Libro","ferma porta",16,2,2,1.74,32
50,"Libro","martello",16,3,3,1.74,32
50,"Libro","nascondiglio facendo un buco tra i fogli",16,2,2,1.74,32
50,"Libro","righello improvvisato",16,2,2,1.74,32
50,"Libro","zeppa",16,3,5,1.74,32
50,"Sedia","arma",16,2,2,1.74,32
50,"Sedia","con le gambe posso esse delle spade giocattolo",16,4,4,1.74,32
50,"Sedia","porta oggetti",16,2,2,1.74,32
50,"Sedia","togliendo lo schienale diventa un mini tavolino",16,2,2,1.74,32
50,"Sedia","un cavallo giocattolo se seduti al contrario",16,3,4,1.74,32
51,"Attaccapanni","appendere abiti",16,1,1,1.43,24
51,"Attaccapanni","appengere degli oggetti aggiungendo dei piccoli gangi sull'asta di legno",16,4,3,1.43,24
51,"Attaccapanni","stendere i vestiti",16,2,2,1.43,24
51,"Attaccapanni","usare l'uncino per prendere cose che si trovano in alto",16,2,2,1.43,24
51,"Barile","cassa per contenere",16,2,2,1.43,24
51,"Barile","contenitore vino",16,1,1,1.43,24
51,"Barile","sgabello",16,2,2,1.43,24
51,"Barile","tavolino",16,2,2,1.43,24
51,"Bottiglia di plastica","bere acqua",16,1,1,1.43,24
51,"Bottiglia di plastica","bicchiere di plastica usa e getta",16,2,2,1.43,24
51,"Bottiglia di plastica","contenitore per sapone cambiando il tappo",16,3,2,1.43,24
51,"Bottiglia di plastica","imbuto tagliando la parte bassa della bottiglietta",16,2,2,1.43,24
51,"Bottiglia di plastica","piantare pianta aggiungendo la terra",16,2,2,1.43,24
51,"Bottiglia di plastica","strumento musicale per bambini aggiungendo dei sassolini e togliendo l'acqua",16,3,3,1.43,24
51,"Lampadina","accendere la luce",16,1,1,1.43,24
51,"Lampadina","pallina di natale",16,2,2,1.43,24
51,"Lampadina","riciclarla",16,2,2,1.43,24
51,"Lampadina","staccare la parte in vetro dipingerla e usarla come decorazione",16,2,2,1.43,24
51,"Libro","fermacarte",16,2,2,1.43,24
51,"Libro","libro da leggere",16,1,1,1.43,24
51,"Libro","usare la carta per scrivere",16,2,3,1.43,24
51,"Libro","usarlo come appoggio per scriverci sopra essendo un piano rigido e liscio",16,2,2,1.43,24
51,"Libro","usarlo come appoggio per un oggetto che scivola come nel caso del cellualre",16,2,3,1.43,24
51,"Sedia","appoggiare i vestiti",16,2,2,1.43,24
51,"Sedia","mettendo un telo sopra diventa una tenda per bambini",16,4,4,1.43,24
51,"Sedia","scala per prendere qualcosa in alto",16,2,2,1.43,24
51,"Sedia","sedersi",16,1,1,1.43,24
51,"Sedia","tavolino",16,2,2,1.43,24
51,"Sedia","tenere chiusa una porta",16,2,2,1.43,24
52,"Attaccapanni","decorazione casa",16,2,2,1.11,1.11
52,"Attaccapanni","quadro",16,2,2,1.11,1.11
52,"Barile","contenitore per oggetti",16,2,1,1.11,NA
52,"Barile","fioriera",16,2,2,1.11,1.11
52,"Barile","illuminaria",16,2,1,1.11,1.11
52,"Barile","tavolo",16,2,2,1.11,1.11
52,"Bottiglia di plastica","appoggiolibro",16,3,3,1.11,1.11
52,"Bottiglia di plastica","decorazione",16,2,2,1.11,1.11
52,"Bottiglia di plastica","fermaporta",16,2,2,1.11,1.11
52,"Bottiglia di plastica","giocattolocane",16,2,2,1.11,1.11
52,"Lampadina","acquario",16,3,2,1.11,1.11
52,"Lampadina","fioriera",16,2,3,1.11,1.11
52,"Libro","fermafinestra",16,3,3,1.11,1.11
52,"Sedia","apppendi abiti",16,2,2,1.11,1.11
52,"Sedia","tavolino",16,2,2,1.11,1.11
53,"Attaccapanni","aereplano se aggiunti elemennti",16,4,4,2.38,36
53,"Attaccapanni","cosa che gira sulla testa dei bambini piccoli",16,4,4,2.38,36
53,"Attaccapanni","lampadario",16,2,2,2.38,36
53,"Attaccapanni","porta carta igienica se modificato adeguatamente",16,2,2,2.38,36
53,"Attaccapanni","porta collane e orecchini",16,2,2,2.38,36
53,"Attaccapanni","porta lumini in giardino",16,3,3,2.38,36
53,"Attaccapanni","una serie di questo con appese tende può essere un muro di separazione tra le stanze o se aggangiate fili di perline porta a perline",16,4,4,2.38,36
53,"Barile","basi per la costruzione di un ostacolo se posto un bastone nei due fiori",16,4,3,2.38,36
53,"Barile","cavallo finto per far giocare i bambini se fissato a terra in orrizontale",16,4,3,2.38,36
53,"Barile","fioriera",16,2,2,2.38,36
53,"Barile","piscina",16,2,2,2.38,36
53,"Barile","seggiola",16,2,2,2.38,36
53,"Barile","stagno con fiori finti e candele galleggianti se foderato di plastica per evitare che l-acqua rovini il legno",16,5,3,2.38,36
53,"Barile","tavolo",16,2,2,2.38,36
53,"Bottiglia di plastica","centrotavola",16,3,3,2.38,36
53,"Bottiglia di plastica","contenitori per oggetti se tagliato e foderato",16,3,2,2.38,36
53,"Bottiglia di plastica","fiore ornamentale si viene fuso",16,2,2,2.38,36
53,"Bottiglia di plastica","innaffiatoio facendo dei fori sottostanti",16,2,2,2.38,36
53,"Bottiglia di plastica","lampadina se tagliato e inserito lampada led",16,3,2,2.38,36
53,"Bottiglia di plastica","personaggi di un teatrino se colorato e annessi occhi  bocca ecc..",16,4,5,2.38,36
53,"Bottiglia di plastica","portacandela se tagliato e appeso con dentro sabbia o sassi per tenere la candela lontano dalla plastica",16,4,3,2.38,36
53,"Bottiglia di plastica","strumento musicale con differenti sonorità a seconda del contenitore",16,4,3,2.38,36
53,"Lampadina","centro tavola pasquale se colorato come uova di pasqua",16,4,3,2.38,36
53,"Lampadina","se colorate possono diventare personaggi o fiori decorativi",16,2,2,2.38,36
53,"Lampadina","se ricoperti di oli esseziali quando accese fungono da profumatori per l'ambiente",16,3,2,2.38,36
53,"Lampadina","se smontata la parte di vetro può essere riempita di acqua e appesa per decorare interni e esterni con candeline di ogni genere",16,3,3,2.38,36
53,"Libro","aggiutare taoloni che traballano",16,2,2,2.38,36
53,"Libro","arma da lanciare o per uccidere insetti o topi",16,3,2,2.38,36
53,"Libro","carpetta se rimossi i fogli interni",16,2,4,2.38,36
53,"Libro","comodino se accumulati",16,2,3,2.38,36
53,"Libro","costruzioni di muri di searazione",16,4,5,2.38,36
53,"Libro","nascondiglio per oggetti prezioni se si fa un foro centrale",16,2,3,2.38,36
53,"Libro","oggetti di arredamento se appesi",16,3,3,2.38,36
53,"Libro","schiaccianoci",16,4,4,2.38,36
53,"Libro","se forati e plastificati fioriere",16,5,5,2.38,36
53,"Libro","se incollati e appesi mensole",16,2,2,2.38,36
53,"Sedia","con più seggiole muro di separazione in giadino con la possibilità di appendere fioriere e appoggiare vasi",16,2,3,2.38,36
53,"Sedia","costruzione di capanne con teli",16,4,4,2.38,36
53,"Sedia","legna da ardere",16,2,2,2.38,36
53,"Sedia","porta collane e bracciali con specchio",16,3,3,2.38,36
53,"Sedia","scala",16,2,2,2.38,36
53,"Sedia","se rimossi i piedi e posti cavi altalena",16,3,3,2.38,36
53,"Sedia","serra se si accumolano le seggiole e si ricopre con un telo",16,4,4,2.38,36
53,"Sedia","teatrino per le marionette",16,4,4,2.38,36
54,"Attaccapanni","appendi abiti",16,1,1,1.18,NA
54,"Attaccapanni","per appendere foto",16,2,2,1.18,NA
54,"Attaccapanni","rivestite con nastri colorati",16,3,2,1.18,NA
54,"Barile","poggia bevande",16,2,2,1.18,NA
54,"Barile","poggia oggetti",16,2,2,1.18,NA
54,"Barile","poggia piante",16,2,2,1.18,NA
54,"Barile","scenografia per set fotografico",16,3,4,1.18,NA
54,"Barile","si ci mette il vino",16,1,2,1.18,NA
54,"Barile","tavolino alto in un bar",16,2,2,1.18,NA
54,"Bottiglia di plastica","albero di natale",16,2,2,1.18,NA
54,"Bottiglia di plastica","fiori per addobbi natalizi",16,2,2,1.18,NA
54,"Bottiglia di plastica","porta fiori",16,2,2,1.18,NA
54,"Bottiglia di plastica","porta penne rivestito con nastri",16,3,2,1.18,NA
54,"Bottiglia di plastica","si colorano",16,3,2,1.18,NA
54,"Bottiglia di plastica","si dipingono",16,3,2,1.18,NA
54,"Bottiglia di plastica","si recicla",16,2,2,1.18,NA
54,"Lampadina","addobbi natalizi",16,2,2,1.18,NA
54,"Lampadina","si ci crea un fiore",16,2,2,1.18,NA
54,"Lampadina","si colora",16,2,2,1.18,NA
54,"Lampadina","si dipinge",16,2,2,1.18,NA
54,"Lampadina","si illumina",16,1,1,1.18,NA
54,"Lampadina","si riveste con cordina",16,2,2,1.18,NA
54,"Libro","si ci studia",16,1,1,1.18,NA
54,"Libro","si collezionano",16,2,1,1.18,NA
54,"Libro","si colora",16,1,1,1.18,NA
54,"Libro","si legge",16,1,1,1.18,NA
54,"Libro","si riveste",16,1,3,1.18,NA
54,"Libro","si sottolinea",16,1,1,1.18,NA
54,"Sedia","per salirci",16,2,2,1.18,NA
54,"Sedia","per scriverci",16,2,3,1.18,NA
54,"Sedia","per sedersi",16,1,1,1.18,NA
54,"Sedia","poggiaborse",16,2,2,1.18,NA
54,"Sedia","postazione per set fotografico",16,2,4,1.18,NA
55,"Attaccapanni","accendere fuoco",16,2,4,1.53,23
55,"Attaccapanni","manubrio bici",16,2,2,1.53,23
55,"Attaccapanni","righello",16,2,2,1.53,23
55,"Attaccapanni","segnalibro",16,3,2,1.53,23
55,"Barile","bersaglio x freccette",16,4,4,1.53,23
55,"Barile","portaombrelli",16,2,2,1.53,23
55,"Barile","portavasi in giardino",16,2,2,1.53,23
55,"Barile","posacenere da esterno",16,3,3,1.53,23
55,"Barile","tavolo",16,2,2,1.53,23
55,"Bottiglia di plastica","rovesciandola x dare da bere a animali",16,3,2,1.53,23
55,"Lampadina","colorandola x soprammobile",16,2,2,1.53,23
55,"Lampadina","naso al pupazzo",16,2,3,1.53,23
55,"Lampadina","portachiavi",16,3,3,1.53,23
55,"Libro","contenitore segreto",16,2,3,1.53,23
55,"Libro","materiale x accendere fuoco",16,2,2,1.53,23
55,"Sedia","accendere fuoco",16,2,2,1.53,23
55,"Sedia","legando un filo come linea di gioco",16,3,4,1.53,23
56,"Attaccapanni","per apprenderci collane",16,2,2,1.53,23
56,"Attaccapanni","portafotografie",16,2,2,1.53,23
56,"Attaccapanni","rastrello",16,4,4,1.53,23
56,"Barile","cestino",16,2,2,1.53,23
56,"Barile","fermaporta",16,2,2,1.53,23
56,"Barile","ostacolo per percorso",16,3,2,1.53,23
56,"Barile","podio",16,3,3,1.53,23
56,"Barile","sgabello",16,2,2,1.53,23
56,"Barile","tavolino",16,2,2,1.53,23
56,"Barile","totem",16,4,4,1.53,23
56,"Bottiglia di plastica","birillo",16,2,2,1.53,23
56,"Bottiglia di plastica","cinesino",16,4,3,1.53,23
56,"Bottiglia di plastica","fermacarta",16,2,2,1.53,23
56,"Bottiglia di plastica","fermalibri",16,2,2,1.53,23
56,"Bottiglia di plastica","innaffiatoio",16,2,2,1.53,23
56,"Bottiglia di plastica","mattarello",16,2,2,1.53,23
56,"Bottiglia di plastica","pupazzo",16,2,2,1.53,23
56,"Bottiglia di plastica","salvadanaio",16,2,2,1.53,23
56,"Bottiglia di plastica","vaso per fiori",16,2,2,1.53,23
56,"Lampadina","attrezzo per modellare la creta",16,4,4,1.53,23
56,"Lampadina","base per decupage",16,3,3,1.53,23
56,"Lampadina","portabracciali",16,3,3,1.53,23
56,"Lampadina","portaguanti",16,3,3,1.53,23
56,"Libro","apanna per giocattoli",16,3,3,1.53,23
56,"Libro","base da taglio",16,3,3,1.53,23
56,"Libro","fermacarte",16,2,2,1.53,23
56,"Libro","fermaporta",16,2,2,1.53,23
56,"Libro","mattone",16,2,2,1.53,23
56,"Libro","portafoto",16,2,2,1.53,23
56,"Libro","portaoggetti",16,2,2,1.53,23
56,"Libro","soprammobile",16,2,2,1.53,23
56,"Sedia","capanna per bambini",16,3,4,1.53,23
56,"Sedia","fermaporte",16,2,2,1.53,23
56,"Sedia","ostacolo per percorso",16,3,2,1.53,23
56,"Sedia","scala",16,2,2,1.53,23
56,"Sedia","tamburo",16,2,3,1.53,23
57,"Attaccapanni","attaccapanni",16,1,1,1.71,23
57,"Attaccapanni","lampade",16,2,2,1.71,23
57,"Attaccapanni","porta accessori bagno",16,3,2,1.71,23
57,"Attaccapanni","porta foulard",16,2,2,1.71,23
57,"Attaccapanni","portacollane",16,2,2,1.71,23
57,"Attaccapanni","portaoggetti",16,1,2,1.71,23
57,"Attaccapanni","presepe",16,3,4,1.71,23
57,"Attaccapanni","scarpiera",16,3,3,1.71,23
57,"Barile","aprirla e farci delle mensole",16,3,3,1.71,23
57,"Barile","comodino",16,2,2,1.71,23
57,"Barile","dividerla",16,2,1,1.71,23
57,"Barile","fioriera",16,2,2,1.71,23
57,"Barile","sedie se piccole",16,2,2,1.71,23
57,"Barile","tavolo",16,2,2,1.71,23
57,"Barile","togliendo il sopra portaoggetti",16,2,2,1.71,23
57,"Barile","usarla come libreria o bar",16,2,2,1.71,23
57,"Bottiglia di plastica","bracciali",16,3,3,1.71,23
57,"Bottiglia di plastica","bucandola per irrigare giardino",16,2,2,1.71,23
57,"Bottiglia di plastica","dividerla e farci dei vasi per erbe aromatiche",16,3,3,1.71,23
57,"Bottiglia di plastica","fiori",16,2,2,1.71,23
57,"Bottiglia di plastica","lampade",16,2,2,1.71,23
57,"Bottiglia di plastica","penne",16,2,2,1.71,23
57,"Bottiglia di plastica","pennelli",16,2,2,1.71,23
57,"Bottiglia di plastica","portaoggetti",16,2,2,1.71,23
57,"Bottiglia di plastica","portapillole con il tappo",16,3,3,1.71,23
57,"Lampadina","colorarla",16,2,2,1.71,23
57,"Lampadina","dipingere soggetti",16,2,2,1.71,23
57,"Lampadina","palline di natale",16,2,2,1.71,23
57,"Lampadina","pannello con scritta luminosa",16,2,3,1.71,23
57,"Lampadina","visi animali",16,4,4,1.71,23
57,"Libro","angeli nomi",16,3,2,1.71,23
57,"Libro","mensole",16,2,2,1.71,23
57,"Libro","piegare i fogli per farne soggetti",16,3,3,1.71,23
57,"Libro","pila usata come comodino",16,2,4,1.71,23
57,"Libro","portaoggetti",16,2,2,1.71,23
57,"Libro","puff legando vari libri assieme",16,4,4,1.71,23
57,"Libro","usare i fogli per fare origami",16,2,3,1.71,23
57,"Sedia","comodino",16,2,2,1.71,23
57,"Sedia","decoupage",16,2,2,1.71,23
57,"Sedia","mensola",16,2,2,1.71,23
57,"Sedia","panchina",16,2,2,1.71,23
57,"Sedia","portavasi da fiore",16,2,2,1.71,23
57,"Sedia","rivestirla con stoffa",16,2,2,1.71,23
57,"Sedia","sgabello",16,2,2,1.71,23
58,"Barile","fermaporta",16,2,2,1.71,23
58,"Barile","pattumiera",16,2,2,1.71,23
58,"Barile","tavolino da bar",16,2,2,1.71,23
60,"Attaccapanni","appendere borse",16,2,2,1.51,22
60,"Attaccapanni","appendere i vestiti",16,1,1,1.51,22
60,"Attaccapanni","appendere un portaoggetti in tessuto",16,3,3,1.51,22
60,"Attaccapanni","decorazione muro",16,2,2,1.51,22
60,"Attaccapanni","portafotografie da appendervi con mollette",16,3,2,1.51,22
60,"Barile","cuccia per cane",16,2,2,1.51,22
60,"Barile","riempirla di terra e usarla come fioriera per giardino",16,2,1,1.51,22
60,"Barile","verniciarla e usarla come tavolo da esterni",16,2,2,1.51,22
60,"Bottiglia di plastica","creazione lampada da comodino",16,3,2,1.51,22
60,"Bottiglia di plastica","imbuto",16,2,2,1.51,22
60,"Bottiglia di plastica","riempirla di qualsiasi cosa serva",16,2,2,1.51,22
60,"Bottiglia di plastica","tagliarle a meta incollarle insieme creando decorazione per soffitto",16,3,2,1.51,22
60,"Bottiglia di plastica","timbro per stampe in tempera su foglio",16,4,3,1.51,22
60,"Bottiglia di plastica","vaso per piantine piccole",16,2,2,1.51,22
60,"Lampadina","decorazione",16,2,2,1.51,22
60,"Lampadina","o porta penne",16,2,3,1.51,22
60,"Lampadina","o portaoggetti",16,2,3,1.51,22
60,"Lampadina","per dare alla cioccolata la forma di una ciotola nel cakedesign",16,5,5,1.51,22
60,"Lampadina","svuotata e utilizzata come vasetto per piantina",16,2,2,1.51,22
60,"Libro","appesi aperti con un filo a soffitto come decorazione",16,4,3,1.51,22
60,"Libro","impilarli insieme per compotte un albero di nataale",16,3,4,1.51,22
60,"Libro","per comporre disegno animato scorrendo le pagine velocemente",16,4,4,1.51,22
60,"Libro","portagioie scavandolo all'interno",16,2,2,1.51,22
60,"Libro","ricoprirli di colla lasciare asciugare e fissarli come scaffali su muro",16,4,3,1.51,22
60,"Sedia","come comodino",16,2,2,1.51,22
60,"Sedia","decorazione",16,2,2,1.51,22
60,"Sedia","fermaporte",16,2,2,1.51,22
60,"Sedia","porta abiti",16,2,2,1.51,22
60,"Sedia","portaoggetti",16,2,2,1.51,22
61,"Barile","fioriera",16,2,2,1.51,22
61,"Barile","salvadanaio",16,3,2,1.51,22
61,"Barile","sgabello se messa in orizzontale",16,2,2,1.51,22
61,"Barile","tavolino per gente in piedi",16,2,2,1.51,22
61,"Bottiglia di plastica","contrappeso",16,3,3,1.51,22
61,"Bottiglia di plastica","fermaporte",16,2,2,1.51,22
61,"Lampadina","galleggiante per esche",16,3,4,1.51,22
61,"Libro","alzata per tv o monitor",16,2,2,1.51,22
61,"Libro","casetta per statuine",16,3,3,1.51,22
61,"Libro","contrappeso generico",16,2,3,1.51,22
62,"Attaccapanni","appendiabiti",16,1,1,1.68,26
62,"Attaccapanni","appendicravatte",16,1,1,1.68,26
62,"Attaccapanni","lampada",16,3,2,1.68,26
62,"Attaccapanni","per asciugare le calze",16,2,2,1.68,26
62,"Attaccapanni","portapiantine grassse",16,3,3,1.68,26
62,"Attaccapanni","portasciugamani",16,2,2,1.68,26
62,"Barile","cuccia per il cane",16,2,2,1.68,26
62,"Barile","fioriera",16,2,2,1.68,26
62,"Barile","metterci dentro qualcuno e rotolarlo nella rupe",16,3,3,1.68,26
62,"Barile","riempirla di aceto balsamico",16,1,1,1.68,26
62,"Barile","riempirla di vino",16,1,1,1.68,26
62,"Barile","tagliandola si possono fare due sedute",16,2,2,1.68,26
62,"Barile","tavolino",16,2,2,1.68,26
62,"Bottiglia di plastica","bere l'acqua",16,1,1,1.68,26
62,"Bottiglia di plastica","come protezione infilandoci la mano per esempio quando si frigge",16,5,5,1.68,26
62,"Bottiglia di plastica","con i fondi fare dei fiori",16,2,2,1.68,26
62,"Bottiglia di plastica","fioriera tagliata a meta",16,2,3,1.68,26
62,"Bottiglia di plastica","inseriamo una lampadina e facciamo degli addobbi",16,4,3,1.68,26
62,"Bottiglia di plastica","portaspazzolini",16,2,2,1.68,26
62,"Lampadina","addobbo",16,2,2,1.68,26
62,"Lampadina","luce",16,1,1,1.68,26
62,"Lampadina","se grande farci una lampada",16,2,2,1.68,26
62,"Libro","darlo in testa a qualcuno",16,2,3,1.68,26
62,"Libro","esporlo in libreria",16,2,2,1.68,26
62,"Libro","fermacarte",16,2,2,1.68,26
62,"Libro","fermaporte",16,2,2,1.68,26
62,"Libro","leggerlo",16,1,1,1.68,26
62,"Libro","per seccare i fiori o quadrifoglio",16,2,2,1.68,26
62,"Libro","ricoprirlo",16,2,2,1.68,26
62,"Sedia","come comodino",16,2,2,1.68,26
62,"Sedia","farci un dondolo",16,2,2,1.68,26
62,"Sedia","imbottirla",16,2,2,1.68,26
62,"Sedia","portalampada",16,2,3,1.68,26
62,"Sedia","sedersi",16,1,1,1.68,26
62,"Sedia","tavolino",16,2,2,1.68,26
62,"Sedia","water",16,4,4,1.68,26
63,"Attaccapanni","portacartigienica",16,2,2,1.46,24
63,"Attaccapanni","portasciugamani",16,2,2,1.46,24
63,"Barile","contenitore per pianta",16,2,2,1.46,24
63,"Barile","corsa in discesa",16,3,3,1.46,24
63,"Barile","mobile",16,2,2,1.46,24
63,"Barile","riempire con liquido",16,1,1,1.46,24
63,"Barile","un portaombrelloni riempiendolo di sabbia",16,3,2,1.46,24
63,"Barile","un tavolino",16,2,2,1.46,24
63,"Barile","unendone diversi un divano con cuscini",16,3,3,1.46,24
63,"Bottiglia di plastica","capovolgendola e tagliabdola portarotolo",16,3,4,1.46,24
63,"Bottiglia di plastica","portafiori",16,2,2,1.46,24
63,"Bottiglia di plastica","portaspago",16,3,3,1.46,24
63,"Bottiglia di plastica","tagliando il fondo stampi per dolce a forma di fiore",16,3,2,1.46,24
63,"Lampadina","soprammobile unendone diverse",16,2,2,1.46,24
63,"Libro","con le pagine fare dei fiori",16,2,3,1.46,24
63,"Libro","con più libri fare una base per mobile o scaffale",16,3,2,1.46,24
63,"Libro","soprammobile",16,2,2,1.46,24
63,"Sedia","capovolgendola e mettendo un nastro arrotolato per fare un cesto",16,4,4,1.46,24
63,"Sedia","un tavolino levando lo schienale",16,2,2,1.46,24
63,"Sedia","unire diverse  togliendo lo schienale fare una panca",16,3,3,1.46,24
64,"Attaccapanni","appendi oggetti tipo cavi elettrici",16,3,4,1.58,21
64,"Attaccapanni","catene",16,3,2,1.58,21
64,"Attaccapanni","cinghie",16,2,2,1.58,21
64,"Attaccapanni","elastici",16,2,2,1.58,21
64,"Attaccapanni","legna da ardere",16,2,2,1.58,21
64,"Barile","cuccia",16,2,2,1.58,21
64,"Barile","porta attrezzi",16,3,2,1.58,21
64,"Barile","raccoglitore",16,1,1,1.58,21
64,"Barile","sgabello",16,2,2,1.58,21
64,"Barile","tavolo",16,2,2,1.58,21
64,"Barile","vaso",16,2,2,1.58,21
64,"Bottiglia di plastica","fare scherzi",16,3,3,1.58,21
64,"Bottiglia di plastica","imbuto",16,2,2,1.58,21
64,"Bottiglia di plastica","lampada",16,2,2,1.58,21
64,"Bottiglia di plastica","raccoglitore liquidi",16,1,2,1.58,21
64,"Bottiglia di plastica","telefono",16,4,4,1.58,21
64,"Bottiglia di plastica","tenere lontano i gatti",16,2,2,1.58,21
64,"Bottiglia di plastica","usare come livella",16,3,3,1.58,21
64,"Bottiglia di plastica","usare con spruzzino",16,3,3,1.58,21
64,"Lampadina","usare come tester corrente",16,2,2,1.58,21
64,"Libro","ripiano",16,2,2,1.58,21
64,"Libro","schiacciare insetti",16,2,3,1.58,21
64,"Libro","scomparto segreto",16,2,3,1.58,21
64,"Libro","soprammobile",16,2,2,1.58,21
64,"Libro","spessore per tavolo che balla",16,2,2,1.58,21
64,"Sedia","costruire forteza per bambini",16,4,4,1.58,21
64,"Sedia","legna ardere",16,2,2,1.58,21
64,"Sedia","sgabello",16,2,2,1.58,21
64,"Sedia","supporto per tavola",16,2,2,1.58,21
65,"Attaccapanni","attaccapanni",16,1,1,1.71,23
65,"Attaccapanni","portaasciugamani",16,2,2,1.71,23
65,"Attaccapanni","uncino",16,2,2,1.71,23
65,"Barile","casetta per uccelli o animali",16,2,2,1.71,23
65,"Barile","coccia per piante",16,2,3,1.71,23
65,"Barile","portabevande",16,2,2,1.71,23
65,"Barile","reggitavolo",16,2,2,1.71,23
65,"Barile","salvagente",16,3,2,1.71,23
65,"Barile","tavolino bar",16,2,2,1.71,23
65,"Bottiglia di plastica","formine con il fondo della bottiglia",16,2,3,1.71,23
65,"Bottiglia di plastica","giocattolo o decporazione per la stanza",16,2,2,1.71,23
65,"Bottiglia di plastica","pianta",16,2,2,1.71,23
65,"Bottiglia di plastica","portagioielli con i tappi",16,3,2,1.71,23
65,"Bottiglia di plastica","portapenne",16,2,2,1.71,23
65,"Bottiglia di plastica","salvadanaio",16,2,2,1.71,23
65,"Bottiglia di plastica","vasodafiori",16,2,2,1.71,23
65,"Libro","comodino",16,2,3,1.71,23
65,"Libro","scala",16,2,2,1.71,23
65,"Libro","scatolasegreta",16,2,4,1.71,23
65,"Libro","tavoladagioco",16,3,3,1.71,23
65,"Sedia","appoggiapiedi",16,2,2,1.71,23
65,"Sedia","gabbia di legno",16,4,4,1.71,23
65,"Sedia","tavola da gioco",16,2,2,1.71,23
65,"Sedia","tavoletta da surf",16,4,4,1.71,23
66,"Attaccapanni","se si stacca la parte retta ed il gancio la parte curva di legno se giustamente lavorata la si puo usare come bumerang",16,3,2,1.41,24
66,"Attaccapanni","si puo afferrare ed usare come gancio",16,3,2,1.41,24
66,"Barile","come contenitore per libri",16,3,2,1.41,24
66,"Barile","come tavolino",16,2,2,1.41,24
66,"Barile","se tagliato a meta sul lato lungo utile come fioriera o altre piante",16,2,2,1.41,24
66,"Bottiglia di plastica","i tappi se accumulati possono essere usati come giochi stile biglie",16,4,3,1.41,24
66,"Bottiglia di plastica","la plastica se tagliata adeguatamente e scaldata gli si puo dare una nuova forma e usare quindi come decorazione",16,3,3,1.41,24
66,"Bottiglia di plastica","posono essere usate per contenere pinte se taglite a meta",16,2,3,1.41,24
66,"Bottiglia di plastica","riempiti di sabbia come ferma porte",16,3,2,1.41,24
66,"Bottiglia di plastica","se unite tante bottiglie ci si puo costruire una barca perfettamente",16,5,4,1.41,24
66,"Lampadina","il filo di tungs",16,2,3,1.41,24
66,"Lampadina","le si puo decorare e metterlee nell acqua queste se non rovinate galleggiano e sono usate come decorazione",16,3,4,1.41,24
66,"Lampadina","le si puo usare per fare una scultura si attacano tante lapadine anche rotte ad una struttura",16,3,3,1.41,24
66,"Lampadina","provare a riempirle di colore e lanciarle contro una parete cosa sempre molto artistica",16,4,5,1.41,24
66,"Libro","cuscino per dormire io lo faccio spesso",16,2,2,1.41,24
66,"Libro","se impilati li si puo usare come sgabelli",16,2,2,1.41,24
66,"Libro","se inutilizzati la carta la si puo riutilizzare molto istruttivo per insegnare ai bambini il riutilizzo degli oggetti",16,3,4,1.41,24
66,"Libro","usabili come giochi costruzioni per costruire case",16,4,4,1.41,24
66,"Sedia","come rialzo nel gioco dove si considera il pavimento infuocato",16,3,4,1.41,24
66,"Sedia","staccarci il poggia schiena e usare il resto come tavolino da soggiorno",16,2,2,1.41,24
66,"Sedia","usare le sbarre tel poggia schiena come base per legarci corde e fare allenamento con i nodi",16,3,2,1.41,24
66,"Sedia","usarla come combustibile",16,2,2,1.41,24
66,"Sedia","usarla per poterci salire sopra e raggiungere posti piu alti",16,2,2,1.41,24
67,"Attaccapanni","carucola",16,2,2,1.46,32
67,"Attaccapanni","gancio",16,2,2,1.46,32
