ID,prompt,response,lp,order,coder1,coder2,coder3,coder4,Extr,Aggr,Cons,Neu,Openn,Mach,Psych,Narc,CPI,CSE,ACTIVITY_GENERAL,visual,music,dance,archit,writing,humor,discov,science,theatre,culinary,caq,iq_all,caq_ln,self_everyday,scholarly,performance,mechanical_science,artistic,badd_iq,string_cse,can_cse,brick_cse,age
360831,sznurek,ozdoba np owninac słup,132,p2,2,NA,2,NA,2.6,3.7,3.1,2.4,3.2,3.75,3.25,4,3.6,4.333333333333333,0.12121212121212122,0,0,0,0,0,0,0,0,0,6,6,5,1.9459101490553132,3.090909090909091,2.727272727272727,1.8,3,1.7777777777777777,22,40,62,56.5,27
360831,sznurek,ozdobna bransoletka,133,p3,1,NA,2,NA,2.6,3.7,3.1,2.4,3.2,3.75,3.25,4,3.6,4.333333333333333,0.12121212121212122,0,0,0,0,0,0,0,0,0,6,6,5,1.9459101490553132,3.090909090909091,2.727272727272727,1.8,3,1.7777777777777777,22,40,62,56.5,27
360831,sznurek,rozaniec,134,p4,7,NA,4,NA,2.6,3.7,3.1,2.4,3.2,3.75,3.25,4,3.6,4.333333333333333,0.12121212121212122,0,0,0,0,0,0,0,0,0,6,6,5,1.9459101490553132,3.090909090909091,2.727272727272727,1.8,3,1.7777777777777777,22,40,62,56.5,27
360835,sznurek,można sie powiesić,97,p1,2,NA,2,NA,3.4,3.3,2.8,4.5,4.5,7,4.25,6.25,7,6.833333333333333,0,0,0,0,1,3,1,0,1,1,0,7,2,2.0794415416798357,3.8181818181818183,4.454545454545454,2.1,1.4444444444444444,2.2222222222222223,19,40,40,60,36
360835,sznurek,można przyczepic do niego puszki,98,p2,5,NA,2,NA,3.4,3.3,2.8,4.5,4.5,7,4.25,6.25,7,6.833333333333333,0,0,0,0,1,3,1,0,1,1,0,7,2,2.0794415416798357,3.8181818181818183,4.454545454545454,2.1,1.4444444444444444,2.2222222222222223,19,40,40,60,36
360835,sznurek,mozna z niego zrobic bransoletke w nowoczesnym stylu,99,p3,1,NA,2,NA,3.4,3.3,2.8,4.5,4.5,7,4.25,6.25,7,6.833333333333333,0,0,0,0,1,3,1,0,1,1,0,7,2,2.0794415416798357,3.8181818181818183,4.454545454545454,2.1,1.4444444444444444,2.2222222222222223,19,40,40,60,36
360835,sznurek,mozna sobie zawiesić na szyi zamiast łańcuszka,100,p4,1,NA,2,NA,3.4,3.3,2.8,4.5,4.5,7,4.25,6.25,7,6.833333333333333,0,0,0,0,1,3,1,0,1,1,0,7,2,2.0794415416798357,3.8181818181818183,4.454545454545454,2.1,1.4444444444444444,2.2222222222222223,19,40,40,60,36
360845,sznurek,Łączenia elementów,77,p1,3,NA,2,NA,2.7,3.9,4,2.3,3.3,3.5,2.75,2,4.8,5,0.12121212121212122,0,0,0,0,0,0,1,1,0,1,3,11,1.3862943611198906,1.9090909090909092,3,2,2.7777777777777777,2.5555555555555554,27,69,69,58.5,36
360862,sznurek,Skakanka,641,p1,3,NA,2,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,sznurek,pasek,642,p2,1,NA,2,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,sznurek,naszyjnik,643,p3,3,NA,2,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,sznurek,pasek do torebki.zakładka do książki,644,p4,5,NA,4,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,sznurek,bransoletka,645,p5,1,NA,2,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,sznurek,smycz,646,p6,2,NA,2,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,sznurek,chwost,647,p7,4,NA,3,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
360862,sznurek,knot,648,p8,5,NA,4,NA,4.5,4.3,2.9,2.8,3.7,2.5,1.5,3.5,5.8,6,0.24242424242424243,0,1,0,0,1,1,0,0,5,1,9,3,2.302585092994046,4,3.909090909090909,3.7,1.3333333333333333,2.6666666666666665,23,66.5,59,42.5,43
362952,sznurek,do wykonania supełków - przypominaczy,364,p1,5,NA,4,NA,2.3,4.2,4.3,2.5,3.3,2.75,2.5,3,3.8,4.666666666666667,0.15151515151515152,0,0,0,0,0,1,1,3,0,0,5,3,1.791759469228055,4,3.3636363636363638,2,3.3333333333333335,2.6666666666666665,34,50,50,50,43
363153,sznurek,1.do stworzenia maty - po splecieniu w odpowiedni wzór,469,p1,5,NA,3,NA,3.8,4.3,4.4,3.4,4.2,4.25,2.75,4.25,6.8,6.666666666666667,0.06060606060606061,0,0,0,0,0,0,1,1,0,1,3,3,1.3862943611198906,4.181818181818182,2.3636363636363638,1.6,1.6666666666666667,1.1111111111111112,13,73,71.5,50.5,43
363153,sznurek,2.po pocięciu na kawałki do wypełnienia maskotki,470,p2,7,NA,4,NA,3.8,4.3,4.4,3.4,4.2,4.25,2.75,4.25,6.8,6.666666666666667,0.06060606060606061,0,0,0,0,0,0,1,1,0,1,3,3,1.3862943611198906,4.181818181818182,2.3636363636363638,1.6,1.6666666666666667,1.1111111111111112,13,73,71.5,50.5,43
363153,sznurek,3.do stworzenia zasłonki z ewentualnym obciążeniem na dole,471,p3,4,NA,4,NA,3.8,4.3,4.4,3.4,4.2,4.25,2.75,4.25,6.8,6.666666666666667,0.06060606060606061,0,0,0,0,0,0,1,1,0,1,3,3,1.3862943611198906,4.181818181818182,2.3636363636363638,1.6,1.6666666666666667,1.1111111111111112,13,73,71.5,50.5,43
363367,sznurek,jako pasek,27,p1,1,NA,2,NA,3.4,3.1,3.1,3.1,3.3,2.25,2,4,4,4,0.12121212121212122,0,1,0,0,0,1,0,11,0,0,13,3,2.6390573296152584,3.1818181818181817,3.1818181818181817,1.8,1.1111111111111112,1.2222222222222223,29,7.5,20.5,11.5,36
363597,sznurek,Do zrobienia siatki,923,p1,5,NA,3,NA,4.2,4.4,3.5,2.5,4.5,4,1,4,3.8,3.1666666666666665,0.45454545454545453,6,0,0,2,3,7,1,0,2,1,22,4,3.1354942159291497,3.727272727272727,4.090909090909091,2.5,3.5555555555555554,3.7777777777777777,22,99,98,95,36
363757,sznurek,wiązanie,395,p1,1,NA,2,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363757,sznurek,robienie kokardek,396,p2,4,NA,3,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363757,sznurek,owijanie,397,p3,2,NA,2,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363757,sznurek,skakanie jak na skakance,398,p4,3,NA,2,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363757,sznurek,dekorowanie,399,p5,3,NA,3,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363757,sznurek,przeciąganie,400,p6,2,NA,2,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363757,sznurek,ćwiczenie węzłów żeglarskich,401,p7,4,NA,5,NA,3.9,4,3.9,3.4,3.6,2.75,4,3,5.4,4.5,0.18181818181818182,0,4,1,0,1,1,0,1,0,1,9,3,2.302585092994046,3.727272727272727,3.5454545454545454,2.3,1.2222222222222223,2.5555555555555554,10,56.5,73.5,53.5,36
363855,sznurek,pasek klinowy w samochodzie,521,p1,5,NA,2,NA,2.1,3.4,4.2,2.6,4.2,4,4.5,3.25,4.2,4.166666666666667,0.0303030303030303,0,0,0,0,0,1,0,0,0,0,1,8,0.6931471805599453,2.5454545454545454,3.090909090909091,2,3.5555555555555554,1.7777777777777777,22,26.5,98,44,36
364394,sznurek,jako sznórek do prania na bielizne,713,p1,1,NA,2,NA,2.8,3,3.8,2.5,3.1,2.5,2.25,2.5,5.2,4.5,0.06060606060606061,0,0,0,0,0,1,0,0,1,0,2,1,1.0986122886681098,3.6363636363636362,2.909090909090909,2.5,3.111111111111111,3,11,60,60,60,32
364928,sznurek,naszyjnik,1012,p1,3,NA,2,NA,4,4.1,4.4,3.7,3.5,3.5,2.75,4,5.4,5.166666666666667,0.12121212121212122,2,0,0,1,0,0,0,0,0,1,4,5,1.6094379124341003,4,3.4545454545454546,2.1,2.2222222222222223,4.444444444444445,8,49.5,44.5,57,27
365264,sznurek,Jako pasek do spódnicy lub spodni,1003,p1,1,NA,2,NA,2.9,3.6,2.5,4.6,4.3,4,1.75,3.25,4.8,4.333333333333333,0.09090909090909091,0,0,0,0,1,0,0,1,1,0,3,3,1.3862943611198906,2.272727272727273,2.909090909090909,1.3,2.6666666666666665,3.3333333333333335,21,49.5,49.5,40,27
365264,sznurek,jako tworzywo do torby lub na kwietnik,1004,p2,4,NA,3,NA,2.9,3.6,2.5,4.6,4.3,4,1.75,3.25,4.8,4.333333333333333,0.09090909090909091,0,0,0,0,1,0,0,1,1,0,3,3,1.3862943611198906,2.272727272727273,2.909090909090909,1.3,2.6666666666666665,3.3333333333333335,21,49.5,49.5,40,27
365264,sznurek,jako element dekoracji stołu,1005,p3,2,NA,4,NA,2.9,3.6,2.5,4.6,4.3,4,1.75,3.25,4.8,4.333333333333333,0.09090909090909091,0,0,0,0,1,0,0,1,1,0,3,3,1.3862943611198906,2.272727272727273,2.909090909090909,1.3,2.6666666666666665,3.3333333333333335,21,49.5,49.5,40,27
365264,sznurek,dekoracji flory,1006,p4,4,NA,4,NA,2.9,3.6,2.5,4.6,4.3,4,1.75,3.25,4.8,4.333333333333333,0.09090909090909091,0,0,0,0,1,0,0,1,1,0,3,3,1.3862943611198906,2.272727272727273,2.909090909090909,1.3,2.6666666666666665,3.3333333333333335,21,49.5,49.5,40,27
367057,sznurek,węzeł,864,p1,2,NA,3,NA,3.3,2.9,2.8,3.3,3.3,4,4.5,2.25,4,4,0.0303030303030303,0,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453,3,3,3,3,3,30,63,57.5,66,43
368206,sznurek,powieszenie prania,637,p1,1,NA,2,NA,3.4,4.1,3.9,2.6,2.9,1.5,1.25,1.5,3.6,4,0.06060606060606061,0,0,0,0,0,0,0,0,1,1,2,7,1.0986122886681098,4,3.4545454545454546,2.4,2.6666666666666665,2.7777777777777777,21,66.5,80,80,32
368206,sznurek,związania włosów,638,p2,2,NA,2,NA,3.4,4.1,3.9,2.6,2.9,1.5,1.25,1.5,3.6,4,0.06060606060606061,0,0,0,0,0,0,0,0,1,1,2,7,1.0986122886681098,4,3.4545454545454546,2.4,2.6666666666666665,2.7777777777777777,21,66.5,80,80,32
368206,sznurek,zrobienie breloczka,639,p3,5,NA,3,NA,3.4,4.1,3.9,2.6,2.9,1.5,1.25,1.5,3.6,4,0.06060606060606061,0,0,0,0,0,0,0,0,1,1,2,7,1.0986122886681098,4,3.4545454545454546,2.4,2.6666666666666665,2.7777777777777777,21,66.5,80,80,32
368206,sznurek,zabawka dla kota,640,p4,2,NA,3,NA,3.4,4.1,3.9,2.6,2.9,1.5,1.25,1.5,3.6,4,0.06060606060606061,0,0,0,0,0,0,0,0,1,1,2,7,1.0986122886681098,4,3.4545454545454546,2.4,2.6666666666666665,2.7777777777777777,21,66.5,80,80,32
369116,sznurek,zrobić zawieszkę do puszki,135,p1,5,NA,3,NA,2.1,3.3,3.7,3.3,3.1,1.75,3,2.5,2.6,2.8333333333333335,0.21212121212121213,1,0,0,0,2,0,0,0,1,0,4,4,1.6094379124341003,2.8181818181818183,3,1.8,1.7777777777777777,3,24,16,18.5,16,36
369428,sznurek,Do zagryzania. Jest w miarę trwały. Niezbyt smaczny ale dobrze się go międli gdy sie o czymś myśli.  Mozna go mieć zawsze ze sobą i dzięki temu mieć zajęcie gdy się myśli :P,768,p1,7,NA,4,NA,4.3,4.4,4.2,2.1,3.9,1.5,2.25,2.5,5.2,6.666666666666667,0.18181818181818182,0,1,0,0,1,0,1,1,1,0,5,7,1.791759469228055,3.5454545454545454,3.8181818181818183,1.9,4.111111111111111,3.5555555555555554,21,49.5,70.5,72.5,32
369996,sznurek,sznurka można użyć do ozdabiania kartek scrapek,875,p1,3,NA,3,NA,4.3,4.6,3,4.3,3.3,3,2.75,5,5.6,6.5,0.30303030303030304,0,1,1,0,3,0,1,0,1,1,8,2,2.1972245773362196,4.454545454545454,3.727272727272727,2.9,2.3333333333333335,3.888888888888889,28,52.5,35,2,32
369996,sznurek,do nawlekania koralików na bransoletki i naszyjniki,876,p2,3,NA,2,NA,4.3,4.6,3,4.3,3.3,3,2.75,5,5.6,6.5,0.30303030303030304,0,1,1,0,3,0,1,0,1,1,8,2,2.1972245773362196,4.454545454545454,3.727272727272727,2.9,2.3333333333333335,3.888888888888889,28,52.5,35,2,32
370524,sznurek,Zwiazania niesfornych wlosow,126,p1,3,NA,2,NA,3.2,4.2,3.9,2.9,4.2,3.25,2.75,3.5,5.6,5.666666666666667,0.15151515151515152,2,0,0,0,1,1,1,0,0,1,6,9,1.9459101490553132,4.181818181818182,3.8181818181818183,2.6,3.4444444444444446,4,28,59,60,64.5,36
370747,sznurek,do latawca,867,p1,7,NA,3,NA,3,4.2,3.8,2.5,2.9,3.25,2.5,3.5,4.2,4.5,0.06060606060606061,0,0,0,2,0,1,0,0,0,1,4,2,1.6094379124341003,2.8181818181818183,2.727272727272727,1.6,2.111111111111111,2.111111111111111,33,45.5,48.5,32.5,43
370747,sznurek,wypleść żyrandol,868,p2,5,NA,3,NA,3,4.2,3.8,2.5,2.9,3.25,2.5,3.5,4.2,4.5,0.06060606060606061,0,0,0,2,0,1,0,0,0,1,4,2,1.6094379124341003,2.8181818181818183,2.727272727272727,1.6,2.111111111111111,2.111111111111111,33,45.5,48.5,32.5,43
370747,sznurek,siatkę na zakupy,869,p3,5,NA,3,NA,3,4.2,3.8,2.5,2.9,3.25,2.5,3.5,4.2,4.5,0.06060606060606061,0,0,0,2,0,1,0,0,0,1,4,2,1.6094379124341003,2.8181818181818183,2.727272727272727,1.6,2.111111111111111,2.111111111111111,33,45.5,48.5,32.5,43
371640,sznurek,do dekoracji,139,p1,2,NA,3,NA,3.4,4.4,4.4,3,4,1,2.25,2.5,3.8,4.5,0.15151515151515152,0,0,0,0,1,0,0,0,0,1,2,2,1.0986122886681098,3.6363636363636362,3.4545454545454546,2.6,2.3333333333333335,3.3333333333333335,29,61.5,54,42,36
372153,sznurek,mozna zrobic ozdoby,528,p1,2,NA,3,NA,3.8,5,1.6,4.5,4.1,1.5,1.75,3.5,6.6,5.5,0.3333333333333333,1,0,3,2,0,1,1,0,1,1,10,10,2.3978952727983707,3.727272727272727,3.909090909090909,1.6,3.5555555555555554,5,33,40,60,40,27
372153,sznurek,albo wianek,529,p2,3,NA,3,NA,3.8,5,1.6,4.5,4.1,1.5,1.75,3.5,6.6,5.5,0.3333333333333333,1,0,3,2,0,1,1,0,1,1,10,10,2.3978952727983707,3.727272727272727,3.909090909090909,1.6,3.5555555555555554,5,33,40,60,40,27
372153,sznurek,przy odpowiednim splocie pomiedzy dwoma patykami mozna tez zrobic cos do trzymania,530,p3,6,NA,4,NA,3.8,5,1.6,4.5,4.1,1.5,1.75,3.5,6.6,5.5,0.3333333333333333,1,0,3,2,0,1,1,0,1,1,10,10,2.3978952727983707,3.727272727272727,3.909090909090909,1.6,3.5555555555555554,5,33,40,60,40,27
372502,sznurek,Jako linijkę,852,p1,5,NA,4,NA,3.9,3.7,3.4,2.6,4.2,3.5,2.25,5.25,6.4,6.333333333333333,0.24242424242424243,0,0,0,0,0,0,4,3,0,0,7,4,2.0794415416798357,3.727272727272727,3.4545454545454546,2.4,3.888888888888889,3.3333333333333335,26,44.5,59.5,66,36
372502,sznurek,żeby mierzyć obwód,853,p2,5,NA,5,NA,3.9,3.7,3.4,2.6,4.2,3.5,2.25,5.25,6.4,6.333333333333333,0.24242424242424243,0,0,0,0,0,0,4,3,0,0,7,4,2.0794415416798357,3.727272727272727,3.4545454545454546,2.4,3.888888888888889,3.3333333333333335,26,44.5,59.5,66,36
372502,sznurek,Zamiat paska do spodni,854,p3,1,NA,3,NA,3.9,3.7,3.4,2.6,4.2,3.5,2.25,5.25,6.4,6.333333333333333,0.24242424242424243,0,0,0,0,0,0,4,3,0,0,7,4,2.0794415416798357,3.727272727272727,3.4545454545454546,2.4,3.888888888888889,3.3333333333333335,26,44.5,59.5,66,36
372502,sznurek,Jako zabawkę dla zwierząt,855,p4,2,NA,3,NA,3.9,3.7,3.4,2.6,4.2,3.5,2.25,5.25,6.4,6.333333333333333,0.24242424242424243,0,0,0,0,0,0,4,3,0,0,7,4,2.0794415416798357,3.727272727272727,3.4545454545454546,2.4,3.888888888888889,3.3333333333333335,26,44.5,59.5,66,36
372502,sznurek,Do ćwiczenia węzłów,856,p5,4,NA,5,NA,3.9,3.7,3.4,2.6,4.2,3.5,2.25,5.25,6.4,6.333333333333333,0.24242424242424243,0,0,0,0,0,0,4,3,0,0,7,4,2.0794415416798357,3.727272727272727,3.4545454545454546,2.4,3.888888888888889,3.3333333333333335,26,44.5,59.5,66,36
372502,sznurek,Do ozdoby w domu,857,p6,2,NA,3,NA,3.9,3.7,3.4,2.6,4.2,3.5,2.25,5.25,6.4,6.333333333333333,0.24242424242424243,0,0,0,0,0,0,4,3,0,0,7,4,2.0794415416798357,3.727272727272727,3.4545454545454546,2.4,3.888888888888889,3.3333333333333335,26,44.5,59.5,66,36
372502,sznurek,Do ćwiczenia jazdy na wrotkach,858,p7,6,NA,5,NA,3.9,3.7,3.4,2.6,4.2,3.5,2.25,5.25,6.4,6.333333333333333,0.24242424242424243,0,0,0,0,0,0,4,3,0,0,7,4,2.0794415416798357,3.727272727272727,3.4545454545454546,2.4,3.888888888888889,3.3333333333333335,26,44.5,59.5,66,36
374158,sznurek,Można związać kawałek ubrania,140,p1,2,NA,2,NA,4,3.6,3.7,2.1,3.8,6,5.75,5.75,5,5.833333333333333,0.09090909090909091,0,3,0,0,1,3,0,1,1,0,9,7,2.302585092994046,4,4.181818181818182,3.4,3.7777777777777777,2.7777777777777777,21,43.5,63,66,36
374246,sznurek,zrobić siatkę na zakupy,816,p1,5,NA,3,NA,2.8,2.9,3,3.2,3.2,5,3.75,4.75,5.6,5.5,0.12121212121212122,1,0,1,0,0,1,1,0,1,1,6,4,1.9459101490553132,4,3.8181818181818183,3.3,3.6666666666666665,3.3333333333333335,24,46,68.5,54,43
375943,sznurek,do owinięcia gałek od szafek kuchennych lub łazienkowych,748,p1,3,NA,3,NA,4.3,4.1,4,1.8,4.2,2,2.75,2.5,7,7,0.2727272727272727,3,0,0,1,1,1,2,1,0,0,9,2,2.302585092994046,3.8181818181818183,3.6363636363636362,1.9,3.888888888888889,3.888888888888889,28,79.5,80,80,27
376133,sznurek,hamak,358,p1,4,NA,3,NA,3.9,4.2,4.5,1.2,4.2,2.25,3.5,3.25,6.2,6.333333333333333,0.42424242424242425,0,0,0,0,1,1,2,2,0,1,7,8,2.0794415416798357,4.636363636363637,4.545454545454546,1.7,3,2.111111111111111,22,39.5,51,42.5,43
376133,sznurek,huśtawka,359,p2,3,NA,2,NA,3.9,4.2,4.5,1.2,4.2,2.25,3.5,3.25,6.2,6.333333333333333,0.42424242424242425,0,0,0,0,1,1,2,2,0,1,7,8,2.0794415416798357,4.636363636363637,4.545454545454546,1.7,3,2.111111111111111,22,39.5,51,42.5,43
376133,sznurek,siatka,360,p3,5,NA,3,NA,3.9,4.2,4.5,1.2,4.2,2.25,3.5,3.25,6.2,6.333333333333333,0.42424242424242425,0,0,0,0,1,1,2,2,0,1,7,8,2.0794415416798357,4.636363636363637,4.545454545454546,1.7,3,2.111111111111111,22,39.5,51,42.5,43
377841,sznurek,zrobic linę,609,p1,2,NA,2,NA,2.4,3.8,3.4,2.1,2.2,1.75,3.5,1.25,4,3.8333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.090909090909091,1.7272727272727273,1,1,1.1111111111111112,17,19,59,38.5,43
378017,sznurek,do dekoracji,757,p1,2,NA,3,NA,3.1,3.3,3.3,2.9,3.1,3,2.25,4.75,3.4,4.5,0,0,4,0,0,0,1,0,1,0,1,7,3,2.0794415416798357,3.3636363636363638,3.3636363636363638,1.9,2.7777777777777777,2.5555555555555554,21,40,40,40,32
378017,sznurek,owinięcia róznych rzeczy,758,p2,3,NA,2,NA,3.1,3.3,3.3,2.9,3.1,3,2.25,4.75,3.4,4.5,0,0,4,0,0,0,1,0,1,0,1,7,3,2.0794415416798357,3.3636363636363638,3.3636363636363638,1.9,2.7777777777777777,2.5555555555555554,21,40,40,40,32
378033,sznurek,do zrobienia bizuteri,749,p1,1,NA,2,NA,3.4,4,3.8,2.5,3.5,2,2,4.5,4.4,4.833333333333333,0.15151515151515152,0,3,0,0,1,0,0,1,0,1,6,0,1.9459101490553132,3.727272727272727,2.727272727272727,3.1,1.7777777777777777,2.6666666666666665,20,21,38,79.5,36
378168,sznurek,zrobienie sobie warkoczy,872,p1,3,NA,3,NA,4.2,4,3,2.7,4.1,4,3,7,6,6.166666666666667,0,1,1,0,0,0,2,1,3,0,1,9,4,2.302585092994046,3.5454545454545454,2.6363636363636362,2.7,4.111111111111111,3.6666666666666665,20,79.5,71.5,80,27
378178,sznurek,ozdoby na jajka wielkanocne,664,p1,2,NA,3,NA,3.2,3.2,4,2.1,3.9,3.75,4.25,4.75,5.6,5.833333333333333,0.24242424242424243,2,0,0,10,0,1,1,1,0,1,16,5,2.833213344056216,3.3636363636363638,3.090909090909091,2.6,3.111111111111111,4.444444444444445,31,62.5,70.5,74.5,27
378178,sznurek,owinąć plastikowy baniak i zrobić żyrandol,665,p2,5,NA,3,NA,3.2,3.2,4,2.1,3.9,3.75,4.25,4.75,5.6,5.833333333333333,0.24242424242424243,2,0,0,10,0,1,1,1,0,1,16,5,2.833213344056216,3.3636363636363638,3.090909090909091,2.6,3.111111111111111,4.444444444444445,31,62.5,70.5,74.5,27
378178,sznurek,"jako świeczka ""na szybko""",666,p3,5,NA,5,NA,3.2,3.2,4,2.1,3.9,3.75,4.25,4.75,5.6,5.833333333333333,0.24242424242424243,2,0,0,10,0,1,1,1,0,1,16,5,2.833213344056216,3.3636363636363638,3.090909090909091,2.6,3.111111111111111,4.444444444444445,31,62.5,70.5,74.5,27
378178,sznurek,zanurzony w oleju,667,p4,4,NA,1,NA,3.2,3.2,4,2.1,3.9,3.75,4.25,4.75,5.6,5.833333333333333,0.24242424242424243,2,0,0,10,0,1,1,1,0,1,16,5,2.833213344056216,3.3636363636363638,3.090909090909091,2.6,3.111111111111111,4.444444444444445,31,62.5,70.5,74.5,27
378729,sznurek,Dekoracji,72,p1,3,NA,3,NA,2.6,3.7,3.5,3.6,3.3,3.5,4,3,4.2,4.5,0.09090909090909091,0,0,0,0,0,0,0,1,0,0,1,4,0.6931471805599453,2.6363636363636362,2,1,1.5555555555555556,1,23,75.5,61,55,32
379183,sznurek,pakowanie prezentu,841,p1,3,NA,2,NA,4.4,3.8,4,3.5,4.1,7,3.25,5,6,6.5,0.15151515151515152,0,0,0,0,0,3,0,0,1,0,4,9,1.6094379124341003,3.909090909090909,3.909090909090909,3.6,3.2222222222222223,3.2222222222222223,23,75.5,97,64,27
379183,sznurek,ozdoba świąteczna,842,p2,2,NA,3,NA,4.4,3.8,4,3.5,4.1,7,3.25,5,6,6.5,0.15151515151515152,0,0,0,0,0,3,0,0,1,0,4,9,1.6094379124341003,3.909090909090909,3.909090909090909,3.6,3.2222222222222223,3.2222222222222223,23,75.5,97,64,27
379183,sznurek,wyrwanie zęba,843,p3,5,NA,3,NA,4.4,3.8,4,3.5,4.1,7,3.25,5,6,6.5,0.15151515151515152,0,0,0,0,0,3,0,0,1,0,4,9,1.6094379124341003,3.909090909090909,3.909090909090909,3.6,3.2222222222222223,3.2222222222222223,23,75.5,97,64,27
379183,sznurek,upięcie włosów,844,p4,2,NA,2,NA,4.4,3.8,4,3.5,4.1,7,3.25,5,6,6.5,0.15151515151515152,0,0,0,0,0,3,0,0,1,0,4,9,1.6094379124341003,3.909090909090909,3.909090909090909,3.6,3.2222222222222223,3.2222222222222223,23,75.5,97,64,27
379183,sznurek,smycz,845,p5,2,NA,2,NA,4.4,3.8,4,3.5,4.1,7,3.25,5,6,6.5,0.15151515151515152,0,0,0,0,0,3,0,0,1,0,4,9,1.6094379124341003,3.909090909090909,3.909090909090909,3.6,3.2222222222222223,3.2222222222222223,23,75.5,97,64,27
379183,sznurek,ozdobienie pisanki,846,p6,2,NA,3,NA,4.4,3.8,4,3.5,4.1,7,3.25,5,6,6.5,0.15151515151515152,0,0,0,0,0,3,0,0,1,0,4,9,1.6094379124341003,3.909090909090909,3.909090909090909,3.6,3.2222222222222223,3.2222222222222223,23,75.5,97,64,27
379183,sznurek,sznurowadło,847,p7,1,NA,2,NA,4.4,3.8,4,3.5,4.1,7,3.25,5,6,6.5,0.15151515151515152,0,0,0,0,0,3,0,0,1,0,4,9,1.6094379124341003,3.909090909090909,3.909090909090909,3.6,3.2222222222222223,3.2222222222222223,23,75.5,97,64,27
379183,sznurek,biżuteria,848,p8,1,NA,2,NA,4.4,3.8,4,3.5,4.1,7,3.25,5,6,6.5,0.15151515151515152,0,0,0,0,0,3,0,0,1,0,4,9,1.6094379124341003,3.909090909090909,3.909090909090909,3.6,3.2222222222222223,3.2222222222222223,23,75.5,97,64,27
