"ID","prompt","response","item_english","rater1","rater2","rater3","rater4","openness","CAQ","set"
223,"筷子","卷发","chopsticks",4,2,1,4,39,1,3
223,"易拉罐","戒指","can",3,2,3,2,39,1,3
223,"易拉罐","高跷","can",5,3,2,5,39,1,3
223,"易拉罐","花篮","can",3,3,1,2,39,1,3
224,"筷子","填补缝隙","chopsticks",3,3,5,5,47,25,3
224,"筷子","碾碎成沫","chopsticks",2,3,3,2,47,25,3
224,"筷子","打人","chopsticks",2,3,2,3,47,25,3
224,"易拉罐","投掷","can",2,1,1,3,47,25,3
224,"易拉罐","坐着","can",2,2,2,3,47,25,3
224,"易拉罐","破了切苹果","can",3,3,2,3,47,25,3
225,"筷子","发簪","chopsticks",2,2,1,3,36,2,3
225,"筷子","发卡","chopsticks",3,2,1,2,36,2,3
225,"筷子","支撑杆","chopsticks",2,3,1,2,36,2,3
225,"易拉罐","戒指","can",3,2,3,2,36,2,3
225,"易拉罐","花盆","can",2,2,2,2,36,2,3
225,"易拉罐","笔筒","can",1,1,1,1,36,2,3
226,"筷子","毛衣针","chopsticks",3,2,3,4,40,1,3
226,"筷子","雪糕棒","chopsticks",3,3,2,1,40,1,3
226,"筷子","阳台绿植支撑","chopsticks",2,2,1,2,40,1,3
226,"易拉罐","铃铛","can",3,3,3,3,40,1,3
226,"易拉罐","电视天线","can",3,4,4,5,40,1,3
226,"易拉罐","鱼网标","can",4,3,4,5,40,1,3
227,"筷子","发簪","chopsticks",2,2,1,3,46,1,3
227,"筷子","木屋","chopsticks",3,4,2,3,46,1,3
227,"筷子","飞镖","chopsticks",3,3,2,3,46,1,3
227,"易拉罐","风扇折页","can",2,3,2,3,46,1,3
227,"易拉罐","铠甲","can",3,3,2,4,46,1,3
227,"易拉罐","做手链，项链，装饰品","can",2,2,2,5,46,1,3
228,"筷子","运动物品","chopsticks",2,3,2,3,47,0,3
228,"筷子","筷子使用大赛","chopsticks",2,3,1,1,47,0,3
228,"筷子","乐高","chopsticks",4,3,2,3,47,0,3
228,"易拉罐","装饰","can",1,2,2,1,47,0,3
228,"易拉罐","建筑材料","can",3,3,2,3,47,0,3
228,"易拉罐","巧克力包装","can",2,3,2,2,47,0,3
229,"筷子","弄碎后填充木质制品的缺口","chopsticks",3,4,5,5,57,4,3
229,"筷子","竹筏","chopsticks",4,4,2,3,57,4,3
229,"筷子","滚轴","chopsticks",3,3,4,3,57,4,3
229,"易拉罐","踩扁做飞盘","can",2,2,2,2,57,4,3
229,"易拉罐","装饰","can",1,2,2,1,57,4,3
229,"易拉罐","书签","can",2,2,2,2,57,4,3
230,"筷子","吃饭","chopsticks",1,1,1,1,21,0,3
230,"筷子","发簪","chopsticks",2,2,1,3,21,0,3
230,"筷子","棍子","chopsticks",1,2,1,1,21,0,3
230,"易拉罐","废品","can",1,1,1,1,21,0,3
230,"易拉罐","擀面杖","can",4,4,2,4,21,0,3
230,"易拉罐","花瓶","can",2,3,1,3,21,0,3
231,"筷子","音乐创作（敲鼓）","chopsticks",4,5,3,3,50,0,3
231,"筷子","杀人工具","chopsticks",2,4,1,3,50,0,3
231,"筷子","书签","chopsticks",3,3,1,1,50,0,3
231,"易拉罐","存钱","can",2,2,1,2,50,0,3
231,"易拉罐","小花盆","can",2,2,2,2,50,0,3
231,"易拉罐","酒吧装饰品","can",2,1,2,1,50,0,3
232,"筷子","架子","chopsticks",3,3,1,2,53,2,3
232,"筷子","竹筏","chopsticks",4,4,2,3,53,2,3
232,"筷子","棍子","chopsticks",1,2,1,1,53,2,3
232,"易拉罐","养花","can",2,3,2,3,53,2,3
232,"易拉罐","存钱","can",2,2,1,2,53,2,3
232,"易拉罐","装饰","can",1,2,2,1,53,2,3
233,"筷子","插在头发上作簪子","chopsticks",2,2,1,2,39,15,3
233,"筷子","插在板子上作泥塑","chopsticks",3,3,2,2,39,15,3
233,"筷子","连接绳子作儿童双节棍","chopsticks",3,2,4,4,39,15,3
233,"易拉罐","美工或者手工做装饰","can",2,3,1,2,39,15,3
233,"易拉罐","剪裁作盆栽","can",3,2,1,2,39,15,3
233,"易拉罐","敲击作乐器","can",3,3,3,3,39,15,3
234,"筷子","小支架","chopsticks",3,2,1,2,31,6,3
234,"筷子","教鞭","chopsticks",3,2,1,2,31,6,3
234,"筷子","搅拌棒","chopsticks",1,3,1,1,31,6,3
234,"易拉罐","烧烤炉","can",3,3,4,3,31,6,3
234,"易拉罐","wifi扩大器","can",5,4,5,5,31,6,3
234,"易拉罐","热水罐","can",3,2,3,2,31,6,3
235,"筷子","敲击乐器","chopsticks",3,3,4,3,42,0,3
235,"筷子","搅拌器","chopsticks",1,1,1,1,42,0,3
235,"筷子","抽签","chopsticks",3,3,1,1,42,0,3
235,"易拉罐","存钱罐","can",2,2,1,2,42,0,3
235,"易拉罐","积木玩具","can",42,4,2,2,42,0,3
235,"易拉罐","投掷物","can",2,2,1,1,42,0,3
236,"筷子","尺子","chopsticks",2,3,2,4,41,15,3
236,"筷子","跷跷板","chopsticks",4,2,3,4,41,15,3
236,"筷子","支架","chopsticks",3,3,1,2,41,15,3
236,"易拉罐","乐器","can",3,3,3,3,41,15,3
236,"易拉罐","调色盒","can",3,2,2,1,41,15,3
236,"易拉罐","艺术品","can",2,2,1,2,41,15,3
237,"筷子","发簪","chopsticks",2,2,1,3,35,7,3
237,"筷子","装饰品","chopsticks",2,1,1,2,35,7,3
237,"筷子","指挥棒","chopsticks",3,3,2,3,35,7,3
237,"易拉罐","笔筒","can",1,1,1,1,35,7,3
237,"易拉罐","蜡烛","can",2,2,2,1,35,7,3
237,"易拉罐","风铃","can",3,3,3,3,35,7,3
238,"筷子","做发簪","chopsticks",2,2,1,3,45,8,3
238,"筷子","织毛线","chopsticks",3,2,3,4,45,8,3
238,"筷子","做竹蜻蜓","chopsticks",3,3,2,3,45,8,3
238,"易拉罐","做烟灰盒","can",3,2,1,3,45,8,3
238,"易拉罐","做存钱罐","can",3,2,1,2,45,8,3
238,"易拉罐","做风铃","can",3,3,3,3,45,8,3
239,"筷子","烧柴","chopsticks",2,2,2,3,40,1,3
239,"筷子","搅拌","chopsticks",1,1,1,1,40,1,3
239,"筷子","引流棒","chopsticks",4,3,3,2,40,1,3
239,"易拉罐","笔筒","can",1,1,1,1,40,1,3
239,"易拉罐","花盆","can",2,2,2,2,40,1,3
239,"易拉罐","泡菜坛子","can",2,3,3,1,40,1,3
240,"筷子","直尺","chopsticks",2,2,1,2,46,0,3
240,"筷子","手工花的花茎","chopsticks",4,2,1,2,46,0,3
240,"筷子","乐器","chopsticks",3,3,3,3,46,0,3
240,"易拉罐","花瓶","can",2,3,1,3,46,0,3
240,"易拉罐","汤锅","can",3,2,3,3,46,0,3
240,"易拉罐","烤烧烤","can",3,3,4,3,46,0,3
241,"筷子","发簪","chopsticks",2,2,1,3,45,3,3
241,"筷子","秤杆","chopsticks",3,3,2,4,45,3,3
241,"筷子","写字","chopsticks",2,4,1,4,45,3,3
241,"易拉罐","笔筒","can",1,1,1,1,45,3,3
241,"易拉罐","打蛋器","can",3,3,3,3,45,3,3
241,"易拉罐","牙缸","can",2,3,1,2,45,3,3
242,"筷子","敲鼓","chopsticks",3,2,3,3,44,21,3
242,"筷子","展示大力气","chopsticks",2,2,4,1,44,21,3
242,"筷子","打小孩","chopsticks",2,3,3,3,44,21,3
242,"易拉罐","拍环保广告","can",2,4,1,5,44,21,3
242,"易拉罐","融化成餐具","can",3,3,1,3,44,21,3
242,"易拉罐","手机支架","can",2,3,2,1,44,21,3
243,"筷子","栅栏","chopsticks",2,3,2,3,43,0,3
243,"筷子","发簪","chopsticks",2,2,1,3,43,0,3
243,"筷子","武器","chopsticks",2,2,1,3,43,0,3
243,"易拉罐","搭房子","can",3,3,1,3,43,0,3
243,"易拉罐","做装饰","can",1,2,2,1,43,0,3
243,"易拉罐","救生用品","can",3,3,3,3,43,0,3
244,"筷子","搅拌","chopsticks",1,1,1,1,43,6,3
244,"筷子","制作泡面","chopsticks",3,2,2,1,43,6,3
244,"筷子","织毛衣","chopsticks",3,3,3,4,43,6,3
244,"易拉罐","听筒","can",4,4,3,4,43,6,3
244,"易拉罐","扩音器","can",4,3,4,4,43,6,3
244,"易拉罐","打蛋器","can",3,3,3,3,43,6,3
245,"筷子","发簪","chopsticks",2,2,1,3,33,0,3
245,"筷子","尺子","chopsticks",2,2,1,4,33,0,3
245,"筷子","凶器","chopsticks",3,3,1,3,33,0,3
245,"易拉罐","泄气","can",2,1,1,3,33,0,3
245,"易拉罐","盆栽","can",2,2,1,2,33,0,3
245,"易拉罐","刀具","can",3,3,4,3,33,0,3
246,"筷子","发簪","chopsticks",2,2,1,3,47,6,3
246,"筷子","竹蜻蜓","chopsticks",4,3,2,3,47,6,3
246,"筷子","搭房子","chopsticks",4,3,2,3,47,6,3
246,"易拉罐","烤肉","can",3,3,4,3,47,6,3
246,"易拉罐","篮子","can",3,2,2,2,47,6,3
246,"易拉罐","做灯笼","can",4,3,2,2,47,6,3
247,"筷子","串串","chopsticks",2,2,1,1,51,10,3
247,"筷子","发簪","chopsticks",2,2,1,3,51,10,3
247,"筷子","柴火","chopsticks",2,2,1,2,51,10,3
247,"易拉罐","制锅","can",3,3,4,3,51,10,3
247,"易拉罐","简易灯","can",4,3,2,3,51,10,3
247,"易拉罐","拉花","can",3,2,1,2,51,10,3
248,"筷子","发簪","chopsticks",2,2,1,3,41,0,3
248,"筷子","织毛衣","chopsticks",3,3,3,4,41,0,3
248,"筷子","尺子","chopsticks",2,2,2,4,41,0,3
248,"易拉罐","车轮","can",2,3,2,3,41,0,3
248,"易拉罐","笔筒","can",1,1,1,1,41,0,3
248,"易拉罐","打击乐器","can",3,3,3,3,41,0,3
249,"筷子","簪子","chopsticks",2,2,1,2,47,26,3
249,"筷子","支柱","chopsticks",2,2,1,2,47,26,3
249,"筷子","书签","chopsticks",3,2,1,1,47,26,3
249,"易拉罐","花瓶","can",2,3,1,3,47,26,3
249,"易拉罐","截止","can",4,1,1,2,47,26,3
249,"易拉罐","拉丝花","can",3,3,1,2,47,26,3
250,"筷子","针","chopsticks",4,3,3,1,40,5,3
250,"筷子","逗猫棒","chopsticks",3,3,3,4,40,5,3
250,"筷子","螺旋桨","chopsticks",4,4,3,3,40,5,3
250,"易拉罐","轮胎","can",3,3,2,3,40,5,3
250,"易拉罐","足球","can",4,3,2,4,40,5,3
250,"易拉罐","存钱罐","can",2,2,1,2,40,5,3
251,"筷子","教小孩数学","chopsticks",3,4,2,3,37,1,3
251,"筷子","通下水道","chopsticks",2,3,1,1,37,1,3
251,"筷子","在地上画画","chopsticks",3,4,1,4,37,1,3
251,"易拉罐","放鞭炮","can",3,3,3,3,37,1,3
251,"易拉罐","做装饰品","can",1,1,2,1,37,1,3
251,"易拉罐","切面皮形状","can",3,2,4,3,37,1,3
252,"筷子","模型支架","chopsticks",3,3,1,2,57,13,3
252,"筷子","鼓槌","chopsticks",3,3,3,3,57,13,3
252,"筷子","风铃","chopsticks",3,3,3,3,57,13,3
252,"易拉罐","传声筒","can",4,4,2,4,57,13,3
252,"易拉罐","筏子","can",4,3,2,4,57,13,3
252,"易拉罐","万花筒","can",4,3,1,3,57,13,3
301,"筷子","搅拌","chopsticks",1,1,1,1,45,31,3
301,"筷子","发簪","chopsticks",2,2,1,3,45,31,3
301,"筷子","凶器","chopsticks",3,3,1,3,45,31,3
301,"易拉罐","烟灰缸","can",3,3,1,3,45,31,3
301,"易拉罐","足球","can",4,3,2,3,45,31,3
301,"易拉罐","船","can",4,4,2,4,45,31,3
302,"筷子","搅拌","chopsticks",1,1,1,1,36,1,3
302,"筷子","支撑","chopsticks",2,2,1,2,36,1,3
302,"筷子","设计新款式","chopsticks",3,1,1,3,36,1,3
302,"易拉罐","卖钱","can",1,1,1,1,36,1,3
302,"易拉罐","握着玩","can",2,2,1,1,36,1,3
302,"易拉罐","放爆竹","can",3,2,3,3,36,1,3
303,"筷子","做发簪","chopsticks",2,2,1,3,30,0,3
303,"筷子","行凶，捅人","chopsticks",2,3,1,3,30,0,3
303,"筷子","玻璃棒，搅拌","chopsticks",1,3,3,1,30,0,3
303,"易拉罐","做容器","can",1,1,1,1,30,0,3
303,"易拉罐","做成手工","can",2,3,2,2,30,0,3
303,"易拉罐","垫桌脚","can",2,3,3,3,30,0,3
304,"筷子","牙签","chopsticks",3,3,1,1,38,1,3
304,"筷子","发簪","chopsticks",2,2,1,3,38,1,3
304,"筷子","松土","chopsticks",2,2,1,2,38,1,3
304,"易拉罐","花盆","can",1,2,2,2,38,1,3
304,"易拉罐","钥匙扣","can",2,3,2,1,38,1,3
304,"易拉罐","装饰品","can",1,1,2,1,38,1,3
305,"筷子","搅拌棒","chopsticks",1,1,1,1,36,3,3
305,"筷子","杠面杖","chopsticks",3,2,3,3,36,3,3
305,"筷子","签子","chopsticks",2,2,1,1,36,3,3
305,"易拉罐","杯子","can",2,2,1,2,36,3,3
305,"易拉罐","储物罐","can",2,2,1,1,36,3,3
305,"易拉罐","容器","can",1,1,1,1,36,3,3
306,"筷子","凶器","chopsticks",3,3,1,3,43,2,3
306,"筷子","支架","chopsticks",3,3,1,2,43,2,3
306,"筷子","装饰","chopsticks",2,2,1,2,43,2,3
306,"易拉罐","装饰","can",1,2,2,1,43,2,3
306,"易拉罐","花瓶","can",2,3,2,3,43,2,3
306,"易拉罐","装东西","can",1,1,1,1,43,2,3
307,"筷子","簪子","chopsticks",2,2,1,2,34,1,3
307,"筷子","扇骨","chopsticks",4,3,3,3,34,1,3
307,"筷子","暗器","chopsticks",2,3,1,3,34,1,3
307,"易拉罐","沙锤","can",3,2,2,3,34,1,3
307,"易拉罐","机器人","can",5,5,2,5,34,1,3
307,"易拉罐","灯盏","can",4,3,2,3,34,1,3
308,"筷子","击打乐器的棒子","chopsticks",3,3,3,3,32,0,3
308,"筷子","表演道具","chopsticks",3,4,2,2,32,0,3
308,"筷子","礼物","chopsticks",2,4,2,3,32,0,3
308,"易拉罐","笔筒","can",1,1,1,1,32,0,3
308,"易拉罐","烟灰罐","can",3,2,1,3,32,0,3
308,"易拉罐","头饰","can",3,3,1,2,32,0,3
309,"筷子","做类似竹子粘起来的工艺品","chopsticks",3,2,1,2,40,7,3
309,"筷子","种花的时候支撑花","chopsticks",3,2,1,2,40,7,3
309,"筷子","削尖做多次可使用的竹签","chopsticks",3,2,1,2,40,7,3
309,"易拉罐","做踩高跷的玩具","can",5,2,2,5,40,7,3
309,"易拉罐","种花","can",2,3,1,3,40,7,3
309,"易拉罐","剪切做工艺品","can",2,2,1,2,40,7,3
310,"筷子","指挥棒","chopsticks",3,2,1,3,38,1,3
310,"筷子","手工工具","chopsticks",3,3,1,2,38,1,3
310,"筷子","搅拌棒","chopsticks",1,1,1,1,38,1,3
310,"易拉罐","存钱罐","can",2,2,1,2,38,1,3
310,"易拉罐","调料瓶","can",3,3,1,1,38,1,3
310,"易拉罐","传声筒","can",4,4,2,4,38,1,3
311,"筷子","簪子","chopsticks",2,2,1,2,55,5,3
311,"筷子","能压缩的门","chopsticks",4,3,3,3,55,5,3
311,"筷子","织毛衣用的那种针","chopsticks",3,3,3,4,55,5,3
311,"易拉罐","笔筒","can",1,1,1,1,55,5,3
311,"易拉罐","灯","can",4,3,2,3,55,5,3
311,"易拉罐","剪成一片片的做帘子","can",4,3,1,2,55,5,3
312,"筷子","杀人","chopsticks",2,3,1,3,42,5,3
312,"筷子","开门","chopsticks",3,4,2,3,42,5,3
312,"筷子","包饺子","chopsticks",3,3,2,1,42,5,3
312,"易拉罐","烧饭","can",2,3,3,3,42,5,3
312,"易拉罐","驱赶动物","can",2,2,3,3,42,5,3
312,"易拉罐","废品","can",1,1,1,1,42,5,3
313,"筷子","门销","chopsticks",2,3,2,3,41,10,3
313,"筷子","燃料","chopsticks",3,4,1,2,41,10,3
313,"筷子","教鞭","chopsticks",3,3,1,2,41,10,3
313,"易拉罐","烟灰缸","can",3,3,1,3,41,10,3
313,"易拉罐","武器","can",2,2,2,3,41,10,3
313,"易拉罐","花盆","can",2,2,2,2,41,10,3
314,"筷子","搭房子","chopsticks",4,3,1,3,36,8,3
314,"筷子","插头发","chopsticks",2,2,1,2,36,8,3
314,"筷子","打毛衣","chopsticks",3,3,3,4,36,8,3
314,"易拉罐","刮痧","can",3,3,2,3,36,8,3
314,"易拉罐","种花","can",2,3,1,3,36,8,3
314,"易拉罐","点蜡烛","can",2,3,3,3,36,8,3
315,"筷子","吵架","chopsticks",3,3,1,3,34,0,3
315,"筷子","飞镖","chopsticks",3,3,2,3,34,0,3
315,"筷子","文化","chopsticks",3,1,4,1,34,0,3
315,"易拉罐","求婚","can",3,3,3,2,34,0,3
315,"易拉罐","贴纸","can",2,3,2,1,34,0,3
315,"易拉罐","兵刃","can",3,4,2,3,34,0,3
316,"筷子","搭建筑","chopsticks",3,4,1,3,40,4,3
316,"筷子","花的支架","chopsticks",3,3,1,2,40,4,3
316,"筷子","簪子","chopsticks",2,2,1,2,40,4,3
316,"易拉罐","当花盆","can",2,2,2,2,40,4,3
316,"易拉罐","灯罩","can",3,3,2,3,40,4,3
316,"易拉罐","用做艺术品","can",2,2,2,2,40,4,3
317,"筷子","簪子","chopsticks",2,2,1,2,48,1,3
317,"筷子","乐器","chopsticks",3,3,3,3,48,1,3
317,"筷子","用来织毛衣","chopsticks",3,3,3,4,48,1,3
317,"易拉罐","乐器","can",3,3,3,3,48,1,3
317,"易拉罐","戒指","can",3,2,3,2,48,1,3
317,"易拉罐","切割物","can",3,2,2,3,48,1,3
318,"筷子","蒸笼","chopsticks",3,3,3,3,46,4,3
318,"筷子","搅拌棒","chopsticks",1,1,1,1,46,4,3
318,"筷子","装饰画","chopsticks",2,4,2,2,46,4,3
318,"易拉罐","垃圾桶","can",3,3,1,3,46,4,3
318,"易拉罐","花瓶","can",2,3,1,3,46,4,3
318,"易拉罐","笔筒","can",1,1,1,1,46,4,3
319,"筷子","积木","chopsticks",3,4,1,3,44,3,3
319,"筷子","十字架","chopsticks",3,3,1,4,44,3,3
319,"筷子","连接木","chopsticks",3,3,3,2,44,3,3
319,"易拉罐","镜子","can",4,3,2,2,44,3,3
319,"易拉罐","炸弹","can",3,3,3,3,44,3,3
319,"易拉罐","轮子","can",3,3,2,3,44,3,3
320,"筷子","棍子","chopsticks",1,2,1,1,40,0,3
320,"筷子","打蛋器","chopsticks",2,2,2,1,40,0,3
320,"筷子","发簪","chopsticks",2,2,1,3,40,0,3
320,"易拉罐","储物罐","can",2,2,1,1,40,0,3
320,"易拉罐","花盆","can",2,2,2,2,40,0,3
320,"易拉罐","望远镜","can",4,4,3,3,40,0,3
321,"筷子","乐器","chopsticks",3,3,3,3,31,3,3
321,"筷子","笔","chopsticks",2,1,2,3,31,3,3
321,"筷子","发簪","chopsticks",2,2,1,3,31,3,3
321,"易拉罐","戒指","can",3,2,3,2,31,3,3
321,"易拉罐","房子","can",3,4,2,3,31,3,3
321,"易拉罐","割片器","can",3,3,3,3,31,3,3
322,"筷子","发簪","chopsticks",2,2,1,3,48,16,3
322,"筷子","工艺品","chopsticks",3,2,1,2,48,16,3
322,"筷子","开瓶器","chopsticks",3,2,3,3,48,16,3
322,"易拉罐","笔筒","can",1,1,1,1,48,16,3
322,"易拉罐","工艺品","can",2,2,1,2,48,16,3
322,"易拉罐","用做挖西瓜神器","can",3,3,3,3,48,16,3
323,"筷子","发簪","chopsticks",2,2,1,3,44,8,3
323,"筷子","凶器","chopsticks",3,3,1,3,44,8,3
323,"筷子","模型","chopsticks",3,3,1,3,44,8,3
323,"易拉罐","花瓶","can",2,3,1,3,44,8,3
323,"易拉罐","拖鞋","can",4,2,2,3,44,8,3
323,"易拉罐","烧烤","can",3,3,4,3,44,8,3
324,"筷子","小棒","chopsticks",2,3,1,1,38,4,3
324,"筷子","撬棍","chopsticks",2,2,1,4,38,4,3
324,"筷子","指挥棒","chopsticks",3,3,1,3,38,4,3
324,"易拉罐","笔筒","can",1,1,1,1,38,4,3
324,"易拉罐","存钱罐","can",2,2,1,2,38,4,3
324,"易拉罐","风铃","can",3,3,3,3,38,4,3
325,"筷子","竹签","chopsticks",2,2,1,1,32,0,3
325,"筷子","发簪","chopsticks",2,2,1,3,32,0,3
325,"筷子","玩具零件","chopsticks",2,2,2,2,32,0,3
325,"易拉罐","戒指","can",3,2,3,2,32,0,3
325,"易拉罐","蜡台","can",2,3,2,3,32,0,3
325,"易拉罐","工艺品","can",2,2,1,2,32,0,3
326,"筷子","簪子","chopsticks",2,2,1,2,42,20,3
326,"筷子","小晾架","chopsticks",3,3,1,2,42,20,3
326,"筷子","飞镖","chopsticks",3,3,2,3,42,20,3
326,"易拉罐","传声筒","can",4,4,2,4,42,20,3
326,"易拉罐","发冠","can",4,2,1,2,42,20,3
326,"易拉罐","钢丝球","can",4,3,2,4,42,20,3
327,"筷子","搅拌器","chopsticks",1,1,1,1,33,4,3
327,"筷子","插销","chopsticks",3,2,2,2,33,4,3
327,"筷子","杠杆","chopsticks",3,3,2,4,33,4,3
327,"易拉罐","花盆","can",2,2,2,2,33,4,3
327,"易拉罐","笔筒","can",1,1,1,1,33,4,3
327,"易拉罐","杯子","can",2,2,1,2,33,4,3
328,"筷子","搅拌棒","chopsticks",1,3,1,1,38,4,3
328,"筷子","做钓鱼的浮漂","chopsticks",5,5,4,5,38,4,3
328,"筷子","做木筏","chopsticks",4,4,2,3,38,4,3
328,"易拉罐","开口当戒指","can",3,2,3,2,38,4,3
328,"易拉罐","切开做容器","can",1,1,1,1,38,4,3
328,"易拉罐","做暗器","can",3,3,2,3,38,4,3
329,"筷子","固定","chopsticks",2,2,1,2,37,1,3
329,"筷子","烧火","chopsticks",2,2,1,1,37,1,3
329,"筷子","拼图","chopsticks",3,4,1,2,37,1,3
329,"易拉罐","存钱","can",2,2,1,2,37,1,3
329,"易拉罐","砸人","can",2,4,1,3,37,1,3
329,"易拉罐","割东西","can",3,2,3,3,37,1,3
330,"筷子","花架","chopsticks",2,3,1,2,29,10,3
330,"筷子","簪子","chopsticks",2,2,1,2,29,10,3
330,"筷子","锁门","chopsticks",3,3,2,3,29,10,3
330,"易拉罐","烟灰缸","can",3,3,1,3,29,10,3
330,"易拉罐","小孩尿罐","can",2,2,1,1,29,10,3
330,"易拉罐","卖钱","can",1,1,1,1,29,10,3
331,"筷子","发簪","chopsticks",2,2,1,3,40,0,3
331,"筷子","横在一个地方挂东西","chopsticks",2,2,1,2,40,0,3
331,"筷子","烧饭","chopsticks",3,3,1,2,40,0,3
331,"易拉罐","存钱罐","can",2,2,1,2,40,0,3
331,"易拉罐","花瓶","can",2,3,1,3,40,0,3
331,"易拉罐","刷牙杯","can",2,3,1,2,40,0,3
332,"筷子","发簪","chopsticks",2,2,1,3,47,1,3
332,"筷子","竹筏","chopsticks",4,4,1,4,47,1,3
332,"筷子","敲鼓工具","chopsticks",3,3,3,3,47,1,3
332,"易拉罐","笔筒","can",1,1,1,1,47,1,3
332,"易拉罐","装饰品","can",1,1,2,1,47,1,3
332,"易拉罐","船","can",4,4,2,4,47,1,3
333,"筷子","玻璃棒","chopsticks",3,3,3,1,38,0,3
333,"筷子","金箍棒","chopsticks",4,3,2,2,38,0,3
333,"筷子","杠杠","chopsticks",4,3,1,4,38,0,3
333,"易拉罐","油罐","can",2,2,1,3,38,0,3
333,"易拉罐","钥匙扣","can",2,2,3,1,38,0,3
333,"易拉罐","艺术品","can",2,2,2,2,38,0,3
334,"筷子","通下水道","chopsticks",2,2,1,1,44,2,3
334,"筷子","簪子","chopsticks",2,2,1,2,44,2,3
334,"筷子","竹签","chopsticks",3,3,1,1,44,2,3
334,"易拉罐","烤肉","can",3,3,4,3,44,2,3
334,"易拉罐","戒指","can",3,2,3,2,44,2,3
334,"易拉罐","灯","can",4,3,3,3,44,2,3
335,"筷子","簪子","chopsticks",2,2,1,2,48,13,3
335,"筷子","竹签","chopsticks",3,3,1,1,48,13,3
335,"筷子","夹苍蝇","chopsticks",3,4,2,1,48,13,3
335,"易拉罐","烤肉","can",3,3,3,3,48,13,3
335,"易拉罐","可乐","can",1,2,2,1,48,13,3
335,"易拉罐","锡纸烫","can",3,3,4,3,48,13,3
336,"筷子","支架","chopsticks",3,3,1,2,38,3,3
336,"筷子","很多筷子粘在一起做垫子","chopsticks",3,3,2,2,38,3,3
336,"筷子","搅拌","chopsticks",1,1,1,1,38,3,3
336,"易拉罐","盔甲","can",3,4,2,2,38,3,3
336,"易拉罐","模型","can",3,3,2,3,38,3,3
336,"易拉罐","花瓶","can",2,3,1,3,38,3,3
337,"筷子","指挥棒","chopsticks",2,3,1,3,47,0,3
337,"筷子","搅拌棒","chopsticks",1,3,1,1,47,0,3
337,"筷子","挠痒痒","chopsticks",3,3,3,3,47,0,3
337,"易拉罐","利器","can",2,3,2,2,47,0,3
337,"易拉罐","煮饭","can",3,2,4,3,47,0,3
337,"易拉罐","求婚","can",3,3,3,2,47,0,3
338,"筷子","吉他","chopsticks",4,4,4,3,44,29,3
338,"筷子","毛笔","chopsticks",2,1,2,3,44,29,3
338,"筷子","牙签","chopsticks",3,3,1,1,44,29,3
338,"易拉罐","风铃","can",3,3,3,3,44,29,3
338,"易拉罐","花瓶","can",2,3,1,3,44,29,3
338,"易拉罐","垃圾桶","can",3,3,1,3,44,29,3
339,"筷子","搅拌","chopsticks",2,1,1,1,40,1,3
339,"筷子","箭矢","chopsticks",4,4,3,3,40,1,3
339,"筷子","鼓槌","chopsticks",3,3,3,3,40,1,3
339,"易拉罐","花瓶","can",2,3,1,3,40,1,3
339,"易拉罐","聚光器","can",3,3,4,2,40,1,3
339,"易拉罐","靶子","can",3,3,2,2,40,1,3
340,"筷子","手工材料","chopsticks",2,3,1,2,44,1,3
340,"筷子","鞋子","chopsticks",4,4,3,5,44,1,3
340,"筷子","轴承","chopsticks",3,3,3,3,44,1,3
340,"易拉罐","种花","can",2,3,1,3,44,1,3
340,"易拉罐","武器","can",2,2,2,3,44,1,3
340,"易拉罐","建材","can",2,3,2,3,44,1,3
341,"筷子","杯垫","chopsticks",3,3,2,2,43,24,3
341,"筷子","发簪","chopsticks",2,2,1,3,43,24,3
341,"筷子","牙签","chopsticks",3,3,1,1,43,24,3
341,"易拉罐","笔筒","can",1,1,1,1,43,24,3
341,"易拉罐","手办","can",3,3,2,2,43,24,3
341,"易拉罐","灯罩","can",3,3,2,3,43,24,3
342,"筷子","乐器","chopsticks",3,3,3,3,43,20,3
342,"筷子","支架","chopsticks",3,3,1,2,43,20,3
342,"筷子","箭头","chopsticks",4,3,3,3,43,20,3
342,"易拉罐","制作模型","can",3,3,1,3,43,20,3
342,"易拉罐","网球击球点","can",4,3,2,4,43,20,3
342,"易拉罐","种花","can",2,2,1,3,43,20,3
343,"筷子","发簪","chopsticks",2,2,1,3,42,22,3
343,"筷子","小船","chopsticks",4,4,2,4,42,22,3
343,"筷子","工艺品","chopsticks",3,2,1,2,42,22,3
343,"易拉罐","笔筒","can",1,1,1,1,42,22,3
343,"易拉罐","艺术品","can",2,2,1,2,42,22,3
343,"易拉罐","风铃","can",3,3,3,3,42,22,3
344,"筷子","盘发","chopsticks",2,3,1,2,37,5,3
344,"筷子","疏通管道","chopsticks",2,3,1,1,37,5,3
344,"筷子","自保","chopsticks",2,4,1,3,37,5,3
344,"易拉罐","求婚","can",3,3,3,2,37,5,3
344,"易拉罐","家庭装饰","can",1,2,2,1,37,5,3
344,"易拉罐","加热","can",2,3,3,3,37,5,3
345,"筷子","发簪","chopsticks",2,2,1,3,40,0,3
345,"筷子","工艺品","chopsticks",3,2,1,2,40,0,3
345,"筷子","搅拌器","chopsticks",1,1,1,1,40,0,3
345,"易拉罐","加热","can",2,2,3,3,40,0,3
345,"易拉罐","聚焦","can",1,3,3,3,40,0,3
