"ID","prompt","response","set","lab","response_cleaned","rater1","rater2"
1502,"brick"," deurstop",6,3,"deurstopper",2,2
1507,"brick","gebruiken als deurstopper",6,3,"deurstopper",2,2
1519,"brick","deurstopper",6,3,"deurstopper",2,2
1535,"brick","doorstopper",6,3,"deurstopper",2,2
1536,"brick","Deurstop",6,3,"deurstopper",2,2
1553,"brick","deurstopper",6,3,"deurstopper",2,2
1562,"brick","deurstop",6,3,"deurstopper",2,2
1591,"brick","deurstopper",6,3,"deurstopper",2,2
1618,"brick","als deurstopper",6,3,"deurstopper",2,2
1625,"brick","deurstopper",6,3,"deurstopper",2,2
1632,"brick","deurstopper",6,3,"deurstopper",2,2
1665,"brick","deurstopper",6,3,"deurstopper",2,2
1679,"brick","als een deurstop",6,3,"deurstopper",2,2
1689,"brick","deurstop",6,3,"deurstopper",2,2
1688,"brick","Deurstop",6,3,"deurstopper",2,2
1691,"brick","deurstop",6,3,"deurstopper",2,2
1695,"brick","deurstopper",6,3,"deurstopper",2,2
1702,"brick","deurstop",6,3,"deurstopper",2,2
1707,"brick","deurstopper",6,3,"deurstopper",2,2
1734,"brick","deurstopper",6,3,"deurstopper",2,2
1757,"brick","deurstop",6,3,"deurstopper",2,2
1761,"brick","deurstop",6,3,"deurstopper",2,2
1798,"brick","deurstopper",6,3,"deurstopper",2,2
1825,"brick","deurstopper",6,3,"deurstopper",2,2
1841,"brick","Deurstop",6,3,"deurstopper",2,2
1844,"brick","deurstop",6,3,"deurstopper",2,2
1851,"brick","deurstop",6,3,"deurstopper",2,2
1855,"brick","deurstopper",6,3,"deurstopper",2,2
1872,"brick","deurstopper",6,3,"deurstopper",2,2
1877,"brick","deurstop",6,3,"deurstopper",2,2
1883,"brick","deurstopper",6,3,"deurstopper",2,2
1892,"brick","deurstop",6,3,"deurstopper",2,2
1604,"brick","dfg",6,3,"dfg",0,0
1601,"brick","dfh",6,3,"dfh",0,0
1531,"brick","iets mee dichten",6,3,"dichten",3,2
1512,"brick","dichtmaker",6,3,"dichtmaker",3,2
1513,"brick","kan dienen als nachtkastje",6,3,"dienen nachtkastje",3,3
1513,"brick"," kan dienen als nachtkastje of bijzettafel",6,3,"dienen nachtkastje bijzettafel",2,3
1308,"brick","een dier mee doden",6,3,"dier doden",2,2
1618,"brick","er kunnen dieren onder leven (pissebedden)",6,3,"dieren onder leven",2,1
1618,"brick","dijken mee bouwen",6,3,"dijken bouwen",1,1
1695,"brick","ding om huismee te bouwen",6,3,"ding huis bouwen",1,1
1611,"brick","dingen bouwen dus",6,3,"dingen bouwen",1,1
1655,"brick","dingen bouwen",6,3,"dingen bouwen",1,1
1785,"brick","dingen bouwen",6,3,"dingen bouwen",1,1
1833,"brick","dingen bouwen ",6,3,"dingen bouwen",1,1
1313,"brick","dingen kapot mee maken",6,3,"dingen kapot",2,2
1562,"brick","dingen mee kapot maken",6,3,"dingen kapot",2,2
1723,"brick","om dingen kapot mee te slaan",6,3,"dingen kapot slaan",2,2
1567,"brick","Om dingen niet weg te laten waaien",6,3,"dingen niet weg laten waaien",2,2
1836,"brick","dingen mee openbreken zoals een ei",6,3,"dingen openbreken zoals ei",2,2
1291,"brick","dingen op hun plek houden",6,3,"dingen plek houden",2,2
1785,"brick","dingen op de stoep tekenen",6,3,"dingen stoep tekenen",3,2
1441,"brick","dingen mee stuk gooien",6,3,"dingen stuk gooien",2,2
1335,"brick","dingen op zetten",6,3,"dingen zetten",2,2
1340,"brick","dingen op zetten",6,3,"dingen zetten",2,2
1735,"brick","doden",6,3,"doden",2,2
1468,"brick","doelpaal",6,3,"doelpaal",3,4
1569,"brick","als doelpalen gebruiken",6,3,"doelpalen",3,4
1697,"brick","domino",6,3,"domino",5,4
1405,"brick","als dominosteen",6,3,"dominosteen",5,4
1748,"brick","dominosteen",6,3,"dominosteen",5,4
1756,"brick","dominosteen",6,3,"dominosteen",5,4
1779,"brick","iemand doid maken of iemand bedreugt jou er dan   mee",6,3,"dood bedreigt jou",2,2
1485,"brick","je kan er iemand mee doodmaken als je wil",6,3,"doodmaken",2,2
1410,"brick","doolhof maken voor je huisdier (cavia",6,3,"doolhof huisdier cavia",4,4
1315,"brick","doorzagen",6,3,"doorzagen",2,2
1881,"brick","dorp",6,3,"dorp",1,1
1590,"brick","draaien",6,3,"draaien",2,2
1668,"brick","als dreigemend voor mijn tegenstanders",6,3,"dreigement tegenstanders",2,2
1590,"brick","ds",6,3,"ds",0,0
1590,"brick","dsd",6,3,"dsd",0,0
1763,"brick","dumbell",6,3,"dumbell",3,3
1717,"brick","een dumbell om je biceps mee te trainen",6,3,"dumbell biceps trainen",3,3
1656,"brick","dumbells",6,3,"dumbells",3,3
1717,"brick","...e.",6,3,"e",0,0
1717,"brick","ee",6,3,"ee",0,0
1341,"brick","eelt verwijderen",6,3,"eelt verwijderen",5,5
1464,"brick","eenvoudig",6,3,"eenvoudig",0,0
1469,"brick","eibakken",6,3,"ei bakken",3,3
1845,"brick","ei bakken",6,3,"ei bakken",3,3
1545,"brick","ei bakken op verhitte baksteen",6,3,"ei bakken verhitte baksteen",3,3
1662,"brick","om eitjes op te bakken",6,3,"eitjes bakken",3,3
1704,"brick","opelkaar slaan",6,3,"elkaar slaan",2,2
1755,"brick","emotioneel moeilijk",6,3,"emotioneel moeilijk",0,0
1686,"brick","ergens neerleggen en niks mee doen",6,3,"ergens neerleggen niks",2,2
1620,"brick","ergens tegenaan gooien",6,3,"ergens tegenaan gooien",2,2
1787,"brick","ergens aan vastmaken om naar de bodem van water te laten zinken",6,3,"ergens vastmaken bodem water laten zinken",2,3
1337,"brick"," erop ",6,3,"erop",0,0
1459,"brick","Erop krassen met scherpe voorwerpen om als object om op te schrijven",6,3,"erop krassen scherpe voorwerpen object schrijven",4,3
1875,"brick","erop lopen",6,3,"erop lopen",3,2
1337,"brick","erop staan om ergens mij te kunnen",6,3,"erop staan ergens",3,2
1306,"brick","erop tekenen",6,3,"erop tekenen",3,3
1712,"brick","erop verven",6,3,"erop verven",3,3
1471,"brick","eten",6,3,"eten",3,3
1465,"brick","eten mee klaar te maken",6,3,"eten klaar",4,3
1496,"brick","eten op koken",6,3,"eten koken",3,3
1892,"brick","eten malen / pletten",6,3,"eten malen pletten",3,3
1875,"brick","voor etiquettte gebruiken op je hoofd ",6,3,"etiquette hoofd",4,4
1405,"brick","als extra gewicht ",6,3,"extra gewicht",2,3
1635,"brick","familie ",6,3,"familie",0,0
1730,"brick","fashion memorabelia",6,3,"fashion memorabilia",4,4
1652,"brick","fashion statement",6,3,"fashion statement",4,4
1866,"brick","fashion statement",6,3,"fashion statement",4,4
1590,"brick","fg",6,3,"fg",0,0
1476,"brick","fgh",6,3,"fgh",0,0
1697,"brick","figuren bouwen",6,3,"figuren bouwen",2,3
1567,"brick","om figuren mee te leggen",6,3,"figuren leggen",2,3
1732,"brick","om iets mee fijn te stampen",6,3,"fijn stampen",2,3
1432,"brick","flat",6,3,"flat",1,1
1464,"brick","flat",6,3,"flat",1,1
1308,"brick","van flat naar beneden gooien",6,3,"flat beneden gooien",2,2
1657,"brick","flessenopener",6,3,"flessenopener",4,3
1316,"brick","fort",6,3,"fort",1,1
1358,"brick","fort maken",6,3,"fort",1,1
1729,"brick","fotolijstje",6,3,"fotolijstje",4,4
1788,"brick","frisbee",6,3,"frisbee",4,3
1590,"brick","fs",6,3,"fs",0,0
1545,"brick"," fundering",6,3,"fundering",1,1
1545,"brick"," fundering aanleggen",6,3,"fundering aanleggen",1,1
1620,"brick","er op gaan staan",6,3,"gaan staan",2,2
1519,"brick","op gaan zitten als stoel",6,3,"gaan zitten stoel",2,2
1281,"brick","garage",6,3,"garage",1,1
1419,"brick","garagepoort",6,3,"garagepoort",2,1
1824,"brick","Gat afdichten",6,3,"gat afdichten",2,2
1430,"brick","Om een gat mee te dichten",6,3,"gat dichten",2,2
1527,"brick","een gat dichten ",6,3,"gat dichten",2,2
1798,"brick","gebruiken om een gat te dichten",6,3,"gat dichten",2,2
1831,"brick","er een gat in maken en als doosje gebruiken",6,3,"gat doosje",3,2
1625,"brick","een gat ergens in maken ",6,3,"gat ergens",3,2
1441,"brick","om een gat mee te vullen ",6,3,"gat vullen",2,2
1845,"brick","gaten in boren en gebruiken als pennenbakje",6,3,"gaten boren pennenbakje",5,2
1472,"brick","gaten dichter",6,3,"gaten dichter",2,2
1787,"brick","gaten dichtmaken",6,3,"gaten dichtmaken",2,2
1377,"brick","gebouw",6,3,"gebouw",1,1
1398,"brick","gebouw",6,3,"gebouw",1,1
1432,"brick","gebouw",6,3,"gebouw",1,1
1464,"brick","gebouw",6,3,"gebouw",1,1
1562,"brick","gebouw",6,3,"gebouw",1,1
1667,"brick","gebouw",6,3,"gebouw",1,1
1711,"brick","gebouw",6,3,"gebouw",1,1
1712,"brick","gebouw",6,3,"gebouw",1,1
1810,"brick","gebouw",6,3,"gebouw",1,1
1873,"brick","gebouw",6,3,"gebouw",1,1
1881,"brick","gebouw",6,3,"gebouw",1,1
1889,"brick","gebouw",6,3,"gebouw",1,1
1530,"brick","een gebouw mee bouwen",6,3,"gebouw bouwen",1,1
1361,"brick"," gebouwen",6,3,"gebouwen",1,1
1631,"brick","gebouwen",6,3,"gebouwen",1,1
1554,"brick","andere gebouwen bouwen",6,3,"gebouwen bouwen",1,1
1356,"brick","gedichten op kerven",6,3,"gedichten kerven",4,3
1422,"brick","Gegrond",6,3,"gegrond",0,0
1828,"brick","geluid mee maken",6,3,"geluid",3,3
1785,"brick","om geluid te maken/ muziek te maken",6,3,"geluid muziek",4,3
1314,"brick","gereedschap",6,3,"gereedschap",2,3
1368,"brick","gereedschap",6,3,"gereedschap",2,3
1496,"brick","gereedschap van maken",6,3,"gereedschap",2,3
1509,"brick","gereedschap",6,3,"gereedschap",2,3
1471,"brick","geven",6,3,"geven",2,2
1513,"brick"," kan het voor geweld gebrui",6,3,"geweld",2,2
1540,"brick","geweld",6,3,"geweld",2,2
1326,"brick","geweldsobjec",6,3,"geweldsobject",2,2
1291,"brick","gewicht",6,3,"gewicht",2,2
1354,"brick","gewicht",6,3,"gewicht",2,2
1374,"brick","als gewicht gebruiken",6,3,"gewicht",2,2
1424,"brick","gewicht",6,3,"gewicht",2,2
1434,"brick","gewicht",6,3,"gewicht",2,2
1439,"brick","gewicht",6,3,"gewicht",2,2
1446,"brick","als gewicht",6,3,"gewicht",2,2
1492,"brick","als gewicht gebruiken",6,3,"gewicht",2,2
1535,"brick","gewicht",6,3,"gewicht",2,2
1553,"brick","gewicht",6,3,"gewicht",2,2
1619,"brick","gewicht",6,3,"gewicht",2,2
1679,"brick","als een gewicht",6,3,"gewicht",2,2
1683,"brick","Gewicht",6,3,"gewicht",2,2
1695,"brick","gewicht",6,3,"gewicht",2,2
1697,"brick","als gewicht gebruiken",6,3,"gewicht",2,2
1740,"brick","gewicht",6,3,"gewicht",2,2
1802,"brick","gewicht",6,3,"gewicht",2,2
1833,"brick","gebruiken voor gewicht",6,3,"gewicht",2,2
1847,"brick","gewicht",6,3,"gewicht",2,2
1865,"brick","gewicht",6,3,"gewicht",2,2
1866,"brick","gewicht",6,3,"gewicht",2,2
1874,"brick","gewicht",6,3,"gewicht",2,2
1668,"brick","gebruiken als gewicht om blaadjes vast te houden",6,3,"gewicht blaadjes vast houden",1,2
1688,"brick","Gewichtding",6,3,"gewicht ding",1,2
1891,"brick"," gewicht te geven",6,3,"gewicht geven",1,2
1591,"brick","gewicht heffen",6,3,"gewicht heffen",3,3
1836,"brick","gewicht om op te heffen",6,3,"gewicht heffen",3,3
1907,"brick","gewicht heffen",6,3,"gewicht heffen",3,3
1689,"brick","gewicht om iets te laten zinken",6,3,"gewicht laten zinken",2,3
1678,"brick","als gewicht/lood gebruiken",6,3,"gewicht lood",2,2
1690,"brick","gewicht om iets niet te laten wegwaaien",6,3,"gewicht niet laten wegwaaien",2,2
1698,"brick","gewicht om oefeningen mee te doen",6,3,"gewicht oefeningen",3,3
1375,"brick","als gewicht om papier mee vast te houden",6,3,"gewicht papier vast houden",2,2
1764,"brick","gewicht voor rugzak",6,3,"gewicht rugzak",3,2
1591,"brick","gewicht gebruiken voor servetten",6,3,"gewicht servetten",2,2
1730,"brick","gewicht om mee te sporten",6,3,"gewicht sporten",3,3
1808,"brick","gewicht voor sporten",6,3,"gewicht sporten",3,3
1537,"brick","als gewicht in de sportschool",6,3,"gewicht sportschool",3,3
1792,"brick","gewicht voor in de sportschool",6,3,"gewicht sportschool",3,3
1734,"brick","gewizht voor tijdens het duiken",6,3,"gewicht tijdens duiken",3,3
1690,"brick","gewicht voor trainen",6,3,"gewicht trainen",3,3
1851,"brick","gewicht om te trainen",6,3,"gewicht trainen",3,3
1856,"brick","gebruiken als gewicht bij een workout",6,3,"gewicht work out",3,3
1798,"brick","als gewicht gebruiken zodat blaadjes niet wegwaaien",6,3,"gewicht zodat blaadjes niet wegwaaien",2,2
1360,"brick","Gewichten",6,3,"gewichten",2,2
1689,"brick","gewichten (als in voor sporten)",6,3,"gewichten",3,2
1894,"brick","gewichten",6,3,"gewichten",2,2
1704,"brick","als gewichten gebruiken om een kleed vast te leggen",6,3,"gewichten kleed vast leggen",2,2
1563,"brick","gebruiken als gewichten om mee te trainen",6,3,"gewichten trainen",3,3
1704,"brick","als gewichten gebruiken om te trainen",6,3,"gewichten trainen",3,3
1293,"brick","gewichtheffen",6,3,"gewichtheffen",3,3
1300,"brick","gewichtheffen",6,3,"gewichtheffen",3,3
1427,"brick","gewichtheffen",6,3,"gewichtheffen",3,3
1437,"brick","gewichtheffen",6,3,"gewichtheffen",3,3
1452,"brick","gewichtheffen",6,3,"gewichtheffen",3,3
1457,"brick","Gewichtheffen",6,3,"gewichtheffen",3,3
1503,"brick","Mee gewichtheffen",6,3,"gewichtheffen",3,3
1569,"brick","gewichtheffen",6,3,"gewichtheffen",3,3
1626,"brick","gewichtheffen",6,3,"gewichtheffen",3,3
1632,"brick","gewichtheffen",6,3,"gewichtheffen",3,3
1674,"brick","gewichtheffen",6,3,"gewichtheffen",3,3
1841,"brick","Gewichtheffen",6,3,"gewichtheffen",3,3
1405,"brick","als gewichtheffer",6,3,"gewichtheffer",3,3
1502,"brick"," als gewichtje",6,3,"gewichtje",2,2
1761,"brick","gewichtje",6,3,"gewichtje",2,2
1350,"brick","gewichtje voor trainen",6,3,"gewichtje trainen",3,3
1871,"brick","gezicht",6,3,"gezicht",0,0
1635,"brick","gezinnen ",6,3,"gezinnen",0,0
1863,"brick","gigantisch groot Jenga spelen",6,3,"gigantisch groot Jenga spelen",4,3
1823,"brick","om iets mee glad te schuren",6,3,"glad schuren",3,2
1866,"brick","gooi voorwerp",6,3,"gooi voorwerp",2,2
1282,"brick","gooien",6,3,"gooien",2,2
1301,"brick","gooien",6,3,"gooien",2,2
1306,"brick","ermee gooien",6,3,"gooien",2,2
1309,"brick","gooien",6,3,"gooien",2,2
1314,"brick","om te gooien",6,3,"gooien",2,2
1315,"brick","gooien",6,3,"gooien",2,2
1322,"brick","gooien",6,3,"gooien",2,2
1341,"brick","gooien",6,3,"gooien",2,2
1344,"brick","gooien",6,3,"gooien",2,2
1347,"brick","gooien",6,3,"gooien",2,2
1358,"brick","gooien",6,3,"gooien",2,2
1366,"brick","gooien",6,3,"gooien",2,2
1375,"brick","op iemand gooien",6,3,"gooien",2,2
1396,"brick","Gooien",6,3,"gooien",2,2
1412,"brick","gooien",6,3,"gooien",2,2
1424,"brick","gooien",6,3,"gooien",2,2
1422,"brick","Gooien",6,3,"gooien",2,2
1422,"brick","Gooien",6,3,"gooien",2,2
1437,"brick","gooien",6,3,"gooien",2,2
1446,"brick","om mee te gooien",6,3,"gooien",2,2
1449,"brick","gooien",6,3,"gooien",2,2
1461,"brick","gooien",6,3,"gooien",2,2
1464,"brick","gooien",6,3,"gooien",2,2
1467,"brick","gooien",6,3,"gooien",2,2
1471,"brick","gooien",6,3,"gooien",2,2
1485,"brick","je kan er mee gooien",6,3,"gooien",2,2
1488,"brick","gooien",6,3,"gooien",2,2
1502,"brick"," iets om te gooien",6,3,"gooien",2,2
1510,"brick","gooien",6,3,"gooien",2,2
1521,"brick","gooien",6,3,"gooien",2,2
1524,"brick","mee gooien",6,3,"gooien",2,2
1547,"brick","om mee te gooien",6,3,"gooien",2,2
1552,"brick","gooien",6,3,"gooien",2,2
1563,"brick","gooien",6,3,"gooien",2,2
1590,"brick","gooien",6,3,"gooien",2,2
1627,"brick","om mee te gooien",6,3,"gooien",2,2
1659,"brick","gooien",6,3,"gooien",2,2
1668,"brick","gooien",6,3,"gooien",2,2
1678,"brick","gooien",6,3,"gooien",2,2
1683,"brick","Gooien",6,3,"gooien",2,2
1722,"brick","gooien",6,3,"gooien",2,2
1731,"brick","gooie",6,3,"gooien",2,2
1735,"brick","gooien",6,3,"gooien",2,2
1736,"brick","gooien",6,3,"gooien",2,2
1779,"brick","gooien",6,3,"gooien",2,2
1787,"brick","gooien",6,3,"gooien",2,2
1822,"brick","om mee te gooien",6,3,"gooien",2,2
1823,"brick","om mee te gooien",6,3,"gooien",2,2
1833,"brick","mee gooien ",6,3,"gooien",2,2
1865,"brick","gooien",6,3,"gooien",2,2
1868,"brick","gooien",6,3,"gooien",2,2
1874,"brick","gooien",6,3,"gooien",2,2
1875,"brick","gooien",6,3,"gooien",2,2
1879,"brick","om mee tegooien",6,3,"gooien",2,2
1881,"brick","gooien",6,3,"gooien",2,2
1889,"brick","gooien",6,3,"gooien",2,2
1891,"brick","gooien",6,3,"gooien",2,2
1897,"brick","gooien",6,3,"gooien",2,2
1907,"brick","gooien",6,3,"gooien",2,2
1721,"brick","gooien door raam",6,3,"gooien raam",2,2
1690,"brick","om te gooien als spel",6,3,"gooien spel",2,2
1405,"brick","op iemand gooien ter verdediging",6,3,"gooien ter verdediging",2,2
1851,"brick","goien in het water om van frustratie af te komen",6,3,"gooien water frustratie af komen",2,2
1480,"brick","gooivoorwerp",6,3,"gooivoorwerp",2,2
1804,"brick","graffity",6,3,"graffiti",3,3
1690,"brick","grafsteen",6,3,"grafsteen",3,2
1537,"brick","grappig voorwerp (komt voor in nr van de jeugd)",6,3,"grappig voorwerp",2,2
1874,"brick","graven",6,3,"graven",3,3
1844,"brick","grens",6,3,"grens",2,2
1327,"brick","grenslijn",6,3,"grenslijn",2,2
1898,"brick","grind van maken",6,3,"grind",3,2
1865,"brick","grind materiaal",6,3,"grind materiaal",3,2
1422,"brick","Groeven",6,3,"groeven",2,2
1799,"brick","grond ",6,3,"grond",1,1
1485,"brick","je kunt de grond beleggen",6,3,"grond beleggen",1,1
1462,"brick","op de grond iets mee schrijven",6,3,"grond schrijven",3,2
1853,"brick","grond stabiliseren",6,3,"grond stabiliseren",2,2
1492,"brick","groot jenga",6,3,"groot Jenga",4,2
1873,"brick","grot",6,3,"grot",2,0
1519,"brick","in de gym",6,3,"gym",3,3
1562,"brick","haardkuil",6,3,"haardkuil",2,3
1537,"brick","hak voor vrouwenschoen",6,3,"hak vrouwenschoen",5,4
1874,"brick","hakken",6,3,"hakken",3,4
1288,"brick","hamer",6,3,"hamer",1,3
1300,"brick","hamer",6,3,"hamer",4,3
1304,"brick","hamer",6,3,"hamer",4,3
1314,"brick","hamer",6,3,"hamer",4,3
1323,"brick","hamer]",6,3,"hamer",4,3
1388,"brick"," kan gebruiken als hamer",6,3,"hamer",4,3
1434,"brick","hamer",6,3,"hamer",4,3
1439,"brick","hamer",6,3,"hamer",4,3
1449,"brick","als hamer ",6,3,"hamer",4,3
1458,"brick","hamer",6,3,"hamer",4,3
1465,"brick","hamer",6,3,"hamer",4,3
1468,"brick","hamer",6,3,"hamer",4,3
1470,"brick","als hamer",6,3,"hamer",4,3
1474,"brick","hamer",6,3,"hamer",4,3
1474,"brick","hamer",6,3,"hamer",4,3
1527,"brick","gebruiken als hamer ",6,3,"hamer",4,3
1550,"brick","hamer",6,3,"hamer",4,3
1632,"brick","hamer",6,3,"hamer",4,3
1633,"brick","hamer",6,3,"hamer",4,3
1652,"brick","hamer gebruiken",6,3,"hamer",4,3
1655,"brick","gebruiken als hamer",6,3,"hamer",4,3
1656,"brick","hamer",6,3,"hamer",4,3
1723,"brick","hamer",6,3,"hamer",4,3
1734,"brick","hamer",6,3,"hamer",4,3
1763,"brick","hamer",6,3,"hamer",4,3
1784,"brick","hamer",6,3,"hamer",4,3
1844,"brick","hamer",6,3,"hamer",4,3
1866,"brick","hamer",6,3,"hamer",4,3
1358,"brick","hameren",6,3,"hameren",4,3
1405,"brick","als handruster",6,3,"hand rusten",3,3
1327,"brick","handdoek te laten liggen bij wind",6,3,"handdoek laten liggen wind",2,2
1435,"brick","Handrem",6,3,"handrem",5,5
1497,"brick","als iets hangen met een touw zodat het omhoog kan gaan",6,3,"hangen touw zodat omhoog gaan",3,4
1355,"brick"," als een hangende boekenplank",6,3,"hangende boekenplank",5,2
1422,"brick","Har",6,3,"har",0,0
1422,"brick","Hard",6,3,"hard",0,0
1422,"brick","Hard",6,3,"hard",0,0
1711,"brick","hard",6,3,"hard",0,0
1755,"brick","hard",6,3,"hard",0,0
1340,"brick","heel veel verder dan bouwen kom ik niet",6,3,"heel verder bouwen kom niet",0,0
1898,"brick","als hefgewichten gebruiken",6,3,"hef gewichten",3,3
1278,"brick","hek",6,3,"hek",1,1
1441,"brick","hek van maken ",6,3,"hek",1,1
1544,"brick","hek",6,3,"hek",1,1
1566,"brick","een hek",6,3,"hek",1,1
1724,"brick","helm",6,3,"helm",4,4
1323,"brick","hoed",6,3,"hoed",4,4
1509,"brick","gebruiken als heod",6,3,"hoed",4,4
1632,"brick","hoed",6,3,"hoed",4,4
1512,"brick","hoedje",6,3,"hoedje",4,4
1662,"brick","hoedje",6,3,"hoedje",4,4
1877,"brick","hoeksteen",6,3,"hoeksteen",1,1
1683,"brick","Hoger staan",6,3,"hoger staan",2,2
1702,"brick","om je hond aan te lijnen alsje even weg bent",6,3,"hond lijnen even weg bent",3,3
1751,"brick","als honkbalknuppel",6,3,"honkbalknuppel",4,4
1422,"brick","Hoofd",6,3,"hoofd",0,0
1711,"brick","hoofd",6,3,"hoofd",0,0
1458,"brick","hoofd balanceer oefen object",6,3,"hoofd balanceer oefen object",4,3
1282,"brick","op je hoofd leggen",6,3,"hoofd leggen",4,3
1301,"brick","op je hoofd leggen",6,3,"hoofd leggen",4,3
1668,"brick","bij je houden als punch line als iemand zegt zitten er bakstenen in deze tas ofzo",6,3,"houden punch line zegt zitten bakstenen tas",4,5
1662,"brick","houder",6,3,"houder",2,2
1748,"brick","houder die de deur open houdt",6,3,"houder deur open houdt",2,2
1788,"brick","huidcleaner",6,3,"huid cleaner",5,4
1278,"brick","huis",6,3,"huis",1,1
1281,"brick","huis",6,3,"huis",1,1
1281,"brick","huis",6,3,"huis",1,1
1288,"brick","huis",6,3,"huis",1,1
1296,"brick","huis",6,3,"huis",1,1
1301,"brick","huis mee maken",6,3,"huis",1,1
1331,"brick","huis",6,3,"huis",1,1
1346,"brick"," huis",6,3,"huis",1,1
1346,"brick","huis",6,3,"huis",1,1
1367,"brick","huis",6,3,"huis",1,1
1394,"brick","huis",6,3,"huis",1,1
1395,"brick","huis",6,3,"huis",1,1
1398,"brick","huis",6,3,"huis",1,1
1408,"brick","huis",6,3,"huis",1,1
1427,"brick","huis",6,3,"huis",1,1
1432,"brick","huis",6,3,"huis",1,1
1434,"brick","huis",6,3,"huis",1,1
1439,"brick","huis",6,3,"huis",1,1
1440,"brick","huis",6,3,"huis",1,1
1443,"brick","huis",6,3,"huis",1,1
1464,"brick","huis",6,3,"huis",1,1
1485,"brick","je kan een huis maken",6,3,"huis",1,1
1490,"brick","huis",6,3,"huis",1,1
1494,"brick","huis",6,3,"huis",1,1
1499,"brick","huis",6,3,"huis",1,1
1508,"brick","huis",6,3,"huis",1,1
1510,"brick","huis",6,3,"huis",1,1
1534,"brick","huis",6,3,"huis",1,1
1540,"brick","huis ",6,3,"huis",1,1
1552,"brick","huis",6,3,"huis",1,1
1562,"brick","huis",6,3,"huis",1,1
1566,"brick","huis",6,3,"huis",1,1
1591,"brick","een huis maken",6,3,"huis",1,1
1606,"brick","huis",6,3,"huis",1,1
1608,"brick","huis",6,3,"huis",1,1
1626,"brick","huis ",6,3,"huis",1,1
1635,"brick","huis",6,3,"huis",1,1
1653,"brick","huis",6,3,"huis",1,1
1667,"brick","huis",6,3,"huis",1,1
1677,"brick","huis",6,3,"huis",1,1
1690,"brick","huis maken",6,3,"huis",1,1
1709,"brick","huis",6,3,"huis",1,1
1711,"brick","huis",6,3,"huis",1,1
1721,"brick","huis",6,3,"huis",1,1
1736,"brick","huis",6,3,"huis",1,1
1755,"brick","huis",6,3,"huis",1,1
1780,"brick","huis",6,3,"huis",1,1
1804,"brick","huis",6,3,"huis",1,1
1806,"brick","huis",6,3,"huis",1,1
1810,"brick","huis",6,3,"huis",1,1
1844,"brick","huis",6,3,"huis",1,1
1847,"brick","huis",6,3,"huis",1,1
1851,"brick","huis",6,3,"huis",1,1
1868,"brick","huis maken",6,3,"huis",1,1
1871,"brick","huis",6,3,"huis",1,1
1873,"brick","huis",6,3,"huis",1,1
1872,"brick","huis",6,3,"huis",1,1
1875,"brick","huis",6,3,"huis",1,1
1881,"brick","huis",6,3,"huis",1,1
1889,"brick","huis",6,3,"huis",1,1
1896,"brick","huis",6,3,"huis",1,1
1297,"brick","Huis bouwen",6,3,"huis bouwen",1,1
1298,"brick","huis bouwen",6,3,"huis bouwen",1,1
1306,"brick","huis bouwen",6,3,"huis bouwen",1,1
1308,"brick","om een huis mee te bouwen",6,3,"huis bouwen",1,1
1313,"brick","huis bouwen",6,3,"huis bouwen",1,1
1315,"brick","huis bouwen",6,3,"huis bouwen",1,1
1337,"brick"," huis bouwen",6,3,"huis bouwen",1,1
1340,"brick","huis bouwen",6,3,"huis bouwen",1,1
1350,"brick","huis mee bouwen",6,3,"huis bouwen",1,1
1356,"brick","huis bouwen",6,3,"huis bouwen",1,1
1366,"brick","huis bouwen",6,3,"huis bouwen",1,1
1374,"brick","Huis bouwen",6,3,"huis bouwen",1,1
1388,"brick","een huis bouwen",6,3,"huis bouwen",1,1
1417,"brick","huis bouwen",6,3,"huis bouwen",1,1
1419,"brick","huis bouwen",6,3,"huis bouwen",1,1
1433,"brick","huis bouwen",6,3,"huis bouwen",1,1
1430,"brick","huis bouwen",6,3,"huis bouwen",1,1
1470,"brick","huis bouwen",6,3,"huis bouwen",1,1
1469,"brick","huisbouwen",6,3,"huis bouwen",1,1
1496,"brick","huis bouwen",6,3,"huis bouwen",1,1
1507,"brick","een huis bouwen",6,3,"huis bouwen",1,1
1513,"brick","Je kan er een huis mee bouwen",6,3,"huis bouwen",1,1
1527,"brick","een huis bouwen",6,3,"huis bouwen",1,1
1530,"brick","huis bouwen",6,3,"huis bouwen",1,1
1537,"brick","huis bouwen",6,3,"huis bouwen",1,1
1545,"brick"," huis bouwen",6,3,"huis bouwen",1,1
1554,"brick","huis bouwen",6,3,"huis bouwen",1,1
1618,"brick","huis bouwen",6,3,"huis bouwen",1,1
1620,"brick","huis bouwen",6,3,"huis bouwen",1,1
1631,"brick","huis bouwen",6,3,"huis bouwen",1,1
1652,"brick","huis bouwen",6,3,"huis bouwen",1,1
1655,"brick","huis bouwen",6,3,"huis bouwen",1,1
1659,"brick","huis bouwen",6,3,"huis bouwen",1,1
1679,"brick","een huis bouwen",6,3,"huis bouwen",1,1
1680,"brick","huis van bouwen",6,3,"huis bouwen",1,1
1686,"brick","huis bouwen",6,3,"huis bouwen",1,1
1697,"brick","huis bouwen",6,3,"huis bouwen",1,1
1723,"brick","huis bouwen",6,3,"huis bouwen",1,1
1730,"brick","huis bouwen",6,3,"huis bouwen",1,1
