"ID","prompt","response","set","lab","order","rater1","rater2","rater3","rater4","pre_pos","grp20","grp60","grp80","sd_raters","max_min_raters","n_judges"
110501183,"tijolo","dá para fazer um prédio",20,12,2,NA,NA,NA,NA,1,10,22,24,NA,NA,0
110501183,"tijolo","dá para fazer uma pirâmide",20,12,3,NA,NA,NA,NA,1,1,7,7,NA,NA,0
110501183,"tijolo","dá para fazer uma torre",20,12,4,NA,NA,NA,NA,1,15,32,37,NA,NA,0
110501183,"tijolo","dá para fazer um castelo",20,12,5,NA,NA,NA,NA,1,15,32,37,NA,NA,0
110501183,"tijolo","dá para fazer uma escola",20,12,6,NA,NA,NA,NA,1,10,22,24,NA,NA,0
110501183,"tijolo","dá para fazer um muro",20,12,7,NA,NA,NA,NA,1,18,38,45,NA,NA,0
110501183,"tijolo","dá para fazer um barco",20,12,8,NA,NA,NA,NA,1,1,7,7,NA,NA,0
110501183,"tijolo","dá para fazer um carrinho",20,12,9,NA,NA,NA,NA,1,3,6,6,NA,NA,0
110501183,"tijolo","dá para fazer uma construção",20,12,10,NA,NA,NA,NA,1,10,22,24,NA,NA,0
110501183,"tijolo","dá para fazer um piso",20,12,11,NA,NA,NA,NA,1,10,22,24,NA,NA,0
107844026,"caixa de papelão","reciclagem",20,12,1,NA,NA,NA,NA,1,1,11,11,NA,NA,0
107844026,"caixa de papelão","guardar compras",20,12,2,NA,NA,NA,NA,1,1,40,47,NA,NA,0
107844026,"caixa de papelão","guardar roupas",20,12,3,NA,NA,NA,NA,1,6,12,17,NA,NA,0
107844026,"caixa de papelão","brincos",20,12,4,1,3,NA,2,1,1,7,7,1,2,2
107844026,"caixa de papelão","fazer casas",20,12,5,NA,NA,NA,NA,1,10,22,24,NA,NA,0
107844026,"caixa de papelão","usar para colocar lixo",20,12,7,NA,NA,NA,NA,1,1,34,39,NA,NA,0
107844026,"caixa de papelão","fazer placas",20,12,8,1,5,NA,4,1,1,7,7,2.0816659994661326,4,2
107844026,"caixa de papelão","para não cair tinta no chão",20,12,9,NA,NA,NA,NA,1,1,47,57,NA,NA,0
107844026,"caixa de papelão","dar para moradores de rua",20,12,10,1,2,NA,2,1,1,7,7,0.5773502691896255,1,2
107844026,"caixa de papelão","para vender",20,12,11,1,2,NA,2,1,1,7,7,0.5773502691896255,1,2
107844026,"tijolo","casa",20,12,1,NA,NA,NA,NA,1,2,5,5,NA,NA,0
107844026,"tijolo","construção",20,12,2,NA,NA,NA,NA,1,9,21,23,NA,NA,0
107844026,"tijolo","piscina",20,12,3,NA,NA,NA,NA,1,1,30,34,NA,NA,0
107844026,"tijolo","casa de cachorro",20,12,4,NA,NA,NA,NA,1,5,10,10,NA,NA,0
107844026,"tijolo","quebrar",20,12,6,NA,NA,NA,NA,1,1,7,79,NA,NA,0
107844026,"tijolo","fazer telhado",20,12,7,NA,NA,NA,NA,1,17,36,42,NA,NA,0
107844026,"tijolo","churrasqueira",20,12,8,NA,NA,NA,NA,1,1,31,35,NA,NA,0
107844026,"tijolo","janela",20,12,9,NA,NA,NA,NA,1,18,38,45,NA,NA,0
107844026,"tijolo","cercar plantas",20,12,10,NA,NA,NA,NA,1,1,52,64,NA,NA,0
107844026,"tijolo","galinheiro",20,12,11,NA,NA,NA,NA,1,19,53,65,NA,NA,0
109594460,"caixa de papelão","guardar brinquedos",20,12,1,NA,NA,NA,NA,1,4,8,8,NA,NA,0
109594460,"caixa de papelão","estocar comidas",20,12,2,1,3,NA,1,1,1,7,7,1.1547005383792515,2,2
109594460,"caixa de papelão","reciclar",20,12,3,NA,NA,NA,NA,1,1,11,11,NA,NA,0
109594460,"caixa de papelão","forrar o chão quando for pintar",20,12,4,NA,NA,NA,NA,1,1,15,16,NA,NA,0
109594460,"caixa de papelão","embalar",20,12,5,NA,NA,NA,NA,1,1,15,16,NA,NA,0
109594460,"caixa de papelão","guardar tralhas",20,12,6,NA,NA,NA,NA,1,1,60,75,NA,NA,0
109594460,"caixa de papelão","organizar as coisas",20,12,7,NA,NA,NA,NA,1,1,7,36,NA,NA,0
109594460,"caixa de papelão","enrolar o papelão",20,12,8,1,1,NA,1,1,1,7,7,0,0,2
109594460,"tijolo","fazer casas",20,12,1,NA,NA,NA,NA,1,10,22,24,NA,NA,0
109594460,"tijolo","fogao a lenha",20,12,2,NA,NA,NA,NA,1,20,56,70,NA,NA,0
109594460,"tijolo","predios",20,12,3,NA,NA,NA,NA,1,7,16,18,NA,NA,0
109594460,"tijolo","pontes",20,12,4,NA,NA,NA,NA,1,9,21,23,NA,NA,0
109594460,"tijolo","empresas",20,12,5,NA,NA,NA,NA,1,1,7,7,NA,NA,0
109594460,"tijolo","casa de cachorro",20,12,6,NA,NA,NA,NA,1,5,10,10,NA,NA,0
109594460,"tijolo","chão de tijolos",20,12,7,NA,NA,NA,NA,1,1,44,53,NA,NA,0
109594460,"tijolo","poços",20,12,8,NA,NA,NA,NA,1,1,7,7,NA,NA,0
109594460,"tijolo","tanque de lavar roupa",20,12,10,NA,NA,NA,NA,1,1,49,73,NA,NA,0
109594460,"tijolo","fábrica de tijolos",20,12,12,NA,NA,NA,NA,1,1,7,7,NA,NA,0
109594460,"tijolo","olaria",20,12,13,NA,NA,NA,NA,1,1,7,7,NA,NA,0
109554099,"caixa de papelão","casinha",20,12,1,NA,NA,NA,NA,1,19,53,65,NA,NA,0
109554099,"caixa de papelão","nave",20,12,2,NA,NA,NA,NA,1,1,59,74,NA,NA,0
109554099,"caixa de papelão","cadeira",20,12,3,NA,NA,NA,NA,1,13,25,27,NA,NA,0
109554099,"caixa de papelão","coroa",20,12,4,2,3,NA,3,1,1,7,7,0.5773502691896263,1,2
109554099,"caixa de papelão","desenhar",20,12,5,NA,NA,NA,NA,1,1,15,16,NA,NA,0
109554099,"caixa de papelão","mesa",20,12,6,NA,NA,NA,NA,1,8,17,19,NA,NA,0
109554099,"caixa de papelão","barco",20,12,7,2,3,NA,3,1,1,7,7,0.5773502691896263,1,2
109554099,"caixa de papelão","armário",20,12,8,NA,NA,NA,NA,1,6,12,17,NA,NA,0
109554099,"caixa de papelão","casinha para cachorro, coelho, etc",20,12,9,NA,NA,NA,NA,1,5,10,66,NA,NA,0
109554099,"caixa de papelão","armadilha",20,12,10,NA,NA,NA,NA,1,1,48,59,NA,NA,0
109554099,"caixa de papelão","báu",20,12,11,NA,NA,NA,NA,1,7,16,18,NA,NA,0
109554099,"caixa de papelão","armadura",20,12,12,NA,NA,NA,NA,1,1,7,80,NA,NA,0
109554099,"caixa de papelão","capacete",20,12,13,NA,NA,NA,NA,1,1,7,41,NA,NA,0
109554099,"caixa de papelão","comidinha",20,12,14,NA,NA,NA,NA,1,1,35,40,NA,NA,0
109554099,"caixa de papelão","colher",20,12,15,NA,NA,NA,NA,1,1,7,76,NA,NA,0
109554099,"caixa de papelão","quadrado",20,12,16,NA,NA,NA,NA,1,1,7,78,NA,NA,0
109554099,"caixa de papelão","esquete",20,12,17,NA,NA,NA,NA,1,1,35,40,NA,NA,0
109554099,"caixa de papelão","celular de mentirinha",20,12,18,1,2,3,3,1,1,1,1,0.9574271077563381,2,2
109554099,"caixa de papelão","olha",20,12,19,NA,NA,NA,NA,1,6,13,14,NA,NA,0
109554099,"caixa de papelão","cartas",20,12,20,1,5,NA,4,1,1,7,7,2.0816659994661326,4,2
109554099,"caixa de papelão","placa",20,12,21,1,5,NA,4,1,1,7,7,2.0816659994661326,4,2
109554099,"caixa de papelão","caderno",20,12,22,NA,NA,NA,NA,1,1,37,44,NA,NA,0
109554099,"caixa de papelão","chave",20,12,23,2,4,NA,2,1,1,7,7,1.1547005383792517,2,2
109554099,"caixa de papelão","carta",20,12,24,1,5,NA,3,1,1,7,7,2,4,2
109554099,"caixa de papelão","geladeira",20,12,25,NA,NA,NA,NA,1,20,56,70,NA,NA,0
109554099,"tijolo","casinha",20,12,1,NA,NA,NA,NA,1,19,53,65,NA,NA,0
109554099,"tijolo","mesa",20,12,2,NA,NA,NA,NA,1,8,17,19,NA,NA,0
109554099,"tijolo","banco",20,12,3,NA,NA,NA,NA,1,12,24,26,NA,NA,0
109554099,"tijolo","armário",20,12,4,NA,NA,NA,NA,1,6,12,17,NA,NA,0
109554099,"tijolo","escada",20,12,5,NA,NA,NA,NA,1,1,29,33,NA,NA,0
109554099,"tijolo","prateleira",20,12,6,NA,NA,NA,NA,1,8,17,19,NA,NA,0
109554099,"tijolo","casinha de gato, etc",20,12,7,NA,NA,NA,NA,1,5,10,66,NA,NA,0
109554099,"tijolo","mesinha de colocar o pé",20,12,8,NA,NA,NA,NA,1,1,40,47,NA,NA,0
109554099,"tijolo","casa na árvore",20,12,9,NA,NA,NA,NA,1,1,3,3,NA,NA,0
109554099,"tijolo","cadeira",20,12,10,NA,NA,NA,NA,1,13,25,27,NA,NA,0
109554099,"tijolo","escultura",20,12,11,NA,NA,NA,NA,1,1,7,68,NA,NA,0
109554099,"tijolo","porta",20,12,12,NA,NA,NA,NA,1,1,50,61,NA,NA,0
109554099,"tijolo","tv de mentirinha",20,12,13,NA,NA,NA,NA,1,1,55,69,NA,NA,0
109554099,"tijolo","ponte",20,12,14,NA,NA,NA,NA,1,9,21,23,NA,NA,0
111341376,"caixa de papelão","sofá de papelão",20,12,1,NA,NA,NA,NA,1,1,55,69,NA,NA,0
111341376,"caixa de papelão","casa de boneca",20,12,2,NA,NA,NA,NA,1,2,5,30,NA,NA,0
111341376,"caixa de papelão","dá pra fazer casinha de papelão",20,12,3,NA,NA,NA,NA,1,1,55,69,NA,NA,0
111341376,"tijolo","casa",20,12,1,NA,NA,NA,NA,1,2,5,5,NA,NA,0
111341376,"tijolo","condomínio",20,12,2,NA,NA,NA,NA,1,11,23,25,NA,NA,0
111341376,"tijolo","fogãozinho para brincar",20,12,3,NA,NA,NA,NA,1,1,57,71,NA,NA,0
111341376,"tijolo","churrasqueira",20,12,4,NA,NA,NA,NA,1,1,31,35,NA,NA,0
111341376,"tijolo","mesa",20,12,6,NA,NA,NA,NA,1,8,17,19,NA,NA,0
111341376,"tijolo","armário",20,12,7,NA,NA,NA,NA,1,6,12,17,NA,NA,0
111341376,"tijolo","teto",20,12,8,NA,NA,NA,NA,1,14,28,32,NA,NA,0
111341376,"tijolo","calçada",20,12,9,NA,NA,NA,NA,1,1,47,57,NA,NA,0
111341376,"tijolo","edifício",20,12,10,NA,NA,NA,NA,1,11,23,25,NA,NA,0
108443918,"caixa de papelão","guardar brinquedos",20,12,1,NA,NA,NA,NA,1,4,8,8,NA,NA,0
108443918,"caixa de papelão","guardar roupas pro inverno",20,12,2,1,3,NA,1,1,1,7,7,1.1547005383792515,2,2
108443918,"caixa de papelão","guardar produto químicos",20,12,3,NA,NA,NA,NA,1,1,34,77,NA,NA,0
108443918,"caixa de papelão","guardar sapatos",20,12,4,NA,NA,NA,NA,1,6,43,52,NA,NA,0
108443918,"caixa de papelão","usar pra separar livros",20,12,5,NA,NA,NA,NA,1,1,15,16,NA,NA,0
108443918,"caixa de papelão","pintar e por revistas",20,12,6,NA,NA,NA,NA,1,1,37,44,NA,NA,0
108443918,"caixa de papelão","fazer capa de cadernos",20,12,7,NA,NA,NA,NA,1,1,37,44,NA,NA,0
108443918,"caixa de papelão","marcador de páginas",20,12,8,NA,NA,NA,NA,1,1,7,58,NA,NA,0
108443918,"caixa de papelão","usar de lenha",20,12,9,NA,NA,NA,NA,1,20,56,70,NA,NA,0
108443918,"caixa de papelão","caminha para cachorro dormir",20,12,10,NA,NA,NA,NA,1,5,10,10,NA,NA,0
108443918,"caixa de papelão","fazer casinha de bonecas",20,12,11,NA,NA,NA,NA,1,10,22,24,NA,NA,0
108443918,"caixa de papelão","fazer",20,12,12,NA,NA,NA,NA,1,10,22,24,NA,NA,0
108443918,"tijolo","fazer casa",20,12,1,NA,NA,NA,NA,1,2,5,5,NA,NA,0
108443918,"tijolo","fogao a lenha",20,12,2,NA,NA,NA,NA,1,20,56,70,NA,NA,0
108443918,"tijolo","mesa",20,12,3,NA,NA,NA,NA,1,8,17,19,NA,NA,0
108443918,"tijolo","pia",20,12,4,NA,NA,NA,NA,1,1,39,46,NA,NA,0
108443918,"tijolo","muros",20,12,5,NA,NA,NA,NA,1,15,32,37,NA,NA,0
108443918,"tijolo","mesa de quintal",20,12,6,NA,NA,NA,NA,1,19,53,65,NA,NA,0
108443918,"tijolo","estacionamento",20,12,7,NA,NA,NA,NA,1,1,7,7,NA,NA,0
108443918,"tijolo","janelas com tijolo de vidro",20,12,8,NA,NA,NA,NA,1,1,7,79,NA,NA,0
108443918,"tijolo","churrasqueira",20,12,9,NA,NA,NA,NA,1,1,31,35,NA,NA,0
108443918,"tijolo","chalés",20,12,10,NA,NA,NA,NA,1,1,7,7,NA,NA,0
108443918,"tijolo","piscinas",20,12,11,NA,NA,NA,NA,1,1,30,34,NA,NA,0
108443918,"tijolo","chão",20,12,12,NA,NA,NA,NA,1,1,44,53,NA,NA,0
108443918,"tijolo","empresa",20,12,13,NA,NA,NA,NA,1,1,7,7,NA,NA,0
109643442,"caixa de papelão","foguete",20,12,1,NA,NA,NA,NA,1,1,59,74,NA,NA,0
109643442,"caixa de papelão","carro",20,12,2,NA,NA,NA,NA,1,16,33,38,NA,NA,0
109643442,"caixa de papelão","panela",20,12,3,NA,NA,NA,NA,1,20,56,70,NA,NA,0
109643442,"caixa de papelão","avião",20,12,4,NA,NA,NA,NA,1,1,58,72,NA,NA,0
109643442,"caixa de papelão","casinha",20,12,5,NA,NA,NA,NA,1,19,53,65,NA,NA,0
109643442,"caixa de papelão","barco",20,12,6,2,3,NA,3,1,1,7,7,0.5773502691896263,1,2
109643442,"caixa de papelão","rologio",20,12,7,2,3,NA,3,1,1,7,7,0.5773502691896263,1,2
109643442,"caixa de papelão","fogao a lenha",20,12,8,NA,NA,NA,NA,1,20,56,70,NA,NA,0
109643442,"caixa de papelão","colher",20,12,9,NA,NA,NA,NA,1,1,7,76,NA,NA,0
109643442,"caixa de papelão","lousa",20,12,10,NA,NA,NA,NA,1,1,39,46,NA,NA,0
109643442,"caixa de papelão","mesa",20,12,11,NA,NA,NA,NA,1,8,17,19,NA,NA,0
109643442,"caixa de papelão","cadeira",20,12,12,NA,NA,NA,NA,1,13,25,27,NA,NA,0
109643442,"caixa de papelão","bolsa",20,12,13,2,3,NA,3,1,1,7,7,0.5773502691896263,1,2
109643442,"caixa de papelão","camida",20,12,14,2,3,NA,2,1,1,7,7,0.5773502691896263,1,2
109643442,"caixa de papelão","pirulito",20,12,16,2,2,NA,2,1,1,7,7,0,0,2
109643442,"caixa de papelão","carteira",20,12,17,2,4,NA,3,1,1,7,7,1,2,2
109643442,"caixa de papelão","bandeira",20,12,18,2,3,NA,4,1,1,7,7,1,2,2
109643442,"caixa de papelão","castelo",20,12,19,NA,NA,NA,NA,1,15,32,37,NA,NA,0
109643442,"caixa de papelão","porta",20,12,20,NA,NA,NA,NA,1,1,50,61,NA,NA,0
109643442,"caixa de papelão","pizza",20,12,21,NA,NA,NA,NA,1,1,7,76,NA,NA,0
109643442,"caixa de papelão","tapete",20,12,22,NA,NA,NA,NA,1,1,20,22,NA,NA,0
109643442,"caixa de papelão","menininha",20,12,23,1,3,NA,3,1,1,7,7,1.1547005383792517,2,2
109643442,"caixa de papelão","faca",20,12,24,NA,NA,NA,NA,1,1,54,67,NA,NA,0
109643442,"caixa de papelão","cama",20,12,25,NA,NA,NA,NA,1,1,20,22,NA,NA,0
109643442,"tijolo","casa",20,12,1,NA,NA,NA,NA,1,2,5,5,NA,NA,0
109643442,"tijolo","predio",20,12,2,NA,NA,NA,NA,1,7,16,18,NA,NA,0
109643442,"tijolo","piscina",20,12,3,NA,NA,NA,NA,1,1,30,34,NA,NA,0
109643442,"tijolo","chinelo",20,12,4,NA,NA,NA,NA,1,1,18,20,NA,NA,0
109643442,"tijolo","churrasqueira",20,12,5,NA,NA,NA,NA,1,1,31,35,NA,NA,0
109643442,"tijolo","chaminé",20,12,6,NA,NA,NA,NA,1,20,56,70,NA,NA,0
109643442,"tijolo","banco",20,12,7,NA,NA,NA,NA,1,12,24,26,NA,NA,0
109643442,"tijolo","cama",20,12,8,NA,NA,NA,NA,1,1,20,22,NA,NA,0
109643442,"tijolo","robô",20,12,9,NA,NA,NA,NA,1,1,51,62,NA,NA,0
109643442,"tijolo","lousa",20,12,10,NA,NA,NA,NA,1,1,39,46,NA,NA,0
109643442,"tijolo","olho",20,12,11,NA,NA,NA,NA,1,1,7,78,NA,NA,0
109643442,"tijolo","triangulo",20,12,12,NA,NA,NA,NA,1,1,35,40,NA,NA,0
109643442,"tijolo","faca",20,12,13,NA,NA,NA,NA,1,1,54,67,NA,NA,0
109643442,"tijolo","cadeira",20,12,14,NA,NA,NA,NA,1,13,25,27,NA,NA,0
109643442,"tijolo","mesa",20,12,15,NA,NA,NA,NA,1,8,17,19,NA,NA,0
109643442,"tijolo","sofá",20,12,16,NA,NA,NA,NA,1,13,25,27,NA,NA,0
109643442,"tijolo","privada",20,12,17,NA,NA,NA,NA,1,12,24,26,NA,NA,0
109643442,"tijolo","cachoeira",20,12,18,NA,NA,NA,NA,1,1,7,7,NA,NA,0
109643442,"tijolo","porta",20,12,19,NA,NA,NA,NA,1,1,50,61,NA,NA,0
109643442,"tijolo","janela",20,12,20,NA,NA,NA,NA,1,18,38,45,NA,NA,0
109643442,"tijolo","placa",20,12,21,NA,NA,NA,NA,1,1,7,7,NA,NA,0
106610850,"caixa de papelão","carro",20,12,1,NA,NA,NA,NA,1,16,33,38,NA,NA,0
106610850,"caixa de papelão","casa",20,12,2,1,4,2,3,1,2,5,5,1.2909944487358056,3,2
106610850,"caixa de papelão","boneca",20,12,3,NA,NA,NA,NA,1,4,8,8,NA,NA,0
106610850,"caixa de papelão","mão",20,12,4,NA,NA,NA,NA,1,1,44,53,NA,NA,0
106610850,"caixa de papelão","porta",20,12,5,NA,NA,NA,NA,1,1,50,61,NA,NA,0
106610850,"caixa de papelão","lixo",20,12,6,NA,NA,NA,NA,1,1,34,39,NA,NA,0
106610850,"caixa de papelão","armário",20,12,7,NA,NA,NA,NA,1,6,12,17,NA,NA,0
106610850,"caixa de papelão","guarda roupa",20,12,8,NA,NA,NA,NA,1,1,49,60,NA,NA,0
106610850,"caixa de papelão","cama",20,12,9,NA,NA,NA,NA,1,1,20,22,NA,NA,0
106610850,"caixa de papelão","mesa",20,12,10,NA,NA,NA,NA,1,8,17,19,NA,NA,0
106610850,"caixa de papelão","tapete",20,12,11,NA,NA,NA,NA,1,1,20,22,NA,NA,0
106610850,"caixa de papelão","chinelo",20,12,12,NA,NA,NA,NA,1,1,18,20,NA,NA,0
106610850,"tijolo","casa",20,12,1,NA,NA,NA,NA,1,2,5,5,NA,NA,0
106610850,"tijolo","piscina",20,12,2,NA,NA,NA,NA,1,1,30,34,NA,NA,0
106610850,"tijolo","churrasqueira",20,12,3,NA,NA,NA,NA,1,1,31,35,NA,NA,0
106610850,"tijolo","prateleira",20,12,4,NA,NA,NA,NA,1,8,17,19,NA,NA,0
106610850,"tijolo","escola",20,12,5,NA,NA,NA,NA,1,1,26,29,NA,NA,0
106610850,"tijolo","prédio",20,12,6,NA,NA,NA,NA,1,11,23,25,NA,NA,0
106610850,"tijolo","calçada",20,12,7,NA,NA,NA,NA,1,1,47,57,NA,NA,0
106610850,"tijolo","mesa",20,12,8,NA,NA,NA,NA,1,8,17,19,NA,NA,0
106610850,"tijolo","muros",20,12,9,NA,NA,NA,NA,1,15,32,37,NA,NA,0
106610850,"tijolo","sacada",20,12,10,NA,NA,NA,NA,1,18,38,45,NA,NA,0
106610850,"tijolo","armário",20,12,11,NA,NA,NA,NA,1,6,12,17,NA,NA,0
106610850,"tijolo","guarda roupa",20,12,12,NA,NA,NA,NA,1,1,49,60,NA,NA,0
106610850,"tijolo","pia",20,12,13,NA,NA,NA,NA,1,1,39,46,NA,NA,0
108542077,"caixa de papelão","mudança",20,12,1,NA,NA,NA,NA,1,1,7,13,NA,NA,0
108542077,"caixa de papelão","caixa de brinquedo",20,12,2,NA,NA,NA,NA,1,4,8,8,NA,NA,0
108542077,"caixa de papelão","fazer um mini cinema",20,12,3,NA,NA,NA,NA,1,1,19,21,NA,NA,0
108542077,"caixa de papelão","para tapar janelas e portas quebradas",20,12,4,NA,NA,NA,NA,1,1,7,79,NA,NA,0
108542077,"caixa de papelão","fazer de lixo",20,12,5,NA,NA,NA,NA,1,1,34,39,NA,NA,0
108542077,"caixa de papelão","para guardar sapato",20,12,6,NA,NA,NA,NA,1,6,43,52,NA,NA,0
108542077,"caixa de papelão","usa para fazer banner",20,12,7,1,5,NA,5,1,1,7,7,2.309401076758503,4,2
108542077,"caixa de papelão","empacotar vidros, plásticos e etc",20,12,8,NA,NA,NA,NA,1,1,15,16,NA,NA,0
108542077,"caixa de papelão","capa de caderno",20,12,9,NA,NA,NA,NA,1,1,37,44,NA,NA,0
108542077,"tijolo","casa",20,12,1,NA,NA,NA,NA,1,2,5,5,NA,NA,0
108542077,"tijolo","prédio",20,12,2,NA,NA,NA,NA,1,11,23,25,NA,NA,0
108542077,"tijolo","escola",20,12,3,NA,NA,NA,NA,1,1,26,29,NA,NA,0
108542077,"tijolo","churrasqueira",20,12,4,NA,NA,NA,NA,1,1,31,35,NA,NA,0
108542077,"tijolo","área de lazer",20,12,5,NA,NA,NA,NA,1,1,7,7,NA,NA,0
108542077,"tijolo","shopping",20,12,6,NA,NA,NA,NA,1,1,45,54,NA,NA,0
108542077,"tijolo","loja",20,12,7,NA,NA,NA,NA,1,1,45,54,NA,NA,0
108542077,"tijolo","restaurantes",20,12,8,NA,NA,NA,NA,1,1,7,7,NA,NA,0
108542077,"tijolo","cinema",20,12,9,NA,NA,NA,NA,1,1,19,21,NA,NA,0
108542077,"tijolo","cinco",20,12,10,NA,NA,NA,NA,1,1,7,7,NA,NA,0
108542077,"tijolo","mercado",20,12,11,NA,NA,NA,NA,1,1,7,28,NA,NA,0
108542077,"tijolo","pet shop",20,12,12,NA,NA,NA,NA,1,1,7,7,NA,NA,0
108542077,"tijolo","garagem",20,12,13,NA,NA,NA,NA,1,19,53,65,NA,NA,0
108542077,"tijolo","estacionamento",20,12,14,NA,NA,NA,NA,1,1,7,7,NA,NA,0
108542077,"tijolo","lareira",20,12,15,NA,NA,NA,NA,1,20,56,70,NA,NA,0
107666686,"caixa de papelão","fazer desenho",20,12,1,NA,NA,NA,NA,1,1,46,56,NA,NA,0
107666686,"caixa de papelão","escorregar na grama",20,12,2,2,4,4,4,1,1,3,3,1,2,2
107666686,"caixa de papelão","fazer brinquedos",20,12,3,NA,NA,NA,NA,1,4,8,8,NA,NA,0
107666686,"caixa de papelão","casas de boneca",20,12,4,NA,NA,NA,NA,1,9,21,23,NA,NA,0
107666686,"caixa de papelão","uma cesta",20,12,5,1,2,NA,2,1,1,7,7,0.5773502691896255,1,2
107666686,"caixa de papelão","corações",20,12,6,1,3,NA,3,1,1,7,7,1.1547005383792517,2,2
107666686,"caixa de papelão","carinhos",20,12,7,1,3,3,3,1,1,2,2,1,2,2
107666686,"caixa de papelão","flores",20,12,8,NA,NA,NA,NA,1,1,52,64,NA,NA,0
107666686,"caixa de papelão","vasinho de flor",20,12,9,NA,NA,NA,NA,1,1,52,64,NA,NA,0
107666686,"caixa de papelão","guardar brinquedos",20,12,10,NA,NA,NA,NA,1,4,8,8,NA,NA,0
107666686,"caixa de papelão","guardar alimentos",20,12,11,1,2,NA,1,1,1,7,7,0.5773502691896258,1,2
107666686,"caixa de papelão","colocar roupas",20,12,12,NA,NA,NA,NA,1,1,49,73,NA,NA,0
107666686,"caixa de papelão","fazer tiara",20,12,13,NA,NA,NA,NA,1,4,8,8,NA,NA,0
107666686,"caixa de papelão","orelha de coelho da páscoa",20,12,14,2,3,NA,4,1,1,7,7,1,2,2
107666686,"caixa de papelão","colocar ovos de chocolate",20,12,15,NA,NA,NA,NA,1,1,40,47,NA,NA,0
107666686,"caixa de papelão","colocar verduras",20,12,16,1,2,NA,1,1,1,7,7,0.5773502691896258,1,2
107666686,"caixa de papelão","colocar sapatos",20,12,17,NA,NA,NA,NA,1,6,43,52,NA,NA,0
107666686,"caixa de papelão","colcoar objetos",20,12,18,1,2,NA,1,1,1,7,7,0.5773502691896258,1,2
107666686,"tijolo","casas",20,12,1,NA,NA,NA,NA,1,9,21,23,NA,NA,0
107666686,"tijolo","janela",20,12,2,NA,NA,NA,NA,1,18,38,45,NA,NA,0
107666686,"tijolo","banheiro",20,12,3,NA,NA,NA,NA,1,1,20,22,NA,NA,0
107666686,"tijolo","escola",20,12,4,NA,NA,NA,NA,1,1,26,29,NA,NA,0
107666686,"tijolo","bancos",20,12,5,NA,NA,NA,NA,1,12,24,26,NA,NA,0
107666686,"tijolo","paredes",20,12,6,NA,NA,NA,NA,1,14,28,32,NA,NA,0
107666686,"tijolo","vasos",20,12,7,NA,NA,NA,NA,1,1,52,64,NA,NA,0
107666686,"tijolo","calçadas",20,12,8,NA,NA,NA,NA,1,1,47,57,NA,NA,0
107666686,"tijolo","Fogão de lenha",20,12,9,NA,NA,NA,NA,1,20,56,70,NA,NA,0
107666686,"tijolo","parede de flores",20,12,10,NA,NA,NA,NA,1,1,52,64,NA,NA,0
107666686,"tijolo","teto",20,12,11,NA,NA,NA,NA,1,14,28,32,NA,NA,0
107666686,"tijolo","caixa dágua",20,12,12,NA,NA,NA,NA,1,12,24,26,NA,NA,0
107666686,"tijolo","piscina",20,12,13,NA,NA,NA,NA,1,1,30,34,NA,NA,0
107666686,"tijolo","escada",20,12,14,NA,NA,NA,NA,1,1,29,33,NA,NA,0
107666686,"tijolo","sacada",20,12,15,NA,NA,NA,NA,1,18,38,45,NA,NA,0
107666686,"tijolo","fazer prédios",20,12,16,NA,NA,NA,NA,1,10,22,24,NA,NA,0
107666686,"tijolo","barracão",20,12,17,NA,NA,NA,NA,1,19,53,65,NA,NA,0
107666686,"tijolo","portaria",20,12,18,NA,NA,NA,NA,1,1,7,7,NA,NA,0
108265724,"caixa de papelão","caixa de papelão serve pra mudanças",20,12,1,NA,NA,NA,NA,1,1,7,13,NA,NA,0
108265724,"caixa de papelão","guardar coisas velhas",20,12,2,NA,NA,NA,NA,1,6,12,12,NA,NA,0
108265724,"caixa de papelão","e se você tiver criatividade dá pra fazer uma casa",20,12,3,1,4,2,3,1,2,5,5,1.2909944487358056,3,2
108265724,"caixa de papelão","guardar roupa",20,12,4,NA,NA,NA,NA,1,6,12,17,NA,NA,0
108265724,"caixa de papelão","dá pra fazer um rolo com a caixa",20,12,5,NA,NA,NA,NA,1,12,24,48,NA,NA,0
108265724,"caixa de papelão","dá pra guardar brinquedo",20,12,6,NA,NA,NA,NA,1,4,8,8,NA,NA,0
108265724,"caixa de papelão","dá pra fazer uma casinha pro seu cachorro",20,12,7,NA,NA,NA,NA,1,10,22,24,NA,NA,0
108265724,"caixa de papelão","dá pra fazer uma casinha de boneca",20,12,8,NA,NA,NA,NA,1,10,22,24,NA,NA,0
108265724,"tijolo","dá pra fazer uma casa",20,12,1,NA,NA,NA,NA,1,2,5,5,NA,NA,0
108265724,"tijolo","antigamente voce podia usar para fazer uma muralha",20,12,2,NA,NA,NA,NA,1,12,24,48,NA,NA,0
108265724,"tijolo","dá pra fazer uma chaminé",20,12,3,NA,NA,NA,NA,1,20,56,70,NA,NA,0
109712299,"caixa de papelão","cama para gato",20,12,1,NA,NA,NA,NA,1,5,10,10,NA,NA,0
109712299,"caixa de papelão","carrinho",20,12,2,1,3,3,3,1,3,6,6,1,2,2
109712299,"caixa de papelão","boneca",20,12,3,NA,NA,NA,NA,1,4,8,8,NA,NA,0
109712299,"caixa de papelão","fogão de brinquedo",20,12,4,NA,NA,NA,NA,1,20,56,70,NA,NA,0
