ID,prompt,response,order,rating,openness,visual_arts,music,dance,architecture,writing,humor,inventions,Scientific discovery,theater_film,culinary_arts,CAQTotal
40,علب الصفيح,تخزين القمح,7,2,43,0,0,0,0,1,3,1,7,0,1,13
40,علب الصفيح,تزين الحائط,8,3,43,0,0,0,0,1,3,1,7,0,1,13
40,علب الصفيح,حمل الأشياء,9,3,43,0,0,0,0,1,3,1,7,0,1,13
40,علب الصفيح,أشكال تفرح الاطفال,10,4,43,0,0,0,0,1,3,1,7,0,1,13
40,علب الصفيح,عمل كرة سلة,11,4,43,0,0,0,0,1,3,1,7,0,1,13
40,علب الصفيح,أداة لعمل الطعام,12,2,43,0,0,0,0,1,3,1,7,0,1,13
40,علب الصفيح,حافظة للأشياء,13,2,43,0,0,0,0,1,3,1,7,0,1,13
40,علب الصفيح,غرفة ملاهي للأطفال,14,3,43,0,0,0,0,1,3,1,7,0,1,13
40,علب الصفيح,تخزين الاشياء,15,4,43,0,0,0,0,1,3,1,7,0,1,13
41,علب الصفيح,إعادة تدوير,1,2,NA,0,3,0,0,3,4,1,1,0,1,13
41,علب الصفيح,صندوق تبرعات,2,3,NA,0,3,0,0,3,4,1,1,0,1,13
41,علب الصفيح,الزينة,3,3,NA,0,3,0,0,3,4,1,1,0,1,13
41,علب الصفيح,أداة لمصباح,4,3,NA,0,3,0,0,3,4,1,1,0,1,13
41,علب الصفيح,شمعة بداخلها للإضاءة,5,4,NA,0,3,0,0,3,4,1,1,0,1,13
41,علب الصفيح,حافظة سكاكين أو ملاعق,6,4,NA,0,3,0,0,3,4,1,1,0,1,13
41,علب الصفيح,مقلاة أو شواية,7,3,NA,0,3,0,0,3,4,1,1,0,1,13
41,علب الصفيح,لعب للأطفال,8,3,NA,0,3,0,0,3,4,1,1,0,1,13
41,علب الصفيح,أداة تقطيع,9,4,NA,0,3,0,0,3,4,1,1,0,1,13
41,علب الصفيح,حافظة أدوات,10,2,NA,0,3,0,0,3,4,1,1,0,1,13
42,علب الصفيح,صندوق هدايا,1,3,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,إعادة تدوير,2,1,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,طرق للتعليم الاطفال بعض الاشياء,3,3,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,تكوين مربعات وأشياء,4,4,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,الاستخدامات المنزلية,5,3,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,استخدامها في بعض المصانع,6,1,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,حافظة  للأشياء,7,2,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,عمل الأطعمة,8,2,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,مقلمة,9,3,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,في الشارع,10,3,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,الزينة,11,3,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,مكعبات للأطفال,12,4,NA,0,5,5,0,1,2,8,6,12,13,52
42,علب الصفيح,عمل شنطة,13,2,NA,0,5,5,0,1,2,8,6,12,13,52
43,علب الصفيح,أشياء جميلة,1,2,44,9,10,21,15,3,6,5,12,12,15,108
43,علب الصفيح,لعب للأطفال,2,3,44,9,10,21,15,3,6,5,12,12,15,108
43,علب الصفيح,سلة قمامة,3,3,44,9,10,21,15,3,6,5,12,12,15,108
43,علب الصفيح,مقلمة,4,3,44,9,10,21,15,3,6,5,12,12,15,108
43,علب الصفيح,إناء لطعام الحيوانات,5,3,44,9,10,21,15,3,6,5,12,12,15,108
43,علب الصفيح,في الشوارع لإلقاء المخلفات,6,3,44,9,10,21,15,3,6,5,12,12,15,108
43,علب الصفيح,نضع بها الكتب,7,3,44,9,10,21,15,3,6,5,12,12,15,108
43,علب الصفيح,الزينة,8,3,44,9,10,21,15,3,6,5,12,12,15,108
43,علب الصفيح,ألعاب للأطفال,9,3,44,9,10,21,15,3,6,5,12,12,15,108
43,علب الصفيح,إناء للزراعة,10,3,44,9,10,21,15,3,6,5,12,12,15,108
43,علب الصفيح,نضع فيها مياة,11,2,44,9,10,21,15,3,6,5,12,12,15,108
44,علب الصفيح,بيوت صغيرة للأطفال,1,3,38,0,43,2,0,4,13,15,0,6,0,83
44,علب الصفيح,حمع المواد,2,1,38,0,43,2,0,4,13,15,0,6,0,83
44,علب الصفيح,صناعة آلات حادة,3,5,38,0,43,2,0,4,13,15,0,6,0,83
44,علب الصفيح,أشكال,4,3,38,0,43,2,0,4,13,15,0,6,0,83
44,علب الصفيح,ألعاب,5,4,38,0,43,2,0,4,13,15,0,6,0,83
44,علب الصفيح,حافظة أشياء,6,2,38,0,43,2,0,4,13,15,0,6,0,83
44,علب الصفيح,حصالة,7,3,38,0,43,2,0,4,13,15,0,6,0,83
44,علب الصفيح,الزينة,8,3,38,0,43,2,0,4,13,15,0,6,0,83
45,علب الصفيح,إعادة تدوير,1,2,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,إعادة بيعها,2,1,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,أشكال,3,2,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,سبائك الفضة,4,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,لعب الأطفال,5,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,صناعة الإكسسوارات,6,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,ضوضاء,7,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,في صناعة السيارات,8,4,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,صناعة أرفف,9,4,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,صناعة الصفائح الكبيرة,10,2,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,صناعة المفاتيح,11,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,صناعة الميداليات,12,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,حماية الأشياء,13,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,أيدي صفيح للأشياء,14,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,عقارب الساعات,15,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,كقابض,16,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,بديلة لأدوات التنبية,17,4,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,في صناعة مطفئة الحريق,18,4,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,صناعة الموسير,19,1,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,أدراج صفيح,20,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,الزينة,21,3,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,تستخدم كقالب,22,1,37,3,4,0,0,3,10,9,1,1,1,32
45,علب الصفيح,بقايا أشياء,23,1,37,3,4,0,0,3,10,9,1,1,1,32
50,علب الصفيح,تخزين البقوليات,1,2,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,في مكونات المطبخ,2,2,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,حفظ أدوات الخياطة,3,3,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,حامل معالق في المطبخ,4,3,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,حافظة إكسسوارات,5,3,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,تجميع مكعباب الاطفال,6,4,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,حصالة,7,3,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,الزينة,8,3,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,وضع فيها الشموع,9,3,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,الزراعة,10,3,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,مصباح إضاءة,11,4,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,مقلمة,12,3,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,ادوات المطبخ,13,3,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,حصالة نقود,14,3,44,0,0,0,0,1,0,1,1,0,1,4
50,علب الصفيح,أدوات المدرسة,15,3,44,0,0,0,0,1,0,1,1,0,1,4
51,علب الصفيح,حصالة,1,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,إعادة تدوير,2,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,تخزين السمن أو الزيت,3,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,مقلمة,4,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,أدوات المطبخ,5,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,أدوات المهام,6,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,الزينة,7,4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,إكسسوارات,8,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,تجميع مكعبات الأطفال,9,4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,تخزين الفول والبقوليات,10,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,حامل للمعالق في المطبخ,11,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,وضع بها الشموع,12,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,علب الصفيح,إناء للزراعة,13,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,ألواح لتغطية الأسطح,1,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,حفظ الأطعمة,2,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,صناعة قطع السيارات,3,5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,أشكال إبداعية,4,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,أثاث مثل كرسي أو منضدة,5,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,حفظ المعلبات مثل الألبان,6,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,ديكور,7,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,في المطبخ,8,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,في المشروبات بدلا من الأكواب,9,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,تحف فنية,10,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,شكل حذاء بدل من الجلد,11,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,أطباق  المطبخ,12,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,علب الصفيح,ديكور الحمام,13,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,علب الصفيح,طبق طائر,1,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,علب الصفيح,حصالة,2,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,علب الصفيح,صناعة سلم,3,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,علب الصفيح,سلة مهملات,4,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,علب الصفيح,ألعاب الأطفال,5,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,علب الصفيح,الزينة,6,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,علب الصفيح,أرجوحة,7,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,علب الصفيح,أباجورة,8,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,علب الصفيح,حقيبة,9,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,مقلمة,1,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,تخزين الأشياء,2,2,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,وضع الإسعافات الأولية بها,3,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,إناء للزراعة,4,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,حصالة,5,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,الزينة,6,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,أداة تقطيع,7,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,بيت للحيوانات,8,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,مزهرية,9,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,في الحمام لوضع الفرشة  والمعجون,10,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,تخزين البهارات في المطبخ,11,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,تسخين المياة,12,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,صناعة بعض الإكسسوارات,13,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,تخزين الطعام,14,2,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,صنلعة بعض الأواني,15,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,حامل للأدوات في المطبخ,16,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,علب الصفيح,جراب الموبايل,17,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,علب الصفيح,إعادة تدوير,1,3,38,0,0,0,0,0,0,0,0,0,1,1
58,علب الصفيح,صناديق القمامة,2,3,38,0,0,0,0,0,0,0,0,0,1,1
58,علب الصفيح,إناء للزراعة,3,3,38,0,0,0,0,0,0,0,0,0,1,1
58,علب الصفيح,صناعة غطاء,4,3,38,0,0,0,0,0,0,0,0,0,1,1
58,علب الصفيح,إناء للحيوانات والطيور,5,3,38,0,0,0,0,0,0,0,0,0,1,1
58,علب الصفيح,رمي المخلفات بها,6,3,38,0,0,0,0,0,0,0,0,0,1,1
58,علب الصفيح,مراوح لطاقة الرياح,7,4,38,0,0,0,0,0,0,0,0,0,1,1
58,علب الصفيح,صنع غطاء للمواسير,8,3,38,0,0,0,0,0,0,0,0,0,1,1
60,علب الصفيح,سلة مهملات,1,3,33,0,0,0,1,0,3,0,0,0,0,4
60,علب الصفيح,مقلمة,2,3,33,0,0,0,1,0,3,0,0,0,0,4
60,علب الصفيح,الزينة,3,3,33,0,0,0,1,0,3,0,0,0,0,4
60,علب الصفيح,كجهاز أو مسجل,4,4,33,0,0,0,1,0,3,0,0,0,0,4
60,علب الصفيح,حصالة,5,3,33,0,0,0,1,0,3,0,0,0,0,4
62,علب الصفيح,إعادة تدوير,1,1,41,8,0,0,0,7,3,1,1,1,1,22
62,علب الصفيح,إعادة بيعها,2,3,41,8,0,0,0,7,3,1,1,1,1,22
62,علب الصفيح,إناء للزراعة,3,3,41,8,0,0,0,7,3,1,1,1,1,22
62,علب الصفيح,حصالة,4,3,41,8,0,0,0,7,3,1,1,1,1,22
62,علب الصفيح,سلة قمامة,5,3,41,8,0,0,0,7,3,1,1,1,1,22
62,علب الصفيح,طرق إبتكارية للكهرباء,6,4,41,8,0,0,0,7,3,1,1,1,1,22
62,علب الصفيح,مقلمة,7,3,41,8,0,0,0,7,3,1,1,1,1,22
62,علب الصفيح,تخزين وحفظ الطعام,8,1,41,8,0,0,0,7,3,1,1,1,1,22
63,علب الصفيح,إعادة تدوير,1,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,عمل البلاستك,2,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,صنع مواد  النظافة,3,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,أشكال  مختلفة,4,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,عمل مشروع مدرسي,5,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,صناعة أدوات المدرسة,6,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,الزينة,7,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,فازة أو مزهرية,8,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,ألعاب الأطفال,9,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,تعبئة المنتجات,10,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,صناعة الأجهزة كالتلفاز,11,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,صناعة اللوحات,12,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,علب الصفيح,صناعة الزجاج,13,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,علب الصفيح,مقلمة,1,3,43,0,0,0,0,0,0,1,0,0,0,1
64,علب الصفيح,حصالة,2,3,43,0,0,0,0,0,0,1,0,0,0,1
64,علب الصفيح,سلة قمامة,3,3,43,0,0,0,0,0,0,1,0,0,0,1
64,علب الصفيح,إناء للزراعة,4,3,43,0,0,0,0,0,0,1,0,0,0,1
64,علب الصفيح,تخزين الأشياء,5,3,43,0,0,0,0,0,0,1,0,0,0,1
64,علب الصفيح,اللعب,6,3,43,0,0,0,0,0,0,1,0,0,0,1
64,علب الصفيح,عمل مجسمات,7,4,43,0,0,0,0,0,0,1,0,0,0,1
64,علب الصفيح,حفظ الطعام,8,2,43,0,0,0,0,0,0,1,0,0,0,1
64,علب الصفيح,حفظ أشياء المدرسة,9,3,43,0,0,0,0,0,0,1,0,0,0,1
64,علب الصفيح,ألعاب الأطفال,10,4,43,0,0,0,0,0,0,1,0,0,0,1
64,علب الصفيح,عمل مكتب,11,4,43,0,0,0,0,0,0,1,0,0,0,1
65,علب الصفيح,صندوق تبرعات,1,3,32,7,0,0,0,0,0,0,0,0,0,7
65,علب الصفيح,إعادة تدوير,2,1,32,7,0,0,0,0,0,0,0,0,0,7
65,علب الصفيح,مصباح ووضع شمعة بها,3,3,32,7,0,0,0,0,0,0,0,0,0,7
65,علب الصفيح,سكين,4,4,32,7,0,0,0,0,0,0,0,0,0,7
65,علب الصفيح,شواية,5,4,32,7,0,0,0,0,0,0,0,0,0,7
65,علب الصفيح,ألعاب الأطفال,6,3,32,7,0,0,0,0,0,0,0,0,0,7
65,علب الصفيح,مقلمة,7,3,32,7,0,0,0,0,0,0,0,0,0,7
65,علب الصفيح,حافظة للأدوات,8,2,32,7,0,0,0,0,0,0,0,0,0,7
66,علب الصفيح,إعادة تدوير,1,1,41,1,1,0,3,24,10,10,0,7,1,57
66,علب الصفيح,أدوات للطعام,2,2,41,1,1,0,3,24,10,10,0,7,1,57
66,علب الصفيح,إناء لطعام للحيوانات والطيور,3,3,41,1,1,0,3,24,10,10,0,7,1,57
66,علب الصفيح,إناء ماء للعصافير,4,3,41,1,1,0,3,24,10,10,0,7,1,57
66,علب الصفيح,تخزين وحفظ الطعام,5,2,41,1,1,0,3,24,10,10,0,7,1,57
66,علب الصفيح,العب الأطفال,6,3,41,1,1,0,3,24,10,10,0,7,1,57
66,علب الصفيح,في ورشات الميكانيكا,7,4,41,1,1,0,3,24,10,10,0,7,1,57
66,علب الصفيح,إناء لطعام القطط في الشارع,8,3,41,1,1,0,3,24,10,10,0,7,1,57
66,علب الصفيح,حفظ البن والزيت,9,2,41,1,1,0,3,24,10,10,0,7,1,57
66,علب الصفيح,حوض أسماك,10,3,41,1,1,0,3,24,10,10,0,7,1,57
67,علب الصفيح,علب الكانز,1,4,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,إطارات السيارات,2,4,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,أكواب الشاي,3,3,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,إعادة تدوير,4,1,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,أواني المنازل,5,3,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,أشياء عديدة,6,1,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,مطفئة حريق,7,4,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,ألعاب الأطفال,8,4,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,تخزين الطعام,9,2,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,صناعة الثلاجات,10,4,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,كرسي,11,3,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,صناعة الأعمدة,12,2,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,المزخرفات والصور,13,4,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,إعادة تدوير,14,2,34,0,4,0,0,0,0,0,1,0,0,5
67,علب الصفيح,قناع للوقاية من الحريق,15,3,34,0,4,0,0,0,0,0,1,0,0,5
68,علب الصفيح,حصالة أموال,1,3,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,الزينة,2,3,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,مقلمة,3,3,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,حفظ الطعام,4,1,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,عمل اللانش بوكس,5,3,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,صندوق لحفظ الاوراق,6,3,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,مقاعد للجلوس,7,4,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,منظم للأحذية,8,4,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,إناء للزراعة,9,3,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,حفظ الأدوية,10,4,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,حفظ المواد الكيميائية,11,4,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,أبجورة,12,3,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,سقف لبعض الأسطح,13,4,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,عمل الشبابيك,14,3,35,3,0,0,0,0,1,5,0,0,4,13
68,علب الصفيح,نقل الحيوانات صغيرة الحجم,15,3,35,3,0,0,0,0,1,5,0,0,4,13
69,علب الصفيح,حصالة أموال,1,3,NA,0,0,0,0,0,0,1,0,0,1,2
69,علب الصفيح,في تربية الحيوانات والطيور,2,3,NA,0,0,0,0,0,0,1,0,0,1,2
69,علب الصفيح,إناء للزراعة,3,3,NA,0,0,0,0,0,0,1,0,0,1,2
69,علب الصفيح,إعادة تدوير,4,1,NA,0,0,0,0,0,0,1,0,0,1,2
69,علب الصفيح,أشكال,5,4,NA,0,0,0,0,0,0,1,0,0,1,2
69,علب الصفيح,عمل سدود في الأنهار بدلامن الأحجار,6,5,NA,0,0,0,0,0,0,1,0,0,1,2
69,علب الصفيح,سلة قمامة,7,3,NA,0,0,0,0,0,0,1,0,0,1,2
71,علب الصفيح,جمع  العلب وإرسالها لمصانع متخصصة,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,علب الصفيح,ألعاب الأطفال,2,4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,علب الصفيح,إعادة تدوير,3,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,علب الصفيح,صناعة الأطباق والشوك,4,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,علب الصفيح,صناعة الأبواب,5,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,علب الصفيح,مزهرية,6,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,علب الصفيح,أدوات عملية,7,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,علب الصفيح,صناعة  الأطباق,8,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,علب الصفيح,تخزين البقوليات,9,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,علب الصفيح,الزينة,10,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,علب الصفيح,حفظ الدبابيس,11,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,علب الصفيح,مزهرية,1,1,42,2,0,0,0,0,3,1,1,0,1,8
72,علب الصفيح,مقلمة,2,1,42,2,0,0,0,0,3,1,1,0,1,8
72,علب الصفيح,إعادة تدوير,3,1,42,2,0,0,0,0,3,1,1,0,1,8
72,علب الصفيح,إناء لطعام الحيوانات,4,2,42,2,0,0,0,0,3,1,1,0,1,8
72,علب الصفيح,سلة مهملات,5,1,42,2,0,0,0,0,3,1,1,0,1,8
72,علب الصفيح,عش للطيور,6,2,42,2,0,0,0,0,3,1,1,0,1,8
72,علب الصفيح,منازل للحيوانات المشردة,7,2,42,2,0,0,0,0,3,1,1,0,1,8
72,علب الصفيح,حافظة مصباح,8,1,42,2,0,0,0,0,3,1,1,0,1,8
73,علب الصفيح,حصالة أموال,1,1,42,1,1,2,0,1,1,4,1,1,1,13
73,علب الصفيح,كرسي وطاولات,2,2,42,1,1,2,0,1,1,4,1,1,1,13
73,علب الصفيح,شبكة صيد للسمك,3,4,42,1,1,2,0,1,1,4,1,1,1,13
73,علب الصفيح,حامل أقلام,4,1,42,1,1,2,0,1,1,4,1,1,1,13
73,علب الصفيح,حامل للهاتف,5,1,42,1,1,2,0,1,1,4,1,1,1,13
73,علب الصفيح,سلة قمامة,6,1,42,1,1,2,0,1,1,4,1,1,1,13
73,علب الصفيح,إكسسوارات,7,1,42,1,1,2,0,1,1,4,1,1,1,13
73,علب الصفيح,مكبر صوت,8,2,42,1,1,2,0,1,1,4,1,1,1,13
73,علب الصفيح,حافظة للمواد الغذائية,9,1,42,1,1,2,0,1,1,4,1,1,1,13
74,علب الصفيح,تخزين البقوليات,1,1,29,1,0,0,0,0,2,0,0,0,0,3
74,علب الصفيح,حفظ أدوات الخياطة,2,1,29,1,0,0,0,0,2,0,0,0,0,3
74,علب الصفيح,حفظ الإكسسوارات,3,1,29,1,0,0,0,0,2,0,0,0,0,3
