ID,prompt,response,coder1,coder2,coder3,coder4,coder5,C-act,C-ach
107,couteau,Ouvrir un emballage,0,1,0,1,0,19,44
107,pneu,faire de cabanes,3,2,3,2,3,19,44
107,pneu,jouer,1,1,1,1,2,19,44
108,bouteille,accrocher plein de bouteille en plastique pour en faire un radeau,2,2,3,2,3,55,53
108,bouteille,vase pour un beau bouquet de fleur,2,2,2,0,0,55,53
108,couteau,faire un spectacle de lancer de couteau au cirque,2,1,1,1,1,55,53
108,couteau,tailler un bel objet en bois,2,1,2,0,1,55,53
108,pneu,accrocher des boules et des décorations pour en faire une couronne de Noel pour la porte d'entrée,3,2,4,1,3,55,53
108,pneu,faire du hula hoop,1,1,1,1,2,55,53
109,bouteille,bowling,1,3,1,1,1,20,25
109,bouteille,briques écologiques,3,3,3,2,3,20,25
109,couteau,tailler un crayon,3,1,1,0,1,20,25
109,couteau,tournevis,1,2,1,0,1,20,25
109,pneu,bouée de piscine,1,2,1,1,2,20,25
109,pneu,empiler pour enfermer quelqu'un dedans,3,2,1,2,2,20,25
111,bouteille,instrument de musique (flute de pan),3,3,3,2,1,20,79
111,bouteille,verre doseur,3,2,2,0,0,20,79
111,couteau,instrument de mesure,3,2,2,4,2,20,79
111,couteau,miroir,2,2,2,3,3,20,79
111,pneu,balançoire/hamac,0,2,3,1,1,20,79
111,pneu,jeu pour accrobranche,3,1,3,2,3,20,79
112,bouteille,Faiseur d'impression en soirée,3,3,1,1,0,40,101
112,bouteille,Filtre de lumière blanche,2,3,2,4,2,40,101
112,couteau,Instrument de tatouage (un poil rude),3,2,1,2,1,40,101
112,couteau,Traceur sur bois (cf. Robinson Crusoé sur le vieux bout de bois rapporté par l'océan sur l'île déserte),2,1,1,0,1,40,101
112,pneu,accélérateur de pollution de l'air,2,2,1,0,1,40,101
112,pneu,incrustateur d'empreinte dans le sable,3,2,1,1,2,40,101
113,bouteille,festoyer,0,1,1,0,0,66,106
113,bouteille,remplir la bouteille vide de messages à lire plus tard en cas de coup de mou sur des papiers colorés,1,4,2,2,0,66,106
113,couteau,dépecer un animal au retour de chasse,0,1,1,1,0,66,106
113,couteau,mettre ses amis au défi de découper le plus vite possible une pastèque,2,2,1,1,2,66,106
113,pneu,démontrer la dualité des actions humaines en remplissant le pneu de verdure,1,2,0,1,3,66,106
113,pneu,en faire une soucoupe volante pour enfants,4,2,3,2,3,66,106
114,bouteille,bouteille à la mer,1,1,1,0,0,73,125
114,bouteille,bouteille qui résonne,0,2,2,0,1,73,125
114,couteau,couteau japonais haute précision,0,0,0,0,0,73,125
114,couteau,couteau pour couper une amitié,0,3,2,1,3,73,125
114,pneu,pneu pour améliorer le confort de déplacement,0,1,0,0,0,73,125
114,pneu,pneu pour économiser de l'énergie ,1,1,0,2,0,73,125
115,bouteille,barque flottante,3,3,2,3,3,37,44
115,bouteille,bougeoirs à suspendre dans les arbres,4,3,2,1,1,37,44
115,couteau,L'accrocher à plein d'autres couteaux en collant les manches pour découper une carotte ou une tomate en 1 seul geste.,3,3,2,3,2,37,44
115,couteau,"Le tordre dans plein de formes différentes pour pouvoir découper directement des formes ou des contours (vagues,..)",2,3,3,1,2,37,44
115,pneu,parcours du combattant,1,1,1,1,2,37,44
115,pneu,pot de fleur,0,3,2,1,2,37,44
116,bouteille,peut se transformer en jeu proche de celui du bowling,1,3,1,1,1,77,82
116,bouteille,peut servir d'instrument de musique si on tape dessus avec des baguettes,1,2,3,2,1,77,82
116,couteau,outil pour pratiquer des massages,3,2,1,3,1,77,82
116,couteau,outil utile pour dégivrer son frigidaire,0,1,1,2,0,77,82
116,pneu,peut servir d'objet de décoration comme un luminaire par exemple,1,3,3,2,3,77,82
116,pneu,peut servir d'obstacle de courses pour entrainer son animal de compagnie,3,1,2,1,2,77,82
117,bouteille,assommer quelqu'un,1,2,1,1,0,70,144
117,bouteille,message à la mer,1,1,1,0,0,70,144
117,couteau,creuser un trou,2,1,1,2,0,70,144
117,couteau,dévisser une vis,1,2,1,0,1,70,144
117,pneu,concours de force,2,1,1,2,2,70,144
117,pneu,parcours sportif,1,1,1,1,2,70,144
118,bouteille,projectile,2,2,1,0,1,18,41
118,bouteille,vin,0,0,0,0,0,18,41
118,couteau,fourchette,2,1,1,0,0,18,41
118,couteau,scalpel,1,1,1,1,0,18,41
118,pneu,château,2,2,3,2,2,18,41
118,pneu,voiture,0,0,0,0,1,18,41
119,bouteille,cocktail Molotov,3,2,2,0,0,55,64
119,bouteille,offrir à boire à la direction de l'ICM,0,0,1,3,0,55,64
119,couteau,crocheter des serrures,2,2,2,2,0,55,64
119,couteau,s'entrainer au lancer de couteau (ninja),2,1,1,1,1,55,64
119,pneu,Barricade Manifestation,2,1,1,1,2,55,64
119,pneu,Cerceau hula hoop,0,1,1,1,3,55,64
120,bouteille,barbecue,3,2,1,1.5,0,47,55
120,bouteille,Horloge,4,4,2,1,3,47,55
120,couteau,aiguille d'horloge,3,3,1,3,1,47,55
120,couteau,Poignée de porte,4,3,2,3,2,47,55
120,pneu,Incendie,1,1,0,0,1,47,55
120,pneu,tabouret,1,2,2,1,3,47,55
121,bouteille,un pied de table ou meuble,1,2,2,3,2,37,48
121,bouteille,une lampe,4,2,2,2,1,37,48
121,couteau,un instrument de musique,4,3,3,3,2,37,48
121,couteau,un pied de meuble,2,2,1,3,2,37,48
121,pneu,un conduit,1,1,1,0,2,37,48
121,pneu,un espace de ballon sauteur,2,1,1,1,2,37,48
