id,item,response,rater1,rater2,rater3,average
83,box,make it into a car looking thing for a toddler to sit in,2,2,2,2
83,box,spray paint it silver and make it a robot head for a costume,2,2,2,2
83,box,use it for target practice with archery,3,3,2,2.666666667
83,box,use it to trap an animal,2,2,2,2
83,box,use them as boxing gloves get it  ,3,3,3,3
84,box,Taking a   cut up into unusual shapes  then use them as clothing,2,2,2,2
84,box,Taking the and replacing items in your house such as a table,2,1,1,1.333333333
84,box,Using a as a hat,2,1,1,1.333333333
85,box,hide a midges for a scary Halloween prank,2,3,3,2.666666667
85,box,make a robot,2,2,2,2
85,box,our all the different brands of cereal in it  then eat them all,3,3,2,2.666666667
85,box,place all my homework in it and then burn it,2,3,2,2.333333333
85,box,Use it as a fort,2,1,2,1.666666667
86,box,hide yourselves,2,1,2,1.666666667
86,box,hold items,1,1,1,1
86,box,house actions and dolls,2,2,2,2
86,box,make small buildings for fun,2,2,2,2
86,box,put on head,2,1,1,1.333333333
86,box,ride down a snowy or wet hill,2,1,1,1.333333333
86,box,tear apart to make shapes,2,2,2,2
87,box,animal trap,2,1,2,1.666666667
87,box,break it down if it is cardboard and use it as a sled on a hill,2,1,1,1.333333333
87,box,home for a person without one,2,1,1,1.333333333
87,box,place to keep a pet,2,1,2,1.666666667
87,box,rocket ship for a child,2,2,2,2
87,box,shield,2,2,2,2
87,box,storage,1,1,1,1
87,box,use as a seat,2,1,1,1.333333333
88,box,a can be an anger management tool  when you feel angry just take it out on the ,2,3,3,2.666666667
88,box,On a day of bad weather and you happen to not have an umbrella you can use a to cover your head,3,2,1,2
88,box,The can be used as covers for your shoes on a day with bad weather,4,3,2,3
88,box,You can cut the up into strips and use them as bookmarks,4,4,3,3.666666667
89,box,a shield against zombies,3,3,2,2.666666667
89,box,a snow sled,2,1,1,1.333333333
89,box,a soccer goal,3,2,2,2.333333333
89,box,a table,2,1,1,1.333333333
89,box,a television,2,1,2,1.666666667
89,box,a weapon in a wrestling match,2,2,2,2
91,box,club house,2,1,2,1.666666667
91,box,foot stool,2,1,1,1.333333333
91,box,lay them across and sleep on them,2,1,1,1.333333333
91,box,roll in it down a hill,2,1,1,1.333333333
91,box,stack,2,1,1,1.333333333
91,box,stack up to create stairs to high shelf,4,2,1,2.333333333
91,box,use it for jump up drills,2,2,2,2
92,box,armor,3,2,2,2.333333333
92,box,art,2,1,1,1.333333333
92,box,center piece,2,2,2,2
92,box,chair,2,1,1,1.333333333
92,box,clothing,2,1,1,1.333333333
92,box,dinning room table,2,1,1,1.333333333
92,box,flower pot,3,2,2,2.333333333
92,box,house,2,1,1,1.333333333
92,box,lamp,2,2,2,2
92,box,seat,2,1,1,1.333333333
92,box,chandelier,1,2,2,1.666666667
92,box,shield,2,1,2,1.666666667
92,box,shelter,2,1,1,1.333333333
92,box,slide,2,1,2,1.666666667
92,box,surf board,3,3,2,2.666666667
92,box,table,2,1,1,1.333333333
93,box,As a shape shifter,1,3,2,2
93,box,The can transport anything inside,1,1,1,1
93,box,The is a gateway to Narnia,4,4,2,3.333333333
93,box,The plays music related to your mood,2,3,1,2
94,box,bath tub,2,2,2,2
94,box,book bag,3,1,2,2
94,box,car,2,1,2,1.666666667
94,box,carry it everywhere you go,2,1,1,1.333333333
94,box,computer,2,1,1,1.333333333
94,box,condom,3,2,2,2.333333333
94,box,desk,2,1,1,1.333333333
94,box,dog house,2,1,2,1.666666667
94,box,hat,2,1,1,1.333333333
94,box,phone,1,1,2,1.333333333
94,box,plate,2,2,1,1.666666667
94,box,pretend it is your pet,2,1,2,1.666666667
94,box,school,1,1,1,1
94,box,shoe,2,1,1,1.333333333
94,box,sink,2,1,2,1.666666667
94,box,spaceship,2,2,2,2
94,box,table,2,1,1,1.333333333
94,box,tie the to a string and walk it like a dog,3,3,3,3
94,box,toilet,2,2,2,2
94,box,tv screen,1,1,2,1.333333333
94,box,where it as your outfit to a club,2,3,2,2.333333333
95,box,animal mating pen,2,3,2,2.333333333
95,box,baby holder,2,2,2,2
95,box,drug transport,2,1,1,1.333333333
96,box,Cut the up and make paintings on the different pieces,2,2,2,2
96,box,Hiding place,2,1,2,1.666666667
96,box,Put rocks in the bottom of the and then use it to stick your makeup brushes in,3,3,3,3
96,box,Shadow to hang on your wall,2,3,2,2.333333333
96,box,Use the as a quiet place and put it over your head when things get too overwhelming,5,4,4,4.333333333
96,box,Use to put pencils  hairbows  or any type of accessory or supply in,1,2,1,1.333333333
97,box,a chair,2,1,1,1.333333333
97,box,a hat,2,1,1,1.333333333
97,box,a place to hold my books,1,1,1,1
97,box,a trash can,2,1,1,1.333333333
97,box,laundry basket,3,2,1,2
97,box,to beat up when you are mad,2,2,2,2
97,box,to build a fort,2,1,2,1.666666667
97,box,to carry your groceries in,1,1,1,1
97,box,to jump on,2,1,2,1.666666667
97,box,to paint when you are feeling inspired,2,2,1,1.666666667
97,box,to rip up,2,1,2,1.666666667
97,box,to sit in,2,1,1,1.333333333
97,box,to wear as an outfit,2,1,2,1.666666667
98,box,adding salt into food,4,1,2,2.333333333
98,box,cell phone,1,1,1,1
98,box,drunk people,1,1,1,1
98,box,falling over,1,1,2,1.333333333
98,box,glue,1,1,2,1.333333333
98,box,horn,2,2,2,2
98,box,hot sauce,1,1,3,1.666666667
98,box,lies,1,1,1,1
98,box,locks,1,2,3,2
98,box,mask,2,2,2,2
98,box,pranks,1,1,1,1
98,box,retards,1,1,1,1
98,box,snow,1,1,1,1
98,box,tape,1,2,1,1.333333333
98,box,water,1,1,1,1
100,box,basketball goal,3,2,2,2.333333333
100,box,bowl,3,1,1,1.666666667
100,box,castle,2,2,2,2
100,box,drum,2,2,2,2
100,box,hat,2,1,1,1.333333333
100,box,hiding place,2,1,2,1.666666667
100,box,house,2,1,1,1.333333333
100,box,shoe,2,1,1,1.333333333
100,box,soccer goal/net,2,2,2,2
100,box,storage,1,1,1,1
100,box,umbrella,2,3,1,2
101,box,dice,3,2,3,2.666666667
101,box,fridge,3,2,2,2.333333333
101,box,tv  side table  a house,2,1,1,1.333333333
102,box,boat,2,1,2,1.666666667
102,box,cutting head and arm holes,2,2,2,2
102,box,fill with pillows and jump inside,2,3,2,2.333333333
102,box,fort,2,1,2,1.666666667
102,box,robot,2,2,2,2
102,box,something to sit on,2,1,1,1.333333333
102,box,table,2,1,1,1.333333333
103,box,You can make a dollhouse out of them by taking the 1 and cutting it up to make furniture and an additional for the home itself,2,2,2,2
103,box,You could cut up a to make something else that is interesting  like a model of a house or something geometric and decorative,2,3,2,2.333333333
103,box,You could take a bunch of and line them up to make your own furniture,2,3,1,2
103,box,You could take some to make a cat house I have actually done this myself works really well,2,2,2,2
104,box,chair,2,1,1,1.333333333
104,box,drum,2,2,2,2
104,box,shelter,2,1,1,1.333333333
104,box,sled,2,1,1,1.333333333
104,box,table top,2,1,1,1.333333333
104,box,umbrella,2,3,1,2
105,box,Animal Play,2,1,2,1.666666667
105,box,Fort,2,1,2,1.666666667
105,box,Hobo House,2,1,1,1.333333333
105,box,Play house,2,1,2,1.666666667
105,box,poster board,3,1,1,1.666666667
105,box,Rocket ship,2,2,2,2
105,box,Sled,2,1,1,1.333333333
105,box,Table,2,1,1,1.333333333
106,box,cut it up and use it for parts to build replicas of different things,2,2,2,2
106,box,fold it so it resembles a baseball bat and use it to hit with,5,3,3,3.666666667
106,box,Make it into a hat,2,1,1,1.333333333
106,box,Use it as a shelter,2,1,1,1.333333333
106,box,Use it as a sled for snow,2,1,1,1.333333333
106,box,use it for apple bobbing,4,4,2,3.333333333
106,box,use it for planting,2,2,2,2
106,box,use it to make a sand castle,3,3,2,2.666666667
107,box,Animal Holder,2,1,2,1.666666667
107,box,Ballet Box,1,2,2,1.666666667
107,box,Bird holder,2,2,2,2
107,box,Bottom level of a house,2,1,2,1.666666667
107,box,Container,1,1,1,1
107,box,dance floor,2,2,2,2
107,box,Diorama presentation,1,2,2,1.666666667
107,box,garbage can,2,1,1,1.333333333
107,box,Halloween costume,2,1,2,1.666666667
107,box,Note,1,1,1,1
107,box,pretend microwave,3,2,2,2.333333333
107,box,Rabbit trap,2,2,2,2
107,box,sand holder,1,2,1,1.333333333
107,box,Spaceship,2,2,2,2
108,box,A ship going on a voyage,3,2,2,2.333333333
108,box,a two tower shelf,2,1,2,1.666666667
108,box,holding stuffed animals,1,2,1,1.333333333
108,box,jail room,2,2,2,2
108,box,painted for a robot costume,2,2,2,2
108,box,shipping objects,1,1,1,1
108,box,used a  shooting target,2,2,1,1.666666667
108,box,using it as a sled during snow,2,1,1,1.333333333
108,box,work hat,2,2,3,2.333333333
109,box,art project/personalized storage unit,1,1,1,1
109,box,musical instrument,2,2,2,2
109,box,play fort for children,2,1,2,1.666666667
109,box,protection on parts of sensitive flooring,4,2,1,2.333333333
110,box,floor mat,2,2,1,1.666666667
110,box,home,2,1,1,1.333333333
110,box,Playhouse for kids,2,2,2,2
110,box,poster board,3,1,1,1.666666667
110,box,puppet show display,2,2,2,2
110,box,shoe holder on the wall for decorative scenery,2,1,1,1.333333333
111,box,boat,2,1,2,1.666666667
111,box,brace,3,1,1,1.666666667
111,box,bridge,2,2,2,2
111,box,envelope,3,1,1,1.666666667
111,box,exercise equipment,3,1,2,2
111,box,hammer,2,1,3,2
111,box,house,2,1,1,1.333333333
111,box,joust,2,2,3,2.333333333
111,box,oars,5,3,2,3.333333333
111,box,pole,1,1,2,1.333333333
111,box,ruler,3,2,2,2.333333333
111,box,shirt,2,2,2,2
111,box,stepping stool,3,1,1,1.666666667
111,box,wheel,3,2,1,2
111,box,wings,2,2,2,2
112,box,a boat,2,1,2,1.666666667
112,box,a dog house,2,1,2,1.666666667
112,box,a hat,2,1,1,1.333333333
112,box,a recycling bin,2,1,1,1.333333333
112,box,a table,2,1,1,1.333333333
112,box,exercise equipment,3,1,2,2
112,box,to build,2,1,1,1.333333333
112,box,to store items,1,1,1,1
113,box,canvas,2,2,1,1.666666667
113,box,desk,2,1,1,1.333333333
113,box,fort,2,1,2,1.666666667
113,box,hiding place,2,1,2,1.666666667
113,box,racecar,2,2,2,2
113,box,really small can be used as a finger puppet costume,5,3,3,3.666666667
113,box,use to cover your head and a device to watch a tv show or movie without sun or light glare on the screen,3,3,3,3
114,box,cat house,2,1,2,1.666666667
114,box,fort,2,1,2,1.666666667
114,box,hat,2,1,1,1.333333333
114,box,organizer,1,1,1,1
114,box,play house,2,1,2,1.666666667
115,box,draw a picture on it,2,2,1,1.666666667
115,box,driving a car,1,1,2,1.333333333
115,box,make a kite out of it,3,4,2,3
115,box,make a mask out of it,3,2,2,2.333333333
115,box,make a shield out of it,2,2,2,2
115,box,make a sword out of it,2,2,2,2
115,box,making a castle,2,2,2,2
115,box,making a fort,2,1,2,1.666666667
115,box,use it as a sign,2,2,1,1.666666667
115,box,use it as a sled for sledding,2,1,1,1.333333333
115,box,use it as a wrestling mat,3,2,2,2.333333333
115,box,use it to clean yourself when you go to the bathroom,3,2,3,2.666666667
116,box,armor,3,2,2,2.333333333
116,box,fire fodder,2,1,2,1.666666667
116,box,flimsy wings,2,3,2,2.333333333
116,box,horrible boat,3,2,2,2.333333333
116,box,improvised sled,2,1,1,1.333333333
116,box,life sized Jenga,4,3,4,3.666666667
116,box,playhouse,2,1,2,1.666666667
116,box,sign,2,1,1,1.333333333
116,box,spaceship for kids,2,2,2,2
117,box,club house,2,1,2,1.666666667
117,box,hat,2,1,1,1.333333333
117,box,keyboard,2,1,2,1.666666667
117,box,necklace,2,2,2,2
117,box,prom dress,2,2,3,2.333333333
117,box,shade,3,2,2,2.333333333
117,box,storage,1,1,1,1
117,box,table covering,2,1,1,1.333333333
117,box,underwear,2,2,2,2
118,box,build a fort,2,1,2,1.666666667
118,box,connect and make tunnels all around the house,4,4,3,3.666666667
118,box,drag my nephew around in it,2,2,2,2
118,box,paint it and use it as decor,2,2,1,1.666666667
118,box,Try to make somebody break out of it without any help,2,3,2,2.333333333
119,box,climbing,2,1,1,1.333333333
119,box,costumes,2,1,2,1.666666667
119,box,hiding,2,1,2,1.666666667
119,box,making a fort,2,1,2,1.666666667
119,box,painting  art projects  etc.,2,2,1,1.666666667
119,box,Paper weight,2,1,2,1.666666667
119,box,sled,2,1,1,1.333333333
121,box,a cardboard fort,2,1,2,1.666666667
121,box,cut it into pieces and make a miniature city,3,3,2,2.666666667
121,box,cut it up into different shapes and make it into a collage,2,2,2,2
121,box,wear it as a hat,2,2,1,1.666666667
122,box,bed,2,1,1,1.333333333
122,box,bookbag,3,1,2,2
122,box,clown car,2,3,3,2.666666667
122,box,coat,3,1,2,2
122,box,computer screen,2,1,1,1.333333333
122,box,condom,3,2,2,2.333333333
122,box,dick,1,1,2,1.333333333
122,box,drum kit,3,2,2,2.333333333
122,box,filing cabinet,1,3,1,1.666666667
122,box,hat,2,1,1,1.333333333
122,box,hat,2,1,1,1.333333333
122,box,hat,2,1,1,1.333333333
122,box,pillow,2,2,2,2
122,box,shoes,2,1,1,1.333333333
122,box,table,2,1,1,1.333333333
122,box,tv,2,1,2,1.666666667
122,box,whoop,1,1,1,1
123,box,amphibian habitat,2,1,2,1.666666667
123,box,Crib,2,2,2,2
123,box,dust pan,5,3,1,3
123,box,fire truck,2,1,2,1.666666667
123,box,Halloween costume,2,1,2,1.666666667
123,box,home,2,1,1,1.333333333
123,box,House,2,1,1,1.333333333
123,box,litter,3,1,2,2
123,box,nursing area dogs,2,2,2,2
123,box,seat,2,1,1,1.333333333
123,box,Tent/fort,2,2,2,2
123,box,to hold things,1,1,1,1
123,box,to mail things,1,1,1,1
123,box,wallpaper,3,3,3,3
124,box,animal habitat,2,1,2,1.666666667
124,box,chair,2,1,1,1.333333333
124,box,Costume,2,1,2,1.666666667
124,box,fort,2,1,2,1.666666667
124,box,sled,2,1,1,1.333333333
124,box,stool,3,1,1,1.666666667
124,box,table,2,1,1,1.333333333
126,box,bed,2,1,1,1.333333333
126,box,fort,2,1,2,1.666666667
126,box,hat,2,1,1,1.333333333
126,box,hiding spot,2,1,2,1.666666667
126,box,home,2,1,1,1.333333333
126,box,jail,2,2,2,2
126,box,kick it,2,1,2,1.666666667
126,box,padding,3,2,2,2.333333333
126,box,shield,2,2,2,2
126,box,smash it,2,1,1,1.333333333
126,box,storage,1,1,1,1
126,box,throw it,2,1,2,1.666666667
126,box,weapon,1,1,1,1
128,box,you can use the as a diagram for an arrangement of stars by poking holes where the stars should line up then sit inside of it at night when the stars are out,5,4,5,4.666666667
129,box,barbie house,2,2,2,2
129,box,bed,2,1,1,1.333333333
129,box,chair,2,1,1,1.333333333
129,box,clothing,2,1,1,1.333333333
129,box,coffee table,2,1,1,1.333333333
129,box,couch,2,1,1,1.333333333
129,box,house,2,1,1,1.333333333
129,box,stool,3,1,1,1.666666667
129,box,toy car,2,2,2,2
129,box,window,2,1,2,1.666666667
130,box,to build a fort with,2,1,2,1.666666667
130,box,to climb a tree with,2,1,2,1.666666667
130,box,to have sex in,2,1,2,1.666666667
130,box,to hide in,2,1,2,1.666666667
130,box,to hit someone with,2,1,2,1.666666667
130,box,to jump off,2,1,2,1.666666667
130,box,to masturbate in,2,1,2,1.666666667
130,box,to pee in,2,1,2,1.666666667
130,box,to put fruit in,1,1,1,1
130,box,to read the labels on,2,1,2,1.666666667
130,box,to save someone from danger,2,2,2,2
130,box,to sit on,2,1,1,1.333333333
130,box,to sleep in,2,1,1,1.333333333
130,box,to store dead people,2,2,2,2
130,box,to store things,1,1,1,1
130,box,to travel to new places,2,2,3,2.333333333
130,box,to use as a pillow,2,2,2,2
130,box,to yell in,3,2,3,2.666666667
131,box,fill people's recycling bins with them,1,1,1,1
131,box,KITTENS,2,1,2,1.666666667
131,box,rocket ship,2,2,2,2
131,box,see how far it can be kicked,2,1,2,1.666666667
131,box,SpongeBob pants,4,3,3,3.333333333
132,box,bed,2,1,1,1.333333333
132,box,book bag,3,1,2,2
132,box,chair,2,1,1,1.333333333
132,box,hat,2,1,1,1.333333333
132,box,home,2,1,1,1.333333333
132,box,lunch,2,2,1,1.666666667
132,box,shoes,2,1,1,1.333333333
134,box,art pad,3,2,1,2
134,box,best friend,2,1,3,2
134,box,entertainment system,2,1,1,1.333333333
134,box,pet,2,1,2,1.666666667
134,box,shirt,2,1,2,1.666666667
134,box,shoe,2,1,1,1.333333333
134,box,transportation,2,2,1,1.666666667
134,box,underwear,2,2,2,2
134,box,Wiig board,3,4,2,3
135,box,bathtub,2,2,2,2
135,box,bed,2,1,1,1.333333333
135,box,bin,1,1,1,1
135,box,cap,1,1,1,1
135,box,couch,2,1,1,1.333333333
135,box,hangout spot,2,1,2,1.666666667
135,box,hat,2,1,1,1.333333333
135,box,sled,2,1,1,1.333333333
136,box,color on it,2,1,1,1.333333333
136,box,hang it from a tree with snacks in it,2,3,3,2.666666667
136,box,hide stuff,1,1,2,1.333333333
136,box,make shoes,2,1,1,1.333333333
136,box,paint on it,2,1,1,1.333333333
136,box,play basketball with it,3,2,2,2.333333333
136,box,play soccer with it,2,2,2,2
136,box,put a puppy in it,2,1,2,1.666666667
136,box,see many marshmallows will fit in it,2,1,2,1.666666667
136,box,throw it at people,2,1,2,1.666666667
136,box,throw up in it,2,1,2,1.666666667
136,box,to put on my head,2,1,2,1.666666667
136,box,to put things in,1,1,1,1
136,box,wrap it in wrapping paper,1,1,1,1
137,box,Bed,2,1,1,1.333333333
137,box,Car,2,1,2,1.666666667
137,box,Castle,2,2,2,2
137,box,chandelier,3,2,2,2.333333333
137,box,House,2,1,1,1.333333333
137,box,Outfit,1,2,2,1.666666667
137,box,Play pen,2,1,2,1.666666667
137,box,Shoe,2,1,1,1.333333333
137,box,Step Stool,3,1,1,1.666666667
137,box,Television set,2,1,2,1.666666667
137,box,Toy Car,2,2,2,2
137,box,Weapon,1,1,1,1
138,box,a chainsaw,2,2,2,2
138,box,a pen,1,1,2,1.333333333
138,box,a playground,2,2,2,2
138,box,bicycle,2,1,2,1.666666667
138,box,book bag,3,1,2,2
138,box,clothing,2,1,1,1.333333333
138,box,computer,2,1,1,1.333333333
138,box,food,2,1,2,1.666666667
138,box,pillow,2,2,2,2
138,box,racecar,2,2,2,2
138,box,seatbelt,1,2,2,1.666666667
138,box,shoes,2,1,1,1.333333333
139,box,Bed,2,1,1,1.333333333
139,box,Car Seat,3,1,2,2
139,box,Curtain,3,3,3,3
139,box,Eye Glasses Holder,1,2,1,1.333333333
139,box,Shoe,2,1,1,1.333333333
140,box,lay it across a puddle to walk on,4,2,1,2.333333333
140,box,make it into a flower bed,2,2,2,2
140,box,unfold it and use it to draw on,2,2,1,1.666666667
140,box,unfold it stand inside and act like its a space ship,2,3,2,2.333333333
140,box,use it to have a picnic on,3,3,2,2.666666667
141,box,create a play house,2,1,2,1.666666667
141,box,eat in a,2,1,1,1.333333333
141,box,family time in a,1,2,2,1.666666667
141,box,get dressed,2,1,2,1.666666667
141,box,hang out in a,1,1,2,1.333333333
141,box,magic show,2,2,2,2
141,box,puppet show,2,2,2,2
141,box,sleep,2,1,1,1.333333333
141,box,sleep,2,1,1,1.333333333
141,box,sleep in a,2,1,1,1.333333333
141,box,us it as a trash can,2,2,1,1.666666667
141,box,You can hide in,2,1,2,1.666666667
142,box,Capturing a bug,1,1,2,1.333333333
142,box,Creating a fort,2,1,2,1.666666667
142,box,Moving your stuff to a new place,1,1,1,1
142,box,Organizing Papers,1,1,1,1
142,box,Wrapping a present,1,1,1,1
143,box,bring it to a crowded area  stand on top of it and give some sort of performance maybe sing or recite a poem,2,3,2,2.333333333
143,box,Fasten straps to two sides of it  decorate it and wear it as a hat,2,3,1,2
143,box,If it is a cardboard  unfold it and make it into a figure/cardboard sculpture,2,2,2,2
146,box,cutout and make it into a kissing booth,3,4,4,3.666666667
146,box,depending on size  use it as a homeless shelter,2,1,1,1.333333333
146,box,fill it up with infinite smaller to make a Russian doll figure,2,5,4,3.666666667
146,box,make it waterproof and make a small aquarium,4,4,2,3.333333333
146,box,small little furnished room for small pets,3,3,2,2.666666667
146,box,table service to play dice,2,2,1,1.666666667
146,box,turn it into a pinata,3,1,3,2.333333333
146,box,unfold and use it as a breakdance ground,2,2,2,2
147,box,As a portable home You can fold it up when you want to move and it is light enough to carry and sturdy enough for shelter,3,2,2,2.333333333
147,box,As a shoe Very sturdy Keeps your feet safe enough from harm and cheap enough so you will have plenty,3,1,2,2
147,box,As a window in your car,3,2,1,2
148,box,A basketball hoop,3,2,2,2.333333333
148,box,a boat,2,1,2,1.666666667
148,box,A fort,2,1,2,1.666666667
148,box,A house,2,1,1,1.333333333
148,box,A soccer goal,3,2,2,2.333333333
148,box,A target,3,1,2,2
148,box,Storing stuff,1,1,1,1
148,box,use it to stand,1,1,1,1
149,box,as a dog house,2,1,2,1.666666667
149,box,as a table,2,1,1,1.333333333
149,box,as resistance for when open on one end and running,5,1,2,2.666666667
149,box,hide inside of,2,1,2,1.666666667
149,box,tear it up to make a collage,2,3,2,2.333333333
149,box,throw it around with friends,2,1,2,1.666666667
150,box,add wheels for clown car,3,2,2,2.333333333
150,box,cat house,2,1,2,1.666666667
150,box,hat,2,1,1,1.333333333
150,box,hippie purse recycled,3,4,3,3.333333333
151,box,capture a raccoon,1,1,2,1.333333333
151,box,put it over your head for shade,3,2,1,2
151,box,tape it to your feet if your in a situation where you don't have shoes,2,2,2,2
151,box,to set items on like a table,2,1,1,1.333333333
151,box,use it as fuel to start a fire,3,2,2,2.333333333
151,box,use it to float on water like a cardboard boat,2,2,2,2
152,box,a baby bed,3,1,2,2
152,box,a bird house,2,3,2,2.333333333
152,box,a cat house,2,1,2,1.666666667
152,box,a lamp shade,4,3,2,3
152,box,a mask,3,2,2,2.333333333
153,box,burn it for light or warmth,3,1,2,2
153,box,Fort,2,1,2,1.666666667
153,box,personal movie theater if you cut out a hole for your phone,3,3,2,2.666666667
153,box,place to keep small animals,2,1,2,1.666666667
153,box,sailboat,2,2,2,2
153,box,shelf,2,1,2,1.666666667
153,box,shirt or pants,2,2,2,2
153,box,shred it for confetti,5,4,1,3.333333333
153,box,sound amplifier,2,3,2,2.333333333
153,box,step stool,3,1,1,1.666666667
153,box,umbrella,2,3,1,2
154,box,A barrier,3,1,2,2
154,box,A bed,2,1,2,1.666666667
154,box,A feet rest,2,1,1,1.333333333
154,box,A fort,2,1,2,1.666666667
154,box,A house,2,1,1,1.333333333
154,box,A sled,2,1,1,1.333333333
154,box,A table,2,1,1,1.333333333
155,box,to build a fort,2,1,2,1.666666667
155,box,to build a playhouse,2,1,2,1.666666667
155,box,to hide an animal in,2,1,2,1.666666667
155,box,To jump out of and surprise someone,2,2,2,2
155,box,To make a head,2,2,2,2
155,box,To make crafts with,2,2,1,1.666666667
155,box,To pull pranks on people with,2,1,2,1.666666667
155,box,To rest your feet on,2,2,2,2
155,box,to sit in,2,1,1,1.333333333
155,box,to sit on,2,1,1,1.333333333
155,box,to use for drums,2,2,2,2
156,box,Building a fort,2,1,2,1.666666667
156,box,Impromptu kitty litter,3,2,2,2.333333333
157,box,a boat,2,1,2,1.666666667
157,box,a car,2,1,2,1.666666667
157,box,a cave,3,2,3,2.666666667
157,box,A home,2,1,1,1.333333333
157,box,a race car,1,1,2,1.333333333
157,box,a shelter,2,1,1,1.333333333
157,box,a table,2,1,1,1.333333333
157,box,clubhouse,2,1,2,1.666666667
157,box,spaceship,2,2,2,2
157,box,storage,1,1,1,1
157,box,store,1,1,1,1
1,rope,necklace,2,1,2,1.666666667
1,rope,sculpture,2,2,2,2
1,rope,used as pasta in a children's play,3,3,2,2.666666667
1,rope,weave,2,2,2,2
2,rope,climbing up trees  or other things,2,1,1,1.333333333
2,rope,dangling something from a that has weight,1,1,1,1
2,rope,exercising,2,1,1,1.333333333
2,rope,hang someone,2,1,1,1.333333333
2,rope,letting the be the and not mess with it,1,2,2,1.666666667
2,rope,pulling an item with the,1,1,1,1
2,rope,throwing a to reach something,1,2,1,1.333333333
2,rope,trip someone,2,1,1,1.333333333
3,rope,to hang thyself with,2,3,1,2
3,rope,to hold in your hand as you walk down the aisle,2,3,2,2.333333333
3,rope,to tie things together with it,1,1,1,1
3,rope,to use it to hang up precious pictures of your 67 cats,3,5,5,4.333333333
3,rope,to use to drag the small child you are supposed to be watching over around in the yard,2,3,4,3
3,rope,to use to play with your dinosaur,2,2,3,2.333333333
3,rope,to use to play with your dog,2,1,1,1.333333333
3,rope,to use to play with your spider,2,2,2,2
3,rope,to use to support your makeshift raft off the coast of France,3,3,4,3.333333333
5,rope,cut into pieces for hair pieces for a little girl,3,3,2,2.666666667
5,rope,playing a game called red rover,2,3,1,2
5,rope,training a dog to jump,3,3,2,2.666666667
5,rope,tug of war,1,1,1,1
6,rope,play tug of war,1,1,1,1
6,rope,use a makeshift handcuffs,2,2,1,1.666666667
6,rope,use as a belt,2,1,1,1.333333333
6,rope,use it to hold things together,1,1,1,1
6,rope,use it to pull a car,2,1,1,1.333333333
7,rope,a belt for dress up,2,1,1,1.333333333
7,rope,jump,1,1,1,1
7,rope,leash for stuffed animals,3,1,2,2
7,rope,limbo,2,2,1,1.666666667
7,rope,playing in a rodeo,2,1,1,1.333333333
7,rope,pretend to be a gymnast  and use as a balance beam,3,3,2,2.666666667
7,rope,scarf for dress up,3,2,2,2.333333333
7,rope,tug war,1,1,1,1
7,rope,tying yourself to another person,1,1,1,1
8,rope,tie it to a  box and pull some one around,1,1,1,1
9,rope,booby traps,2,2,1,1.666666667
9,rope,jump,1,1,1,1
9,rope,make a birds nest,5,3,2,3.333333333
9,rope,making a fishing net,2,2,1,1.666666667
9,rope,making a hammock,1,2,2,1.666666667
9,rope,making a whip,2,1,1,1.333333333
9,rope,making it look like a snake to scare people,2,2,2,2
9,rope,placing it on a high tree and climbing it,2,1,1,1.333333333
9,rope,playing helicopter,1,3,1,1.666666667
9,rope,swing,2,1,1,1.333333333
9,rope,Tarzan,1,1,2,1.333333333
10,rope,ankle bracelet,2,2,2,2
10,rope,belt,2,1,1,1.333333333
10,rope,bow tie,3,2,2,2.333333333
10,rope,bracelet,2,1,2,1.666666667
10,rope,head band,2,1,2,1.666666667
10,rope,jump,1,1,1,1
10,rope,lasso,2,1,1,1.333333333
10,rope,necklace,2,1,2,1.666666667
10,rope,shirt,1,1,1,1
10,rope,to tie someone up,2,1,1,1.333333333
10,rope,weapon,1,1,1,1
11,rope,as a border for a table,4,2,2,2.666666667
11,rope,As a play toy for a cat,2,2,1,1.666666667
11,rope,As a way to hang a scary figure in a closet on Halloween,2,3,3,2.666666667
11,rope,Make it into a purse or hat,1,2,2,1.666666667
12,rope,bag strap,3,2,1,2
12,rope,bracelet,2,1,2,1.666666667
12,rope,braided into wall art,3,2,2,2.333333333
12,rope,curtain tie,2,2,2,2
12,rope,decorating,1,1,1,1
12,rope,dog leash,2,1,1,1.333333333
12,rope,fishing,2,1,1,1.333333333
12,rope,fringe the ends for cute tassels,3,3,2,2.666666667
12,rope,hair bow,2,1,2,1.666666667
12,rope,hang tire,2,1,1,1.333333333
12,rope,making vases,3,3,2,2.666666667
12,rope,necklace,2,1,2,1.666666667
12,rope,picture hanger,2,2,2,2
12,rope,pig leash,2,1,2,1.666666667
12,rope,pull a wagon,3,1,1,1.666666667
12,rope,restraint,2,1,1,1.333333333
12,rope,ring,2,2,2,2
12,rope,tool to learn how to braid,2,3,2,2.333333333
13,rope,A bad hair piece,5,3,3,3.666666667
13,rope,A stylish belt,2,1,1,1.333333333
13,rope,An arm or leg accessory,1,1,1,1
13,rope,Putting it around a cup like a coozy,5,3,2,3.333333333
14,rope,anchoring objects to each  other,1,1,1,1
14,rope,jump,1,1,1,1
14,rope,leash,2,1,1,1.333333333
14,rope,measuring,3,2,2,2.333333333
14,rope,pendulum,3,3,2,2.666666667
14,rope,pet snake,2,1,2,1.666666667
14,rope,pulley,1,1,1,1
