ID,prompt,cse1,cse2,cse3,cse4,cse5,cse6,cse7,cse8,cse9,cse10,cse11,age,sex,response_1,rater1_1,rater2_1,rater3_1,response_2,rater1_2,rater2_2,rater3_2,response_3,rater1_3,rater2_3,rater3_3,response_4,rater1_4,rater2_4,rater3_4,response_5,rater1_5,rater2_5,rater3_5,response_6,rater1_6,rater2_6,rater3_6,response_7,rater1_7,rater2_7,rater3_7,response_8,rater1_8,rater2_8,rater3_8,response_9,rater1_9,rater2_9,rater3_9,response_10,rater1_10,rater2_10,rater3_10,response_11,rater1_11,rater2_11,rater3_11,response_12,rater1_12,rater2_12,rater3_12,response_13,rater1_13,rater2_13,rater3_13,response_14,rater1_14,rater2_14,rater3_14,response_15,rater1_15,rater2_15,rater3_15,response_16,rater1_16,rater2_16,rater3_16,response_17,rater1_17,rater2_17,rater3_17,response_18,rater1_18,rater2_18,rater3_18,response_19,rater1_19,rater2_19,rater3_19,response_20,rater1_20,rater2_20,rater3_20,response_21,rater1_21,rater2_21,rater3_21
73,ladrillo,5,5,5,5,4,5,5,4,5,5,5,22,0,"obstáculo para detener, frenar o topar",3,2,2,soporte o base,2,1,1,asientos,2,2,2,juegos o juguetes,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,ladrillo,3,3,3,3,1,3,2,2,1,2,2,19,0,construir inmuebles,1,1,1,soporte o base,2,1,1,pisa papeles,4,2,2,decoración ,4,2,2,pintar o dibujar,3,2,2,arma defensa,4,2,2,romper o destruir ,4,2,2,juegos o juguetes,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,pesas deporte,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,ladrillo,4,4,4,4,3,4,4,4,4,4,4,22,0,construir inmuebles,1,1,1,bardas,1,1,1,mesas,2,2,2,asientos,2,2,2,escultura,5,2,1,decoración,4,2,2,delimitar superficies,3,2,2,pintar o dibujar,3,2,2,muebles,2,2,2,fuentes,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,ladrillo,4,4,4,4,4,5,4,5,5,4,5,19,0,muros o paredes,1,1,1,asientos,2,2,2,hornos,1,1,1,soporte o base,2,1,1,escultura,5,2,1,mesas,2,2,2,pisa papeles,4,2,2,fuentes,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,ladrillo,4,4,3,3,4,4,4,4,3,3,4,19,0,construir inmuebles,1,1,1,soporte o base,2,1,1,mesas,2,2,2,delimitar superficies ,3,2,2,escaleras o escalones,2,2,1,muros o paredes,1,1,1,muralla,2,1,1,bardas,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,ladrillo,4,4,5,4,3,5,4,5,5,4,5,20,1,construir inmuebles,1,1,1,torres,3,1,1,juegos o juguetes,3,2,2,soporte o base,2,1,1,cancha de fútbol,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,ladrillo,5,4,4,5,2,4,5,5,4,5,5,19,0,pisa papeles,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,decoración,4,2,2,caminos o calles,2,2,1,escaleras o escalones,2,2,1,calendario,3,2,2,muebles,2,2,2,equilibrar o balancear,3,2,2,contrapeso,4,2,2,pintar o dibujar,3,2,2,arma defensa,4,2,2,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,ladrillo,4,4,4,4,3,3,4,4,3,4,4,20,0,exfoliante,3,3,3,pesas deporte,4,3,3,"obstáculo para detener, frenar o topar",3,2,2,soporte o base,2,1,1,equilibrar o balancear,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,ladrillo,4,3,4,3,3,3,3,4,3,3,4,19,1,construir inmuebles,1,1,1,asientos,2,2,2,pintar o dibujar,3,2,2,esculturas,5,2,1,piedra,3,2,1,arma defensa,4,2,2,,,,,soporte o base,2,1,1,escribir,3,2,2,moldear o aplanar,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,ladrillo,5,5,3,5,3,4,5,5,5,5,5,21,0,construir inmuebles,1,1,1,mesas,2,2,2,barras,3,1,1,asientos,2,2,2,decoración,4,2,2,escaleras o escalones,2,2,1,soporte o base,2,1,1,muebles,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,ladrillo,5,5,5,5,5,5,5,5,5,5,5,20,1,construir inmuebles,1,1,1,muralla,2,1,1,,,,,esculturas ,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ladrillo,5,5,5,5,5,5,5,5,4,5,5,20,1,construir inmuebles,1,1,1,pisa papeles,4,2,2,arma defensa,4,2,2,puertas,3,2,1,,,,,moldear o aplanar,5,2,2,juegos o juguetes,4,2,2,mesas,2,2,2,"obstáculo para detener, frenar o topar",3,2,2,escaleras o escalones,2,1,1,torres,3,1,1,esculturas,5,1,2,pintar o dibujar,3,2,2,calzado,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ladrillo,4,5,5,5,4,5,5,5,5,4,5,19,1,construir inmuebles,1,1,1,soporte o base,2,1,1,pesas deporte,4,3,3,mesas,2,2,2,pintar o dibujar,3,2,2,juegos o juguetes,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,ladrillo,3,2,3,2,1,5,3,3,4,2,2,20,1,construir inmuebles,1,1,1,escaleras o escalones,2,2,1,decoración,4,2,2,muros o paredes,1,1,1,dividir o segmentar,3,2,2,soporte o base,2,1,1,romper o destruir ,4,2,2,decoración jardín,4,2,2,albercas,4,1,1,fuentes,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,ladrillo,5,5,4,4,5,5,4,4,5,5,5,22,1,construir inmuebles,1,1,1,mesas,2,2,2,asientos,2,1,2,platos,3,2,2,escaleras o escalones,2,1,1,pizarrón,3,2,2,arma defensa,4,2,2,pesas deporte,4,3,3,bardas ,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,ladrillo,5,5,5,5,5,5,4,5,4,5,4,21,1,construir inmuebles,1,1,1,escaleras o escalones,2,2,2,fogatas,3,1,1,esculturas,5,2,1,caminos o calles,2,2,1,asientos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,ladrillo,4,4,5,5,4,5,4,5,5,4,5,21,0,construir inmuebles,1,1,1,muros o paredes,1,1,1,calzado,3,3,2,cocinar,3,1,2,pesas deporte,4,3,3,pisa papeles,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,arma defensa,4,2,2,pintar o dibujar ,3,2,2,soporte o base,2,1,1,contrapeso,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,ladrillo,2,3,2,1,4,4,1,2,3,1,5,20,1,construir inmuebles,1,1,1,juegos o juguetes,4,2,2,asientos,2,2,2,arma defensa,4,2,2,decoración,4,2,2,pintar o dibujar ,3,2,2,"obstáculo para detener, frenar o topar",3,2,2,soporte o base,2,1,1,equilibrar o balancear,3,2,2,pesas deporte,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ladrillo,4,4,3,3,2,3,5,3,3,3,4,19,1,construir inmuebles,1,1,1,esculturas,5,2,1,arma defensa,4,2,2,juegos o juguetes,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,ladrillo,4,4,5,5,5,5,3,5,5,4,4,19,1,construir inmuebles,1,1,1,fogatas,3,1,1,mesas,2,2,2,asientos,2,2,1,caminos o calles,2,2,1,fuentes,2,1,1,muros o paredes,1,1,1,torres,3,1,1,muralla,2,1,1,esculturas,5,2,1,cancha de fútbol,3,1,2,juegos o juguetes,4,2,2,escaleras o escalones,2,2,2,barandales,3,1,1,pintar o dibujar ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
93,ladrillo,3,1,5,3,2,4,2,2,1,1,2,18,0,construir inmuebles,1,1,1,muros o paredes,1,1,1,juegos o juguetes,4,2,2,decoración jardín,4,2,2,escaleras o escalones,2,1,1,soporte o base,2,1,1,escribir,3,2,2,"tallar, grabar o rayar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,ladrillo,4,3,5,4,4,4,3,4,4,3,4,20,0,construir inmuebles,1,1,1,chimeneas,1,1,1,pintar o dibujar  ,3,2,2,soporte o base,2,1,1,escaleras o escalones,2,1,1,equilibrar o balancear,3,2,2,juegos o juguetes,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,ladrillo,3,4,4,3,4,5,3,3,4,3,4,19,0,construir inmuebles,1,1,1,decoración,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,ladrillo,4,4,3,4,3,4,5,5,3,4,5,19,0,construir inmuebles,1,1,1,esculturas,5,2,1,escaleras o escalones,2,1,1,chimeneas,1,1,1,soporte o base,2,1,1,juegos o juguetes,4,2,2,muros o paredes,1,1,1,bardas,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,ladrillo,3,3,3,4,2,4,5,4,3,4,4,21,0,soporte o base,2,1,1,contrapeso,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,arma defensa,4,2,2,asientos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,ladrillo,3,2,4,3,3,3,3,3,2,2,2,21,0,construir inmuebles,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,ladrillo,3,5,5,3,3,4,4,3,5,4,4,21,1,construir inmuebles,1,1,1,ocultar,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,ladrillo,4,3,4,3,3,4,3,4,3,3,3,20,0,construir inmuebles,1,1,1,muros o paredes,1,1,1,torres,3,1,1,asientos,2,2,2,barriles,2,2,1,pozos,2,2,1,fuentes,2,1,1,mesas,2,2,2,decoración,4,2,2,fogatas,3,1,1,pisos,1,2,1,bardas,1,1,1,pesas deporte,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,ladrillo,4,5,5,5,4,5,5,4,5,5,4,21,0,construir inmuebles,1,1,1,juegos o juguetes,4,2,2,torres,3,1,1,puentes,2,1,1,polvo,2,2,1,escaleras o escalones,2,1,1,pintar o dibujar  ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,ladrillo,5,5,3,5,5,4,5,5,4,4,5,21,0,construir inmuebles,1,1,1,pisa papeles,4,2,2,romper o destruir,4,2,2,escaleras o escalones,2,1,1,caminos o calles,2,1,1,,,,,fogatas,3,1,1,calzado,3,2,2,arma defensa ,4,2,2,asientos,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,ladrillo,2,5,4,3,2,4,4,3,3,4,3,20,0,construir inmuebles,1,1,1,separador,3,2,2,moldear o aplanar,5,2,2,"obstáculo para detener, frenar o topar",3,2,2,soporte o base,2,1,1,escribir,3,2,2,pintar o dibujar  ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,ladrillo,3,3,4,2,2,4,3,4,3,1,4,21,0,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,pesas deporte,4,3,3,soporte o base,2,1,1,arma defensa,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,ladrillo,3,3,3,3,4,5,3,3,5,3,3,23,0,construir inmuebles,1,1,1,puentes,2,1,1,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,ladrillo,4,4,2,4,3,4,5,4,5,5,4,23,0,construir inmuebles,1,1,1,delimitar superficies,3,2,2,escaleras o escalones,2,1,1,bardas,1,1,1,ocultar algo,2,2,2,escribir,3,2,2,pintar o dibujar  ,3,2,2,esculturas,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,ladrillo,4,5,4,4,3,4,4,4,3,4,4,18,1,construir inmuebles,1,1,1,muros o paredes,1,1,1,soporte o base,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,cancha de fútbol,3,2,2,delimitar superficies,3,2,2,arma defensa,4,2,2,lego,4,2,3,escaleras o escalones,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,ladrillo,4,5,4,4,5,3,5,5,4,4,5,20,0,construir inmuebles,1,1,1,pisa papeles,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,asientos,2,1,2,pesas deporte,4,3,3,decoración jardín,4,2,2,aislante de temperatura,4,3,3,arma defensa,4,2,2,ocultar,2,2,2,caminos o calles,2,1,1,fogatas,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,ladrillo,3,3,3,3,3,3,3,4,3,3,3,20,0,construir inmuebles,1,1,1,decoración,4,2,2,bardas,1,1,1,delimitar superficies ,3,2,2,soporte o base,2,1,1,chimeneas,1,1,1,fogatas,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,ladrillo,4,5,5,5,4,4,5,5,5,5,5,22,0,construir inmuebles,1,1,1,escaleras o escalones,2,1,1,soporte o base,2,1,1,muebles,2,2,2,asientos,2,1,1,pintar o dibujar ,3,2,2,arma defensa,4,2,2,karate,2,3,2,"obstáculo para detener, frenar o topar",3,2,2,plataforma,4,1,1,escudo,3,2,2,pisos,2,1,1,pesas deporte,4,3,3,decoración,4,2,2,moldear o aplanar,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,
111,ladrillo,5,5,5,5,5,5,5,5,5,5,5,22,0,construir inmuebles,1,1,1,soporte o base,2,1,1,polvo,2,2,1,asientos,2,1,2,muros o paredes,1,1,1,camas o cunas ,2,2,2,decoración,4,2,2,muebles,2,2,2,asador o parrilla,2,1,1,chimeneas,1,1,1,arma defensa,4,2,2,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,ladrillo,4,5,4,5,4,3,5,4,3,4,4,20,0,construir inmuebles,1,1,1,escaleras o escalones,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,decoración jardín,4,2,2,asientos,2,1,2,muebles,2,2,2,juegos o juguetes,4,2,2,esculturas,5,1,1,separador,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,ladrillo,5,5,4,4,4,4,5,5,4,5,5,21,0,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,pisa papeles,4,2,2,arma defensa,4,2,2,,,,,asientos,2,1,2,pintar o dibujar  ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,ladrillo,3,5,3,4,3,3,4,4,4,3,3,20,1,construir inmuebles,1,1,1,pisos,2,1,2,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ladrillo,5,5,4,5,4,4,5,5,5,5,5,19,1,soporte o base,2,1,1,esculturas,5,1,1,contrapeso,4,2,2,arma defensa,4,2,2,pisa papeles,4,2,2,decoración,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,ladrillo,4,5,4,3,3,5,4,3,2,4,5,19,1,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,asientos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,ladrillo,5,5,5,5,4,4,5,5,5,5,5,20,1,construir inmuebles,1,1,1,"obstáculo para detener, frenar o topar",3,2,2,muros o paredes,1,1,1,escribir,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,ladrillo,5,5,5,5,4,4,4,4,3,4,5,19,0,construir inmuebles,1,1,1,bardas,1,1,1,pisos,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,ladrillo,2,4,3,3,3,4,4,3,3,3,4,20,0,construir inmuebles,1,1,1,muros o paredes,1,1,1,esculturas,5,2,1,caminos o calles,2,1,2,asientos,2,1,2,caminos o calles,2,1,,asilante de temperatura,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,ladrillo,4,4,3,4,4,4,4,3,4,4,4,21,0,construir inmuebles,1,1,1,calzado,3,2,2,sostener,3,1,1,muros o paredes,1,1,1,pisa papeles,4,2,2,presionar,3,2,2,asientos,2,1,2,esculturas,5,2,1,escaleras o escalones,2,1,1,pintar o dibujar,3,2,2,arma defensa,4,2,2,romper o destruir,4,2,2,polvo,2,2,2,"obstáculo para detener, frenar o topar",3,2,2,ocultar,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
121,ladrillo,4,4,4,3,3,3,5,3,4,4,3,22,0,construir inmuebles,1,1,1,mesas,2,2,2,asientos,2,1,2,decoración jardín,4,2,2,cenicero,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,esculturas,5,1,1,chimeneas,1,1,1,fogatas,3,1,1,muebles,2,2,2,escaleras o escalones,2,1,1,escribir,3,2,2,equilibrar o balancear,3,2,2,romper o destruir,4,2,2,pisa papeles,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,
122,ladrillo,5,4,1,5,5,3,2,4,1,4,5,22,0,construir inmuebles,1,1,1,apilar,2,2,1,equilibrar o balancear,3,2,2,sostener,3,1,1,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,ladrillo,4,4,4,5,5,5,4,5,5,4,4,20,1,construir inmuebles,1,1,1,esculturas,5,1,1,moldear o aplanar,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,ladrillo,2,1,4,2,4,3,2,3,4,1,4,22,1,construir inmuebles,1,1,1,delimitar superficies,3,2,2,medir la capacidad de un espacio,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,ladrillo,5,5,4,4,4,5,4,4,5,4,4,22,1,construir inmuebles,1,1,1,caminos o calles,2,1,2,torres,3,1,1,muros o paredes,1,1,1,hacer pintura o colorante,3,2,2,esculturas,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,ladrillo,4,4,4,4,4,4,4,4,4,4,4,23,1,construir inmuebles,1,1,1,cancha de fútbol,3,2,2,arma defensa,4,2,2,pesas deporte,4,3,3,"tallar, grabar o rayar",3,2,2,romper o destruir,4,2,2,herramienta,3,2,2,escaleras o escalones,2,1,1,soporte o base,2,1,1,equilibrar o balancear,3,2,2,asientos,2,1,2,contrapeso,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,ladrillo,4,5,3,4,5,5,5,4,4,5,5,23,0,construir inmuebles,1,1,1,arma defensa,4,2,2,cañón o misíl,3,2,2,regadera,3,2,2,lego,4,2,2,esculturas,5,1,1,decoración,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,polvo,2,2,1,joyería,5,2,2,delimitar superficies,3,2,2,romper o destruir,4,2,2,pesas deporte,4,3,3,pisa papeles,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,ladrillo,2,2,4,3,3,4,2,2,3,2,3,19,1,construir inmuebles,1,1,1,arma defensa,4,2,2,mantelería,1,2,2,recurso didáctico aprendizaje,5,2,2,pesas deporte,4,3,3,"obstáculo para detener, frenar o topar",3,2,2,contrapeso,4,2,2,romper o destruir ,4,2,2,molcajete,4,3,2,hacer fuego,3,2,2,,,,,juegos o juguetes,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,ladrillo,5,5,4,5,5,4,5,5,4,5,5,21,0,soporte o base,2,1,1,tabla para clavados,3,2,2,camas o cunas ,2,2,2,mesas,2,2,2,asientos,2,1,2,pisa papeles,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,ladrillo,4,4,3,4,4,3,4,5,5,4,3,23,0,construir inmuebles,1,1,1,arma defensa,4,2,2,"obstáculo para detener, frenar o topar",3,2,1,escaleras o escalones,2,1,1,pisa papeles,4,2,2,calcar un cuadro,3,3,2,decoración,4,2,2,pintar o dibujar,3,2,2,torres,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,ladrillo,3,4,5,4,3,4,4,5,4,4,5,20,0,construir inmuebles,1,1,1,donación fundación,4,,,refugios para indigentes,3,,,muros o paredes,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,ladrillo,5,5,5,5,4,4,5,5,5,5,5,24,1,construir inmuebles,1,1,1,muebles,2,2,2,camas o cunas ,2,2,2,contrapeso,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,hacer pintura o colorante,3,2,2,pisa papeles,4,2,2,moldear o aplanar,5,2,2,arma defensa ,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,ladrillo,3,3,4,4,3,4,3,4,3,3,3,20,0,construir inmuebles,1,1,1,romper o destruir,4,2,2,herramienta,3,2,2,decoración jardín,4,2,2,muros o paredes,1,1,1,flitro de agua ,4,2,2,comercialización,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,ladrillo,4,5,4,4,3,4,5,4,3,5,5,20,0,construir inmuebles,1,1,1,muros o paredes,1,1,1,caminos o calles ,2,2,2,banquetas,2,1,2,bardas,1,1,1,asientos,2,1,2,esculturas,5,2,1,muebles,2,2,2,mesas,2,2,2,decoración jardín,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,ladrillo,4,4,3,3,3,3,4,3,3,4,3,21,0,construir inmuebles,1,1,1,escaleras o escalones,2,1,1,romper o destruir,4,2,2,muros o paredes,1,1,1,bardas,1,1,1,asientos,2,1,2,soporte o base,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,ladrillo,3,3,4,4,4,4,3,4,4,3,3,20,0,construir inmuebles,1,1,1,mesas,2,2,2,chimeneas,1,1,1,muebles,2,2,2,soporte o base,2,1,1,mantelería,1,2,2,pisos,2,2,2,aislante de temperatura,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,ladrillo,4,1,5,3,3,5,1,3,4,3,3,20,1,construir inmuebles,1,1,1,equilibrar o balancear,3,2,2,soporte o base,2,1,1,decoración,4,2,2,escultura,5,1,1,comercialización,1,2,2,herramienta,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,ladrillo,5,5,5,5,5,5,4,5,5,5,5,19,1,construir inmuebles,1,1,1,escaleras o escalones,2,1,1,mesas,2,2,2,soporte o base,2,1,1,pisa papeles,4,2,2,muralla,2,1,1,pesas deporte,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,ladrillo,3,3,5,4,4,4,3,3,2,3,3,24,0,construir inmuebles,1,1,1,decoración,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,delimitar superficies ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,ladrillo,4,5,4,4,4,3,5,4,3,5,5,20,0,construir inmuebles,1,1,1,muros o paredes,1,1,1,escaleras o escalones,2,2,2,arma defensa,4,2,2,pesas deporte,4,3,3,asientos,2,1,2,pintar o dibujar  ,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,ladrillo,4,4,3,3,3,3,5,3,3,3,4,20,0,construir inmuebles,1,1,1,muebles,2,2,2,soporte o base,2,1,1,"obstáculo para detener, frenar o topar",3,2,2,pintar o dibujar,3,2,2,decoración,4,2,2,asientos,2,1,2,mesas,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,ladrillo,1,1,1,1,2,1,1,1,1,1,1,20,0,construir inmuebles,1,1,1,asientos,2,1,2,mesas,2,2,2,pisa papeles,4,2,2,recurso didáctico aprendizaje,5,2,2,cancha de fútbol,3,2,2,esculturas,5,1,1,escaleras o escalones,2,1,2,arma defensa ,4,2,2,malabares,4,3,2,lego,4,2,2,juegos o juguetes,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,ladrillo,4,4,5,5,4,5,5,5,5,4,4,19,0,baile,1,,,esculturas,5,1,1,pintar o dibujar,3,2,2,escribir,3,2,2,sostener,3,1,1,soporte o base,2,1,1,contrapeso,4,2,2,arma defensa,4,2,2,"obstáculo para detener, frenar o topar",3,2,2,,,,,muebles,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,ladrillo,4,4,3,4,4,3,4,4,3,5,4,20,1,construir inmuebles,1,1,1,recurso didáctico aprendizaje,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
