"ID","prompt","response","set","rater1","rater2","rater3","RAPM-Gf","BFI-Extraversion","BFI-Agreeableness","BFI-Consciousness","BFI-Openness","BFI-Neuroticism"
254,"картонная коробка","Самый простой, но и нужный способ - использовать их в качестве упаковки для подарка. Красиво и практично!",2,2,3,2,9,35,33,35,30,30
255,"газета","Использовать как мольберт для рисования",1,2,4,4,NA,NA,NA,NA,NA,NA
255,"картонная коробка","Многие мечтают о камине, но не могут этого себе позволить. Есть решение: его можно построить из коробок",2,2,4,2,9,35,33,35,30,30
256,"газета","Использовать как мухобойку",1,2,2,2,NA,NA,NA,NA,NA,NA
256,"картонная коробка","Домик для любимого кота",2,1,1,1,9,35,33,35,30,30
257,"газета","Использовать как обои",1,2,2,2,NA,NA,NA,NA,NA,NA
257,"картонная коробка","Дом-лабиринт для детей",2,3,2,1,9,35,33,35,30,30
258,"газета","Использовать как подарочную бумагу",1,3,3,2,NA,NA,NA,NA,NA,NA
258,"картонная коробка","Большие кубики (собрать изображение из коробок, на которые нанести целое изображение)",2,3,2,4,9,35,33,35,30,30
259,"газета","Использовать как подзорную трубу",1,3,3,2,NA,NA,NA,NA,NA,NA
259,"картонная коробка","Спальное место. Постелить одеяло - и место для гостя готово",2,3,3,2,9,35,33,35,30,30
260,"газета","Использовать как подзорную трубу",1,3,3,2,NA,NA,NA,NA,NA,NA
260,"картонная коробка","Красивые коробки можно использовать для интерьера (ваза для декоративных цветов)",2,1,2,3,9,35,33,35,30,30
261,"газета","Использовать как пончо",1,4,3,3,NA,NA,NA,NA,NA,NA
261,"картонная коробка","Кабина для воздушного шара",2,3,4,2,9,35,33,35,30,30
262,"газета","Использовать как предмет для знакомства",1,4,4,4,NA,NA,NA,NA,NA,NA
262,"картонная коробка","Гантели",2,3,3,1,9,35,33,35,30,30
263,"газета","Использовать как раскраску",1,3,3,4,NA,NA,NA,NA,NA,NA
263,"картонная коробка","Использовать при строительстве",2,2,1,2,9,35,33,35,30,30
264,"газета","Использовать как салфетки",1,3,3,2,NA,NA,NA,NA,NA,NA
264,"картонная коробка","Коробки можно использовать как топливо",2,2,3,2,15,24,36,38,32,19
265,"газета","Использовать как скатерть",1,3,2,2,NA,NA,NA,NA,NA,NA
265,"картонная коробка","Сделать мебель",2,2,2,2,15,24,36,38,32,19
266,"газета","Использовать как скатерть",1,3,2,2,NA,NA,NA,NA,NA,NA
266,"картонная коробка","Построить дом",2,1,1,1,15,24,36,38,32,19
267,"газета","Использовать как стакан",1,4,2,3,NA,NA,NA,NA,NA,NA
267,"картонная коробка","Составить аппликацию",2,2,2,2,15,24,36,38,32,19
268,"газета","Использовать как удобрение",1,4,5,4,NA,NA,NA,NA,NA,NA
268,"картонная коробка","Использовать как корпус для компьютера",2,3,3,3,15,24,36,38,32,19
269,"газета","Использовать как шаблон для обоев (трафарет)",1,3,3,3,NA,NA,NA,NA,NA,NA
269,"картонная коробка","Сделать чехол для телефона",2,4,3,3,15,24,36,38,32,19
270,"газета","Использовать картинки из газеты для теста на креативность",1,4,4,5,NA,NA,NA,NA,NA,NA
270,"картонная коробка","Укрыться от снега/дождя",2,3,3,2,15,24,36,38,32,19
271,"газета","Использовать комки газеты в качестве набивки",1,4,4,3,NA,NA,NA,NA,NA,NA
271,"картонная коробка","Теплоизоляция",2,3,3,3,15,24,36,38,32,19
272,"газета","Использовать при уборке вместо тряпки",1,3,3,2,NA,NA,NA,NA,NA,NA
272,"картонная коробка","Использовать как кровать",2,2,3,2,15,24,36,38,32,19
273,"газета","Использовать статьи на уроках русского",1,4,4,4,NA,NA,NA,NA,NA,NA
273,"картонная коробка","Сделать посуду",2,2,2,3,15,24,36,38,32,19
274,"газета","Как блокнот, тетрадь",1,2,1,2,NA,NA,NA,NA,NA,NA
274,"картонная коробка","Переработать",2,1,1,1,15,24,36,38,32,19
275,"газета","Как веер",1,2,3,2,NA,NA,NA,NA,NA,NA
275,"картонная коробка","Отделка интерьера квартиры",2,2,2,2,15,24,36,38,32,19
276,"газета","Как веер",1,2,3,2,NA,NA,NA,NA,NA,NA
276,"картонная коробка","Использовать для хранения",2,1,1,1,15,24,36,38,32,19
277,"газета","Как игрушка для собаки",1,4,3,2,NA,NA,NA,NA,NA,NA
277,"картонная коробка","Использовать как изоляцию",2,3,3,2,15,24,36,38,32,19
278,"газета","Как обложка",1,3,3,3,NA,NA,NA,NA,NA,NA
278,"картонная коробка","Использовать для получения огня",2,2,3,2,15,24,36,38,32,19
279,"газета","Как обои использовать",1,2,2,2,NA,NA,NA,NA,NA,NA
279,"картонная коробка","Можно построить дом из коробок",2,1,1,1,12,27,36,21,21,28
280,"газета","Как оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
280,"картонная коробка","Сделать из коробок одежду",2,2,2,2,12,27,36,21,21,28
281,"газета","Как оружие",1,4,2,3,NA,NA,NA,NA,NA,NA
281,"картонная коробка","Сделать фигуры из коробок",2,2,2,2,12,27,36,21,21,28
282,"газета","Как плакат на стену",1,2,3,3,NA,NA,NA,NA,NA,NA
282,"картонная коробка","Использовать как бумагу, разрезав их",2,1,1,2,12,27,36,21,21,28
283,"газета","Как подарок",1,2,1,3,NA,NA,NA,NA,NA,NA
283,"картонная коробка","Использовать их по назначению",2,1,1,1,12,27,36,21,21,28
284,"газета","Как подложка для маникюра (под лак)",1,3,3,3,NA,NA,NA,NA,NA,NA
284,"картонная коробка","Порвать их, затопить в воде и играть с ними как в снежки",2,5,5,5,12,27,36,21,21,28
285,"газета","Как резинка для волос",1,3,1,4,NA,NA,NA,NA,NA,NA
285,"картонная коробка","Обклеить низ скотчем и использовать как ледянку",2,2,2,3,12,27,36,21,21,28
286,"газета","Как стельки и др., впитывающие воду",1,4,3,2,NA,NA,NA,NA,NA,NA
286,"картонная коробка","Сдать на макулатуру и получить за это деньги",2,2,2,3,12,27,36,21,21,28
287,"газета","Как туалетная бумага",1,2,2,2,NA,NA,NA,NA,NA,NA
287,"картонная коробка","Сделать большой картонный самолётик",2,2,2,2,12,27,36,21,21,28
288,"газета","Как факел",1,4,3,3,NA,NA,NA,NA,NA,NA
288,"картонная коробка","Сделать макет чего-либо, например, танк в натуральную величину",2,3,2,3,12,27,36,21,21,28
289,"газета","Как фильтровальную  бумагу в химии",1,4,4,3,NA,NA,NA,NA,NA,NA
289,"картонная коробка","Можно смастерить большой 2, 3, 4, 5 этажный скворечник",2,3,4,3,11,33,34,38,23,25
290,"газета","Как шляпа",1,2,3,2,NA,NA,NA,NA,NA,NA
290,"картонная коробка","Из коробок можно смастерить макет какого-либо здания",2,3,2,2,11,33,34,38,23,25
291,"газета","Как шторы, перегородки",1,3,3,2,NA,NA,NA,NA,NA,NA
291,"картонная коробка","Вырезать ручки, сделать дизайн подходящий под комнату и складывать туда вещи, которые редко используешь",2,2,1,1,11,33,34,38,23,25
292,"газета","Как элемент декора поверхностей (столы, стулья, пол)",1,3,3,2,NA,NA,NA,NA,NA,NA
292,"картонная коробка","Смастерить костюм своими руками",2,2,2,2,11,33,34,38,23,25
293,"газета","Карикатуры рисовать",1,3,1,2,NA,NA,NA,NA,NA,NA
293,"картонная коробка","Создание картонных скульптур",2,4,2,2,NA,18,19,21,31,38
294,"газета","Картина",1,3,2,3,NA,NA,NA,NA,NA,NA
294,"картонная коробка","Создание костюмов для косплея",2,2,2,2,NA,18,19,21,31,38
295,"газета","Картина на стену (коллаж)",1,3,3,3,NA,NA,NA,NA,NA,NA
295,"картонная коробка","Создание домов для домашних питомцев",2,1,1,1,NA,18,19,21,31,38
296,"газета","Кататься на ней с горы (зимой, по снегу/льду)",1,4,4,4,NA,NA,NA,NA,NA,NA
296,"картонная коробка","Мультсериал - настольная игра (из картонных коробок)",2,4,4,3,NA,18,19,21,31,38
297,"газета","Кепка",1,2,3,3,NA,NA,NA,NA,NA,NA
297,"картонная коробка","Лечение птиц при помощи протезов из картона",2,5,5,3,NA,18,19,21,31,38
298,"газета","Кидаться типа снежками",1,3,3,2,NA,NA,NA,NA,NA,NA
298,"картонная коробка","Картонные дома для бездомных",2,2,2,1,NA,18,19,21,31,38
299,"газета","Клей (если размочить)",1,3,4,3,NA,NA,NA,NA,NA,NA
299,"картонная коробка","Лазертаг на огромном поле с картонными укреплениями",2,5,4,2,NA,18,19,21,31,38
300,"газета","Клеить обои",1,2,2,2,NA,NA,NA,NA,NA,NA
300,"картонная коробка","Стартап про битву картонных роботов",2,4,3,3,NA,18,19,21,31,38
301,"газета","Ковёр",1,3,2,3,NA,NA,NA,NA,NA,NA
301,"картонная коробка","Стулья из картона",2,2,2,2,NA,18,19,21,31,38
302,"газета","Ковёр-самолёт",1,1,1,3,NA,NA,NA,NA,NA,NA
302,"картонная коробка","3D игрушки Crazy People Galaxy первое и второе поколение",2,3,2,1,NA,18,19,21,31,38
303,"газета","Ковёр-самолёт для хомячка",1,3,1,3,NA,NA,NA,NA,NA,NA
303,"картонная коробка","Строительство домов из спрессованных картонных коробок",2,1,1,3,12,33,27,32,33,16
304,"газета","Коворкинг (материал)",1,3,1,1,NA,NA,NA,NA,NA,NA
304,"картонная коробка","Сжигание картонных коробок во славу Тзинча и Нургла",2,2,2,1,12,33,27,32,33,16
305,"газета","Коврик для медитации",1,5,4,4,NA,NA,NA,NA,NA,NA
305,"картонная коробка","Навалить огромную гору коробок, на ней возвести картонный храм и поклоняться богу картонок",2,3,5,1,12,33,27,32,33,16
306,"газета","Коврик для мыши",1,3,4,4,NA,NA,NA,NA,NA,NA
306,"картонная коробка","Изучить религию, основанную на поклонении картонному богу, освятить коробки и продавать их втридорого",2,4,5,2,12,33,27,32,33,16
307,"газета","Коллаж (материал)",1,3,3,2,NA,NA,NA,NA,NA,NA
307,"картонная коробка","Отдать коробку коту, чтобы он её разорвал",2,2,4,1,12,33,27,32,33,16
308,"газета","Компонент пищи для целлюлозо перерабатывающих тараканов и термитов (террариумистика)",1,3,5,4,NA,NA,NA,NA,NA,NA
308,"картонная коробка","Построить питомцу дом из коробки",2,1,1,1,12,33,27,32,33,16
309,"газета","Конверт",1,2,3,3,NA,NA,NA,NA,NA,NA
309,"картонная коробка","Кататься на картонке вместо ледянки",2,2,2,2,12,33,27,32,33,16
310,"газета","Конверт",1,2,3,3,NA,NA,NA,NA,NA,NA
310,"картонная коробка","Из спрессованных картонных коробок остров в океане и жить там",2,3,5,5,12,33,27,32,33,16
311,"газета","Конструирование различных предметов из туго свёрнутых газетных трубочек (корзинка, например)",1,4,4,4,NA,NA,NA,NA,NA,NA
311,"картонная коробка","Игрушка для детей (замок сделать и т.п.)",2,1,2,1,8,35,29,24,31,27
312,"газета","Конфетти",1,4,4,3,NA,NA,NA,NA,NA,NA
312,"картонная коробка","Использовать для декора (цветы и др.)",2,1,1,2,8,35,29,24,31,27
313,"газета","Конфетти",1,4,4,3,NA,NA,NA,NA,NA,NA
313,"картонная коробка","Рисовать (вместо бумаги и холста)",2,1,1,2,8,35,29,24,31,27
314,"газета","Конфетти",1,4,4,3,NA,NA,NA,NA,NA,NA
314,"картонная коробка","Зимой вместо санок кататься",2,2,2,3,8,35,29,24,31,27
315,"газета","Конфетти (если нарезать)",1,4,4,3,NA,NA,NA,NA,NA,NA
315,"картонная коробка","Использовать как топливо",2,2,3,2,8,35,29,24,31,27
316,"газета","Кораблик",1,2,3,2,NA,NA,NA,NA,NA,NA
316,"картонная коробка","Для улучшения звука (вместо колонок)",2,3,4,4,8,35,29,24,31,27
317,"газета","Кораблик",1,2,3,2,NA,NA,NA,NA,NA,NA
317,"картонная коробка","Костюмы для спектаклей (которые возможно)",2,2,2,2,8,35,29,24,31,27
318,"газета","Кораблик (оригами)",1,2,3,2,NA,NA,NA,NA,NA,NA
318,"картонная коробка","Коробки можно использовать в качестве брони",2,2,2,2,11,39,43,20,22,36
319,"газета","Кораблик (плавательное средство)",1,2,3,2,NA,NA,NA,NA,NA,NA
319,"картонная коробка","Сделать огромный массажный коврик",2,3,3,2,11,39,43,20,22,36
320,"газета","Кораблик из бумаги (игрушка)",1,2,3,2,NA,NA,NA,NA,NA,NA
320,"картонная коробка","Вырезать из них гигантскую марионетку",2,4,3,3,11,39,43,20,22,36
321,"газета","Кораблик, сложить самолётик",1,2,3,2,NA,NA,NA,NA,NA,NA
321,"картонная коробка","Сделать из коробок огромный замок с потайными проходами и механизмами",2,2,3,1,11,39,43,20,22,36
322,"газета","Коробка",1,3,3,3,NA,NA,NA,NA,NA,NA
322,"картонная коробка","Вырезать из картона от коробки резинкомёт",2,4,3,3,11,39,43,20,22,36
323,"газета","Коробка под другие газеты",1,3,3,3,NA,NA,NA,NA,NA,NA
323,"картонная коробка","Склеить множество развёрнутых коробок и укрепить их для особого прохода",2,3,2,3,11,39,43,20,22,36
324,"газета","Корона",1,3,3,3,NA,NA,NA,NA,NA,NA
324,"картонная коробка","Сделать из них мега-лабиринт",2,3,3,2,11,39,43,20,22,36
325,"газета","Косметичка",1,3,3,3,NA,NA,NA,NA,NA,NA
325,"картонная коробка","Лоток",2,3,3,2,12,19,26,28,29,26
326,"газета","Костюм",1,4,2,2,NA,NA,NA,NA,NA,NA
326,"картонная коробка","Использовать вместо вазы",2,1,2,3,12,19,26,28,29,26
327,"газета","Кошелёк",1,4,3,3,NA,NA,NA,NA,NA,NA
327,"картонная коробка","Для кинотеатра дома",2,3,3,4,12,19,26,28,29,26
328,"газета","Краска",1,1,3,4,NA,NA,NA,NA,NA,NA
328,"картонная коробка","Сидение (из нескольких коробок)",2,2,2,2,12,19,26,28,29,26
329,"газета","Крышка от солнца",1,3,3,2,NA,NA,NA,NA,NA,NA
329,"картонная коробка","Топливо для огня",2,2,3,2,12,19,26,28,29,26
330,"газета","Кулёк",1,3,2,2,NA,NA,NA,NA,NA,NA
330,"картонная коробка","Вместо бумаги для рисования",2,1,1,2,12,19,26,28,29,26
331,"газета","Кулёк для семечек",1,3,2,2,NA,NA,NA,NA,NA,NA
331,"картонная коробка","Построить домик для бомжа",2,2,2,1,12,19,26,28,29,26
332,"газета","Кулёк для семечек",1,3,2,2,NA,NA,NA,NA,NA,NA
332,"картонная коробка","Хранить в ней драгоценности (воры не додумаются проверять их в коробке)",2,4,4,1,12,19,26,28,29,26
333,"газета","Кулёк для семечек",1,3,2,2,NA,NA,NA,NA,NA,NA
333,"картонная коробка","Вместо кафеля",2,3,3,3,12,19,26,28,29,26
334,"газета","Кусочки бумаги в маникюре",1,3,3,2,NA,NA,NA,NA,NA,NA
334,"картонная коробка","Для балласта на воздушном шаре",2,3,4,4,12,19,26,28,29,26
335,"газета","Ламинировать и крыть крышу",1,4,5,3,NA,NA,NA,NA,NA,NA
335,"картонная коробка","Как музыкальную колонку",2,3,3,3,12,19,26,28,29,26
336,"газета","Линейка",1,5,3,4,NA,NA,NA,NA,NA,NA
336,"картонная коробка","Вместо ходуль",2,3,4,2,12,19,26,28,29,26
337,"газета","Любые варианты посуды",1,3,3,3,NA,NA,NA,NA,NA,NA
337,"картонная коробка","Вместо барабана",2,4,5,3,12,19,26,28,29,26
338,"газета","Макет",1,5,3,3,NA,NA,NA,NA,NA,NA
338,"картонная коробка","Использовать как рюкзак",2,3,3,3,12,19,26,28,29,26
339,"газета","Манекен",1,4,1,3,NA,NA,NA,NA,NA,NA
339,"картонная коробка","Из коробок можно изготовить мебель, и выгода в такой мебели в том, что её можно складывать",2,2,4,2,10,34,36,32,33,28
340,"газета","Манерная шапочка",1,2,3,3,NA,NA,NA,NA,NA,NA
340,"картонная коробка","Из коробок можно сделать маленький домик для детей",2,1,1,1,10,34,36,32,33,28
341,"газета","Маска",1,3,4,3,NA,NA,NA,NA,NA,NA
341,"картонная коробка","Коробка - зонтик под дождём",2,3,3,2,10,34,36,32,33,28
342,"газета","Маскировка объекта",1,3,4,2,NA,NA,NA,NA,NA,NA
342,"картонная коробка","Коробка - санки, с горы очень хорошо кататься",2,2,2,3,10,34,36,32,33,28
343,"газета","Материал для аппликаций, интересного оформления",1,2,3,2,NA,NA,NA,NA,NA,NA
343,"картонная коробка","Из коробок, если их украсить, может получиться картина",2,3,2,1,10,34,36,32,33,28
344,"газета","Материал для зашифровки посланий - вырезать буквы",1,4,5,2,NA,NA,NA,NA,NA,NA
344,"картонная коробка","Из коробок можно сделать костюм робота на маскарад",2,2,3,2,10,34,36,32,33,28
345,"газета","Материал для изготовления транспортного средства",1,3,1,3,NA,NA,NA,NA,NA,NA
345,"картонная коробка","Из коробки можно сделать рюкзак, он будет хорошо держать форму",2,3,3,3,10,34,36,32,33,28
346,"газета","Материал для коллажей",1,3,3,2,NA,NA,NA,NA,NA,NA
346,"картонная коробка","Вместо ваз для растений в качестве верхней оболочки, которую можно украсить",2,1,3,3,9,32,37,36,32,13
347,"газета","Материал для обучения нейро-сетей по распознаванию текста",1,5,5,5,NA,NA,NA,NA,NA,NA
347,"картонная коробка","В виде шкафа: несколько больших коробок с меньшими внутри",2,2,2,2,9,32,37,36,32,13
348,"газета","Материал для оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
348,"картонная коробка","Плоские коробки разного размера могут быть декором для стен с тайником внутри",2,4,5,3,9,32,37,36,32,13
349,"газета","Материал для оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
349,"картонная коробка","Из коробок можно создать игровой уголок для кота",2,2,2,1,9,32,37,36,32,13
350,"газета","Материал для оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
350,"картонная коробка","Делать поделки из картона (маски, оружие)",2,2,2,2,13,35,27,29,31,33
351,"газета","Материал для оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
351,"картонная коробка","Спрессовать и строить из них",2,2,2,3,13,35,27,29,31,33
352,"газета","Материал для оригами",1,2,3,2,NA,NA,NA,NA,NA,NA
352,"картонная коробка","Вырезать фигурки",2,2,2,2,13,35,27,29,31,33
353,"газета","Материал для отлива нового листа бумаги",1,2,2,3,NA,NA,NA,NA,NA,NA
353,"картонная коробка","Использовать как подставку",2,2,3,2,13,35,27,29,31,33
354,"газета","Материал для папье-маше",1,2,3,2,NA,NA,NA,NA,NA,NA
354,"картонная коробка","Хранить в них что-либо",2,1,1,1,9,20,28,18,21,23
355,"газета","Материал для поделок",1,2,3,2,NA,NA,NA,NA,NA,NA
355,"картонная коробка","Лежанка для животных",2,3,1,2,9,20,28,18,21,23
356,"газета","Материал для розжига (вместо бересты)",1,2,2,2,NA,NA,NA,NA,NA,NA
356,"картонная коробка","Разрезать коробку и использовать картон от неё для поделок",2,2,1,2,9,20,28,18,21,23
357,"газета","Материал для собирания коллажной композиции",1,3,3,3,NA,NA,NA,NA,NA,NA
357,"картонная коробка","Подставка под что-либо",2,2,2,2,9,20,28,18,21,23
358,"газета","Материал для создания аппликаций",1,2,3,2,NA,NA,NA,NA,NA,NA
358,"картонная коробка","Костюмы для детских утренников",2,2,2,2,9,20,28,18,21,23
359,"газета","Материал для строительства картонного домика",1,3,1,3,NA,NA,NA,NA,NA,NA
359,"картонная коробка","Дом для кукол",2,1,1,1,9,20,28,18,21,23
360,"газета","Материал для творчества",1,1,3,2,NA,NA,NA,NA,NA,NA
360,"картонная коробка","Санки",2,2,2,3,9,20,28,18,21,23
361,"газета","Материал для украшений (новогодние шары, конфетти)",1,3,4,2,NA,NA,NA,NA,NA,NA
361,"картонная коробка","При помощи скотча и простых манипуляций из картона коробки можно сделать своеобразную сурдину для различных духовых (и не только) инструментов",2,5,5,3,12,17,33,30,34,36
362,"газета","Матрац в стиле газеты",1,3,1,3,NA,NA,NA,NA,NA,NA
362,"картонная коробка","Из картонных коробок различного размера можно сделать игрушечный замок для детей",2,1,2,3,12,17,33,30,34,36
363,"газета","Махать от комаров",1,2,2,2,NA,NA,NA,NA,NA,NA
363,"картонная коробка","Из картона можно сделать макет машины или муляж или чего-либо другое",2,2,2,2,12,17,33,30,34,36
364,"газета","Мебель",1,2,1,2,NA,NA,NA,NA,NA,NA
364,"картонная коробка","Коробки можно использовать в качестве декораций",2,2,2,2,11,28,39,28,31,18
365,"газета","Мера площади и т. д.",1,4,4,4,NA,NA,NA,NA,NA,NA
365,"картонная коробка","Коллекционировать",2,3,3,1,11,28,39,28,31,18
366,"газета","Мерить прямые углы",1,4,4,4,NA,NA,NA,NA,NA,NA
366,"картонная коробка","Утилизация",2,1,1,1,11,28,39,28,31,18
367,"газета","Место для записи заметок, помарок",1,2,1,2,NA,NA,NA,NA,NA,NA
367,"картонная коробка","Из коробок можно соорудить нечто подобное на домик для кота",2,1,1,1,11,28,39,28,31,18
368,"газета","Метод воспитательного воздействия (бить по голове)",1,3,3,3,NA,NA,NA,NA,NA,NA
368,"картонная коробка","В коробке можно прятаться",2,3,2,1,11,28,39,28,31,18
369,"газета","Меч",1,3,3,3,NA,NA,NA,NA,NA,NA
369,"картонная коробка","Коробки можно использовать повторно",2,1,1,1,11,28,39,28,31,18
370,"газета","Меч",1,3,3,3,NA,NA,NA,NA,NA,NA
370,"картонная коробка","Коробки можно разорвать и будет картон",2,1,1,1,11,28,39,28,31,18
371,"газета","Миска из газеты",1,3,3,3,NA,NA,NA,NA,NA,NA
372,"газета","Моделирование (папье)",1,2,3,3,NA,NA,NA,NA,NA,NA
373,"газета","Можно использовать вместо картин или обоев",1,2,2,2,NA,NA,NA,NA,NA,NA
374,"газета","Можно использовать для декупажа/декора",1,3,3,2,NA,NA,NA,NA,NA,NA
375,"газета","Можно сделать коллаж",1,3,3,2,NA,NA,NA,NA,NA,NA
376,"газета","Можно сделать кораблик/оригами - можно лодку, которая выдержит человека",1,2,3,3,NA,NA,NA,NA,NA,NA
377,"газета","Можно сделать одноразовую одежду",1,2,3,2,NA,NA,NA,NA,NA,NA
378,"газета","Можно складывать различные фигурки, с помощью которых можно рассказать сказку",1,5,5,4,NA,NA,NA,NA,NA,NA
379,"газета","Можно составить поздравление (сделать открытку), используя заголовки",1,3,4,4,NA,NA,NA,NA,NA,NA
380,"газета","Музыкальный инструмент (ей можно стучать ритм или дудеть в свёрнутую)",1,4,4,4,NA,NA,NA,NA,NA,NA
381,"газета","Муку бить",1,3,1,2,NA,NA,NA,NA,NA,NA
382,"газета","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
383,"газета","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
384,"газета","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
385,"газета","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
386,"газета","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
387,"газета","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
388,"газета","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
389,"газета","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
390,"газета","Мухобойка",1,2,2,2,NA,NA,NA,NA,NA,NA
391,"газета","Мыть окна",1,3,3,2,NA,NA,NA,NA,NA,NA
392,"газета","Мыть окна",1,3,3,2,NA,NA,NA,NA,NA,NA
393,"газета","Мыть окна",1,3,3,2,NA,NA,NA,NA,NA,NA
394,"газета","Мытьё окон",1,3,3,2,NA,NA,NA,NA,NA,NA
395,"газета","Мытьё посуды",1,3,3,3,NA,NA,NA,NA,NA,NA
396,"газета","Мытьё стёкол/окон",1,3,3,2,NA,NA,NA,NA,NA,NA
397,"газета","Мяч для игры",1,3,3,2,NA,NA,NA,NA,NA,NA
398,"газета","Мячик для игр",1,3,3,2,NA,NA,NA,NA,NA,NA
399,"газета","На боксёрском поединке носить",1,3,1,4,NA,NA,NA,NA,NA,NA
400,"газета","Набивать обувь, чтобы её высушить",1,3,3,2,NA,NA,NA,NA,NA,NA
401,"газета","Наблюдать как она намокает и высыхает (эстетическое + любопытство)",1,4,4,4,NA,NA,NA,NA,NA,NA
402,"газета","Наволочка",1,3,4,3,NA,NA,NA,NA,NA,NA
403,"газета","Нагревать - чернила отпечатываются",1,4,4,3,NA,NA,NA,NA,NA,NA
404,"газета","Надеть (как варежки)",1,3,3,3,NA,NA,NA,NA,NA,NA
405,"газета","Наклейки для маникюра",1,3,3,2,NA,NA,NA,NA,NA,NA
406,"газета","Наклеить как обои",1,2,3,2,NA,NA,NA,NA,NA,NA
407,"газета","Накрывать мебель во время ремонта",1,3,2,2,NA,NA,NA,NA,NA,NA
408,"газета","Накрыться во время дождя",1,3,3,2,NA,NA,NA,NA,NA,NA
409,"газета","Наносить на другие поверхности",1,2,1,2,NA,NA,NA,NA,NA,NA
410,"газета","Написать кому-либо анонимное послание с помощью вырезанных из газеты слов",1,5,4,2,NA,NA,NA,NA,NA,NA
411,"газета","Написать письмо незнакомцу, обводя буквы",1,5,3,2,NA,NA,NA,NA,NA,NA
412,"газета","Наполнитель",1,3,3,2,NA,NA,NA,NA,NA,NA
413,"газета","Наполнитель",1,3,3,2,NA,NA,NA,NA,NA,NA
414,"газета","Наполнитель для кошачьего туалета",1,3,4,2,NA,NA,NA,NA,NA,NA
415,"газета","Наполнитель для кошачьего туалета",1,3,4,2,NA,NA,NA,NA,NA,NA
416,"газета","Нарезать и набить бумагой детские игрушки",1,3,4,3,NA,NA,NA,NA,NA,NA
417,"газета","Насухо вытереть зеркало при уборке",1,3,3,2,NA,NA,NA,NA,NA,NA
418,"газета","Начертать линию вдоль края газеты (как линейка)",1,3,4,4,NA,NA,NA,NA,NA,NA
419,"газета","Нестандартные коврики и подложки под что-либо (напр., ешь и читаешь со скатерти)",1,5,4,3,NA,NA,NA,NA,NA,NA
420,"газета","Нетривиальное использование",1,1,1,1,NA,NA,NA,NA,NA,NA
421,"газета","Новость становится информацией",1,1,1,1,NA,NA,NA,NA,NA,NA
422,"газета","Обводить фото в газете маркером, чтобы казалось, что все картинки нарисованы",1,4,1,3,NA,NA,NA,NA,NA,NA
423,"газета","Обвязать ею",1,2,2,1,NA,NA,NA,NA,NA,NA
424,"газета","Обернуть банки/вазы, чтобы не было видно, что внутри",1,3,2,3,NA,NA,NA,NA,NA,NA
425,"газета","Обернуть вокруг ручек пакета, чтобы не резались пальцы",1,4,4,3,NA,NA,NA,NA,NA,NA
426,"газета","Обернуть предмет в посылке",1,3,2,2,NA,NA,NA,NA,NA,NA
427,"газета","Обернуть стеклянные вещи",1,3,2,2,NA,NA,NA,NA,NA,NA
428,"газета","Обёртка",1,3,2,2,NA,NA,NA,NA,NA,NA
429,"газета","Обёртка для подарка",1,3,3,2,NA,NA,NA,NA,NA,NA
430,"газета","Обёртка для чего-то",1,3,2,2,NA,NA,NA,NA,NA,NA
431,"газета","Обклеивание стен",1,3,2,2,NA,NA,NA,NA,NA,NA
432,"газета","Обклеивание стен вместо обоев",1,2,2,2,NA,NA,NA,NA,NA,NA
433,"газета","Обклеить деньги и положить на самое видное место = тайник",1,5,5,4,NA,NA,NA,NA,NA,NA
434,"газета","Обклеить комнату вместо дизайнерских обоев",1,2,3,3,NA,NA,NA,NA,NA,NA
435,"газета","Обклеить ручки и написать нужную информацию = шпаргалка",1,5,4,4,NA,NA,NA,NA,NA,NA
436,"газета","Обклеить стены",1,2,2,2,NA,NA,NA,NA,NA,NA
437,"газета","Обклеить стены",1,2,2,2,NA,NA,NA,NA,NA,NA
438,"газета","Обклеить стены вместо обоев",1,2,2,2,NA,NA,NA,NA,NA,NA
439,"газета","Обложка для тетради",1,3,3,3,NA,NA,NA,NA,NA,NA
440,"газета","Обмахиваться",1,2,3,2,NA,NA,NA,NA,NA,NA
441,"газета","Обмахиваться",1,2,3,2,NA,NA,NA,NA,NA,NA
442,"газета","Обои",1,2,2,2,NA,NA,NA,NA,NA,NA
443,"газета","Обои",1,2,2,2,NA,NA,NA,NA,NA,NA
444,"газета","Обои",1,2,2,2,NA,NA,NA,NA,NA,NA
445,"газета","Обои",1,2,2,2,NA,NA,NA,NA,NA,NA
446,"газета","Обои",1,2,2,2,NA,NA,NA,NA,NA,NA
