"ID","prompt","response","set","lab","rater1","rater2","rater3","rater4","C-act","C-ach"
43,"pneu","réservoir",8,4,3,3,3,3,56,52
43,"pneu","oreiller",8,4,3,4,2,3,56,52
43,"pneu","frigo",8,4,4,1,1,1,56,52
43,"pneu","tableau",8,4,4,3,2,3,56,52
43,"pneu","meuble",8,4,3,3,2,4,56,52
43,"pneu","table",8,4,2,3,3,3,56,52
43,"pneu","cercle de jeux",8,4,3,3,2,2,56,52
43,"pneu","vêtement",8,4,3,4,2,3,56,52
43,"pneu","chapeau",8,4,4,4,2,3,56,52
43,"pneu","ceinture",8,4,4,4,3,4,56,52
43,"pneu","chaussure",8,4,4,4,4,3,56,52
43,"pneu","bouclier",8,4,3,3,4,4,56,52
43,"pneu","amortisseur",8,4,2,2,3,3,56,52
43,"pneu","arme",8,4,4,3,2,3,56,52
43,"pneu","parapluie",8,4,3,4,2,3,56,52
43,"pneu","paravent",8,4,3,3,2,4,56,52
43,"pneu","paillasson",8,4,2,4,4,4,56,52
43,"pneu","cerceau",8,4,2,3,2,2,56,52
43,"pneu","collier",8,4,4,4,2,3,56,52
44,"bouteille","porter un message",8,4,3,3,2,2,47,79
44,"bouteille","contenir de l'eau",8,4,1,1,1,1,47,79
44,"bouteille","contenir un liquide",8,4,1,1,2,1,47,79
44,"bouteille","contenir du sable",8,4,2,3,2,2,47,79
44,"bouteille","piège à guêpes",8,4,2,3,3,2,47,79
44,"bouteille","instrument de musique (type arbre à pluie)",8,4,3,3,2,4,47,79
44,"bouteille","collections",8,4,3,1,2,2,47,79
44,"bouteille","isotherme",8,4,2,2,3,1,47,79
44,"bouteille","gourde",8,4,1,1,2,1,47,79
44,"bouteille","recycler",8,4,3,1,4,2,47,79
44,"bouteille","faire des vêtements",8,4,5,4,4,4,47,79
44,"bouteille","gaz",8,4,3,1,1,1,47,79
44,"bouteille","balle",8,4,4,4,2,3,47,79
44,"bouteille","projectile",8,4,2,2,2,2,47,79
44,"couteau","arme",8,4,1,1,2,1,47,79
44,"couteau","à viande",8,4,1,1,1,1,47,79
44,"couteau","à poisson",8,4,1,1,1,1,47,79
44,"couteau","à fromage",8,4,1,1,1,1,47,79
44,"couteau","opinel",8,4,1,1,1,1,47,79
44,"couteau","poignard",8,4,1,1,2,1,47,79
44,"couteau","flèche",8,4,3,2,2,2,47,79
44,"couteau","graveur our faire une gravure",8,4,2,2,3,2,47,79
44,"couteau","sécateur",8,4,2,2,2,2,47,79
44,"couteau","coquillage",8,4,1,1,3,1,47,79
44,"couteau","suisse",8,4,1,1,1,1,47,79
44,"couteau","cutter",8,4,1,1,3,2,47,79
44,"couteau","tartineur (pour le beurre, les scarifications)",8,4,2,1,2,1,47,79
44,"pneu","voiture",8,4,1,1,1,1,47,79
44,"pneu","roue",8,4,1,1,1,1,47,79
44,"pneu","jeu",8,4,3,3,2,2,47,79
44,"pneu","cabane",8,4,3,4,2,4,47,79
44,"pneu","feu",8,4,2,2,3,2,47,79
44,"pneu","table basse",8,4,3,3,2,3,47,79
44,"pneu","transat",8,4,4,3,2,4,47,79
44,"pneu","cachette",8,4,3,4,2,3,47,79
44,"pneu","rangement",8,4,4,3,2,4,47,79
44,"pneu","bouée",8,4,2,2,3,2,47,79
45,"bouteille","boire",8,4,1,1,1,1,49,120
45,"bouteille","décoration (navire ou sable)",8,4,3,3,3,2,49,120
45,"bouteille","jeu de soirée",8,4,2,4,2,2,49,120
45,"bouteille","message à la mer",8,4,2,2,2,2,49,120
45,"bouteille","musique",8,4,4,2,2,3,49,120
45,"couteau","cuisine",8,4,1,1,1,1,49,120
45,"couteau","lancer de couteu",8,4,2,1,1,1,49,120
45,"couteau","tournevis",8,4,2,2,3,2,49,120
45,"pneu","pot de fleur",8,4,4,2,2,3,49,120
45,"pneu","sport",8,4,2,2,2,3,49,120
45,"pneu","bouée",8,4,2,2,4,2,49,120
46,"bouteille","une pompe pour faire un respirateur ou autre",8,4,4,5,5,4,89,155
46,"bouteille","un récipient pour déplacer divers liquide",8,4,2,1,2,2,89,155
46,"bouteille","réutiliser le plastique fondu (très sculptural)",8,4,5,3,3,3,89,155
46,"bouteille","créer un matériaux textile résistant à l'humidité",8,4,5,3,3,3,89,155
46,"bouteille","faire des flotteurs pour un radeau",8,4,4,4,4,4,89,155
46,"bouteille","un instrument de musique",8,4,4,2,2,3,89,155
46,"bouteille","utiliser comme un coquillage pour écouter la mer",8,4,4,3,2,3,89,155
46,"bouteille","une arme pour rapper ses camarades sans douleur",8,4,2,2,2,2,89,155
46,"bouteille","la découper et s'en servir comme un objet tranchant",8,4,2,2,3,2,89,155
46,"bouteille","avec des tubes la remplir à demie de liquide pour créer une pompe qui aurait diverses vocations (j'ai plus le nom en tête, navrée)",8,4,5,4,4,4,89,155
46,"couteau","utile pour sculpter divers matériaux type bois, couper du cuir, etc.",8,4,2,2,3,2,89,155
46,"couteau","forcer une serrure",8,4,4,3,2,2,89,155
46,"couteau","créer des bijoux en fondant le métal",8,4,4,5,4,3,89,155
46,"couteau","broyer des matériaux organiques par pression",8,4,3,1,3,3,89,155
46,"couteau","viser des cibles",8,4,3,3,2,2,89,155
46,"couteau","l'utiliser comme flèche pour désigner une direction",8,4,4,3,2,3,89,155
46,"couteau","l'utiliser comme un calame pour dessiner",8,4,4,2,5,3,89,155
46,"couteau","graver avec la lame sur du métal",8,4,2,2,2,2,89,155
46,"couteau","manipuler des choses dégoutante sans se salir",8,4,2,3,3,3,89,155
46,"pneu","redécouvre le pneu et utiliser le matériaux pour créer d'autres objet (type vêtement etc.)",8,4,4,4,3,3,89,155
46,"pneu","associer des pneus et créer un espace",8,4,3,3,2,3,89,155
46,"pneu","utiliser comme bouée flotteur",8,4,2,2,3,2,89,155
46,"pneu","créer des murs d'escalade, terrain de sport, etc.",8,4,4,4,3,3,89,155
46,"pneu","céer une boite de rangement",8,4,4,3,2,4,89,155
46,"pneu","l'utiliser comme acte performatif en le posant devant un lieu rigolo et en y inscrivant ""ça roule?""",8,4,4,3,2,2,89,155
46,"pneu","créer un véhicule avec un pneu en ajoutant un moteur",8,4,4,3,1,2,89,155
46,"pneu","faire des fauteuils assez chics",8,4,4,3,3,3,89,155
46,"pneu","utiliser la forme comme pochoir pour peindre des espaces",8,4,4,5,3,3,89,155
46,"pneu","créer un motif de brique en moulant la surface du pneu",8,4,5,5,4,3,89,155
46,"pneu","faire un jeu pour enfant",8,4,3,3,2,2,89,155
46,"pneu","créer un réservoir d'eau en utilisant plusieurs pneu (type réservoir à eau de pluie)",8,4,5,4,4,4,89,155
48,"bouteille","faire un jardin suspendu",8,4,4,4,3,3,49,42
48,"bouteille","fabriquer une lampe",8,4,4,2,2,2,49,42
48,"bouteille","fabriquer un maison avec les bouteilles pleins de sable",8,4,4,4,4,4,49,42
48,"bouteille","s'en servir comme haltère",8,4,3,2,2,3,49,42
48,"bouteille","projectile",8,4,2,2,2,2,49,42
48,"bouteille","s'en servir pour arroser des plantes sur une longue durée",8,4,3,3,2,2,49,42
48,"bouteille","attrape mouches",8,4,3,3,3,2,49,42
48,"bouteille","s'en servir pour désigner les gens au hasard pour des jeux",8,4,3,4,2,2,49,42
48,"couteau","fabriquer une lance",8,4,2,2,4,3,49,42
48,"couteau","jouer aux flechettes",8,4,3,3,2,2,49,42
48,"couteau","graver ses initiales sur une table",8,4,2,2,2,2,49,42
48,"couteau","peindre",8,4,5,4,4,3,49,42
48,"couteau","sculpter",8,4,2,2,3,2,49,42
48,"couteau","ouvrir une lettre",8,4,2,2,3,2,49,42
48,"couteau","accrocher un poster au mur",8,4,4,4,2,4,49,42
48,"pneu","sport",8,4,2,2,1,2,49,42
48,"pneu","rouler",8,4,1,1,1,2,49,42
48,"pneu","balancoire",8,4,3,2,2,2,49,42
48,"pneu","fabriquer un fauteuil",8,4,2,3,3,2,49,42
48,"pneu","créer un jardin",8,4,4,3,3,3,49,42
48,"pneu","faire un parcours du combattant",8,4,3,4,2,2,49,42
48,"pneu","faire un parcours de karting",8,4,2,2,4,2,49,42
49,"bouteille","fabriquer une lampe",8,4,4,2,2,2,41,52
49,"bouteille","jouer au jeu de la bouteille",8,4,3,4,2,2,41,52
49,"bouteille","jongler avec",8,4,3,4,3,3,41,52
49,"bouteille","la recycler",8,4,3,1,4,2,41,52
49,"bouteille","fabriquer un jeu de boule",8,4,3,3,3,3,41,52
49,"bouteille","la remplir de sable",8,4,1,2,2,2,41,52
49,"bouteille","parler dedans",8,4,3,2,1,3,41,52
49,"bouteille","écouter à travers",8,4,5,4,2,4,41,52
49,"bouteille","commencer une collection",8,4,3,1,2,2,41,52
49,"bouteille","la détruire",8,4,1,1,1,2,41,52
49,"couteau","manger de la viande",8,4,1,1,1,1,41,52
49,"couteau","tailler un couteau en bois",8,4,1,2,3,1,41,52
49,"couteau","faire une sculpture en bois",8,4,2,2,3,2,41,52
49,"couteau","le maintenir en équilibre sur un doigt",8,4,4,2,1,2,41,52
49,"couteau","graver une table",8,4,2,2,3,2,41,52
49,"couteau","faire peur à un proche",8,4,1,1,1,1,41,52
49,"couteau","l'enterrer dans le jardin",8,4,2,1,1,1,41,52
49,"couteau","le vendre aux enchères",8,4,2,1,2,2,41,52
49,"couteau","faire de la musique avec",8,4,5,5,2,4,41,52
49,"pneu","musculation",8,4,2,2,2,3,41,52
49,"pneu","faire un feu",8,4,4,2,3,2,41,52
49,"pneu","construire un bateau",8,4,4,4,3,4,41,52
49,"pneu","faire une semelle de chaussure",8,4,4,4,3,4,41,52
49,"pneu","rebondir dessus",8,4,3,3,2,3,41,52
49,"pneu","fabriquer un pot de fleur",8,4,4,2,3,3,41,52
49,"pneu","taper dedans",8,4,3,4,2,2,41,52
49,"pneu","réparer sa voiture",8,4,1,1,2,1,41,52
50,"bouteille","musique",8,4,3,2,2,3,58,196
50,"bouteille","expérience scientifique (pression)",8,4,5,4,3,3,58,196
50,"bouteille","décoration",8,4,3,2,2,2,58,196
50,"bouteille","filtre photographique",8,4,4,4,3,5,58,196
50,"bouteille","filtre sonore",8,4,3,3,3,4,58,196
50,"bouteille","explosifs dedans",8,4,2,3,3,2,58,196
50,"bouteille","rouler avec",8,4,2,4,3,3,58,196
50,"couteau","jeux dangereux entre les doigts",8,4,3,3,1,2,58,196
50,"couteau","suspendre au plafond au bout d'un fil dans une salle avec plein de ballons et beaucoup de vent",8,4,4,2,2,3,58,196
50,"couteau","mettre au four pour voir ce que ça fait",8,4,2,1,1,2,58,196
50,"pneu","obstacles en feu",8,4,4,2,3,3,58,196
50,"pneu","film animé avec pneu",8,4,4,1,2,4,58,196
50,"pneu","animal dans un pneu",8,4,3,3,2,2,58,196
51,"bouteille","on peut s'en servir de vase",8,4,2,2,2,2,72,128
51,"bouteille","de porte-bougie",8,4,4,2,2,2,72,128
51,"bouteille","on peut l'utiliser comme arme",8,4,2,2,2,2,72,128
51,"bouteille","on peut l'utiliser pour récupérer l'eau d'une fuite",8,4,1,2,3,2,72,128
51,"couteau","on peut l'utiliser pour faire levier pour avoir plus de force",8,4,3,3,3,3,72,128
51,"couteau","on peut l'utiliser pour visser",8,4,2,2,3,2,72,128
51,"couteau","on peut se servir du manche comme mortier",8,4,4,3,2,3,72,128
51,"pneu","peut servir de siège",8,4,2,2,3,2,72,128
51,"pneu","balançoire",8,4,3,2,2,2,72,128
51,"pneu","on peut s'en servir pour garder une porte ouverte",8,4,3,4,3,4,72,128
51,"pneu","on peut les découper et faire des semelles de chaussures.",8,4,4,4,3,4,72,128
52,"bouteille","La casser",8,4,1,1,1,2,77,101
52,"bouteille","s'en servir comme oreiller",8,4,2,4,2,4,77,101
52,"bouteille","comme pied de chaise",8,4,4,4,4,4,77,101
52,"bouteille","cale de table",8,4,5,4,3,4,77,101
52,"bouteille","arme",8,4,2,2,2,2,77,101
52,"bouteille","decoration",8,4,3,2,2,2,77,101
52,"bouteille","bijoux",8,4,4,4,3,3,77,101
52,"bouteille","vase",8,4,2,2,2,2,77,101
52,"bouteille","rouler dessus pour faire des figures acrobatiques",8,4,5,4,2,4,77,101
52,"bouteille","siffler dedans",8,4,4,2,2,3,77,101
52,"bouteille","projectile",8,4,2,2,2,2,77,101
52,"bouteille","maison d'insectes",8,4,4,3,3,3,77,101
52,"bouteille","rangement (vide poche)",8,4,3,2,4,2,77,101
52,"bouteille","porte manteau",8,4,4,4,5,4,77,101
52,"bouteille","recipient",8,4,1,2,2,2,77,101
52,"bouteille","bowling",8,4,4,4,2,3,77,101
52,"bouteille","chamboule tout",8,4,3,4,2,3,77,101
52,"couteau","Boucle d'oreille",8,4,4,4,2,4,77,101
52,"couteau","ou autre bijoux",8,4,4,4,1,3,77,101
52,"couteau","lime à ongle",8,4,4,2,2,2,77,101
52,"couteau","jouet pour enfant",8,4,3,3,1,3,77,101
52,"couteau","jouet pour animal",8,4,5,3,2,3,77,101
52,"couteau","cuillère",8,4,2,2,2,2,77,101
52,"couteau","peigne / brosse",8,4,4,4,3,4,77,101
52,"couteau","ciseaux",8,4,2,2,2,2,77,101
52,"couteau","arme",8,4,1,1,2,2,77,101
52,"couteau","porte manteau",8,4,3,4,1,4,77,101
52,"couteau","levier",8,4,2,4,3,3,77,101
52,"couteau","poignée de porte d'entrée",8,4,3,3,2,5,77,101
52,"couteau","crayon pour écrire ou dessiner",8,4,4,2,2,3,77,101
52,"couteau","baguette de chef d'orchestre",8,4,4,4,3,4,77,101
52,"couteau","hache pour couper un arbre",8,4,2,2,2,2,77,101
52,"couteau","jeu de flechettes",8,4,3,3,2,2,77,101
52,"pneu","pour dormir",8,4,3,3,3,3,77,101
52,"pneu","pour masser",8,4,3,5,2,4,77,101
52,"pneu","pour frapper ou blesser quelqu'un",8,4,2,3,2,3,77,101
52,"pneu","pour construire une maison",8,4,4,4,3,4,77,101
52,"pneu","pour s'asseoir",8,4,4,3,3,2,77,101
52,"pneu","en decoration",8,4,3,3,2,2,77,101
52,"pneu","pour jouer",8,4,3,3,2,2,77,101
52,"pneu","jouet d'animal",8,4,3,3,2,4,77,101
52,"pneu","pour s'habiller",8,4,5,4,1,4,77,101
52,"pneu","pour se maquiller",8,4,3,3,1,3,77,101
52,"pneu","pour se cacher",8,4,3,4,3,2,77,101
52,"pneu","pour se mettre dedans",8,4,3,3,3,2,77,101
52,"pneu","pour le découper",8,4,3,2,2,2,77,101
52,"pneu","pour le trouer",8,4,1,1,1,1,77,101
52,"pneu","pour se le lancer comme une balle",8,4,3,3,2,3,77,101
52,"pneu","pour faire des courses de vitesse",8,4,1,3,1,2,77,101
52,"pneu","pour bloquer un passage ou un chemin",8,4,2,3,4,2,77,101
52,"pneu","pour casser un obstacle",8,4,3,2,2,3,77,101
52,"pneu","pour détruire d'autres objets",8,4,2,3,2,2,77,101
52,"pneu","pour commencer un incendie",8,4,2,2,4,2,77,101
52,"pneu","pour s'en servir de chapeau",8,4,4,4,2,3,77,101
52,"pneu","pour tuer quelqu'un",8,4,2,3,2,3,77,101
52,"pneu","pour écraser un animal",8,4,2,1,1,2,77,101
53,"bouteille","arme",8,4,2,2,2,2,75,174
53,"bouteille","instrument de musique",8,4,3,2,2,3,75,174
53,"bouteille","haltères",8,4,3,2,2,3,75,174
53,"bouteille","plateformes de chaussure",8,4,4,4,4,4,75,174
53,"bouteille","ou plateformes de table",8,4,4,4,3,3,75,174
53,"bouteille","sextoy",8,4,5,3,3,4,75,174
53,"bouteille","porte-bougie",8,4,5,2,2,2,75,174
53,"couteau","réflecteur de lumière",8,4,5,5,3,4,75,174
53,"couteau","instrument de musique",8,4,5,5,2,4,75,174
53,"pneu","Bouée",8,4,2,2,3,2,75,174
53,"pneu","lest",8,4,2,4,4,2,75,174
53,"pneu","bowling",8,4,3,3,1,3,75,174
53,"pneu","cerceau",8,4,2,3,2,2,75,174
53,"pneu","traceur de cercles",8,4,4,5,2,4,75,174
54,"bouteille","pour boire",8,4,1,1,1,1,35,82
54,"bouteille","pour faire d cela musique (avec un fond d'eau au fond)",8,4,3,2,3,3,35,82
54,"bouteille","peut servir de contenaire pour différentes textures",8,4,1,2,2,2,35,82
54,"bouteille","objet de jonglage",8,4,4,3,3,3,35,82
54,"bouteille","peut remplacer une balle dans un jeu si elle est écrasée en boule",8,4,3,4,2,4,35,82
54,"bouteille","peut servir à mieux entendre les sons (lorsqu'elle est collée à un mur)",8,4,4,5,3,3,35,82
54,"bouteille","peut faire office de ballon (on peut se la lancer à la main ou au pied)",8,4,4,4,2,4,35,82
54,"couteau","pour blesser quelqu'un",8,4,1,1,2,1,35,82
54,"couteau","pour découper des aliments (cuisine)",8,4,1,1,1,1,35,82
54,"couteau","pour ouvrir une porte (a la place d'un tourne vis)",8,4,3,2,3,2,35,82
54,"couteau","pour effrayer les gens",8,4,2,1,2,2,35,82
54,"couteau","pour dessiner (si on le trempe dans de la peinture)",8,4,4,4,4,3,35,82
54,"couteau","pour faire du bruit contre un autre objet",8,4,4,4,1,3,35,82
54,"pneu","faire avancer une voiture",8,4,1,1,1,1,35,82
54,"pneu","jongler",8,4,4,4,3,3,35,82
54,"pneu","jeu pour enfant (en se le lançant)",8,4,3,3,2,2,35,82
54,"pneu","peut servir de chaise pour s'asseoir",8,4,3,3,2,2,35,82
54,"pneu","on peut sauter dessus (idée du trampoline)",8,4,3,3,2,3,35,82
54,"pneu","instrument de musique (en le dégonflant d'un coup)",8,4,5,5,2,5,35,82
54,"pneu","utile comme instrument de jonglage ",8,4,4,4,2,3,35,82
55,"bouteille","vase",8,4,3,2,2,2,39,35
55,"bouteille","gourde",8,4,1,1,2,1,39,35
55,"bouteille","dcoration",8,4,3,2,4,2,39,35
55,"bouteille","jeu de la bouteille",8,4,2,4,2,2,39,35
55,"bouteille","altère",8,4,4,2,2,3,39,35
55,"bouteille","jouet pour chien",8,4,5,4,2,3,39,35
55,"bouteille","chandelier",8,4,5,2,2,2,39,35
55,"bouteille","carafe",8,4,2,1,2,1,39,35
55,"bouteille","arme blanche",8,4,1,2,2,2,39,35
55,"bouteille","pot à crayon",8,4,4,3,2,2,39,35
55,"bouteille","coussin de plage",8,4,2,4,2,3,39,35
55,"bouteille","glacière",8,4,2,4,2,4,39,35
55,"bouteille","bouillotte",8,4,5,5,4,3,39,35
55,"couteau","règle",8,4,4,4,3,4,39,35
55,"couteau","tournevis",8,4,3,2,2,3,39,35
55,"couteau","outil pour graver",8,4,2,2,3,2,39,35
55,"couteau","ouvre boite",8,4,2,1,3,2,39,35
55,"couteau","pelle de plage",8,4,2,4,2,3,39,35
55,"couteau","outils de pêche",8,4,4,2,3,3,39,35
55,"couteau","cale porte",8,4,4,3,3,4,39,35
55,"pneu","matériel de crossfit",8,4,2,3,3,2,39,35
55,"pneu","amortisseur",8,4,2,2,3,2,39,35
55,"pneu","jouet pour enfant",8,4,3,3,2,2,39,35
55,"pneu","poids",8,4,2,2,4,2,39,35
55,"pneu","table",8,4,4,3,3,3,39,35
55,"pneu","bouée",8,4,2,2,3,2,39,35
55,"pneu","objet de decoration",8,4,3,3,2,2,39,35
55,"pneu","fauteuil",8,4,3,3,2,3,39,35
56,"bouteille","faire de la musique en soufflant",8,4,3,2,2,3,18,47
56,"bouteille","rouleau a patisserie",8,4,5,5,3,3,18,47
56,"bouteille","arme contre la police",8,4,2,2,2,2,18,47
56,"bouteille","longue vue",8,4,5,2,2,4,18,47
56,"bouteille","message (bouteille à la mer)",8,4,2,2,2,2,18,47
56,"couteau","ouvrir une conserve",8,4,2,2,3,2,18,47
56,"couteau","lancer de couteau",8,4,3,3,2,2,18,47
56,"couteau","curer les ongles",8,4,3,3,4,3,18,47
56,"couteau","peinture au couteau",8,4,4,4,4,4,18,47
56,"couteau","crocheter une serrure",8,4,4,2,2,3,18,47
56,"pneu","torture",8,4,1,2,3,3,18,47
56,"pneu","allumer un feu",8,4,2,2,4,2,18,47
56,"pneu","fabriquer des chaussures avec le matériau",8,4,4,4,3,4,18,47
56,"pneu","houla hop",8,4,2,3,2,2,18,47
56,"pneu","bouée de sauvetage",8,4,2,2,3,2,18,47
56,"pneu","jeu du cerceau",8,4,2,3,2,2,18,47
57,"bouteille","Contenir un liquide",8,4,1,1,1,1,74,207
57,"bouteille","peut servir de vase",8,4,3,2,2,2,74,207
57,"bouteille","une bouteille en verre brisée en plusieurs morceaux et fixée dans du béton cela remplace les clotures en haut des murs d'enceinte",8,4,4,2,4,4,74,207
57,"bouteille","en morceaux le verre des bouteilles peut servir de base pour de la mosaïque",8,4,4,5,4,4,74,207
57,"bouteille","pour conserver du sable",8,4,2,3,2,3,74,207
57,"bouteille","faire office d'abat jour",8,4,4,3,2,3,74,207
57,"bouteille","les bouteilles en plastiques peuvent être recyclées et se transformer en n'importe quel autre objet",8,4,4,3,4,2,74,207
57,"bouteille","elles peuvent aussi servir de vase",8,4,2,2,2,2,74,207
57,"bouteille","d'arrosoir",8,4,2,2,2,2,74,207
57,"bouteille","de mangeoire à oiseaux",8,4,4,4,3,3,74,207
57,"couteau","Couper les aliments ou étaler",8,4,2,1,2,1,74,207
57,"couteau","c'est un coquillage comestible que l'on trouve dans la mer de forme longue et incurvée",8,4,4,1,3,1,74,207
57,"couteau","sculpter le bois couteau à bois",8,4,2,2,4,2,74,207
57,"couteau","peut servir d'arme offensive ou défensive à l'encontre de quelqu'un",8,4,1,1,2,1,74,207
57,"pneu","faire rouler une voiture",8,4,1,1,1,1,74,207
57,"pneu","fabriquer une balançoire",8,4,3,2,3,2,74,207
57,"pneu","fabriquer une jardinière",8,4,3,2,3,3,74,207
57,"pneu","recycler le plastique pour créer d'autres matières",8,4,4,2,4,2,74,207
57,"pneu","fabriquer une cabane ou un habitat plus conséquent ",8,4,4,4,3,4,74,207
59,"bouteille","un vase",8,4,3,2,2,2,65,114
59,"bouteille","une étagère",8,4,4,5,5,4,65,114
59,"bouteille","un pot à crayon",8,4,3,2,2,2,65,114
59,"bouteille","une lampe",8,4,4,2,2,2,65,114
59,"bouteille","un entonnoir",8,4,3,3,2,3,65,114
59,"bouteille","un chamboule-tout",8,4,3,4,2,3,65,114
59,"bouteille","du foot",8,4,3,4,1,4,65,114
59,"bouteille","des maracasses",8,4,4,3,2,3,65,114
59,"bouteille","de la musique en les remplissant d'eau à différents niveaux",8,4,4,2,2,3,65,114
59,"couteau","des flechettes",8,4,3,3,2,2,65,114
59,"couteau","des baguettes chinoises",8,4,5,3,1,4,65,114
59,"couteau","se couper les ongles",8,4,3,2,1,3,65,114
59,"pneu","balançoire",8,4,3,2,2,2,65,114
59,"pneu","siège",8,4,3,3,2,3,65,114
59,"pneu","parcours de sport",8,4,2,3,3,2,65,114
59,"pneu","houla hoop",8,4,2,2,2,2,65,114
59,"pneu","luge",8,4,4,4,3,4,65,114
59,"pneu","bouée",8,4,2,2,3,2,65,114
60,"bouteille","stockage de liquide",8,4,1,1,2,1,30,43
60,"bouteille","mélange mentos - coca",8,4,3,1,2,2,30,43
60,"bouteille","element d'une centrifugeuse",8,4,5,3,5,4,30,43
60,"bouteille","extraction de bande rectangulaire de plastique pour projet d'art plastique",8,4,3,4,2,4,30,43
60,"bouteille","récipient pour tout type d'objet une fois que la partie supérieure est sectionnée",8,4,3,2,2,2,30,43
60,"bouteille","moyen d'obtenir de l'argent graces aux bouteilles en verre consignées en Allemagne",8,4,4,1,3,2,30,43
60,"bouteille","arme par destination (en tesson)",8,4,2,2,3,2,30,43
60,"couteau","couvert de cuisine",8,4,1,1,1,1,30,43
60,"couteau","arme",8,4,1,1,2,1,30,43
60,"couteau","archet pour violon",8,4,5,4,2,4,30,43
60,"couteau","utilisé comme cuillère",8,4,3,2,2,2,30,43
60,"couteau","dépecer en boucherie",8,4,1,1,1,1,30,43
60,"couteau","couper des cables",8,4,1,1,2,1,30,43
60,"couteau","couper du bois",8,4,2,2,1,2,30,43
60,"couteau","couper du tissus",8,4,1,2,3,1,30,43
60,"couteau","utilisé comme miroir",8,4,4,5,3,3,30,43
60,"couteau","en chirurgie (scalpel)",8,4,4,1,3,2,30,43
60,"couteau","ouvre boite",8,4,2,2,3,3,30,43
60,"couteau","comme tournevis",8,4,3,2,2,3,30,43
60,"pneu","roue de voiture",8,4,1,1,1,1,30,43
60,"pneu","bouée",8,4,2,2,3,2,30,43
60,"pneu","petite piscine pour enfant",8,4,3,4,2,4,30,43
60,"pneu","le faire rouler depuis le sommet d'un pente",8,4,3,4,2,2,30,43
60,"pneu","le faire rouler depuis le sommet d'une pente avec une personne dedans",8,4,4,3,4,3,30,43
60,"pneu","le trainer en l'attachant à son corps (musculation)",8,4,2,3,3,2,30,43
60,"pneu","pneu comme pot de jardinage",8,4,4,2,3,3,30,43
60,"pneu","element de décoration fixé sur un mur",8,4,4,3,2,2,30,43
61,"bouteille","flotteurs de piscine",8,4,4,4,4,3,71,118
61,"bouteille","flacons",8,4,1,2,2,1,71,118
61,"bouteille","haltère",8,4,3,2,2,3,71,118
61,"bouteille","balance",8,4,3,2,1,1,71,118
61,"bouteille","vitrail",8,4,5,5,3,4,71,118
61,"bouteille","mobile suspendu",8,4,4,3,3,4,71,118
61,"bouteille","revêtement de sol",8,4,3,5,5,3,71,118
61,"bouteille","pluviomètre",8,4,4,3,4,3,71,118
61,"bouteille","luminaire",8,4,4,2,2,2,71,118
61,"bouteille","instrument de musique",8,4,4,2,2,3,71,118
61,"couteau","tuteur pour les plantes",8,4,5,4,3,4,71,118
61,"couteau","spatule",8,4,4,2,3,3,71,118
61,"couteau","pinceau ou crayon",8,4,4,4,2,3,71,118
61,"couteau","baguette (de batterie par exemple)",8,4,4,4,2,3,71,118
61,"couteau","miroir de poche",8,4,5,5,4,4,71,118
61,"couteau","fourchette",8,4,3,2,2,2,71,118
61,"couteau","faux doigt",8,4,3,1,2,4,71,118
61,"couteau","attelle",8,4,5,5,2,5,71,118
61,"couteau","bijou",8,4,4,4,2,3,71,118
61,"couteau","vêtement",8,4,1,4,1,1,71,118
61,"couteau","couteaux assemblés pour faire une palissade",8,4,4,4,2,4,71,118
61,"pneu","bouée",8,4,2,2,3,2,71,118
61,"pneu","roue à aube",8,4,5,2,4,4,71,118
61,"pneu","flotteur",8,4,4,2,4,3,71,118
61,"pneu","airbag",8,4,2,3,2,3,71,118
61,"pneu","tracer des empreintes",8,4,4,4,2,3,71,118
61,"pneu","cerceau à hoola-hoop",8,4,2,3,2,2,71,118
61,"pneu","assise",8,4,3,3,2,2,71,118
61,"pneu","sandales",8,4,4,4,4,3,71,118
61,"pneu","pied de table",8,4,2,4,3,3,71,118
61,"pneu","faire fondre le plastique",8,4,4,2,1,2,71,118
61,"pneu","protéger les arbres",8,4,4,3,5,3,71,118
62,"bouteille","aquarium",8,4,4,5,2,3,22,46
62,"bouteille","objet décoratif",8,4,3,2,2,2,22,46
62,"bouteille","pot à crayons",8,4,3,3,3,2,22,46
62,"bouteille","bouée hermétique",8,4,4,4,4,4,22,46
62,"bouteille","bougeoir ",8,4,4,2,2,2,22,46
62,"couteau","ouvre bouteille",8,4,2,2,3,2,22,46
62,"couteau","chausse pied",8,4,5,4,3,4,22,46
62,"couteau","cure dent",8,4,3,2,3,3,22,46
62,"couteau","tourne vice",8,4,2,2,3,2,22,46
62,"couteau","flechette ",8,4,3,3,3,2,22,46
62,"pneu","leste",8,4,2,3,5,3,22,46
62,"pneu","équipement sportif",8,4,2,2,3,3,22,46
62,"pneu","balançoire",8,4,3,2,2,2,22,46
62,"pneu","niche",8,4,3,4,2,3,22,46
62,"pneu","digue",8,4,3,4,3,4,22,46
63,"bouteille","haltère",8,4,3,2,2,3,50,82
63,"bouteille","assemblées pour devenir un bateau qui flotte",8,4,4,5,3,4,50,82
63,"bouteille","pleine de sable pour faire des quilles",8,4,3,3,3,3,50,82
63,"bouteille","aplatie pour faire des claquettes bon marché",8,4,5,4,2,4,50,82
