"ID","prompt","response","set","lp","order","rater1","rater2","rater3","rater4","iq_all","visual","music","dance","archit","writing","humor","science","theatre","culinary","caq","cpi","cse","growth","fixed","IRT","Nv","Nw","Ac","Ap","Ci","Co","Ee","Ea","Oi","Oo","N_BFAS","A_BFAS","C_BFAS","E_BFAS","O_BFAS","CREAT_ACT","inventions","CAQLN","CACTLN","bric_pre","bric_pos","can_pret","can_pos","sqCAQ","lnvisual","lnmusic","Extr","Aggr","Cons","Neu","Openn","Mach","Psych","Narc","CPI","CSE","ACTIVITY_GENERAL","discov","caq_ln","self_everyday","scholarly","performance","mechanical_science","artistic","badd_iq","string_cse","can_cse","brick_cse","age"
67094,"puszka","zabawka",1,2011,"p7",3,2,3,NA,0.4774193548387097,0,0,0,0,1,0,1,0,1,4,6.2,5.666666666666667,4,3,3.5,3.1,3.1,3.6,3.4,3.4,3.5,3.3,3.8,3.6,3.7,3.1,3.5,3.45,3.55,3.65,0.18181818181818182,1,1.6094379124341003,0.16705408466316624,64.5,52.5,63.5,50,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67343,"cegła","Do podłożenia pod samochód w formie bezpieczeństwa przy wymianie kola",2,988,"p1",NA,1,2,TRUE,6,0,0,0,0,0,3,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,4.6,4,1.4,4.4,2.75,1,3.25,5.8,6.833333333333333,0,1,1.791759469228055,4.090909090909091,2.909090909090909,1.6,3,2.4444444444444446,29,64,97,91,36
67343,"puszka","Uciąć wieczko i jako kubek na długopisy lub ołówki",2,1057,"p1",2,1,NA,NA,6,0,0,0,0,0,3,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,4.6,4,1.4,4.4,2.75,1,3.25,5.8,6.833333333333333,0,1,1.791759469228055,4.090909090909091,2.909090909090909,1.6,3,2.4444444444444446,29,64,97,91,36
67343,"sznurek","Jako sznorowke",2,1013,"p1",1,NA,2,NA,6,0,0,0,0,0,3,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,4.6,4,1.4,4.4,2.75,1,3.25,5.8,6.833333333333333,0,1,1.791759469228055,4.090909090909091,2.909090909090909,1.6,3,2.4444444444444446,29,64,97,91,36
67558,"cegła","e kolo w samochodzie",2,912,"p1",NA,1,2,TRUE,4,0,0,0,0,1,3,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.2,3.1,3.4,3.2,3.5,4,3.75,4,3.8333333333333335,0.0303030303030303,0,1.6094379124341003,3.4545454545454546,3.272727272727273,3.5,3.111111111111111,3.2222222222222223,27,38,39,46.5,43
67558,"puszka","jako pojemnik na deszczówkę",2,977,"p1",3,1,NA,NA,4,0,0,0,0,1,3,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.2,3.1,3.4,3.2,3.5,4,3.75,4,3.8333333333333335,0.0303030303030303,0,1.6094379124341003,3.4545454545454546,3.272727272727273,3.5,3.111111111111111,3.2222222222222223,27,38,39,46.5,43
67558,"sznurek","jako zabawkę dla kota",2,930,"p1",2,NA,3,NA,4,0,0,0,0,1,3,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.2,3.1,3.4,3.2,3.5,4,3.75,4,3.8333333333333335,0.0303030303030303,0,1.6094379124341003,3.4545454545454546,3.272727272727273,3.5,3.111111111111111,3.2222222222222223,27,38,39,46.5,43
67987,"cegła","zbudowania ceglanego krzesła",1,2393,"p2",2,3,3,NA,0.16774193548387098,0,0,0,0,0,0,0,0,0,0,4.4,3.5,3.8,3.6,2,3.7,4.3,3.8,3,2.8,3.9,3,2.3,2.4,2.5,4,3.4,3.35,2.65,2.45,0,0,0,0,13,4,29,29.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67987,"cegła","zbudowania grila z cegły",1,2392,"p1",2,2,1,NA,0.16774193548387098,0,0,0,0,0,0,0,0,0,0,4.4,3.5,3.8,3.6,2,3.7,4.3,3.8,3,2.8,3.9,3,2.3,2.4,2.5,4,3.4,3.35,2.65,2.45,0,0,0,0,13,4,29,29.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67987,"puszka","morzna jaks zezbe zrobic z puszki",1,2907,"p1",2,4,3,NA,0.16774193548387098,0,0,0,0,0,0,0,0,0,0,4.4,3.5,3.8,3.6,2,3.7,4.3,3.8,3,2.8,3.9,3,2.3,2.4,2.5,4,3.4,3.35,2.65,2.45,0,0,0,0,13,4,29,29.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67987,"puszka","mozna zrobic skarbonke dla pieniazkow",1,2908,"p2",2,2,2,NA,0.16774193548387098,0,0,0,0,0,0,0,0,0,0,4.4,3.5,3.8,3.6,2,3.7,4.3,3.8,3,2.8,3.9,3,2.3,2.4,2.5,4,3.4,3.35,2.65,2.45,0,0,0,0,13,4,29,29.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67987,"puszka","mozna zrobic wazonik",1,2909,"p3",2,2,2,NA,0.16774193548387098,0,0,0,0,0,0,0,0,0,0,4.4,3.5,3.8,3.6,2,3.7,4.3,3.8,3,2.8,3.9,3,2.3,2.4,2.5,4,3.4,3.35,2.65,2.45,0,0,0,0,13,4,29,29.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68047,"cegła","dom",1,2642,"p3",1,1,1,NA,0.132258064516129,0,0,0,0,0,0,0,0,0,0,4,3.8333333333333335,4.4,3.2,2,3.8,3.6,3.4,3.5,3.2,3.5,2.7,2.9,2.9,3.1,3.7,3.45,3.35,2.8,3,0.0303030303030303,0,0,0.02985296314968113,49.5,43.5,41.5,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68047,"cegła","mur",1,2640,"p1",1,1,1,NA,0.132258064516129,0,0,0,0,0,0,0,0,0,0,4,3.8333333333333335,4.4,3.2,2,3.8,3.6,3.4,3.5,3.2,3.5,2.7,2.9,2.9,3.1,3.7,3.45,3.35,2.8,3,0.0303030303030303,0,0,0.02985296314968113,49.5,43.5,41.5,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68047,"cegła","płot",1,2641,"p2",1,2,1,NA,0.132258064516129,0,0,0,0,0,0,0,0,0,0,4,3.8333333333333335,4.4,3.2,2,3.8,3.6,3.4,3.5,3.2,3.5,2.7,2.9,2.9,3.1,3.7,3.45,3.35,2.8,3,0.0303030303030303,0,0,0.02985296314968113,49.5,43.5,41.5,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68047,"puszka","konserwa",1,3212,"p1",1,1,1,NA,0.132258064516129,0,0,0,0,0,0,0,0,0,0,4,3.8333333333333335,4.4,3.2,2,3.8,3.6,3.4,3.5,3.2,3.5,2.7,2.9,2.9,3.1,3.7,3.45,3.35,2.8,3,0.0303030303030303,0,0,0.02985296314968113,49.5,43.5,41.5,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68047,"puszka","przybornik",1,3215,"p4",2,1,2,NA,0.132258064516129,0,0,0,0,0,0,0,0,0,0,4,3.8333333333333335,4.4,3.2,2,3.8,3.6,3.4,3.5,3.2,3.5,2.7,2.9,2.9,3.1,3.7,3.45,3.35,2.8,3,0.0303030303030303,0,0,0.02985296314968113,49.5,43.5,41.5,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68047,"puszka","schowek",1,3214,"p3",2,2,1,NA,0.132258064516129,0,0,0,0,0,0,0,0,0,0,4,3.8333333333333335,4.4,3.2,2,3.8,3.6,3.4,3.5,3.2,3.5,2.7,2.9,2.9,3.1,3.7,3.45,3.35,2.8,3,0.0303030303030303,0,0,0.02985296314968113,49.5,43.5,41.5,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68047,"puszka","skarbonka",1,3213,"p2",2,2,2,NA,0.132258064516129,0,0,0,0,0,0,0,0,0,0,4,3.8333333333333335,4.4,3.2,2,3.8,3.6,3.4,3.5,3.2,3.5,2.7,2.9,2.9,3.1,3.7,3.45,3.35,2.8,3,0.0303030303030303,0,0,0.02985296314968113,49.5,43.5,41.5,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68112,"cegła","jako podnozek",1,2549,"p3",2,2,2,NA,0.47419354838709676,0,0,0,0,0,1,7,0,1,9,6,6.5,4.4,2,3.8333333333333335,1.8,1.5,4.9,4.6,4.7,4.6,3.7,3.3,4.3,4,1.65,4.75,4.65,3.5,4.15,0.24242424242424243,0,2.302585092994046,0.21706450523782758,64.5,51.5,67,69.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68112,"cegła","jako podstawka na kwiatek",1,2547,"p1",2,2,2,NA,0.47419354838709676,0,0,0,0,0,1,7,0,1,9,6,6.5,4.4,2,3.8333333333333335,1.8,1.5,4.9,4.6,4.7,4.6,3.7,3.3,4.3,4,1.65,4.75,4.65,3.5,4.15,0.24242424242424243,0,2.302585092994046,0.21706450523782758,64.5,51.5,67,69.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68112,"cegła","jako poleczka",1,2548,"p2",2,3,2,NA,0.47419354838709676,0,0,0,0,0,1,7,0,1,9,6,6.5,4.4,2,3.8333333333333335,1.8,1.5,4.9,4.6,4.7,4.6,3.7,3.3,4.3,4,1.65,4.75,4.65,3.5,4.15,0.24242424242424243,0,2.302585092994046,0.21706450523782758,64.5,51.5,67,69.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68112,"cegła","stolik dla lalek",1,2550,"p4",3,3,3,NA,0.47419354838709676,0,0,0,0,0,1,7,0,1,9,6,6.5,4.4,2,3.8333333333333335,1.8,1.5,4.9,4.6,4.7,4.6,3.7,3.3,4.3,4,1.65,4.75,4.65,3.5,4.15,0.24242424242424243,0,2.302585092994046,0.21706450523782758,64.5,51.5,67,69.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68112,"puszka","doniczka na kwiaty doniczkowe",1,3107,"p4",2,2,2,NA,0.47419354838709676,0,0,0,0,0,1,7,0,1,9,6,6.5,4.4,2,3.8333333333333335,1.8,1.5,4.9,4.6,4.7,4.6,3.7,3.3,4.3,4,1.65,4.75,4.65,3.5,4.15,0.24242424242424243,0,2.302585092994046,0.21706450523782758,64.5,51.5,67,69.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68112,"puszka","jako skarbonka",1,3104,"p1",2,2,2,NA,0.47419354838709676,0,0,0,0,0,1,7,0,1,9,6,6.5,4.4,2,3.8333333333333335,1.8,1.5,4.9,4.6,4.7,4.6,3.7,3.3,4.3,4,1.65,4.75,4.65,3.5,4.15,0.24242424242424243,0,2.302585092994046,0.21706450523782758,64.5,51.5,67,69.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68112,"puszka","pojemnik na skarby",1,3105,"p2",2,1,2,NA,0.47419354838709676,0,0,0,0,0,1,7,0,1,9,6,6.5,4.4,2,3.8333333333333335,1.8,1.5,4.9,4.6,4.7,4.6,3.7,3.3,4.3,4,1.65,4.75,4.65,3.5,4.15,0.24242424242424243,0,2.302585092994046,0.21706450523782758,64.5,51.5,67,69.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68112,"puszka","wazon na kwiaty",1,3106,"p3",2,2,2,NA,0.47419354838709676,0,0,0,0,0,1,7,0,1,9,6,6.5,4.4,2,3.8333333333333335,1.8,1.5,4.9,4.6,4.7,4.6,3.7,3.3,4.3,4,1.65,4.75,4.65,3.5,4.15,0.24242424242424243,0,2.302585092994046,0.21706450523782758,64.5,51.5,67,69.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68403,"cegła","do rysowania",2,351,"p2",NA,1,3,TRUE,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4,3.8,2.5,2.8,2,2.25,2,4.2,4.333333333333333,0.0303030303030303,0,0,3.4545454545454546,3.272727272727273,2.1,2.5555555555555554,2.888888888888889,29,17.5,24,21.5,43
68403,"cegła","podpórka",2,350,"p1",NA,1,2,TRUE,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4,3.8,2.5,2.8,2,2.25,2,4.2,4.333333333333333,0.0303030303030303,0,0,3.4545454545454546,3.272727272727273,2.1,2.5555555555555554,2.888888888888889,29,17.5,24,21.5,43
68403,"puszka","pojemnik",2,393,"p2",1,1,NA,NA,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4,3.8,2.5,2.8,2,2.25,2,4.2,4.333333333333333,0.0303030303030303,0,0,3.4545454545454546,3.272727272727273,2.1,2.5555555555555554,2.888888888888889,29,17.5,24,21.5,43
68403,"puszka","wazon",2,392,"p1",1,1,NA,NA,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4,3.8,2.5,2.8,2,2.25,2,4.2,4.333333333333333,0.0303030303030303,0,0,3.4545454545454546,3.272727272727273,2.1,2.5555555555555554,2.888888888888889,29,17.5,24,21.5,43
68403,"sznurek","jako pasek",2,366,"p2",1,NA,2,NA,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4,3.8,2.5,2.8,2,2.25,2,4.2,4.333333333333333,0.0303030303030303,0,0,3.4545454545454546,3.272727272727273,2.1,2.5555555555555554,2.888888888888889,29,17.5,24,21.5,43
68403,"sznurek","ozdoba w postaci supłów",2,365,"p1",3,NA,3,NA,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4,3.8,2.5,2.8,2,2.25,2,4.2,4.333333333333333,0.0303030303030303,0,0,3.4545454545454546,3.272727272727273,2.1,2.5555555555555554,2.888888888888889,29,17.5,24,21.5,43
68600,"cegła","zrobić palenisko na ogródku,",1,2841,"p1",2,4,2,NA,0.06774193548387097,0,0,0,0,0,0,0,0,0,0,3.6,3,2.8,3.6,2.1666666666666665,3.4,3.5,3.9,3.5,2.9,3.2,3.6,2.3,2.7,3.4,3.45,3.7,3.05,2.95,3.05,0,0,0,0,51,25.5,23,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68600,"cegła","zrobic podwyzszenie jako drabinka",1,2842,"p2",2,3,2,NA,0.06774193548387097,0,0,0,0,0,0,0,0,0,0,3.6,3,2.8,3.6,2.1666666666666665,3.4,3.5,3.9,3.5,2.9,3.2,3.6,2.3,2.7,3.4,3.45,3.7,3.05,2.95,3.05,0,0,0,0,51,25.5,23,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68600,"puszka","doczepić do samochodu dla młodych",1,3438,"p1",3,3,3,NA,0.06774193548387097,0,0,0,0,0,0,0,0,0,0,3.6,3,2.8,3.6,2.1666666666666665,3.4,3.5,3.9,3.5,2.9,3.2,3.6,2.3,2.7,3.4,3.45,3.7,3.05,2.95,3.05,0,0,0,0,51,25.5,23,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68600,"puszka","pojemnik na śrubki",1,3439,"p2",2,2,2,NA,0.06774193548387097,0,0,0,0,0,0,0,0,0,0,3.6,3,2.8,3.6,2.1666666666666665,3.4,3.5,3.9,3.5,2.9,3.2,3.6,2.3,2.7,3.4,3.45,3.7,3.05,2.95,3.05,0,0,0,0,51,25.5,23,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68846,"cegła","jako podstawkę pod doniczkę",2,193,"p1",NA,1,2,TRUE,6,0,0,0,0,1,0,6,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.8,4,3.1,4.1,2.75,2,3.5,4.6,5.166666666666667,0.09090909090909091,0,2.1972245773362196,3.6363636363636362,2.727272727272727,2.6,3.3333333333333335,2.7777777777777777,31,97,40,80.5,27
68846,"puszka","po obcięciu góry to świetny pojemnik do przechowywania kredek",2,211,"p1",2,1,NA,NA,6,0,0,0,0,1,0,6,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.8,4,3.1,4.1,2.75,2,3.5,4.6,5.166666666666667,0.09090909090909091,0,2.1972245773362196,3.6363636363636362,2.727272727272727,2.6,3.3333333333333335,2.7777777777777777,31,97,40,80.5,27
68846,"sznurek","do zrobienia koszyka lub dywanika na duzym szydelku",2,192,"p1",5,NA,3,NA,6,0,0,0,0,1,0,6,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.8,4,3.1,4.1,2.75,2,3.5,4.6,5.166666666666667,0.09090909090909091,0,2.1972245773362196,3.6363636363636362,2.727272727272727,2.6,3.3333333333333335,2.7777777777777777,31,97,40,80.5,27
69182,"cegła","cegłę można wykorzystać jako ""stoper"" do drzwi",2,268,"p1",NA,1,2,TRUE,3,2,0,0,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3.4,4,3.3,3.4,3.5,3.75,3.75,5.8,5.166666666666667,0.24242424242424243,1,1.6094379124341003,3.1818181818181817,3.3636363636363638,1.8,3.4444444444444446,3.3333333333333335,34,70,90,64.5,27
69182,"puszka","puszkę można wykorzystać jako klosz do lampy",2,300,"p1",3,1,NA,NA,3,2,0,0,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3.4,4,3.3,3.4,3.5,3.75,3.75,5.8,5.166666666666667,0.24242424242424243,1,1.6094379124341003,3.1818181818181817,3.3636363636363638,1.8,3.4444444444444446,3.3333333333333335,34,70,90,64.5,27
69182,"sznurek","sznurek można wykorzystać jako bransoletkę",2,278,"p1",1,NA,2,NA,3,2,0,0,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3.4,4,3.3,3.4,3.5,3.75,3.75,5.8,5.166666666666667,0.24242424242424243,1,1.6094379124341003,3.1818181818181817,3.3636363636363638,1.8,3.4444444444444446,3.3333333333333335,34,70,90,64.5,27
69536,"cegła","Cegły można pomalować na biało z czarnymi kropkami jak klocki domina i ułożyć z nich dużą wersję tych linii do przewracania jedno po drugim.",1,3026,"p3",4,4,4,NA,0.8387096774193549,0,0,0,0,1,0,0,0,0,1,5,4.333333333333333,3.6,3.6,2.8333333333333335,1,2.4,3.6,3.8,3.3,2.7,2.6,2.7,3.6,3.5,1.7,3.7,3,2.65,3.55,0.12121212121212122,0,0.6931471805599453,0.11441035117774412,59.5,43,53.5,61,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69536,"cegła","Mogą służyć jako cel do strzelania z wiatrówek / asg",1,3028,"p5",3,3,3,NA,0.8387096774193549,0,0,0,0,1,0,0,0,0,1,5,4.333333333333333,3.6,3.6,2.8333333333333335,1,2.4,3.6,3.8,3.3,2.7,2.6,2.7,3.6,3.5,1.7,3.7,3,2.65,3.55,0.12121212121212122,0,0.6931471805599453,0.11441035117774412,59.5,43,53.5,61,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69536,"cegła","Po wycięciu w niej otworów (nie na wylot) można z niej zrobić świecznik na tealighty (bądź popielniczkę) w stylu industrialnym",1,3025,"p1",3,4,3,NA,0.8387096774193549,0,0,0,0,1,0,0,0,0,1,5,4.333333333333333,3.6,3.6,2.8333333333333335,1,2.4,3.6,3.8,3.3,2.7,2.6,2.7,3.6,3.5,1.7,3.7,3,2.65,3.55,0.12121212121212122,0,0.6931471805599453,0.11441035117774412,59.5,43,53.5,61,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69536,"cegła","Z cegieł można ułożyć doniczkę na duże kwiaty / krzewy",1,3027,"p4",2,3,2,NA,0.8387096774193549,0,0,0,0,1,0,0,0,0,1,5,4.333333333333333,3.6,3.6,2.8333333333333335,1,2.4,3.6,3.8,3.3,2.7,2.6,2.7,3.6,3.5,1.7,3.7,3,2.65,3.55,0.12121212121212122,0,0.6931471805599453,0.11441035117774412,59.5,43,53.5,61,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69536,"puszka","Jako doniczkę na warzywa domowe po wycięciu góry i przemalowaniu",1,3631,"p1",2,2,2,NA,0.8387096774193549,0,0,0,0,1,0,0,0,0,1,5,4.333333333333333,3.6,3.6,2.8333333333333335,1,2.4,3.6,3.8,3.3,2.7,2.6,2.7,3.6,3.5,1.7,3.7,3,2.65,3.55,0.12121212121212122,0,0.6931471805599453,0.11441035117774412,59.5,43,53.5,61,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69536,"puszka","Może służyć jako mini-piecyk na campingu",1,3636,"p6",3,4,3,NA,0.8387096774193549,0,0,0,0,1,0,0,0,0,1,5,4.333333333333333,3.6,3.6,2.8333333333333335,1,2.4,3.6,3.8,3.3,2.7,2.6,2.7,3.6,3.5,1.7,3.7,3,2.65,3.55,0.12121212121212122,0,0.6931471805599453,0.11441035117774412,59.5,43,53.5,61,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69536,"puszka","Może służyć jako pojemnik na farbę",1,3635,"p5",1,2,2,NA,0.8387096774193549,0,0,0,0,1,0,0,0,0,1,5,4.333333333333333,3.6,3.6,2.8333333333333335,1,2.4,3.6,3.8,3.3,2.7,2.6,2.7,3.6,3.5,1.7,3.7,3,2.65,3.55,0.12121212121212122,0,0.6931471805599453,0.11441035117774412,59.5,43,53.5,61,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69536,"puszka","Można w nich trzymać nakrętki, śrubki itp, w warsztacie",1,3634,"p4",2,2,2,NA,0.8387096774193549,0,0,0,0,1,0,0,0,0,1,5,4.333333333333333,3.6,3.6,2.8333333333333335,1,2.4,3.6,3.8,3.3,2.7,2.6,2.7,3.6,3.5,1.7,3.7,3,2.65,3.55,0.12121212121212122,0,0.6931471805599453,0.11441035117774412,59.5,43,53.5,61,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69536,"puszka","Po odpowiednim pokolorowaniu (znaki biohazard itp) może służyć jako rekwizyt w akwarium na dnie",1,3637,"p7",3,3,4,NA,0.8387096774193549,0,0,0,0,1,0,0,0,0,1,5,4.333333333333333,3.6,3.6,2.8333333333333335,1,2.4,3.6,3.8,3.3,2.7,2.6,2.7,3.6,3.5,1.7,3.7,3,2.65,3.55,0.12121212121212122,0,0.6931471805599453,0.11441035117774412,59.5,43,53.5,61,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
